PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 48, filenames: A:[48]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[49]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.642621636,0.5922816992,1
47,65,-0.2402890921,-0.06052152067,1
47,97,0.7058154941,0.3694320917,1
47,129,1.205775261,-0.6274950504,1
47,161,1.079908252,1.120024085,1
47,193,0.7317878604,0.8303630352,1
47,225,NaN,NaN,2
47,257,-2.295725822,0.8219455481,1
47,289,-2.44512558,1.774291158,1
47,321,-2.004984379,0.524623394,1
47,353,-2.6502285,-0.1889221668,1
47,385,-2.952680588,0.8957310319,1
47,417,-3.402492762,-0.199180305,1
47,449,-2.530893087,-1.108895421,1
47,481,-2.09285903,-3.825645924,1
47,513,-1.689195633,-3.028989792,1
47,545,-1.108193159,-0.2156367898,1
47,577,-0.4632427692,0.1001734734,1
47,609,-0.4152605534,0.4305789471,1
47,641,-1.21238637,-1.170298696,1
47,673,-1.949803472,-0.8792971373,1
47,705,-2.228225708,-0.5503005981,1
47,737,-2.901835918,0.1696816683,1
47,769,-3.189627886,-0.9544997215,1
47,801,-1.489652872,-0.4738661051,1
47,833,-0.08097851276,-0.6457599401,1
47,865,0.4654123783,-0.1043080986,1
47,897,0.09385740757,1.060973167,1
47,929,-0.3073084652,-0.1621480286,1
47,961,-0.928404212,-1.040801048,1
47,993,0.2629345655,-0.7298591137,1
47,1025,0.4502823353,-0.4604001045,1
47,1057,2.308631897,0.3584118485,1
47,1089,0.9385095835,0.841545701,1
47,1121,-0.8646968007,1.552748084,1
47,1153,-2.158821106,0.1007015109,1
47,1185,-2.118877172,0.2355442047,1
47,1217,-1.31063199,-0.1669998169,1
47,1249,0.1426902413,-1.05990839,1
47,1281,0.9742427468,-0.4793272018,1
47,1313,-0.4224150777,-1.50156033,1
47,1345,-1.815783501,-0.8974099159,1
47,1377,-1.301068068,-0.5624393225,1
47,1409,-0.4761077166,-0.8048973083,1
47,1441,-0.6021914482,-1.254369736,1
47,1473,-1.35261178,-1.252225399,1
47,1505,-1.076647043,0.853871882,1
47,1537,-0.9599332809,1.170491099,1
47,1569,-2.428795099,0.371549964,1
47,1601,-1.959668279,-0.1319328696,1
47,1633,-0.9441914558,-0.4690058231,1
47,1665,-0.671638608,0.2855731845,1
47,1697,-0.3431788385,0.3663178682,1
47,1729,-0.6936318874,0.03668519855,1
