PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 4, filenames: A:[4]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[5]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.2491732538,0.5388327837,1
47,65,0.5436701775,0.6073676944,1
47,97,0.2437314987,-0.2907876968,1
47,129,0.4531569481,0.2926092148,1
47,161,0.6022737026,-0.862432003,1
47,193,3.566022396,3.459180593,1
47,225,4.082463264,3.022579908,1
47,257,3.361328363,3.128302097,1
47,289,5.380896568,4.385857582,1
47,321,NaN,NaN,2
47,353,NaN,NaN,2
47,385,3.538998127,4.047428131,1
47,417,3.043673754,2.959747314,1
47,449,4.759606361,2.800463915,1
47,481,4.432314396,3.024912834,1
47,513,4.258924961,2.842446327,1
47,545,1.45913744,1.540837526,1
47,577,4.780200958,1.641071558,1
47,609,10.91492748,1.120688915,1
47,641,13.94639206,2.896846533,1
47,673,13.92868996,3.881604195,1
47,705,NaN,NaN,2
47,737,18.17805481,8.139215469,1
47,769,15.30628777,5.28696537,1
47,801,14.16932106,3.188634634,1
47,833,13.52273273,2.346801758,1
47,865,NaN,NaN,2
47,897,10.63986492,1.115420938,1
47,929,NaN,NaN,2
47,961,11.2538681,2.260994673,1
47,993,NaN,NaN,2
47,1025,14.68902969,2.38973546,1
47,1057,13.75812721,2.696748495,1
47,1089,17.48123932,3.149682522,1
47,1121,16.13076782,1.139658689,1
47,1153,16.35400963,-2.963633537,1
47,1185,17.88565445,-1.443317652,1
47,1217,NaN,NaN,2
47,1249,17.6872406,1.043761253,1
47,1281,16.78670311,-0.123496294,1
47,1313,15.13106346,2.341592073,1
47,1345,14.81252289,2.786809444,1
47,1377,14.41549301,0.617503643,1
47,1409,13.59318352,-2.466689587,1
47,1441,11.83582115,-2.465358973,1
47,1473,11.82082558,-2.247603416,1
47,1505,13.32649708,-1.77409029,1
47,1537,13.51925087,-1.719308138,1
47,1569,14.01287651,-1.826267123,1
47,1601,11.69726658,-2.562649965,1
47,1633,9.290250778,-1.297731161,1
47,1665,8.713324547,-0.01521420479,1
47,1697,8.485523224,-0.1452615261,1
47,1729,7.120300293,-1.856197357,1
47,1761,7.715971947,-2.058154583,1
47,1793,NaN,NaN,2
47,1825,6.252437115,-1.70861268,1
47,1857,1.389668465,-1.794386864,1
47,1889,-2.426980495,-0.4199606776,1
47,1921,NaN,NaN,2
47,1953,-0.1192305088,0.3836299777,1
47,1985,-0.6475822926,-0.1703644395,1
47,2017,2.75348568,-3.054654598,1
79,33,-0.1015327573,0.5614522696,1
79,65,0.05664110184,0.4289596081,1
79,97,0.1996456385,-1.795689106,1
79,129,-0.2855155468,-1.855233669,1
79,161,0.8358023167,-0.8667163849,1
79,193,2.683157921,1.936811924,1
79,225,2.772703171,1.955494642,1
79,257,2.738200426,2.395052195,1
79,289,3.272497177,3.230623722,1
79,321,NaN,NaN,2
79,353,NaN,NaN,2
79,385,2.178622723,2.396677494,1
79,417,3.255404472,2.588284969,1
79,449,2.915929317,2.537554264,1
79,481,4.085710049,2.60360074,1
79,513,NaN,NaN,2
79,545,NaN,NaN,2
79,577,9.213417053,1.075789809,1
79,609,12.14172554,2.17024231,1
79,641,14.71955013,2.57160902,1
79,673,13.60272789,3.697686672,1
79,705,13.81488991,5.626593113,1
79,737,NaN,NaN,2
79,769,14.16393661,4.057101727,1
79,801,14.06621361,2.515074253,1
79,833,13.98026752,2.490910292,1
79,865,13.74232101,0.6854723692,1
79,897,NaN,NaN,2
79,929,11.82863617,0.7526904345,1
79,961,11.36734009,-0.9380180836,1
79,993,11.10296631,1.159360528,1
79,1025,10.76806068,-0.5758903027,1
79,1057,13.25811005,1.176494598,1
79,1089,16.5202198,2.384954929,1
79,1121,16.3732338,1.666158557,1
79,1153,16.36348152,0.4802232981,1
79,1185,NaN,NaN,2
79,1217,NaN,NaN,2
79,1249,NaN,NaN,2
79,1281,NaN,NaN,2
79,1313,15.11216164,1.088736653,1
79,1345,15.59183121,3.175862789,1
79,1377,14.44433498,1.044044733,1
79,1409,13.16257477,-0.7393823862,1
79,1441,12.34890652,-1.505896091,1
79,1473,12.79077148,-1.570141315,1
79,1505,16.30924797,0.2601046562,1
79,1537,NaN,NaN,2
79,1569,12.29827976,-2.047550201,1
79,1601,10.97768688,-2.215427876,1
79,1633,9.784664154,-2.160994768,1
79,1665,8.536556244,-1.727775574,1
79,1697,7.938076019,-1.64217627,1
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,7.929131508,0.4600712061,1
79,1825,5.983775616,0.3709728718,1
79,1857,NaN,NaN,2
79,1889,NaN,NaN,2
79,1921,1.194558382,-2.106472015,1
79,1953,3.481422901,-0.5916739106,1
79,1985,0.8637486696,-0.2370198667,1
79,2017,-1.3031919,-0.760219574,1
111,33,0.1725198776,0.3831509352,1
