PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 5, filenames: A:[5]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[6]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.460254073,5.719102859,1
47,65,0.3891403973,0.05954197049,1
47,97,0.4344763458,-0.6502001882,1
47,129,0.6988632679,1.358718395,1
47,161,0.7322878838,0.8740444183,1
47,193,NaN,NaN,2
47,225,1.271265984,4.799378395,1
47,257,2.325385094,5.273358822,1
47,289,2.430475235,3.107961178,1
47,321,NaN,NaN,2
47,353,NaN,NaN,2
47,385,1.168969035,1.42677474,1
47,417,1.298381805,0.4702743292,1
47,449,2.015747547,0.8578315973,1
47,481,4.617245674,1.292269945,1
47,513,5.010647297,2.681002378,1
47,545,5.272006512,2.623104811,1
47,577,5.833651066,1.657875776,1
47,609,NaN,NaN,2
47,641,10.83146381,6.289015293,1
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,3.160736561,1.196353436,1
47,769,5.295845509,3.188141823,1
47,801,5.902637005,3.95625782,1
47,833,NaN,NaN,2
47,865,2.306181908,0.2269530296,1
47,897,0.6634216309,-15.52927113,1
47,929,3.360404015,-15.40232182,1
47,961,7.764483929,3.760563374,1
47,993,6.715148926,2.297572613,1
47,1025,6.53578949,1.679365516,1
47,1057,7.235397339,1.98271203,1
47,1089,7.346240044,2.507778645,1
47,1121,10.17160511,2.789572716,1
47,1153,11.40873146,4.069554329,1
47,1185,11.23202229,-0.1893069744,1
47,1217,9.385017395,0.2724877596,1
47,1249,8.524114609,1.454973221,1
47,1281,NaN,NaN,2
47,1313,8.59303093,2.650768757,1
47,1345,9.187842369,1.557795167,1
47,1377,9.578408241,0.892996788,1
47,1409,9.126723289,0.3053181767,1
47,1441,6.768068314,-1.311799884,1
47,1473,5.279058456,-2.257587671,1
47,1505,7.110720634,-2.328056574,1
47,1537,7.297830582,-1.072532415,1
47,1569,7.155520439,-0.7797634006,1
47,1601,7.627759933,-0.5555465221,1
47,1633,8.611160278,-2.095546246,1
47,1665,4.942032814,-1.900401592,1
47,1697,3.428085089,-1.143745422,1
47,1729,2.49289465,-2.252435684,1
47,1761,1.292169571,-0.09629485011,1
47,1793,2.30331111,0.8575485349,1
47,1825,NaN,NaN,2
47,1857,NaN,NaN,2
47,1889,3.020967007,0.5757826567,1
47,1921,2.585414171,1.888493419,1
47,1953,1.100226402,0.3452286124,1
47,1985,0.9526028633,-0.2560842931,1
47,2017,NaN,NaN,2
79,33,0.9668064117,3.434120893,1
79,65,0.003684192896,0.07574002445,1
79,97,0.2784920633,-0.6094810963,1
79,129,0.126501441,0.2282537818,1
79,161,0.1854184866,1.766000271,1
79,193,-0.7936229706,3.141056538,1
79,225,0.1062459946,3.35584259,1
79,257,1.222080231,2.872323513,1
79,289,1.836383581,1.271256089,1
79,321,1.648191452,1.745233536,1
79,353,1.145594358,0.9643690586,1
79,385,-0.3118336201,1.111885905,1
