PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 56, filenames: A:[56]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[57]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,1.756980538,0.2663326561,1
47,97,1.70461452,1.602171421,1
47,129,0.3045368195,0.7659752965,1
47,161,-0.246643573,-0.178178072,1
47,193,-1.062387228,-1.462798834,1
47,225,-1.232901931,0.4206792116,1
47,257,0.2716912031,1.224035263,1
47,289,0.633269906,1.232868433,1
47,321,-0.06173098087,0.2426493168,1
47,353,-1.156679869,1.654637575,1
47,385,-2.413665771,2.826994896,1
47,417,-2.310720444,2.943561554,1
47,449,-1.495893836,2.51668191,1
47,481,-1.61742425,2.194587469,1
47,513,NaN,NaN,2
47,545,-1.065166235,1.336387396,1
47,577,-0.9366466999,0.2334159613,1
47,609,-0.4502975345,-0.9415781498,1
47,641,-0.389906317,-0.302788496,1
47,673,-0.8097810745,-0.1303420663,1
47,705,-1.810248852,-0.7671030164,1
47,737,-2.445933819,0.7883369923,1
47,769,-2.147959471,1.18928349,1
47,801,-1.978573084,0.7349535227,1
47,833,-0.4800032377,1.643383503,1
47,865,-0.5446295738,0.7959916592,1
47,897,-0.1705780625,-2.64262104,1
47,929,-0.6601087451,-1.334965944,1
47,961,-2.94806695,-0.9399898052,1
47,993,NaN,NaN,2
47,1025,-3.839231968,0.1853733659,1
47,1057,-3.284976959,0.2811006606,1
47,1089,-1.800670266,-0.3616331518,1
47,1121,-2.955614805,-0.7912381887,1
47,1153,-4.306172371,-0.4275867939,1
47,1185,-4.531767845,0.4678939581,1
47,1217,-3.172924519,0.5941697955,1
47,1249,-1.306874752,0.4559833705,1
47,1281,-0.4401980042,0.4460800886,1
47,1313,0.1750271916,1.134814143,1
47,1345,0.2147194147,1.547464132,1
47,1377,-0.2999343872,1.353239417,1
47,1409,-0.2921458483,1.285438061,1
47,1441,0.1836543977,0.4951735139,1
47,1473,0.6187038422,-0.3540193439,1
47,1505,0.6093622446,-0.1836590171,1
47,1537,0.4031985402,-0.03517824411,1
47,1569,0.2129733562,-0.7010150552,1
47,1601,0.6059390306,-0.3453986645,1
47,1633,-0.2523571849,0.5329242945,1
47,1665,-1.731457472,2.001811504,1
47,1697,-0.7868971825,-0.05683961511,1
47,1729,-0.4749022126,-0.5530600548,1
47,1761,0.06892932951,-0.3983652592,1
47,1793,0.5927318335,-0.5459228754,1
47,1825,-0.03885447979,0.06598001719,1
47,1857,-0.4359130561,1.274853706,1
47,1889,0.0002142190933,0.7101173401,1
47,1921,0.4083880186,0.2490363121,1
47,1953,0.18067801,0.01332050562,1
47,1985,-0.3299960792,0.06417040527,1
47,2017,-0.7759795189,-0.08563166857,1
79,33,NaN,NaN,2
79,65,NaN,NaN,2
79,97,0.1252645254,0.988719523,1
79,129,-0.6969467402,0.6226266623,1
79,161,-0.5746371746,-0.3104962707,1
79,193,-0.6087083817,-1.381501436,1
79,225,-0.5543449521,-1.791142702,1
79,257,-0.1878905594,0.3666737676,1
79,289,-0.4428986609,0.5280135274,1
79,321,-0.9559212327,0.5565727949,1
79,353,-1.2853719,2.188696623,1
79,385,NaN,NaN,2
79,417,-2.186180115,1.692025304,1
79,449,-2.069057226,1.023037672,1
79,481,-1.693516374,1.479560733,1
79,513,-1.187532902,2.560912609,1
79,545,-0.4989150763,1.054305077,1
79,577,-0.5383732319,0.9183427095,1
79,609,-0.6183575988,0.716633141,1
79,641,-0.4692360461,0.9139485955,1
79,673,-0.005564793944,0.1956555843,1
79,705,0.08223156631,-0.2875013351,1
79,737,-0.3613068461,-1.200800538,1
79,769,-0.5148091316,-0.5979229212,1
79,801,-1.050085902,-0.3739292622,1
79,833,-1.110526204,1.180028915,1
79,865,-1.178391814,0.8513375521,1
79,897,-0.6194549799,-0.1821800917,1
79,929,-0.3377558589,-0.1738793254,1
79,961,-0.5300178528,-0.5532492995,1
79,993,0.8826386929,-1.165347219,1
79,1025,-0.7684879303,0.2951731086,1
79,1057,-2.023432255,0.6670464277,1
79,1089,-2.263124704,-0.08459301293,1
79,1121,-3.014245987,-0.5117794275,1
79,1153,-3.124890327,0.006211042404,1
79,1185,-2.843737364,0.4774973691,1
79,1217,-1.462692738,0.8882569075,1
79,1249,-1.415476203,0.7008220553,1
79,1281,-0.6522651911,0.4921306372,1
79,1313,-0.2935471535,0.920193851,1
79,1345,-0.2970093489,0.934256196,1
79,1377,-0.5749875307,0.4223259091,1
79,1409,-0.5279657841,0.381337285,1
79,1441,0.3491569757,0.3858345449,1
79,1473,0.5366929173,-0.9664729238,1
79,1505,0.256943047,-0.3095441461,1
79,1537,-0.06356676668,0.76286304,1
79,1569,-0.1247131824,0.8226754069,1
79,1601,-0.1672038883,0.5675779581,1
79,1633,-0.3533614278,0.1654899865,1
79,1665,0.08680832386,0.6715855002,1
79,1697,0.8788782954,-0.3222349584,1
79,1729,-0.3598829508,-0.2506250739,1
79,1761,-0.4254535735,0.1234945506,1
79,1793,-0.1320829839,0.3883817792,1
79,1825,0.2179577053,1.33606112,1
79,1857,0.9777183533,0.9441775084,1
79,1889,0.510237813,-0.2461137474,1
79,1921,-0.6851494908,-0.5172783732,1
79,1953,-0.884744823,-0.5016468763,1
79,1985,-0.7236711979,-0.03052086383,1
79,2017,-0.7045408487,-0.1006371379,1
111,33,-0.1169416308,0.2946426272,1
111,65,-0.4244590402,0.01645484567,1
111,97,-0.2727481723,0.4165632725,1
111,129,-0.1549744904,0.2287315279,1
111,161,-0.7580981255,0.4504827261,1
111,193,-1.00644505,-0.8361299038,1
111,225,-1.076207399,-1.945162535,1
111,257,-0.9452896118,-0.2670755982,1
111,289,-0.877174437,0.1330618262,1
111,321,-1.226819277,0.4006801248,1
111,353,-1.841335416,1.064346313,1
111,385,-2.558445454,1.054515362,1
111,417,-1.894005537,0.6364783645,1
111,449,-1.501361847,0.3133949041,1
111,481,-1.68534565,0.6457461119,1
111,513,-0.4738621414,2.285216093,1
111,545,0.2679780126,1.097027659,1
111,577,-0.6485376358,0.8790029287,1
111,609,-0.8285393715,1.531269431,1
111,641,-0.1921133399,1.369506359,1
111,673,1.1989187,0.482855916,1
111,705,1.059842825,-0.02870067209,1
111,737,0.8808335066,-0.8675871491,1
111,769,0.3559384346,-1.018018961,1
111,801,-0.7463796139,-0.3582177758,1
111,833,-1.702530146,0.4652936757,1
111,865,-1.727252126,0.5333628058,1
111,897,-1.319276452,0.109883219,1
111,929,-0.873675108,-0.1659413427,1
