PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 8, filenames: A:[8]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[9]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,1.493692875,0.1069264263,1
47,97,NaN,NaN,2
47,129,-1.383234501,0.4843146801,1
47,161,-0.1024306417,-1.386683106,1
47,193,0.8080598116,-0.03299462795,1
47,225,0.3441467285,0.9350728393,1
47,257,-1.034054995,2.304517984,1
47,289,-2.677133083,1.181485295,1
47,321,-2.64825058,0.4469750822,1
47,353,-0.2354575396,0.01608422399,1
47,385,1.54580307,-1.091334105,1
47,417,0.8788179159,0.603294611,1
47,449,1.005550504,0.4310477376,1
47,481,1.700991869,0.5023036599,1
47,513,2.455716133,0.9608557224,1
47,545,2.693547964,1.192317724,1
47,577,2.965911865,1.023695946,1
47,609,2.909999132,-0.03019928932,1
47,641,3.495054245,1.973569036,1
47,673,NaN,NaN,2
47,705,1.318553329,2.314453363,1
47,737,-0.750145793,2.187753201,1
47,769,-0.2388062477,1.728342772,1
47,801,1.009351611,2.480019331,1
47,833,2.680129051,-0.4373674393,1
47,865,1.145603895,0.5379080772,1
47,897,NaN,NaN,2
47,929,NaN,NaN,2
47,961,2.291008472,2.462840319,1
47,993,1.970595837,3.708901167,1
47,1025,3.176365852,4.322174072,1
47,1057,4.836945534,2.732851028,1
47,1089,5.125738144,0.4395900965,1
47,1121,6.16897583,-0.7570679188,1
47,1153,4.906441689,-0.4471129179,1
47,1185,2.886486053,-0.2056822777,1
47,1217,2.060427189,-1.448070049,1
47,1249,2.573775291,-2.729736328,1
47,1281,1.565513968,-0.3286471367,1
47,1313,2.709022045,1.453174829,1
47,1345,2.810223103,2.656771898,1
47,1377,1.681040287,2.98511076,1
47,1409,1.751048565,2.215296745,1
47,1441,1.769848824,1.843917012,1
47,1473,2.768496275,0.6555268764,1
47,1505,3.070423603,0.9838470221,1
47,1537,2.174759388,1.154414892,1
47,1569,1.976065874,1.376843572,1
47,1601,1.123531103,1.949717522,1
47,1633,1.292166233,2.219921112,1
47,1665,2.283611298,1.781964302,1
47,1697,1.972750187,0.9755226374,1
47,1729,1.613409042,0.2183222473,1
47,1761,1.503150463,0.01104058325,1
47,1793,0.6588367224,0.03353214264,1
47,1825,-0.02620822191,0.2274484634,1
47,1857,0.8226773143,-0.3382277489,1
47,1889,-0.1072090864,0.1350234747,1
47,1921,-0.2847242951,-0.7898811102,1
47,1953,-0.03471750021,-0.8719871044,1
47,1985,-0.08621668816,-0.06937370449,1
47,2017,-0.901319623,0.1587597132,1
79,33,NaN,NaN,2
79,65,0.04998806119,0.05394621566,1
79,97,0.4874178171,-2.179519653,1
79,129,NaN,NaN,2
79,161,-2.085936546,-0.4746314883,1
79,193,0.420504868,0.1451646835,1
79,225,-0.4661071301,1.032750845,1
79,257,-1.307427645,0.8866412044,1
79,289,-2.205641747,0.3078770339,1
79,321,-2.145422935,0.3432883918,1
79,353,-0.586994648,0.7500883341,1
79,385,0.1842601597,1.42707634,1
79,417,0.4509724379,1.821566701,1
79,449,0.5982146263,1.945529342,1
79,481,0.8694479465,0.5949901938,1
79,513,1.436284304,1.510264754,1
79,545,1.578950405,1.624580622,1
79,577,1.320406914,2.532529831,1
79,609,0.743717432,1.035286427,1
79,641,2.177292824,0.8746277094,1
79,673,1.602494121,0.9755350351,1
79,705,NaN,NaN,2
79,737,0.7288489342,1.667775869,1
79,769,1.080682039,2.44987011,1
79,801,NaN,NaN,2
79,833,NaN,NaN,2
79,865,3.075013161,1.702355385,1
79,897,2.644507408,0.8524367809,1
79,929,3.118040323,1.810210228,1
79,961,NaN,NaN,2
79,993,2.514329195,3.195181131,1
79,1025,3.065558195,3.745449066,1
79,1057,3.454754829,2.839964628,1
79,1089,2.716627359,1.48785603,1
79,1121,3.142543316,0.7724021673,1
79,1153,3.18443203,0.8749611378,1
79,1185,2.624613523,1.038177967,1
79,1217,1.941595078,1.781685948,1
79,1249,2.473959923,-0.08909356594,1
79,1281,2.852552414,0.94997859,1
79,1313,4.842953205,2.321161747,1
79,1345,4.300138474,2.606652975,1
79,1377,2.216305971,2.817322254,1
79,1409,2.145597458,4.063596725,1
79,1441,3.219928265,3.198544741,1
79,1473,2.844087601,1.223504305,1
79,1505,2.555109262,0.7633692026,1
79,1537,2.395121813,1.355464339,1
79,1569,2.453448772,1.285231113,1
79,1601,1.60866642,0.8464651108,1
79,1633,1.523532152,0.7406961918,1
79,1665,2.056874275,0.4884935021,1
79,1697,1.219961286,0.6403229237,1
79,1729,1.003234744,0.3989100754,1
79,1761,0.7596158981,0.1584833711,1
79,1793,0.3778092861,0.560223341,1
79,1825,0.1618079245,-0.1057835221,1
79,1857,0.330955416,-0.03385806084,1
79,1889,0.4674614966,-0.5987998247,1
79,1921,NaN,NaN,2
79,1953,0.8053495288,0.1516870558,1
79,1985,0.2111721039,0.0807222724,1
79,2017,-0.9183556437,-0.1252649724,1
111,33,-1.026276946,0.6670905352,1
111,65,-0.0820043087,0.06764411181,1
111,97,0.304969877,-1.965982676,1
111,129,-0.7357913256,-3.036401272,1
111,161,-0.3868280947,-0.9830932617,1
111,193,-0.0143545568,0.1139432788,1
111,225,-1.081806898,0.875418067,1
111,257,-0.9970101714,0.7677199244,1
111,289,-0.9311718345,-0.1079292893,1
111,321,-1.12407589,-0.5024839044,1
111,353,-0.4614639878,0.4093305469,1
111,385,-0.4597113431,1.111477613,1
111,417,-0.1294378042,2.01614809,1
111,449,0.1728850901,1.92394352,1
111,481,-0.3952431679,0.7683302164,1
111,513,0.3820668459,0.9119485617,1
111,545,0.9261780977,1.387484312,1
111,577,1.901998281,1.47616148,1
111,609,2.381018639,1.323604345,1
111,641,1.912407637,-0.06001055241,1
111,673,1.521063209,0.4113742113,1
111,705,3.2012012,0.02700293064,1
111,737,2.902172804,1.235661149,1
111,769,3.140815735,1.828244448,1
111,801,NaN,NaN,2
111,833,2.997383833,2.022809505,1
111,865,3.283470392,1.363246679,1
111,897,1.229534864,1.63420248,1
111,929,1.907406569,1.665590882,1
111,961,2.528725863,2.160354614,1
111,993,1.89991641,2.292658091,1
111,1025,0.2047314644,2.620160818,1
111,1057,0.8081867695,1.451799631,1
111,1089,2.549099684,1.879101753,1
111,1121,2.350634575,1.746889949,1
111,1153,2.467749596,1.667394996,1
111,1185,2.289533377,1.572683692,1
111,1217,1.778109789,2.036171198,1
111,1249,3.487517357,1.942552805,1
111,1281,NaN,NaN,2
111,1313,2.820966244,1.902382374,1
