PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 42, filenames: A:[42]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[43]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.8616840839,-0.4181137085,1
47,65,-0.2442238331,-0.2267934829,1
47,97,0.5008854866,1.030124187,1
47,129,-0.4731233716,1.09286356,1
47,161,-0.06175786257,0.6435377598,1
47,193,0.53560853,1.018531561,1
47,225,-1.557433605,1.71683383,1
47,257,-4.890995026,-0.3182277679,1
47,289,-5.929852962,-0.4592867494,1
47,321,-4.758646488,0.4091683626,1
47,353,-1.796886802,0.2241842747,1
47,385,0.8780263662,1.313198447,1
47,417,0.4629354477,1.031432867,1
47,449,-1.591827631,-1.063841581,1
47,481,-2.108857155,-1.401109338,1
47,513,-0.2788140774,0.008704304695,1
47,545,-0.02679753304,0.5157904625,1
47,577,-0.06719708443,1.293304801,1
47,609,0.1237882376,-1.94983542,1
47,641,0.4414744377,-1.873152256,1
47,673,0.4554118812,0.1257530451,1
47,705,0.5782781839,2.648715973,1
47,737,0.7873477936,1.740623951,1
47,769,1.649794817,2.085375309,1
47,801,2.829254389,1.416008234,1
47,833,3.663404465,1.245177388,1
47,865,1.571738124,-0.7263322473,1
47,897,0.1157000065,-1.067630291,1
47,929,0.03823891282,-0.7290291786,1
47,961,0.1833125353,-1.412720799,1
47,993,-0.2371332645,-0.6863210797,1
47,1025,-0.7944175005,0.1824899018,1
47,1057,-1.009126663,0.7063950896,1
47,1089,-0.464900732,0.4347335696,1
47,1121,0.05181708932,-0.5296993256,1
47,1153,-0.09959003329,-0.9524284601,1
47,1185,-0.5231224895,-0.8262406588,1
47,1217,-0.6377030015,0.2708415985,1
47,1249,-0.2516188622,0.1788915396,1
47,1281,-0.1397843361,-0.2235733867,1
47,1313,-0.378418982,-0.2915529013,1
47,1345,0.2544608712,-0.2781656981,1
47,1377,1.807229757,-0.1561405659,1
47,1409,2.776336908,0.8790638447,1
47,1441,0.843042016,1.060414195,1
47,1473,1.402115345,-0.3349341154,1
47,1505,2.48039031,0.06024640799,1
47,1537,1.981965065,0.2541972101,1
47,1569,0.7896289825,0.1810668111,1
47,1601,-0.02160447836,0.8669087887,1
47,1633,0.2277539372,1.745867491,1
47,1665,0.8770572543,1.911610365,1
47,1697,0.7512735128,2.013872623,1
47,1729,0.3346642852,2.093923092,1
47,1761,0.1089111269,1.333483219,1
47,1793,-0.03465208411,0.7073411942,1
47,1825,-1.340480804,0.3203914165,1
47,1857,-0.8158261776,0.07079190016,1
47,1889,-0.101352185,-0.6313066483,1
47,1921,0.05538994074,-0.9517667294,1
47,1953,0.2459763885,0.1061118841,1
47,1985,0.0712069869,0.1513118744,1
47,2017,-0.7353556156,-0.4944420457,1
79,33,-0.2097084224,0.2927718759,1
79,65,-0.9612970948,-0.07636337727,1
79,97,-0.4113022685,-0.1099766195,1
79,129,-0.02924615145,-0.5192192197,1
79,161,-0.3742013574,-0.1520151198,1
79,193,-0.9357783794,0.2468043715,1
79,225,-1.930808306,-0.3859852552,1
79,257,-4.46408987,-1.455689192,1
79,289,-5.083397865,-0.736890018,1
79,321,-2.939362049,-0.5118396878,1
79,353,-2.003172874,0.6934846044,1
79,385,-2.704223394,2.746553898,1
79,417,-1.224005818,1.604713202,1
79,449,-2.88291955,-1.791622519,1
79,481,-3.663096428,-0.6251416802,1
79,513,-1.783912301,0.3960231245,1
79,545,-1.247898459,-0.3174156845,1
79,577,-0.6022013426,-0.4951764941,1
79,609,0.04461188614,0.4782047272,1
79,641,0.1480632722,1.402994156,1
79,673,0.3799934983,0.8580033779,1
79,705,0.8029221296,-0.06743645668,1
79,737,NaN,NaN,2
79,769,1.252998352,-0.1468712986,1
79,801,2.297163486,0.02969205379,1
79,833,2.22513938,0.0005793571472,1
79,865,1.114499807,-0.5241397023,1
79,897,0.09459510446,-1.344805121,1
79,929,-0.3849934638,-0.6508340836,1
79,961,0.04488182068,-0.06760877371,1
79,993,1.525653839,-0.5139253139,1
79,1025,0.7155867219,0.1016077995,1
79,1057,-0.1874211431,0.3955940306,1
79,1089,0.1198838502,0.2306745946,1
79,1121,0.2486357093,-0.3618466258,1
79,1153,-0.4607623219,-0.7607972622,1
79,1185,-0.7399743795,-0.6502001286,1
79,1217,-0.8636747599,-0.2426859587,1
79,1249,1.533539653,0.8047858477,1
79,1281,1.391190171,1.342985749,1
79,1313,-1.148719788,1.131069422,1
79,1345,-0.4244270325,1.531481624,1
79,1377,0.2042180002,0.8430566788,1
79,1409,0.4994724393,2.122492552,1
79,1441,0.9717280269,1.187141776,1
79,1473,1.63670671,0.5798202157,1
79,1505,2.404713869,-0.1732086837,1
79,1537,1.948782325,0.2789618671,1
79,1569,1.047127604,-0.1092423201,1
79,1601,0.6629696488,1.314556003,1
79,1633,0.5097102523,1.495133281,1
79,1665,1.015325069,1.174518108,1
79,1697,1.373095512,1.398453236,1
79,1729,0.2115178704,1.451822996,1
79,1761,0.548787415,0.7789827585,1
79,1793,1.10015285,0.453784585,1
79,1825,0.4278689623,0.9698203802,1
79,1857,0.683364749,1.272725344,1
79,1889,0.6803223491,0.03112280369,1
79,1921,0.001094400883,-0.5964585543,1
79,1953,-0.2296555936,0.6040493846,1
79,1985,-0.3217618465,0.1971064061,1
79,2017,-0.3188156784,-0.2566501498,1
111,33,0.1448210925,0.715218246,1
111,65,-0.3661001325,0.09417794645,1
111,97,-0.03406074643,-0.1473426223,1
111,129,0.5375772715,-0.5642519593,1
111,161,0.6142452955,-0.6865978837,1
111,193,-0.7364515662,-0.3360392451,1
111,225,-1.589865208,-0.4017348886,1
111,257,-3.733967781,-1.130730629,1
111,289,-4.817117214,-1.27103281,1
111,321,-2.197427034,-0.03408711776,1
111,353,-1.834115505,1.1237638,1
111,385,-1.897859573,0.9179122448,1
111,417,-2.185739517,1.060294867,1
111,449,-3.160702705,0.1299782395,1
111,481,-2.132359028,0.1592589617,1
111,513,-1.660380721,0.6679445505,1
111,545,-1.385497689,0.6777275801,1
111,577,-0.3828089237,0.5956375599,1
111,609,0.6154773831,2.51180768,1
111,641,0.2555676997,2.471069813,1
111,673,0.4089758098,0.7305243015,1
111,705,1.981308699,-0.5536872149,1
111,737,1.029846549,-2.834069729,1
111,769,0.2238694429,-1.98398912,1
111,801,-0.133759141,-0.490829289,1
111,833,0.5076764226,-0.0386800766,1
111,865,0.5923016071,-0.3185413182,1
111,897,0.2792356908,-0.8286459446,1
111,929,-0.547144711,-0.5097683668,1
111,961,0.1245418787,0.1769219786,1
111,993,NaN,NaN,2
111,1025,-0.1074596047,-0.832722187,1
111,1057,-0.09785850346,-0.2265881449,1
111,1089,0.2224161625,-0.3175185621,1
111,1121,0.5205307007,-0.1099483594,1
111,1153,-0.4694610238,-0.153745383,1
111,1185,-0.9841721058,-0.1313182116,1
111,1217,-0.6110217571,-0.9689793587,1
111,1249,0.2920132875,0.281565547,1
111,1281,0.4331607223,1.997702599,1
111,1313,0.2943497002,1.898677588,1
111,1345,0.09978313744,2.382795572,1
111,1377,-0.2994500995,1.072562099,1
111,1409,-0.2236968726,1.792491436,1
111,1441,0.1888733655,1.31064713,1
111,1473,0.6506581903,0.8627719879,1
111,1505,1.088965893,-0.1931889057,1
111,1537,2.291377306,0.08996546268,1
111,1569,2.215650558,0.8408871889,1
111,1601,1.176447868,2.611245394,1
111,1633,0.5046753287,1.468225241,1
111,1665,0.7541317344,1.13059926,1
111,1697,0.8264609575,0.7651210427,1
111,1729,0.3198102713,0.2753242254,1
111,1761,-0.1467935145,-0.004159808159,1
111,1793,0.05011972785,-0.1459575891,1
111,1825,0.4594692588,0.6663982272,1
111,1857,1.371732473,1.89356029,1
111,1889,1.635119677,1.000226736,1
111,1921,0.2764261365,0.323040992,1
111,1953,-0.1970783919,0.6294448376,1
111,1985,-0.406679213,0.1066833138,1
111,2017,0.2145935446,-0.2304609716,1
143,33,-0.4296750724,0.9234476686,1
143,65,-0.3795336485,-0.0003977818415,1
143,97,-0.2681629658,-0.4364410639,1
143,129,-0.2422495484,-0.4568974376,1
143,161,-0.3390440047,-1.51062429,1
143,193,-0.6472647786,-0.06049455702,1
143,225,-1.095843673,-0.2536722422,1
143,257,-1.556075335,-0.5829119086,1
143,289,-2.344276428,-0.1690165997,1
143,321,-1.870674372,0.66135782,1
143,353,-1.430213928,0.6010659933,1
143,385,-0.3685250282,-0.1803408265,1
143,417,-1.517241597,0.4889081717,1
143,449,-1.684641123,0.9242035151,1
143,481,-1.582623005,0.5206980705,1
143,513,-1.672129869,0.5819434524,1
143,545,-1.666916728,0.8989231586,1
143,577,-0.9428947568,0.690875411,1
143,609,-0.524539113,1.748289227,1
143,641,-0.1939367354,1.547791719,1
143,673,-0.2907952368,0.2461358309,1
143,705,-0.5289373398,-0.2763472199,1
143,737,-0.009985566139,-1.603918433,1
143,769,0.2017912269,-1.617541552,1
143,801,-0.2056574821,-0.7891259193,1
143,833,-0.1272239685,-0.07058036327,1
143,865,0.4000679851,-0.2462741137,1
143,897,0.3089510202,-0.3481023908,1
143,929,0.05331973732,0.1431058049,1
143,961,-0.1873515248,0.326274097,1
143,993,-0.3193347454,0.330720365,1
143,1025,-0.8823816776,-1.130394936,1
143,1057,-1.261655688,-2.414762735,1
143,1089,0.01604227722,-1.1981107,1
143,1121,0.4993516803,-0.009129449725,1
143,1153,0.1719907969,0.9961580038,1
143,1185,-0.05801685154,0.6280089021,1
143,1217,-0.513018012,-0.1106883883,1
143,1249,-0.2650225759,-0.3981568813,1
143,1281,-0.3568258286,1.74326086,1
143,1313,-0.1193960607,3.243906975,1
143,1345,0.6197872162,1.295877814,1
143,1377,0.4219231606,0.6024899483,1
143,1409,0.3958018422,1.609000206,1
143,1441,-0.1151968241,1.74236536,1
143,1473,-0.5144028068,1.428533435,1
143,1505,0.4529952407,1.267123818,1
143,1537,1.130337834,0.83766222,1
143,1569,1.309949517,1.279389143,1
143,1601,1.343373537,2.808189869,1
143,1633,0.6090527773,1.352274656,1
143,1665,0.4033321738,1.095373869,1
143,1697,0.7010548711,0.5834755301,1
143,1729,0.3069959283,0.1816072464,1
143,1761,-0.02677309513,0.3235110343,1
143,1793,0.2160283774,0.2054743767,1
143,1825,0.03576761484,0.1860975921,1
143,1857,0.1033164561,0.4545732141,1
143,1889,0.5230516195,0.8463859558,1
143,1921,0.1064726487,0.3461965621,1
143,1953,-0.492110461,-0.3354042172,1
143,1985,-0.2471450567,-0.04824308306,1
143,2017,0.474850744,-0.3217845857,1
175,33,-0.4831673205,0.7071367502,1
175,65,-0.3271194398,-0.107454136,1
175,97,-0.6894040108,-0.4112067819,1
175,129,-0.7032445669,0.8401736617,1
175,161,NaN,NaN,2
175,193,-0.5771232843,0.296841085,1
175,225,-0.4777415991,0.5503202677,1
175,257,-0.4680075645,-0.095089674,1
175,289,-1.167340279,-0.3726158738,1
175,321,-1.561988711,-0.2338390499,1
175,353,-1.804681659,-0.1900384724,1
175,385,-1.691286325,-0.1656831354,1
