PIVlab, ASCII chart output - 23-Oct-2024
FRAME: 3, filenames: A:[3]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi & B:[4]AVI_Pos004_TimeSrs0004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,NaN,NaN,2
47,65,0.5039131641,1.040527344,1
47,97,-0.6601253748,-2.043519497,1
47,129,-0.06513857841,-1.035761595,1
47,161,-0.01454520226,0.7053673267,1
47,193,1.935270786,3.164565563,1
47,225,3.281876087,4.288370132,1
47,257,2.48060751,6.085106373,1
47,289,2.127105474,4.150580406,1
47,321,2.615693569,3.931969643,1
47,353,4.867028713,5.168758869,1
47,385,6.423674107,6.559929848,1
47,417,NaN,NaN,2
47,449,7.605154037,6.625736237,1
47,481,9.21866703,5.750431061,1
47,513,10.24064159,6.579724789,1
47,545,10.38926601,6.412341118,1
47,577,10.51040936,6.28008461,1
47,609,11.35409355,3.627354145,1
47,641,12.39326477,1.439146996,1
47,673,NaN,NaN,2
47,705,NaN,NaN,2
47,737,1.932888031,-2.49287653,1
47,769,15.59551048,-0.05483341217,1
47,801,16.02863693,0.2948499918,1
47,833,15.56369877,0.02172899246,1
47,865,16.32155609,3.118282318,1
47,897,NaN,NaN,2
47,929,NaN,NaN,2
47,961,19.9986763,0.02923464775,1
47,993,18.08574677,2.107936144,1
47,1025,15.90810013,0.6299225092,1
47,1057,15.21983051,0.4019584656,1
47,1089,14.53212547,-2.576020479,1
47,1121,15.88035202,-2.711973429,1
47,1153,17.64920807,-2.747992039,1
47,1185,NaN,NaN,2
47,1217,14.63008881,1.194343209,1
47,1249,14.99160385,-1.451438427,1
47,1281,17.82679367,0.9026916027,1
47,1313,NaN,NaN,2
47,1345,14.69226742,-1.123476982,1
47,1377,14.61593437,-1.219871521,1
47,1409,13.57942581,-2.30099225,1
47,1441,11.00233936,-2.472417116,1
47,1473,9.518774033,-2.52579689,1
47,1505,10.95414352,-3.091762543,1
47,1537,12.58890438,-4.239132881,1
47,1569,NaN,NaN,2
47,1601,10.89941788,-2.905236483,1
47,1633,11.13393593,-2.504845381,1
47,1665,NaN,NaN,2
47,1697,8.591280937,0.9435567856,1
47,1729,-0.7085399628,-0.2068601847,1
47,1761,NaN,NaN,2
47,1793,9.19022274,-3.246745825,1
47,1825,5.942728996,-2.538034916,1
47,1857,-0.625562191,1.190057635,1
47,1889,0.6860530376,1.068582535,1
47,1921,2.592156887,1.170541763,1
47,1953,3.561966896,3.986157894,1
47,1985,-0.5371041298,-0.2240415215,1
47,2017,NaN,NaN,2
79,33,NaN,NaN,2
79,65,1.446955442,0.9061023593,1
79,97,0.07387006283,-0.934727788,1
79,129,0.6113455296,-0.2232098281,1
79,161,1.581363916,0.5869235992,1
79,193,4.107256889,3.694219589,1
79,225,4.421113491,6.161951542,1
79,257,4.943272114,4.574761391,1
79,289,3.971102715,4.490149498,1
79,321,4.102967262,4.525351524,1
79,353,5.464954376,5.692478657,1
79,385,5.623904228,5.627558708,1
79,417,7.597514153,6.426575661,1
79,449,9.715719223,6.368211269,1
79,481,9.762887955,5.623948574,1
79,513,10.06840229,5.217113495,1
79,545,11.2495718,6.071256161,1
79,577,11.85807228,5.905202389,1
79,609,12.35942459,2.592941284,1
79,641,13.12781429,2.179088116,1
79,673,NaN,NaN,2
79,705,NaN,NaN,2
79,737,NaN,NaN,2
79,769,15.49117565,2.018325567,1
79,801,15.40253544,0.8590407372,1
79,833,15.32166862,1.512016058,1
79,865,15.8666153,1.802298307,1
79,897,NaN,NaN,2
79,929,NaN,NaN,2
79,961,13.23108101,-1.81060791,1
79,993,NaN,NaN,2
79,1025,14.92042828,-0.2355363667,1
79,1057,17.01519394,-0.9907253981,1
79,1089,16.91242599,-1.037543058,1
79,1121,16.36915016,-1.052336454,1
79,1153,15.77120972,-1.031657457,1
79,1185,13.89648056,-2.033702374,1
79,1217,NaN,NaN,2
79,1249,NaN,NaN,2
79,1281,NaN,NaN,2
79,1313,15.71817303,-3.250397444,1
79,1345,15.45739365,-3.678839207,1
79,1377,15.1240797,-2.327335835,1
79,1409,14.22493649,-2.325951815,1
79,1441,12.59065914,-0.5190804005,1
79,1473,11.18346882,-0.9144537449,1
79,1505,11.20779419,-3.400393963,1
79,1537,11.51713371,-4.175943375,1
79,1569,NaN,NaN,2
79,1601,11.14801216,-3.232664347,1
79,1633,10.85082054,-1.798447847,1
79,1665,8.612418175,-1.754261732,1
79,1697,NaN,NaN,2
79,1729,NaN,NaN,2
79,1761,NaN,NaN,2
79,1793,8.093839645,-3.77501893,1
79,1825,8.152362823,-4.377984524,1
79,1857,NaN,NaN,2
79,1889,1.544274569,1.195861936,1
79,1921,5.021350384,-0.6900348663,1
79,1953,1.791680694,1.222827911,1
79,1985,1.139496207,-0.2350653112,1
79,2017,NaN,NaN,2
111,33,0.6105189323,2.831566334,1
111,65,0.2849333882,0.891086638,1
111,97,-0.694853723,-0.4961187243,1
111,129,0.1216057539,0.02406358719,1
111,161,0.9068236351,0.5018446445,1
111,193,4.509339333,4.823403835,1
111,225,5.511751175,5.577393532,1
111,257,4.882849216,6.133250713,1
111,289,5.02172327,4.815950394,1
111,321,5.830972195,3.993391514,1
111,353,6.82253933,5.049929142,1
111,385,7.361168861,4.584298611,1
111,417,8.412405968,5.030996323,1
111,449,9.387360573,5.140555382,1
111,481,10.25295067,4.781875134,1
111,513,NaN,NaN,2
111,545,10.95377254,5.25131321,1
111,577,11.99553204,5.056602955,1
111,609,13.17016602,2.533767223,1
111,641,NaN,NaN,2
111,673,NaN,NaN,2
111,705,NaN,NaN,2
111,737,NaN,NaN,2
111,769,13.57665825,1.742434025,1
111,801,15.40524197,1.940315962,1
111,833,15.38920879,1.821191788,1
111,865,14.67044067,0.8346943855,1
111,897,15.4183979,1.431332111,1
111,929,15.48956108,1.715613008,1
111,961,15.56788063,1.460325956,1
111,993,NaN,NaN,2
111,1025,NaN,NaN,2
111,1057,16.02554893,0.445651412,1
111,1089,16.02380371,0.2656882405,1
111,1121,15.41760254,0.757194221,1
111,1153,13.55220604,0.3042293787,1
111,1185,13.50718403,-1.965440035,1
111,1217,NaN,NaN,2
111,1249,NaN,NaN,2
111,1281,NaN,NaN,2
111,1313,15.73513794,-3.640089989,1
111,1345,16.22590637,-5.668831825,1
111,1377,15.7131052,-3.281512976,1
111,1409,14.7975893,-1.805644035,1
111,1441,13.33913994,0.8494691849,1
111,1473,12.07155132,-1.549050093,1
111,1505,11.50191689,-2.616165638,1
111,1537,11.42166042,-3.477489948,1
111,1569,11.50420856,-4.746829033,1
