PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 25, filenames: A:[25]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[26]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.2244547009,-0.3148078918,1
9,18,0.07752774656,0.05198498815,1
9,26,0.04359243065,0.2106544673,1
9,34,-0.04356938601,0.2445344031,1
9,42,-0.02834239602,0.353476584,1
9,50,0.1610417366,0.3570275903,1
9,58,0.2799056768,0.2575578392,1
9,66,0.1599582434,0.02766880393,1
9,74,0.1460743845,0.09155513346,1
9,82,0.2035681903,0.08820994198,1
9,90,0.1435900927,0.02822370827,1
9,98,0.02066242695,-0.06634524465,1
9,106,0.09091578424,-0.1366409957,1
9,114,0.1049229801,0.1057837307,1
9,122,0.1077450216,0.1451067924,1
9,130,0.08241607249,-0.02884797752,1
9,138,-0.0356452167,-0.1014165133,1
9,146,-0.02337488532,-0.1000673547,1
9,154,-0.01121138781,0.02936395258,1
9,162,-0.07808716595,-0.07013570517,1
9,170,-0.196325317,-0.04683437943,1
17,10,-0.08436700702,-0.07078628242,1
17,18,-0.0276072938,0.1087315828,1
17,26,-0.01220474392,0.06068509817,1
17,34,0.03720383346,-0.01424376667,1
17,42,0.2102943659,-0.01700612158,1
17,50,0.2301074117,-0.003289580345,1
17,58,0.1621464193,-0.02455533296,1
17,66,0.001513816416,0.03597949818,1
17,74,0.1422221661,-0.001053029671,1
17,82,0.1964360774,0.08093510568,1
17,90,0.1403213441,0.05571841821,1
17,98,0.1569720954,0.09621249884,1
17,106,0.1871486008,0.06177765131,1
17,114,0.1390918195,0.1749602854,1
17,122,0.137868762,0.07869105786,1
17,130,0.1051806435,-0.01193094626,1
17,138,0.111605525,0.04477549717,1
17,146,0.1605395675,-0.01506915689,1
17,154,0.104883261,-0.0447088331,1
17,162,0.1373370141,-0.09046547115,1
17,170,0.09871062636,-0.09613056481,1
25,10,0.03686504066,0.1887996197,1
25,18,0.00585750863,0.1202841252,1
25,26,0.02539371699,0.01012089476,1
25,34,0.251750201,-0.1016132534,1
25,42,0.3891352117,-0.1754060388,1
25,50,0.2553433776,-0.1857232153,1
25,58,0.09232906997,-0.1154984534,1
