PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 63, filenames: A:[63]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[64]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.1706586033,0.3505972028,1
9,18,-0.1532410979,-0.07242773473,1
9,26,-0.05975547433,-0.1872685552,1
9,34,-0.01984542608,-0.1918638349,1
9,42,-0.1194240749,-0.1396832913,1
9,50,-0.02879694477,-0.05062607676,1
9,58,0.01202161238,-0.2235862762,1
9,66,-0.01867935061,-0.1573707163,1
9,74,0.04144318774,-0.05310343951,1
9,82,-0.02299597114,-0.01014910638,1
9,90,-0.06229847297,0.05399627984,1
9,98,0.002976797521,0.0324877575,1
9,106,0.0473421663,-0.02936763316,1
9,114,-0.1208518147,0.01029878855,1
9,122,-0.0893894881,0.06147999316,1
9,130,-0.01903881133,-0.1459102929,1
9,138,-0.1249108166,-0.09297907352,1
9,146,-0.1450073123,-0.1790383011,1
9,154,-0.08945716172,-0.273815155,1
9,162,-0.1280274838,-0.05323964357,1
9,170,-0.2281511724,0.2262958288,1
17,10,-0.008603051305,0.1512272358,1
17,18,0.05807826295,0.08949735761,1
17,26,-0.05318503082,0.06869392842,1
17,34,-0.08593901247,0.006986521184,1
17,42,-0.0130103156,-0.06565704197,1
17,50,0.06608454883,-0.09362746775,1
17,58,-0.04335646704,-0.1271046102,1
17,66,-0.1766765714,-0.1764952838,1
17,74,-0.0507864058,-0.05788775161,1
17,82,0.02699736878,-0.039884381,1
17,90,-0.04820398241,0.03085248172,1
17,98,-0.06626401842,-0.06478440762,1
17,106,-0.05249080062,-0.1079237089,1
17,114,-0.1167422533,-0.08145528287,1
17,122,-0.06866438687,0.02451965958,1
17,130,-0.05074846745,-0.05656244606,1
17,138,-0.1399989873,0.03306203336,1
17,146,-0.02975625359,-0.07907976955,1
17,154,0.1167394519,0.01471298188,1
17,162,-0.1984860748,-0.1482221037,1
17,170,-0.2637350857,-0.1408665776,1
25,10,0.2877062559,0.08011102676,1
25,18,0.2764326036,0.1459291279,1
25,26,0.09929876775,0.1647039652,1
25,34,-0.08922804147,0.08539687097,1
25,42,0.04768869281,-0.02964179218,1
25,50,0.1065146998,-0.02738728933,1
25,58,0.05278287083,0.06455925107,1
25,66,-0.04671875387,-0.04795792699,1
25,74,-0.1532632411,-0.09930817783,1
25,82,-0.06835628301,-0.09315522015,1
25,90,-0.094224751,-0.04770551622,1
25,98,-0.0855364427,-0.05315930769,1
25,106,-0.03521170467,-0.115726009,1
25,114,-0.07118535042,-0.01898539253,1
25,122,-0.03267740831,0.0876205191,1
25,130,-0.03880210593,-0.03839493915,1
25,138,-0.05156541616,0.01191599295,1
25,146,0.1072025821,0.01341006905,1
25,154,0.1448201686,0.07958552986,1
25,162,-0.01220566407,-0.02486386523,1
25,170,-0.08396674693,-0.2187065035,1
33,10,0.2977923751,0.07644084096,1
33,18,0.325935781,0.1771147251,1
33,26,0.1864811778,0.1305560768,1
33,34,0.007164597511,0.1238060817,1
33,42,0.04346780479,0.05938193202,1
33,50,0.07814092934,0.03757191077,1
33,58,0.02495309152,0.1279620826,1
33,66,-0.05641015619,0.01840808056,1
33,74,-0.06788443029,-0.1118123978,1
33,82,-0.04143982381,-0.1048030704,1
33,90,-0.1202789396,-0.05827645585,1
33,98,-0.1632596254,-0.02333323285,1
33,106,-0.02784923464,-0.05756513029,1
33,114,-0.02142332122,-0.02766170725,1
33,122,-0.05253724009,0.009152290411,1
33,130,-0.02700442635,0.01695728861,1
33,138,-0.06663900614,0.06069464982,1
33,146,-0.07024292648,0.0787248984,1
33,154,-0.0698120445,0.09281009436,1
33,162,-0.080298163,0.04620770738,1
33,170,-0.1271129549,-0.1030733734,1
41,10,0.10798572,0.06531271338,1
41,18,0.1579971164,0.1532282829,1
41,26,0.1043624133,0.1036135703,1
41,34,0.1113175675,0.1266242266,1
41,42,0.1685895026,0.1592539847,1
41,50,0.0956017524,0.03480357677,1
41,58,-0.0189428702,0.02785583213,1
41,66,-0.05026046932,-0.008360341191,1
41,74,-0.01323501766,-0.09694192559,1
41,82,-0.02014588565,-0.03475861996,1
41,90,-0.02130513638,0.07000394911,1
41,98,-0.04394487292,-0.07163105905,1
41,106,0.04506158084,0.00257374905,1
41,114,0.03704111278,-0.01655494981,1
41,122,0.02815884911,0.002922370564,1
41,130,0.01981552504,0.03376962617,1
41,138,-0.05311348289,0.03572147712,1
41,146,-0.08802613616,0.05317878723,1
41,154,-0.1593106389,0.06711545587,1
41,162,-0.1566943079,-0.03198498115,1
41,170,-0.004869941622,0.01413408667,1
49,10,0.1117351353,0.122259073,1
49,18,0.08293358237,0.1213834435,1
49,26,-0.05223912001,0.008529283106,1
49,34,0.03621958196,-0.1586813927,1
49,42,0.1954964995,0.06991242617,1
49,50,0.05577277392,0.02957975864,1
49,58,0.0223069489,0.01071932167,1
49,66,-0.03446817398,0.04034343362,1
49,74,-0.1087932736,-0.0725537762,1
49,82,-0.1385650039,0.01917472482,1
49,90,-0.1150133759,0.01575564966,1
49,98,-0.05165522546,-0.05006158724,1
49,106,-0.05641632527,0.01810907573,1
49,114,-0.02394421771,7.864460349e-05,1
49,122,0.04168353975,0.03704207763,1
49,130,-0.0004822686315,-0.02728173323,1
49,138,-0.01797978207,-0.08634636551,1
49,146,-0.07454030216,-0.003515437245,1
49,154,-0.1034004241,0.05160351098,1
49,162,-0.009105440229,0.05080323666,1
49,170,0.06674548984,0.04288572818,1
57,10,0.05922994018,0.1139412075,1
57,18,-0.06343034655,0.01371793263,1
57,26,-0.1159975827,-0.1441125572,1
57,34,-0.01754838228,-0.2584192455,1
57,42,0.02205104753,-0.01222022995,1
57,50,0.03904828057,0.2681996822,1
57,58,0.05450383946,0.1454259455,1
57,66,-0.05143199861,0.108897537,1
57,74,-0.1056651622,-0.01650901511,1
57,82,-0.1034457535,-0.05915240943,1
57,90,-0.08136543632,-0.05413242802,1
57,98,-0.00526622124,0.05912369862,1
57,106,-0.002196067944,0.0412327908,1
57,114,-0.006911018863,-0.05754917115,1
57,122,-0.02974727377,0.003689604346,1
57,130,-0.1097893715,-0.01913991943,1
57,138,-0.1056227013,-0.1417636424,1
57,146,-0.09082785249,-0.04408569634,1
57,154,-0.1704821289,0.004818285815,1
57,162,-0.215218246,0.09628812969,1
57,170,-0.02497873083,0.09322814643,1
65,10,-0.0179233849,0.1091863811,1
65,18,0.008411854506,-0.01815019548,1
65,26,-0.1058092639,-0.06185132265,1
65,34,-0.05002626777,-0.04519359022,1
65,42,-0.08356012404,0.04741437733,1
65,50,-0.1089641377,0.1618513167,1
65,58,-0.04238912463,0.03009460494,1
65,66,-0.05732160062,0.05464034528,1
65,74,-0.102432698,0.04880169407,1
65,82,-0.102094762,-0.04215979204,1
65,90,-0.001662541181,-0.04532640427,1
65,98,0.01145071536,0.1066309437,1
65,106,0.1270128787,0.1235924214,1
65,114,0.1874034405,-0.02566266991,1
65,122,0.2486101091,0.05189818516,1
65,130,0.08437408507,0.02869653888,1
65,138,-0.07932759821,-0.01267865673,1
65,146,-0.1329330504,0.04901801795,1
65,154,-0.206692338,0.03346254677,1
65,162,-0.1529147476,0.1001889855,1
65,170,-0.01185021177,0.208245188,1
73,10,-0.06478182971,0.02157577872,1
73,18,0.03464454785,0.07400916517,1
73,26,0.0142830871,0.04966489971,1
73,34,0.06039474905,-0.08086302876,1
73,42,0.01607032493,-0.04201944917,1
73,50,-0.06872359663,-0.01787726022,1
73,58,-0.04005458951,-0.05217370763,1
73,66,-0.09354870021,-0.03801076114,1
73,74,-0.1691581756,0.04436162859,1
73,82,-0.0605298765,0.06441108137,1
73,90,-0.03421175107,0.08743148297,1
73,98,0.05385824293,0.1667047143,1
73,106,0.1136826649,0.1196562052,1
73,114,0.05255717784,0.02545277029,1
73,122,0.1857136488,-0.008212270215,1
73,130,0.1955598891,-0.05038636178,1
73,138,0.01712849364,0.08889147639,1
73,146,-0.1410417557,0.1630446315,1
73,154,-0.1826223731,0.0410387814,1
73,162,-0.00668810308,0.04925605655,1
73,170,0.09036456048,0.1279673427,1
81,10,0.03832906857,0.135671407,1
81,18,-0.05171011388,0.1855460107,1
81,26,-0.0980855599,0.06607583165,1
81,34,-0.1041091159,-0.008382841945,1
81,42,-0.0788013339,-0.04198056459,1
81,50,-0.1099362448,-0.05906574801,1
81,58,-0.09267920256,-0.07172732055,1
81,66,-0.1141012758,-0.145815745,1
81,74,-0.08492126316,0.01668866165,1
81,82,-0.02101127058,0.1408477128,1
81,90,0.0007760934532,0.1739854664,1
81,98,0.1270469129,0.1102812663,1
81,106,0.06234959885,0.02039902657,1
81,114,0.04741611332,-0.002479124814,1
81,122,0.0252128616,-0.04964150488,1
81,130,-0.01650615223,-0.01961893216,1
81,138,0.0001667365432,0.06961194426,1
81,146,-0.1044421047,0.137723282,1
81,154,-0.1371545792,0.08266998827,1
81,162,-0.08543664217,0.02685704827,1
81,170,0.09313681722,0.08309260756,1
89,10,-0.0137674287,0.2416658998,1
89,18,-0.08747789264,0.07951740175,1
89,26,-0.1080196053,0.02466789074,1
89,34,-0.09947998822,0.02494321018,1
89,42,-0.1097215638,-0.03678650409,1
89,50,-0.1048197597,-0.09514359385,1
89,58,-0.1021653116,-0.03297040984,1
89,66,-0.1510657072,-0.1475226581,1
89,74,0.01005545259,-0.02718132362,1
89,82,0.006360534579,0.1715057492,1
89,90,-0.05150131509,0.07750501484,1
89,98,-0.04254072905,0.04870633781,1
89,106,-0.2071249634,-0.06864770502,1
89,114,-0.08912722021,-0.0502609238,1
89,122,0.03446915746,-0.03586339951,1
89,130,-0.02069728263,0.05218604952,1
89,138,-0.1234670728,0.05974088982,1
89,146,-0.08687598258,0.1093245372,1
89,154,-0.07952471077,0.2032472789,1
89,162,-0.1885348856,0.1375548989,1
89,170,-0.06285868585,0.03405688331,1
97,10,-0.02213021368,0.1267279387,1
97,18,-0.03665803373,-0.06736901402,1
97,26,-0.04012485221,-0.1711582541,1
97,34,-0.02655509859,-0.06499224156,1
97,42,-0.08400548995,-0.03795970604,1
97,50,-0.08658546209,-0.04006376117,1
97,58,-0.1161536127,0.02927011997,1
97,66,-0.1273514628,-0.1532649547,1
97,74,-0.02858257294,-0.2145644575,1
97,82,-0.08881341666,0.1234729066,1
97,90,-0.1646753699,0.1606550515,1
97,98,-0.04370192066,0.155254513,1
97,106,-0.04234482348,0.06447264552,1
97,114,-0.1153876111,-0.05705485493,1
97,122,-0.02117162198,0.03708313406,1
97,130,0.0351479724,0.174726665,1
97,138,-0.01209319197,0.1058256775,1
97,146,-0.02135839686,0.03580481559,1
97,154,0.03797511384,0.06990712136,1
97,162,0.003715254366,-0.004868388176,1
97,170,-0.08564643562,0.01627826691,1
105,10,-0.06544540823,0.07305897772,1
105,18,-0.1985945404,-0.1863425523,1
105,26,-0.1270936131,-0.2271832228,1
105,34,-0.01994060725,-0.04473159835,1
105,42,-0.002874754369,-0.0009105764329,1
105,50,0.02709963173,0.00421565026,1
105,58,-0.05862496793,-0.009062103927,1
105,66,-0.07639298588,-0.04098112509,1
105,74,-0.006017781794,-0.07448026538,1
105,82,-0.02260801196,0.07134503126,1
105,90,-0.04337701574,0.2576467097,1
105,98,0.03247042745,0.1408774257,1
105,106,0.1561386287,0.03552660719,1
105,114,0.08562791348,0.005124207586,1
105,122,0.003462067805,0.1061325744,1
105,130,-0.01155721769,0.121219188,1
105,138,-0.02139983326,-0.01369226724,1
105,146,0.01995043084,-0.1425120682,1
105,154,0.006511171348,-0.1174486876,1
105,162,-0.00247688964,0.003752559423,1
105,170,-0.09074024856,0.1546536088,1
113,10,-0.04193618149,0.05561552942,1
113,18,-0.08869931102,-0.07216172665,1
113,26,-0.06446778774,-0.1434554905,1
113,34,-0.08902303874,-0.03751176596,1
113,42,-0.1199398786,0.09691222757,1
113,50,-0.01510454342,-0.001890123822,1
113,58,-0.02004187927,0.0144269038,1
113,66,0.05184167624,0.04427488521,1
113,74,0.1595870256,0.06475093961,1
113,82,-0.002162456512,0.1026645601,1
113,90,-0.0224369783,0.1964676082,1
113,98,-0.05121645331,0.09604404867,1
113,106,0.003333519679,-0.04977128282,1
113,114,0.09436693043,0.04940542579,1
113,122,-0.0900426656,0.004988316447,1
113,130,-0.1934085637,-0.1445465535,1
113,138,-0.1518639922,-0.09188450873,1
113,146,-0.03555721045,-0.09994916618,1
113,154,0.05824295431,-0.08631581068,1
113,162,0.07644855231,0.1062064245,1
113,170,-0.1385930479,0.2085007131,1
121,10,0.1107939929,0.1686019748,1
121,18,0.07215992361,0.07804709673,1
121,26,-0.02656705864,0.04924083501,1
121,34,-0.04852681607,-0.05957166106,1
121,42,-0.04650024697,0.08354954422,1
121,50,-0.037419606,0.03055705503,1
121,58,-0.01980105788,0.01769271493,1
121,66,0.04219800234,0.03716371208,1
121,74,0.09330327809,0.03433367983,1
121,82,0.03841244057,0.03374490514,1
121,90,-0.01037930232,-0.01628702134,1
121,98,-0.05893746391,0.01646137796,1
121,106,-0.05029016361,0.04287296906,1
121,114,0.009585246444,0.01628434658,1
121,122,-0.001197680831,-0.04497850686,1
121,130,-0.04519408941,0.04308106005,1
121,138,-0.06124357134,0.06383982301,1
