PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 94, filenames: A:[94]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[95]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.1355887204,0.09679946303,1
9,18,-0.05050310493,0.04605867714,1
9,26,-0.1905617416,0.1034005806,1
9,34,-0.3349398971,0.188326627,1
9,42,-0.2795010209,-0.1086679325,1
9,50,-0.2823605537,-0.0689150691,1
9,58,-0.4047926068,0.07209780812,1
9,66,-0.2352488339,0.07183184475,1
9,74,0.03472808003,-0.1148130372,1
9,82,0.08038654923,-0.2559815347,1
9,90,-0.1042138636,-0.2813523114,1
9,98,-0.3801381886,-0.2722983956,1
9,106,-0.3216828108,-0.2227576375,1
9,114,-0.06148813665,-0.1813288629,1
9,122,-0.02987316251,-0.01451481134,1
9,130,-0.1356956065,-0.113173157,1
9,138,-0.2713868022,0.08148358762,1
9,146,-0.3342960477,0.1274843216,1
9,154,-0.2945922315,0.03808856755,1
9,162,-0.04120907187,-0.05314414948,1
9,170,-0.02481793612,-0.03663288802,2
17,10,-0.08622102439,-0.1570701599,1
17,18,-0.2230621129,-0.0791773349,1
17,26,-0.2730020583,0.08385720849,1
17,34,-0.248896271,0.1779201925,1
17,42,-0.1877815723,0.09651050717,1
17,50,-0.1249924004,0.07515757531,1
17,58,-0.09894260764,0.03377320617,1
17,66,-0.03500960767,-0.05711082369,1
17,74,-0.02337637544,-0.08227309585,1
17,82,-0.02334855497,-0.124143213,1
17,90,-0.0704216212,-0.09885022044,1
17,98,-0.1958275735,-0.008927538991,1
17,106,-0.171499595,0.1684963703,1
17,114,-0.07650764287,0.1447400302,1
17,122,-0.1324549317,0.134855032,1
17,130,-0.125953719,-0.04065621644,1
17,138,-0.1660600007,0.05949427933,1
17,146,-0.2731524706,0.1371987015,1
17,154,-0.1891919971,0.06410118192,1
17,162,-0.1130171567,-0.01945165545,1
17,170,-0.00842680037,-0.02012162656,1
25,10,-0.1531999707,-0.3725123703,1
25,18,-0.2639293373,-0.2508013546,1
25,26,-0.3331276774,-0.04297178239,1
25,34,-0.1498542875,0.08077202737,1
25,42,0.02345530689,0.1538953036,1
25,50,-0.04535148293,0.2744527757,1
25,58,-0.1506935209,0.06219987944,1
25,66,-0.08366800845,-0.03570446745,1
25,74,-0.09518751502,-0.08734185994,1
25,82,-0.2176386118,-0.007276043296,1
25,90,-0.2810299397,0.1100371927,1
25,98,-0.2933913171,0.04527913034,1
25,106,-0.2450253218,0.2196454108,1
25,114,-0.06829763949,0.2671337724,1
25,122,-0.1538764089,0.1094085425,1
25,130,-0.2039343417,0.1456001997,1
25,138,-0.139850527,0.1343294382,1
25,146,-0.1434898823,0.1209138036,1
25,154,-0.1101690531,0.09298813343,1
25,162,-0.1383944452,0.06293705106,1
25,170,-0.1496162564,0.0741404891,1
33,10,-0.0106799975,-0.2712664306,1
33,18,-0.09275627136,-0.2073502541,1
33,26,-0.1475899965,-0.00837675482,1
33,34,-0.151812315,0.05154352263,1
33,42,-0.05912613869,0.1028219759,1
33,50,-0.0690362826,0.2970901728,1
33,58,-0.177780211,0.3251574337,1
33,66,-0.1702329218,-0.05787486956,1
33,74,-0.1199794263,-0.09570403397,1
33,82,-0.2506500483,0.09371592104,1
33,90,-0.279759109,0.2360419929,1
33,98,-0.2721276581,0.1692661047,1
33,106,-0.2546690106,0.1855608523,1
33,114,-0.004396393895,0.16997841,1
33,122,-0.0326910913,0.125693664,1
33,130,-0.1528314501,0.1679348052,1
33,138,-0.1039553881,0.191682905,1
33,146,-0.02078475058,0.1280625314,1
33,154,-0.09285873175,0.1446275115,1
33,162,-0.1527752876,0.1831254363,1
33,170,-0.1578034163,0.1011115834,1
41,10,-0.005287729204,-0.2529376149,1
