PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 23, filenames: A:[23]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[24]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.01090577617,0.2445717007,1
9,18,-0.02907194197,-0.03837806731,1
9,26,-0.1317246854,-0.05243330821,1
9,34,-0.171479851,0.05112366378,1
9,42,-0.09060704708,0.1374242008,1
9,50,-0.08047115803,0.1678320616,1
9,58,-0.07213890553,0.08085165918,1
9,66,-0.0275823772,0.1977655292,1
9,74,-0.02347144485,0.1462484002,1
9,82,0.02891947702,0.1076875329,1
9,90,0.0961651057,-0.0674425289,1
9,98,0.1310893893,-0.1545273513,1
9,106,0.05887511373,-0.06753423065,1
9,114,-0.1228062063,0.02765064873,1
9,122,-0.1298904866,0.1107263267,1
9,130,-0.07454775274,0.2790612578,1
9,138,-0.1363540441,0.1916659474,1
9,146,-0.1518737972,0.1083834022,1
9,154,-0.1028967798,-0.02080270648,1
9,162,-0.06715214252,-0.02834381536,1
9,170,-0.2719415724,0.06998090446,1
17,10,-0.1150692403,0.1747259647,1
17,18,0.06786681712,0.0120161362,1
17,26,0.140206486,-0.04407536611,1
17,34,0.1067372933,-0.07813180983,1
17,42,0.05450310931,0.07224801183,1
17,50,0.03486507758,0.04967845976,1
17,58,0.02025478333,-0.05385544151,1
17,66,0.06037365273,0.1293016076,1
17,74,0.09424038231,0.09318900853,1
17,82,0.140296936,0.2215119004,1
17,90,0.1165787503,-0.1022051871,1
17,98,0.04973628372,-0.03908341005,1
17,106,0.07270071656,0.05426775664,1
17,114,-0.0251355432,0.05960327014,1
17,122,-0.10732577,0.007771681994,1
17,130,-0.1049085259,0.1785385609,1
17,138,-0.2801248133,0.1083450615,1
17,146,-0.1919952184,0.06284795702,1
17,154,-0.1414656937,0.02555559948,1
17,162,-0.1184488833,0.07545636594,1
17,170,0.004528447986,-0.01166400686,1
25,10,0.2691861987,0.06948158145,1
25,18,0.1521850079,0.08759790659,1
25,26,0.182174325,0.06977825612,1
25,34,0.1768948585,-0.0422893241,1
25,42,0.1019105613,-0.07918696105,1
25,50,0.1757656932,0.08442817628,1
25,58,0.07575121522,-0.04223392159,1
25,66,0.007535941899,0.03900127113,1
25,74,0.03785028681,0.08226047456,1
25,82,-0.007748186588,0.1241313741,1
25,90,-0.003956219181,-0.006233859807,1
25,98,0.02354724705,0.08080609143,1
25,106,0.09671013802,0.1536855698,1
25,114,0.04700393975,0.08869221807,1
25,122,0.01638233289,-0.1872605979,1
25,130,0.02902201191,0.06930304319,1
25,138,-0.07610978186,-0.03923776373,1
25,146,-0.1753432751,-0.03083662502,1
25,154,-0.1428871453,0.0407166481,1
25,162,-0.0761737898,0.1099058315,1
25,170,0.06626229733,0.02980050445,1
33,10,0.0481672585,0.1443057954,1
33,18,0.2700678706,0.1273485124,1
33,26,0.1731213927,-0.004580479115,1
33,34,0.05505663902,0.03588252515,1
33,42,0.07765904814,-0.1303673834,1
33,50,0.1762669683,0.049840644,1
33,58,0.1709392965,0.07310703397,1
33,66,0.1262036562,0.001686416566,1
33,74,0.1020077616,-0.02005007491,1
33,82,0.01622213051,-0.03788913414,1
33,90,-0.05942155421,0.05510590225,1
33,98,-0.1114563122,0.1414093077,1
33,106,-0.01566702314,0.09431731701,1
33,114,0.1618092954,0.06895340234,1
33,122,0.1934794039,-0.07344305515,1
33,130,0.1695168316,-0.07302794605,1
33,138,0.02659145743,-0.07849785686,1
33,146,-0.1255395859,-0.07342232764,1
33,154,-0.09232458472,-0.04858960956,1
33,162,-0.04106255621,-0.01303748041,1
33,170,0.02984889597,-0.02584016323,1
41,10,-0.01798905432,0.1356152743,1
41,18,0.1228320375,0.07890474796,1
