PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 181, filenames: A:[181]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[182]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.3248759508,-0.1055454388,1
9,18,-0.248642385,-0.06593162566,1
9,26,-0.1282287985,-0.007590129972,1
9,34,-0.06455874443,0.02438353747,1
9,42,-0.001681937836,-0.05823914334,1
9,50,0.05163855478,-0.0557243824,1
9,58,-0.05904785544,-0.06128683686,1
9,66,-0.07424479723,-0.1241237074,1
9,74,0.06426984072,-0.06624811888,1
9,82,0.1543335319,-0.03417274356,1
9,90,0.04918762669,-0.08223229647,1
9,98,-0.1115096211,0.06781797111,1
9,106,-0.02695420384,0.1113327444,1
9,114,-0.06049658358,0.06524726748,1
9,122,-0.0650286451,0.003919389099,1
9,130,0.03442000598,-0.05477706343,1
9,138,0.04869977385,0.06447716802,1
9,146,-0.007941275835,0.2075748444,1
9,154,-0.1440708041,0.2007207572,1
9,162,-0.1687132716,0.04454455897,1
9,170,-0.07848221064,-0.0708565712,1
17,10,-0.01912140846,-0.01366700977,1
17,18,0.02163650841,0.06564158201,1
17,26,-0.03591261432,0.02614310384,1
17,34,-0.05756558478,0.1525464207,1
17,42,-0.01200350188,0.01429716125,1
17,50,0.002014257014,-0.02722227573,1
17,58,-0.09983223677,-0.122825481,1
17,66,-0.07195480168,-0.04962587357,1
17,74,-0.01522796229,0.09450891614,1
17,82,0.04253150895,0.04550521448,1
17,90,0.03436454386,0.03644168749,1
17,98,-0.03529793397,0.08424627781,1
17,106,-0.05686682463,0.07904563099,1
17,114,-0.05151930451,0.04248957336,1
17,122,-0.08929844946,0.08586998284,1
17,130,-0.09131572396,0.1095259488,1
17,138,-0.01789560169,0.1984617859,1
17,146,-0.08562764525,0.2336005569,1
17,154,-0.135592714,0.02440047264,1
17,162,-0.1379485726,-0.001857738942,1
17,170,-0.1209862083,-0.04213223606,1
25,10,0.08552467078,0.04348607361,1
25,18,0.03443022817,0.04324202612,1
25,26,0.024000898,0.1184676215,1
25,34,-0.0580464676,0.2629841864,1
25,42,-0.09660951793,0.03134576604,1
25,50,0.02966543287,-0.01176449843,1
25,58,-0.06616611034,-0.01202198491,1
25,66,-0.08399139345,-0.01056059077,1
25,74,-0.05394649506,0.1701661646,1
25,82,-0.08656324446,0.09084934741,1
25,90,-0.07566177845,0.1188944429,1
25,98,-0.04771118239,0.1156282723,1
25,106,-0.00139638409,0.0651833266,1
25,114,0.0857251212,0.01142496988,1
25,122,-0.06354373693,0.1272799373,1
25,130,-0.1939075291,0.09288998693,1
25,138,-0.08022633195,0.08336475492,1
25,146,0.01817286015,0.1374272108,1
25,154,-0.002633865923,0.05543357879,1
25,162,-0.01241669431,0.07199943811,1
25,170,-0.05790100992,0.1072758585,1
33,10,-0.02906488627,-0.2442922592,1
33,18,0.02446890809,-0.0228199102,1
33,26,0.0648124218,0.1268194318,1
33,34,0.0996311456,0.2286079526,1
33,42,-0.05566062778,0.1084019467,1
33,50,-0.08313757181,0.1638675034,1
33,58,-0.1006753668,-0.0005826726556,1
33,66,-0.124816075,-0.02082335949,1
33,74,-0.09055745602,0.09423309565,1
33,82,-0.10693755,0.0383355692,1
33,90,-0.0738549158,0.01768463105,1
33,98,-0.05867706612,-0.01126052812,1
33,106,0.01998646557,0.008874446154,1
33,114,0.06913167238,-0.0455416441,1
33,122,-0.05151816458,0.03513911366,1
33,130,-0.2117845714,0.1075582653,1
33,138,-0.1147148684,0.1443408132,1
33,146,0.06945933402,0.1501491815,1
33,154,-0.04070790857,0.143535018,1
33,162,0.008347943425,0.1283080876,1
33,170,0.04733154923,0.1324881315,1
41,10,-0.008022867143,-0.1418513209,1
41,18,-0.007821727544,-0.0238197837,1
41,26,-0.01408898458,-0.09543380886,1
41,34,0.1559174359,0.0448512882,1
41,42,0.06604979187,-0.004886591807,1
41,50,-0.1526246667,0.06510321051,1
41,58,-0.1289925575,-0.0786787346,1
41,66,-0.1163906455,-0.06149184704,1
41,74,-0.09622476995,0.02321397513,1
41,82,-0.1601497084,-0.009957551956,1
41,90,-0.1048611403,0.02547539771,1
41,98,-0.1069408506,-0.0006790719926,1
41,106,-0.05987318605,-0.05470693856,1
41,114,-0.004744453356,-0.1448828727,1
41,122,-0.002317048609,-0.04709621891,1
41,130,-0.1307250112,0.07250487804,1
41,138,-0.16350995,0.1522802711,1
