PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 16, filenames: A:[16]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[17]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.1087559238,0.3445824385,1
9,18,-0.2259261608,-0.0736489892,1
9,26,-0.1425745189,-0.1268646121,1
9,34,0.06088766456,-0.0006239637733,1
9,42,-0.08731201291,-0.04278302938,1
9,50,-0.03280192614,0.01344640553,1
9,58,0.03641409427,0.05997557193,1
9,66,0.02259296924,0.144282639,1
9,74,-0.1254909188,0.2159958333,1
9,82,-0.1028958112,0.2387853116,1
9,90,0.06606863439,0.2370464206,1
9,98,0.1496765018,0.2690055966,1
9,106,0.1099421382,0.2290480137,1
9,114,0.04300944507,0.2532565892,1
9,122,-0.01081034727,0.1019324064,1
9,130,0.0374327749,0.06777726859,1
9,138,0.06291677803,0.0500439778,1
9,146,0.0613040477,-0.1647070646,1
9,154,0.1360857487,-0.364600122,1
9,162,0.107034862,-0.2509600222,1
9,170,-0.09383571893,0.1841159761,1
17,10,0.1758019924,0.07888241112,1
17,18,-0.04995818436,0.07782447338,1
17,26,0.07105252147,0.2515279949,1
17,34,0.1021053642,0.08126029372,1
17,42,-0.02258530632,-7.297843695e-06,1
17,50,0.006900520995,0.05703911185,1
17,58,0.1247500479,0.132981956,1
17,66,0.1915442497,0.4124598503,1
17,74,-0.004927776754,0.1817303151,1
17,82,0.05554496869,0.2516297698,1
17,90,0.1551108062,0.1681407988,1
17,98,0.2153317779,0.1546868533,1
17,106,0.1324818283,0.06102287024,1
17,114,0.08484098315,0.1333526969,1
17,122,-0.007343100384,0.1366491318,1
17,130,-0.06587912887,0.1525456905,1
17,138,0.05680476502,0.07296514511,1
17,146,0.03930984437,-0.1043841019,1
17,154,0.08951748908,-0.2415351868,1
17,162,0.08447177708,-0.223272115,1
17,170,0.1298326254,0.05613771081,1
25,10,0.1678685844,0.1289833486,1
25,18,0.2097420394,0.1206517369,1
25,26,0.1588905156,0.2007721961,1
25,34,0.04519116879,0.1059352607,1
25,42,0.0649125129,0.03272679821,1
25,50,0.06332042068,0.04122750461,1
25,58,0.05186606199,0.07658099383,1
25,66,-0.01556237042,0.2395655662,1
25,74,-0.1388618648,0.177880615,1
25,82,0.03096943349,0.1742280424,1
25,90,0.15741238,0.07014803588,1
25,98,0.2014738619,0.02958469838,1
25,106,0.1069412977,-0.07911042869,1
25,114,0.1821704954,-0.04308653623,1
25,122,0.04963947833,0.1402938366,1
25,130,0.01831008121,0.1549325883,1
25,138,0.03709068149,0.1017451063,1
25,146,-0.02719517611,-0.01577432826,1
25,154,-0.002063479275,-0.04967562854,1
25,162,0.09605737776,-0.05834089965,1
25,170,0.2480344027,0.04731059074,1
33,10,0.1885658205,0.1365855485,1
33,18,0.2832142711,0.1524353772,1
33,26,0.2909113467,0.1395303011,1
33,34,-0.02587157488,0.09193713963,1
33,42,-0.03703224659,0.06727655232,1
33,50,0.08405818045,0.06065391749,1
33,58,0.08467331529,0.0990863964,1
33,66,0.01512087137,0.1372240484,1
33,74,0.06606076658,0.1170339659,1
33,82,0.09537239373,0.05561590195,1
33,90,0.08966662735,0.01110073179,1
33,98,0.07792828232,-0.03356992453,1
33,106,0.02066377178,-0.03281034529,1
33,114,0.06817720085,-0.107953921,1
33,122,0.05143361539,0.03069940209,1
33,130,0.001062609255,0.09617948532,1
33,138,-0.01773780212,0.06228052825,1
33,146,-0.09042750299,0.04311517999,1
33,154,-0.05760075524,-0.01822222769,1
33,162,0.06092413887,-0.009969510138,1
33,170,0.2249698788,0.1135525554,1
41,10,0.2092797309,0.02260025591,1
41,18,0.1739948392,0.07832743973,1
41,26,0.1578655541,0.1959649622,1
41,34,-0.05325971544,0.0306147933,1
41,42,-0.001384824514,0.07465337217,1
41,50,0.09578333795,0.02801106125,1
41,58,0.1842606217,0.04816941917,1
41,66,0.17369923,0.09126829356,1
41,74,-0.02147259563,-0.0447711274,1
41,82,-0.02165073343,-0.2329223305,1
41,90,-0.01134590805,-0.1751708984,1
41,98,0.01551891118,-0.06734983623,1
41,106,0.009996451437,0.05717317015,1
41,114,0.0156006366,-0.04857587814,1
41,122,0.1585434824,-0.05889573693,1
41,130,0.1332527548,0.04464800656,1
41,138,-0.06499738246,-0.05528573692,1
41,146,-0.07251043618,0.04415307194,1
41,154,-0.0319590643,0.008565355092,1
41,162,-0.007075555623,-0.07777064294,1
41,170,0.069461748,-0.02159742638,1
49,10,0.1456893682,-0.03031859547,1
49,18,0.1648712754,-0.06542702019,1
49,26,0.2403443754,-0.04583999887,1
49,34,0.1187969893,-0.1070374101,2
49,42,0.1712642312,-0.2312972248,1
49,50,0.05403468758,-0.03192871809,1
49,58,0.1048905849,0.01865842566,1
49,66,0.1044960469,0.005130104721,1
49,74,0.02017814294,-0.01541940123,1
49,82,-0.05007834733,-0.2585245967,1
49,90,-0.06112189591,-0.2487382889,1
49,98,-0.02800412476,0.01257546619,1
49,106,0.07304956019,0.1002141982,1
49,114,0.2263394892,0.07618223131,1
49,122,0.2860041559,-0.06742820889,1
49,130,0.2272057682,-0.01122957096,1
49,138,0.174900353,-0.109380722,1
49,146,0.1539303362,-0.05467363819,1
49,154,0.123977527,-0.01943457127,1
49,162,0.04333322495,-0.0771843493,1
49,170,0.08943070471,-0.05401679873,1
57,10,0.1171817556,0.05200154334,1
57,18,0.1627172381,0.06355791539,1
57,26,0.1010041982,0.05019938201,1
57,34,0.116839081,-0.1816271991,1
57,42,0.123059988,-0.1232616901,1
57,50,0.1751641929,-0.05473259836,1
57,58,0.1530185938,0.1798046529,1
57,66,0.08032852411,0.01747066528,1
57,74,0.07556919754,-0.02024291083,1
57,82,0.084749192,-0.1787326336,1
57,90,0.01185670495,-0.09505450726,1
57,98,0.09004163742,0.09302353859,1
57,106,0.1563618034,0.1618410349,1
57,114,0.1689605117,0.1243171096,1
57,122,0.1265642941,0.1514963657,1
57,130,0.1902210265,0.03959836066,1
57,138,0.1671370864,-0.05537482351,1
57,146,0.08321360499,-0.05520966649,1
57,154,0.1804960966,-0.05917151272,1
57,162,0.08370710909,-0.0673616752,1
57,170,0.1315279603,0.02852553874,1
65,10,0.07717565447,0.01996596158,1
65,18,0.03535182402,0.1483455002,1
65,26,0.004816349596,0.1845025569,1
65,34,0.08762241155,-0.2271384299,1
65,42,0.0806646049,-0.009867714718,1
65,50,0.1212877855,0.2381415367,1
65,58,0.1278214157,0.1315167546,1
65,66,0.09304621816,0.03769986704,1
65,74,0.1551157236,0.04867208377,1
65,82,0.06769508123,0.01508321613,1
65,90,0.02558461577,-0.01376657188,1
65,98,0.1695487946,0.01401913539,1
65,106,0.1128659695,0.06837062538,1
65,114,0.02778557688,0.1084327698,1
65,122,-0.003944046795,0.1536264867,1
65,130,0.05589611828,0.07436607033,1
65,138,0.062161576,0.03484219685,1
65,146,0.01167622209,-0.01190738007,1
65,154,0.133386761,0.03731304407,1
65,162,0.09690131247,0.05143002421,1
65,170,0.09053337574,0.03638547659,1
73,10,0.01100281999,-0.05008491874,1
73,18,0.03581633419,0.0916146487,1
73,26,-0.009513635188,0.05016602576,1
73,34,-0.02803356946,-0.1944682896,1
73,42,0.04057177901,0.1061764285,1
73,50,0.05434906483,0.167953074,1
73,58,0.1424234509,-0.02915429324,1
73,66,0.1294421256,-0.08379746228,1
73,74,0.09110912681,0.1408703625,1
73,82,0.06481447071,0.04578209296,1
73,90,-0.0038209185,-0.008740963414,1
73,98,0.1057001278,0.0280409418,1
73,106,0.08295989782,0.01330141723,1
73,114,0.09657886624,0.01050006598,1
73,122,0.08515075594,0.01429485157,1
73,130,-0.0004408359528,-0.03151537478,1
73,138,0.08261460066,0.05005546287,1
73,146,0.1491073072,0.03653802723,1
73,154,0.2034943104,0.123161301,1
73,162,0.1800794601,0.1258169413,1
73,170,0.1061860472,0.105238229,1
81,10,-0.1239369512,0.1550191194,1
81,18,-0.0150651671,0.1588801444,1
81,26,0.0146253705,0.001171053387,1
81,34,-0.06664462388,-0.1403975487,1
81,42,0.1201445833,0.07994435728,1
81,50,0.1806572229,0.03046867251,1
81,58,0.1527580023,-0.02022435516,1
81,66,0.1592982411,0.00194888562,1
81,74,0.08036524057,0.01961159334,1
81,82,0.02204484493,-0.06837145984,1
81,90,0.1886400878,-0.1205001771,1
81,98,0.1248672754,-0.03980917111,1
81,106,0.03919260949,0.05179763958,1
81,114,0.08357895911,0.006104219705,1
81,122,0.1070605665,0.003661416471,1
81,130,0.07466360927,-0.06688603759,1
81,138,0.06920570135,-0.02130693756,1
81,146,0.1050752178,0.02658273093,1
81,154,0.05589289218,0.03904706985,1
81,162,-0.03037742525,0.1401200444,1
81,170,0.04554094374,0.184490338,1
89,10,-0.1314671338,0.2085377872,1
89,18,-0.01621966809,0.09493526816,1
89,26,0.1615978777,0.06326819211,1
89,34,0.2300679088,0.1141895503,1
89,42,0.1044377387,0.05393628031,1
89,50,0.06336085498,0.1544874609,1
89,58,0.07477126271,0.05208808929,1
89,66,0.1194251031,-0.08096683025,1
89,74,0.09745429456,-0.1390878856,1
89,82,-0.001180484891,0.0230563581,1
89,90,0.004873518832,-0.1175537854,1
89,98,0.02269523963,-0.130473718,1
89,106,-0.01991320029,-0.06899558008,1
89,114,0.02837081626,-0.063566342,1
89,122,0.0358633548,-0.09203124791,1
89,130,0.05987904966,-0.1063997746,1
89,138,0.09340280294,-0.1531758606,1
89,146,0.08291103691,-0.03881724179,1
89,154,-0.001846026629,0.02086955681,1
89,162,-0.06974024326,0.1204217598,1
89,170,0.1195207462,0.08382871002,1
97,10,-0.03735712543,0.04209495336,1
97,18,0.0607123822,-0.04122297838,1
97,26,0.2212672234,0.05807990581,1
97,34,0.4046278,0.2782213092,1
97,42,0.2157925963,0.1071740463,1
97,50,0.06937057525,0.1088081598,1
97,58,0.07963562012,-0.0702688098,1
97,66,0.04295900464,-0.2174871564,1
97,74,0.0184641853,-0.09046333283,1
97,82,0.03851512447,-0.03068195656,1
97,90,-0.03908491135,-0.03282119334,1
97,98,-0.02289642766,-0.07632742077,1
97,106,0.004909865558,-0.1621110141,1
97,114,0.01440345868,-0.1897030622,1
97,122,0.06543966383,-0.1983158588,1
97,130,0.08041819185,-0.1439985782,1
97,138,0.007045418024,-0.1270761788,1
97,146,0.03127429262,-0.008690674789,1
97,154,0.06235335767,0.056792669,1
97,162,-0.009393557906,-0.06122203171,1
97,170,0.001794241369,-0.04068822786,1
105,10,-0.09322477132,0.02307939529,1
105,18,-0.02800896764,0.009640734643,1
105,26,0.3367183208,0.005616128445,1
105,34,0.187897712,0.2391736209,1
105,42,0.06869392842,0.1317586303,1
105,50,0.1318374276,0.0490437746,1
105,58,0.2570435405,-0.1007773727,1
105,66,0.1611063778,-0.1488006413,1
105,74,0.004474364221,0.02020875178,1
105,82,-0.03882504255,-0.03447460383,1
105,90,-0.1107752547,-0.004520490766,1
105,98,-0.1072344705,-0.005797300488,1
105,106,-0.03000757843,-0.1047922522,1
105,114,-0.09606210887,-0.08763118833,1
105,122,-0.02425715327,-0.02638471127,1
105,130,0.0999879986,-0.07028271258,1
105,138,0.05701625347,0.005710922182,1
105,146,-0.001106157899,0.06732696295,1
105,154,-0.02465987019,0.04422999173,1
105,162,0.02075275034,-0.08991473913,1
105,170,0.08762396872,-0.1161178946,1
113,10,-0.05158919841,0.08944775909,1
113,18,-0.01796817034,0.1328034252,1
113,26,0.1793376952,-0.001809865236,1
113,34,0.160814777,0.09663849324,1
113,42,0.06720551848,0.1358814687,1
113,50,0.1022940502,0.07591129839,1
113,58,0.1789345741,0.00640264526,1
113,66,0.136689961,0.02627182007,1
113,74,-0.03190433607,-0.02182567492,1
113,82,0.04713968188,0.03367815167,1
113,90,0.06245340779,0.07133148611,1
113,98,-0.1221904606,-0.0295448266,1
113,106,-0.123829037,-0.07302723825,1
113,114,-0.09960264713,-0.07349184901,1
113,122,-0.1013890356,-0.09686016291,1
113,130,-0.02628866583,-0.09271965921,1
113,138,0.1342320591,-0.02284525149,1
113,146,0.05771958455,0.08470318466,1
113,154,-0.1362937987,-0.002931421157,1
113,162,-0.03217329457,-0.08872792125,1
113,170,0.04453736544,-0.1698866487,1
121,10,-0.01978014596,0.05733150989,1
121,18,0.1294780523,0.1477261186,1
121,26,0.122827813,0.08816295862,1
