PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 134, filenames: A:[134]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[135]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.03673325479,0.0349117592,1
9,18,-0.1035057828,0.2297495008,1
9,26,-0.07272393256,0.162796542,1
9,34,0.01759341359,0.1980738193,1
9,42,0.1329056472,0.07565921545,1
9,50,0.2064837217,0.05979023874,1
9,58,0.2965453565,0.08146095276,1
9,66,0.1761778295,0.1035275161,1
9,74,-0.1134610921,0.04058044031,1
9,82,-0.281526655,-0.04352435842,1
9,90,-0.1363814175,0.05320296437,1
9,98,-0.007891207933,0.08078821003,1
9,106,0.1336003244,0.02803721279,1
9,114,0.2178031802,-0.03402723372,1
9,122,0.182921052,0.03308847547,1
9,130,-0.04336220026,0.1152649969,1
9,138,-0.1525061429,0.1231500804,1
9,146,-0.04962402582,0.1657317281,1
9,154,0.02304239571,0.173306495,1
9,162,-0.04957045615,0.1824168563,1
9,170,-0.1516597271,0.1609133184,1
17,10,-0.1332307756,0.06769625098,1
17,18,-0.2131569088,0.10253039,1
17,26,-0.2834801078,0.08037375659,1
17,34,-0.265093267,0.1647564471,1
17,42,-0.08067437261,0.1360298395,1
17,50,0.06470408291,0.03501196206,1
17,58,0.09286187589,0.06762503088,1
17,66,0.1209252998,0.04824447259,1
17,74,0.1407169402,0.2286197692,1
17,82,0.01515342295,-0.009355219081,1
17,90,-0.07101791352,0.05172972381,1
17,98,0.0187917985,0.0296545513,1
17,106,0.03498971462,-0.03563524038,1
17,114,0.04410769045,0.02140792832,1
17,122,0.04710816592,0.1676725,1
17,130,-0.09072315693,0.152415663,1
17,138,-0.1588593721,0.02441572398,1
17,146,-0.1005414426,0.0965796262,1
17,154,-0.04670523107,0.0860965699,1
17,162,-0.1705381572,0.03299074993,1
17,170,-0.1094524637,0.0971737355,1
