PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 148, filenames: A:[148]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[149]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.2870701551,0.4612113237,1
9,18,-0.1321711093,0.2257268727,1
9,26,-0.02116752043,0.03905472159,1
9,34,0.09898270667,0.09077294916,1
9,42,0.1085730046,0.13136217,1
9,50,-0.02830485255,0.08880764246,1
9,58,-0.02080546319,-0.04712951928,1
9,66,-0.1760864705,0.04665651917,1
9,74,-0.2908520103,0.01004600525,1
9,82,-0.1422330141,0.0484444648,1
9,90,0.0343286097,0.06220716238,1
9,98,0.01370773837,-0.1353173256,1
9,106,0.01138080657,-0.08911143243,1
9,114,0.06981649995,0.08213653415,1
9,122,0.1214030534,0.3288868666,1
9,130,-0.1454465091,0.06878134608,1
9,138,-0.27645877,-0.06023950875,1
9,146,-0.3095422983,-0.0962555185,1
9,154,-0.2862888873,-0.06403872371,1
9,162,-0.1880713552,-0.001802392304,1
9,170,0.2295015454,0.212800622,1
17,10,0.06608759612,0.1885301173,1
17,18,0.07967495173,0.1208065301,1
17,26,0.04975761473,0.00415623188,1
17,34,0.06013680249,0.03698460758,1
17,42,-0.01636666059,0.1051378995,1
17,50,-0.1385340989,-0.004662534222,1
17,58,0.1120192558,-0.08440326154,1
17,66,0.1182937473,0.0430931896,1
17,74,-0.03994726762,0.05145732313,1
17,82,-0.02212315053,0.06220842898,1
17,90,-0.007590750232,-0.02341930568,1
17,98,-0.0508886911,-0.06075436994,1
17,106,0.004806237295,-0.05357062444,1
17,114,0.1278316677,0.05396340415,1
17,122,0.05385841802,0.2043536305,1
17,130,-0.05722589418,0.007657689042,1
17,138,-0.100288853,-0.1432335228,1
17,146,-0.2032124549,-0.1502970755,1
17,154,-0.2253093123,-0.1129748821,1
17,162,-0.09339977801,-0.02960510552,1
17,170,0.04882074893,0.07101088017,1
25,10,0.1397491992,0.1213492006,1
25,18,0.1306964755,0.0547911562,1
25,26,-0.01974127442,0.02646039054,1
25,34,-0.01900114119,0.02306019329,1
25,42,0.007822874933,-0.07035827637,1
25,50,0.00812843442,-0.2287072986,1
25,58,0.1349137723,-0.1539429277,1
25,66,0.105608739,0.0004924293607,1
25,74,0.03162804246,0.05027779937,1
25,82,-0.1292489469,-0.07648987323,1
25,90,-0.09793899953,-0.08540288359,1
25,98,-0.06403316557,0.116453357,1
25,106,-0.1069890633,0.07548522949,1
25,114,-0.02373087034,0.0212045908,1
25,122,-0.002469919622,0.03660744801,1
25,130,0.04383089021,-0.05324777961,1
