PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 186, filenames: A:[186]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[187]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.1448270679,0.3921596706,1
9,18,-0.2835840583,0.2239699364,1
9,26,-0.3137283623,0.1051406562,1
9,34,-0.1755338013,-0.0230262652,1
9,42,-0.03478243947,0.04152026772,1
9,50,-0.03709772229,0.0718780905,1
9,58,0.05515100062,0.2135264874,1
9,66,0.1250225753,0.2165422142,1
9,74,0.1445630342,0.2104232907,1
9,82,0.1243486255,0.2199719846,1
9,90,0.05197983235,0.1953387856,1
9,98,0.02327203751,0.1538084745,1
9,106,0.05856712162,0.2428326011,1
9,114,0.02413927019,0.07708862424,1
9,122,0.01388771087,0.1136892289,1
9,130,-0.006281688809,0.120514825,1
9,138,-0.03934330121,-0.126186952,1
9,146,-0.02138461173,-0.245534718,1
9,154,0.0954990238,-0.09824155271,1
9,162,0.06300780177,-0.072174564,1
9,170,-0.1170837283,0.05736231804,1
17,10,-0.0009378418326,0.2287780643,1
17,18,-0.04619719088,0.1956499219,1
17,26,-0.0867042318,0.1096210182,1
17,34,-0.07518601418,-0.07229660451,1
17,42,0.05087483674,-0.04280917346,1
17,50,0.01853800938,0.04401141778,1
17,58,0.03065776825,0.06004616246,1
17,66,0.09103833884,-0.00766069442,1
17,74,0.1318326294,-0.04083354026,1
17,82,0.105607897,0.05777177587,1
17,90,-0.03879674524,0.006458364427,1
17,98,-0.07599154115,-0.006235588342,1
17,106,0.05329669639,0.08099181205,1
17,114,0.0187305212,-0.03613445535,1
17,122,0.06168600917,-0.01827248931,1
17,130,0.1516709179,0.03698912263,1
17,138,0.1264781207,3.73609364e-05,1
17,146,-0.01417989284,-0.1030842364,1
17,154,0.02271139249,0.01727744192,1
17,162,0.0769309029,0.0808692947,1
17,170,0.001033931971,0.02247840911,1
25,10,0.2046529055,0.04096904397,1
25,18,0.05881231278,0.09419900179,1
25,26,-0.04024465382,0.09844358265,1
25,34,-0.09133192152,0.1056034714,1
25,42,0.05689548701,-0.1245835274,1
25,50,0.1622831225,-0.09748867154,1
25,58,0.1472732723,-0.13761428,1
25,66,0.1287082583,-0.09715229273,1
25,74,0.09983666241,-0.1517089158,1
25,82,0.1035979614,-0.02020659298,1
25,90,0.04127699882,-0.1082297266,1
25,98,-0.06655043364,-0.1378689259,1
25,106,-0.03999648243,-0.05661501735,1
25,114,0.08122938126,-0.0472426936,1
25,122,0.03389365971,-0.07917635888,1
25,130,0.1029977351,-0.1472661197,1
25,138,0.0212726891,-0.1069495678,1
25,146,0.05084163696,-0.04268135875,1
25,154,0.07729934156,0.1328905225,1
25,162,0.04385870323,0.09879094362,1
25,170,0.1841245741,-0.01398506761,1
33,10,0.05972934514,-0.1054676324,1
33,18,-0.002665948123,0.03294178843,1
33,26,-0.002058619633,0.175467208,1
33,34,-0.06585654616,0.1726555079,1
33,42,-0.09617633373,-0.0167559199,1
33,50,0.1104867309,-0.07130821049,1
33,58,0.07154372334,-0.1771425456,1
33,66,-0.1238658726,-0.1081294119,1
33,74,-0.07989744842,-0.08422031999,1
33,82,0.01231623814,-0.06599952281,1
33,90,-0.003141000867,-0.09792277962,1
33,98,-0.04774652421,-0.03396169469,1
33,106,-0.082307823,-0.002995681018,1
33,114,0.0801846236,-0.02146978676,1
33,122,0.1249410957,-0.0809738636,1
33,130,0.0791855678,-0.2107447982,1
33,138,0.01923479512,-0.2256205678,1
33,146,0.04283244535,-0.04570312425,1
33,154,-0.01058507524,0.1831148267,1
33,162,-0.01774595678,-0.04490937293,1
33,170,0.2198570073,-0.00554933399,1
41,10,0.07096090913,-0.03678585589,1
41,18,-0.1441359967,0.0717837289,1
41,26,-0.09789651632,0.1411278546,1
41,34,-0.03756718338,0.1249560416,1
41,42,-0.1654220819,-0.01915214956,1
41,50,0.0112319719,-0.04970164597,1
41,58,-0.01075381786,-0.1093877032,1
41,66,-0.05713333935,-0.0816539973,1
41,74,-0.07760939002,-0.07832120359,1
41,82,-0.1611693352,-0.1294213831,1
41,90,-0.2598685324,-0.03570517898,1
41,98,-0.1269335449,0.03045253456,1
41,106,0.0280404482,0.02063743025,1
41,114,0.1107723713,-0.0582710728,1
41,122,0.13260746,-0.07831061631,1
41,130,0.04955333471,-0.1772630215,1
41,138,0.09391736984,-0.1898683757,1
41,146,0.0467996411,-0.1267421246,1
41,154,0.004226785153,-0.08420468867,1
41,162,-0.008041270077,-0.05660203472,1
41,170,0.1833718121,0.1080449969,1
49,10,0.07955070585,0.04742179066,1
49,18,-0.1756405532,0.04116670787,1
49,26,-0.1950229406,0.01097795181,1
49,34,-0.1170361042,0.06552472711,1
49,42,-0.1207500175,0.1514116973,1
49,50,-0.07921868563,0.07065026462,1
49,58,0.09520521015,0.03715523332,1
49,66,0.1344241947,0.01698992401,1
49,74,0.06537980586,-0.062131688,1
49,82,0.02530779317,-0.04097676277,1
49,90,-0.06755875051,-0.02741713449,1
49,98,-0.03618195653,-0.01088336483,1
49,106,0.117858097,-0.03233318403,1
49,114,0.2611001134,-0.06147086248,1
49,122,0.1453976333,-0.04465068132,1
49,130,0.01869158074,-0.09210797399,1
49,138,-0.07476580888,-0.09555052966,1
49,146,0.02335115522,-0.2008711845,1
49,154,0.07189011574,-0.09751739353,1
49,162,0.1551057696,-0.05221190304,1
49,170,0.2139021903,0.1463832706,1
57,10,-0.08554932475,0.04540587589,1
57,18,-0.2457541972,0.02785919979,1
57,26,-0.2881629765,-0.06118988246,1
57,34,-0.1525427252,-0.01369827986,1
57,42,-0.1542451233,0.1681367159,1
57,50,-0.2485992908,0.2278883159,1
57,58,-0.09350710362,0.1640883535,1
57,66,0.1415626109,0.1523195803,1
57,74,0.1615926027,0.09118506312,1
57,82,0.1090810597,-0.009033821523,1
57,90,0.08887279779,-0.005270365626,1
57,98,0.1463693231,0.01571914181,1
57,106,0.1679904163,-0.06365058571,1
57,114,0.1865648627,0.006219482515,1
57,122,0.1192509905,0.09834256768,1
57,130,0.05023396388,-0.01324325427,1
57,138,-0.04745263234,-0.07435026765,1
57,146,-0.00700962916,-0.2186714411,1
57,154,0.08740203083,-0.08242279291,1
57,162,0.06449083239,-0.00327354297,1
57,170,0.172606796,0.1466279477,1
65,10,0.0002144388855,-0.1421398222,1
65,18,-0.07611376792,-0.05413228273,1
65,26,-0.1702887863,-0.04088605195,1
65,34,-0.09651371837,-0.05161652714,1
65,42,-0.1865430772,0.02819876373,1
65,50,-0.3061899245,0.1432548165,1
65,58,-0.1292848885,0.2075798661,1
65,66,0.08162363619,0.2654961944,1
65,74,0.134163022,0.1308175176,1
65,82,0.07027040422,-0.06124485284,1
65,90,0.08245323598,0.03915185481,1
65,98,0.125416562,0.1075479239,1
65,106,0.07290873677,-0.0007385276258,1
65,114,0.04110778123,0.01952178031,1
65,122,0.09578085691,0.1169213653,1
65,130,0.2335666567,0.04287562519,1
65,138,0.09222442657,-0.04314634576,1
65,146,0.006903983653,-0.1010675132,1
65,154,0.04139664024,-0.04585836455,1
65,162,0.06855572015,0.06353726983,1
65,170,0.09677931666,0.1189812273,1
73,10,0.01262337714,-0.1802419871,1
73,18,-0.04449544847,-0.06761781871,1
73,26,-0.08663861454,0.07272882015,1
73,34,-0.04281911254,0.04615760595,1
73,42,-0.1133883819,-0.008262075484,1
73,50,-0.06701721251,0.1587133408,1
73,58,0.1624616683,0.272577703,1
73,66,0.1485754997,0.2307364345,1
73,74,-0.006755392998,0.03493003547,1
73,82,-0.01168007404,0.09311440587,1
73,90,0.02667853981,0.1726333052,1
73,98,-0.01866036654,0.2427858114,1
73,106,0.05013936758,0.06434583664,1
73,114,0.06060840935,0.004236705601,1
73,122,0.09665686637,-0.06156221032,1
73,130,0.206399411,0.08779937029,1
73,138,0.03070918843,0.03421392292,1
73,146,-0.07164946198,-0.1399079561,1
73,154,0.08022742718,-0.07588495314,1
73,162,0.1188639253,0.0417275168,1
73,170,0.02255205438,0.09435303509,1
81,10,0.02589403838,-0.01915275678,1
81,18,-0.08035638928,0.02393623255,1
81,26,-0.06664728373,0.06667836756,1
81,34,-0.00200804323,0.09464886785,1
81,42,-0.03822790831,-0.1099223271,1
81,50,0.01265508682,0.1974244416,1
81,58,0.07530442625,0.2023237497,1
81,66,-0.07840937376,0.07925593853,1
81,74,-0.1061576158,0.2080363333,1
81,82,-0.07112423331,0.2130480111,1
81,90,0.02624935657,0.1086969599,1
81,98,0.06414118409,0.08784756064,1
81,106,0.03320433944,0.02660267055,1
81,114,0.021845676,-0.02386234701,1
81,122,0.02175850421,0.02992045507,1
81,130,0.06530167162,0.0202059634,1
81,138,0.07930926979,0.04771152884,1
81,146,0.04639510065,-0.06795988977,1
81,154,0.02257564664,-0.08483058959,1
81,162,0.1042421609,0.03155760467,1
81,170,0.1051444709,0.1921267509,1
89,10,0.02748833597,0.03592880815,1
89,18,-0.1135065407,0.05342422426,1
89,26,-0.04623819143,-0.00795753859,1
89,34,-0.04945068806,-0.03525722027,1
89,42,-0.02238003351,-0.09031642228,1
89,50,0.1698993146,0.09912969172,1
89,58,0.1588142514,0.1059599295,1
89,66,0.06768617779,0.07274609804,1
89,74,-0.01267145947,0.23168841,1
89,82,-0.1672652364,0.1320051998,1
89,90,-0.1221587509,0.08157861233,1
89,98,0.2445682436,0.008746184409,1
89,106,0.2028416395,0.03903410584,1
89,114,-0.06218208373,-0.03496868908,1
89,122,-0.1248148605,0.136815995,1
89,130,-0.02998159826,0.2286159247,1
89,138,0.139870584,0.1143820286,1
89,146,0.1619564295,0.06324520707,1
89,154,0.05110174417,-0.1054934561,1
89,162,-0.06862814724,-0.01525421441,1
89,170,0.0547761023,0.1167669222,1
97,10,0.07329787314,0.04515849799,1
97,18,0.07138520479,-0.006698429585,1
97,26,0.06202622131,0.07124517113,1
97,34,-0.03358658403,0.0746955201,1
97,42,0.03475884348,0.02002000809,1
97,50,0.08444944024,0.04697908834,1
97,58,0.1117614433,0.05160589516,1
97,66,0.171825096,0.1001535729,1
97,74,0.1847350746,0.1405870765,1
97,82,-0.004655256867,0.1977861524,1
97,90,-0.1325886995,0.1911744624,1
97,98,0.2176166028,0.09073679894,1
97,106,0.1392773688,0.0961560905,1
97,114,-0.0917211175,0.1145998091,1
97,122,-0.1077213958,0.170004189,1
97,130,-0.03653790802,0.09187939763,1
97,138,0.08670389652,-0.02953548543,1
97,146,0.1602089107,0.01704393327,1
97,154,0.1204070896,-0.07768656313,1
97,162,0.06226822734,-0.07740552723,1
97,170,0.07298101485,0.03039069474,1
105,10,-0.03895431757,0.08216576278,1
105,18,-0.1185284853,-0.01736073196,1
105,26,0.004900997505,0.02669289894,1
105,34,0.02597852796,0.08525705338,1
105,42,0.006104929373,0.1334958822,1
105,50,0.08277375251,0.06970734894,1
105,58,0.04765878618,-0.03286411613,1
105,66,0.1518071741,0.05524773896,1
105,74,0.1775709838,0.100842461,1
105,82,0.07659243047,0.1823896766,1
105,90,0.1287304908,0.123139888,1
105,98,0.1083207652,0.1272408366,1
105,106,0.0764644444,0.1034896225,1
105,114,0.09394884109,0.1754896641,1
105,122,0.185571447,0.2492176443,1
105,130,0.231516391,-0.09575586021,1
105,138,0.2253376395,-0.054838866,1
105,146,0.1832542121,0.07694122195,1
105,154,0.06646879017,0.005320321769,1
105,162,0.08579590917,-0.05369556695,1
105,170,0.2143630087,-0.04860161245,1
113,10,-0.02179983258,0.09017982334,1
113,18,-0.053669855,0.02599954233,1
113,26,-0.1682376117,-0.1170167103,1
113,34,-0.05873294175,-0.03666870296,1
113,42,0.03139281273,0.1459392756,1
113,50,0.09494778514,0.1288337857,1
113,58,0.03351161256,0.1809763461,1
113,66,0.07092089951,0.07134906203,1
113,74,0.0399017632,-0.01338401437,1
113,82,0.009573221207,0.08392829448,1
113,90,0.09356620908,0.1211398989,1
113,98,0.09571896493,0.1249734685,1
113,106,-0.05609314144,0.003175109625,1
113,114,-0.04550248012,0.1016983092,1
113,122,0.1191702038,0.01954487339,1
