PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 49, filenames: A:[49]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[50]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.3786056638,0.281465292,1
9,18,0.02860744298,0.1597590297,1
9,26,0.02541430295,0.01984588057,1
9,34,-0.01181840897,-0.1225791126,1
9,42,-0.1435219646,0.07962952554,1
9,50,-0.02870260924,-0.04052747414,1
9,58,0.14021267,-0.08599505574,1
9,66,0.1343662441,-0.04558027536,1
9,74,-0.0631063953,-0.1515037864,1
9,82,-0.06345386803,-0.06040406227,1
9,90,0.01730981097,0.1622852683,1
9,98,0.08399428427,0.2124166787,1
9,106,0.2366357297,0.2413466424,1
9,114,0.05007304996,0.16575104,1
9,122,-0.05391467363,0.1407331675,1
9,130,-0.07553641498,0.02631794661,1
9,138,0.004915710539,0.01845372841,1
9,146,0.08966757357,-0.1180453151,1
9,154,0.1051224768,-0.1737918556,1
9,162,0.2094701976,0.2875034511,1
9,170,-0.006856963038,0.2012038529,1
17,10,0.125624001,0.1737615764,1
17,18,0.183242932,-0.03277759254,1
17,26,0.2633747458,0.002781078219,1
17,34,0.214976579,-0.02516186237,1
17,42,0.1502224207,-0.1206502169,1
17,50,0.08980423212,-0.2323727161,1
17,58,0.1309199929,0.005568919703,1
17,66,0.2135102302,0.07783283293,1
17,74,-0.04998119175,-0.03843219578,1
17,82,-0.07343021035,-0.01254187897,1
17,90,0.0306128189,0.168433547,1
17,98,0.01808521524,0.1498100907,1
17,106,-0.011288587,0.1522381902,1
17,114,-0.06293193996,0.1029319167,1
17,122,0.001565781422,0.2097624838,1
17,130,0.05079975724,0.09879128635,1
17,138,0.09977827966,0.1492480934,1
17,146,0.1797317266,0.09011992812,1
17,154,0.209013626,0.01491669565,1
17,162,0.1330465823,0.166738838,1
17,170,-0.03989300877,0.02390193939,1
25,10,-0.103084594,-0.0313681215,1
25,18,-0.04069832712,-0.1356787682,1
25,26,0.1032812297,-0.05300742388,1
25,34,0.2474682778,-0.1073277146,1
25,42,0.190519169,-0.2093041688,1
25,50,0.06928786635,-0.1285395324,1
25,58,0.06226893514,-0.02560478821,1
25,66,0.02302590013,0.02972960472,1
25,74,0.02692832053,0.0666667819,1
25,82,0.09123925865,0.005399256945,1
25,90,0.0487389192,0.157243222,1
25,98,-0.02134583145,0.09361984581,1
25,106,-0.06829185039,0.09999628365,1
25,114,0.006660473533,0.01892000437,1
25,122,0.03699411452,0.1876377016,1
25,130,-0.007881421596,0.1037743837,1
25,138,0.1296857595,0.09787086397,1
25,146,0.1557795405,0.1569909602,1
25,154,0.09529417008,0.06835085154,1
25,162,0.004668684676,0.02717719972,1
25,170,-0.03449428082,0.0025995709,1
33,10,-0.1280275136,-0.001897729933,1
