PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 20, filenames: A:[20]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[21]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.1464378238,-0.2706234455,1
9,18,-0.1761473715,-0.08187651634,1
9,26,-0.3493617773,0.2463442087,1
9,34,-0.3615447283,0.2525483668,1
9,42,-0.07650417089,0.1294873804,1
9,50,0.1419447809,0.06698095798,1
9,58,0.2011567354,0.1177697778,1
9,66,0.1451396346,0.215740025,1
9,74,0.007471457124,0.1827604473,1
9,82,-0.03834055364,0.2724258304,1
9,90,0.0485561043,0.1763257682,1
9,98,0.2528713644,0.0857373029,1
9,106,0.3416990936,0.01655916497,1
9,114,0.2131183743,-0.1136554182,1
9,122,0.16538243,-0.01219273731,1
9,130,0.2280395031,0.1434210539,1
9,138,0.0374437198,0.01178078353,1
9,146,-0.07883889973,-0.08275618404,1
9,154,-0.01183758676,0.06218446419,1
9,162,-0.09187240899,0.1928817779,1
9,170,-0.04927358776,0.03351128101,1
17,10,-0.0635035634,-0.1962089837,1
17,18,0.0430980064,-0.06625825912,1
17,26,-0.04355253279,0.1280877888,1
17,34,0.09159328789,0.07116983086,1
17,42,0.3286737204,0.03195759282,1
17,50,0.2268211842,0.04628271982,1
17,58,0.04240444303,0.01691383868,1
17,66,0.02509692311,-0.003955550492,1
17,74,0.1414498985,0.1199313104,1
17,82,0.09029723704,0.1476125866,1
17,90,-0.002557083964,-0.155452311,1
17,98,0.08786669374,-0.01054430753,1
17,106,0.2898813486,-0.0633161962,1
17,114,0.2346163541,-0.0547285527,1
17,122,0.2197491378,0.07219268382,1
17,130,0.216685161,0.2498651147,1
17,138,-0.02163405344,0.08418893069,1
17,146,0.0422340408,0.02068781853,1
17,154,0.02176081389,0.06407871097,1
17,162,-0.08485293388,0.2182823122,1
17,170,-0.002178084105,0.2387069911,1
25,10,-0.1460376829,-0.02574326098,1
25,18,0.156305775,-0.036262393,1
25,26,0.2182240635,0.01428423822,1
25,34,0.2955502868,-0.01647260226,1
25,42,0.4833081067,-0.0645756647,1
25,50,0.3361110091,-0.01150512323,1
25,58,0.1546190083,0.01892598346,1
25,66,0.1095255986,0.01392503828,1
25,74,0.2046702057,0.03485283256,1
25,82,0.1262861341,-0.01416821778,1
25,90,0.1028627008,-0.1010148674,1
25,98,0.1140457764,-0.09032785147,1
25,106,0.2894735634,-0.1071584523,1
25,114,0.3112446666,0.03488940746,1
25,122,0.1172578335,0.1417709738,1
25,130,0.09951081127,0.1484817266,1
25,138,0.07465451956,0.1078458279,1
25,146,0.09871450067,0.08171868324,1
25,154,0.1211540401,0.06969939172,1
25,162,0.08424954116,0.1588704288,1
25,170,0.07555156201,0.2993237376,1
33,10,0.02927802131,0.09730433673,1
33,18,0.1899924278,0.01370847039,1
33,26,0.3615221977,0.005588609725,1
33,34,0.2128418386,-0.06046256423,1
33,42,0.1968804747,-0.03345619515,1
33,50,0.2269258201,0.1378574967,1
33,58,0.1993035674,0.05888324231,1
33,66,0.1472853124,0.002019379288,1
33,74,0.1057873517,-0.004147715867,1
33,82,0.1410378218,-0.03558756411,1
33,90,0.136855036,-0.01531234756,1
33,98,0.1197147816,-0.0571410656,1
33,106,0.2332954258,-0.1514777839,1
33,114,0.3370270133,0.0006702430546,1
33,122,0.1518382877,-0.002282749861,1
33,130,0.07408055663,0.005088757724,1
33,138,0.08821220696,0.06311459094,1
33,146,0.03439171612,0.07828135788,1
33,154,0.04795327038,-0.03909049183,1
33,162,0.07443358004,0.1519610286,1
33,170,0.09668765217,0.2388642132,1
41,10,0.1440478265,0.0003182701766,1
41,18,0.1428023577,-0.05152587965,1
41,26,0.1838510036,0.02646274865,1
41,34,0.03487488627,-0.2070245445,1
41,42,0.07353955507,0.02407453954,1
41,50,0.0743239373,0.1508410871,1
41,58,0.07274258882,0.04430716485,1
41,66,0.1158714592,-0.07703444362,1
