PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 9, filenames: A:[9]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[10]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
257,42,0.07542231679,0.1146343797,1
257,50,0.1301911473,0.1508843452,1
257,58,0.2726806998,0.1214243174,1
257,66,0.1438420117,0.05807681009,1
257,74,0.1530729085,0.09133712947,1
257,82,0.2534280419,0.08615270257,1
257,90,0.01174132526,-0.007719658315,1
257,98,0.1410618573,0.02910676599,1
257,106,0.2232973427,0.07352632284,1
257,114,0.1805427372,0.06872756779,1
257,122,0.1436393559,0.06215998158,1
257,130,0.06934517622,-0.0804836601,1
257,138,-0.03213972971,-0.1633955538,1
257,146,-0.3183134794,-0.05512722582,1
257,154,-0.2145864069,0.09932541847,1
257,162,-0.1228121072,0.09909453243,1
257,170,-0.006720475852,-0.0458522886,1
265,10,-0.0185051579,0.1681698859,1
265,18,-0.04158214107,0.1514272243,1
265,26,-0.09950175136,0.0491573289,1
265,34,-0.01899271831,0.1386760771,1
265,42,-0.01070064306,0.1483233869,1
265,50,-0.08023206145,0.1177843064,1
265,58,0.01185832173,0.09503912926,1
265,66,-0.03343060613,0.06410132349,1
265,74,0.07407866418,-0.0572540462,1
265,82,0.1854882538,0.006614516489,1
265,90,0.1586020589,0.1141509861,1
265,98,0.1949332356,0.2928513288,1
265,106,0.20771119,0.3056702316,1
265,114,0.1912985146,0.2538942695,1
265,122,0.08309977502,0.1443036795,1
265,130,0.0714078173,-0.06147469953,1
265,138,-0.003704279661,-0.1253678352,1
265,146,0.02988301218,-0.09501224011,1
265,154,0.06953687221,-0.03663111106,1
265,162,0.05066653341,-0.08276902139,1
265,170,0.08230239153,-0.2782678008,1
273,10,0.00903787557,0.07406401634,1
273,18,0.03172419965,0.01828650385,1
273,26,0.04279728234,0.005707595497,1
273,34,0.06653501093,0.2006750107,1
273,42,0.08460024744,0.2431138307,1
273,50,0.07098550349,0.1318368018,1
273,58,0.05742178112,0.0659815222,1
273,66,0.07632365078,-0.1496440172,1
273,74,0.1300112158,-0.1814206988,1
273,82,0.2482272685,-0.06195141375,1
273,90,0.3080742359,0.08230887353,1
273,98,0.2880085707,0.1504740119,1
273,106,0.1975234747,0.1354445666,1
273,114,0.1481259763,0.2228044868,1
273,122,0.08881801367,-0.05199237168,1
273,130,0.08230520785,-0.09253697097,1
273,138,0.1304954886,-0.08182138205,1
273,146,0.1632498205,-0.03398519009,1
273,154,0.1691742837,-0.09181020409,1
273,162,0.05301278085,-0.1891796887,1
273,170,-0.02700999379,-0.2842059433,1
281,10,0.01867942512,0.07506990433,1
281,18,0.09449120611,-0.005602318794,1
281,26,0.1573380828,0.00615112111,1
281,34,0.1185228974,0.1665421426,1
281,42,0.09469460696,0.1878677011,1
281,50,0.1506680548,0.110625051,1
281,58,0.1749611199,0.02641259134,1
281,66,0.1434596181,-0.2381805778,1
281,74,0.1500107199,-0.2165053487,1
281,82,0.2022761852,-0.1098102033,1
281,90,0.265825361,-0.09690310806,1
281,98,0.2943168283,0.01654690132,1
281,106,0.2812203765,-0.007836855948,1
281,114,0.1347336918,0.07818114758,1
281,122,0.02669459209,-0.09564515203,1
281,130,0.06231896579,-0.05969102308,1
281,138,0.2107306421,-0.06634587795,1
281,146,0.2144106477,-0.06230831891,1
281,154,0.1588842124,-0.05082030594,1
281,162,0.07639577985,-0.2437372208,1
281,170,-0.08962591738,-0.2290216386,1
289,10,-0.03193664551,0.1101256162,1
289,18,0.07168271393,0.09405264258,1
289,26,0.2162277699,0.1672689319,1
289,34,0.1040098369,0.08165623248,1
289,42,0.06600614637,-0.03761646897,1
289,50,0.1321876347,-0.04183879495,1
289,58,0.1143014282,-0.0266642645,1
289,66,0.09365263581,-0.1533741951,1
289,74,0.1134965718,-0.163991034,1
289,82,0.1823246777,-0.1217282712,1
289,90,0.2312205881,-0.193347916,1
289,98,0.1411615908,-0.01115933806,1
289,106,0.1444424391,0.0001003928483,1
289,114,0.142046392,0.05716617778,1
289,122,-0.009403120726,0.06496939808,1
289,130,-0.03353859112,0.07637847215,1
289,138,0.03637558222,-0.01011733338,1
289,146,0.1997262537,-0.1885108054,1
289,154,0.2852205038,-0.1170401275,1
289,162,0.1889721006,-0.1696446687,1
289,170,-0.01242231578,-0.1164791882,1
297,10,-0.188855499,0.104125008,1
297,18,-0.1152908653,0.0839285627,1
297,26,0.003412239254,0.1615426242,1
297,34,0.01380842924,0.128278926,1
297,42,0.1124984995,0.002618229017,1
297,50,0.09671776742,0.02776797116,1
297,58,0.04994604737,-0.02616162598,1
297,66,0.1227344275,-0.1227349192,1
297,74,0.1871003658,-0.0333743766,1
297,82,0.1282543838,-0.07791665196,1
297,90,0.09863380343,-0.06995365024,1
297,98,0.1283552051,0.01852443442,1
297,106,0.1403227448,-0.006405374967,1
297,114,0.04328734428,0.009094290435,1
297,122,-0.01584029011,0.1181409508,1
297,130,-0.1011958867,0.1440319717,1
297,138,-0.09763677418,0.02770950086,1
297,146,0.1423555017,-0.2006941587,1
297,154,0.2414052933,-0.1094485447,1
297,162,0.1745987535,-0.07750076056,1
297,170,0.06453165412,-0.01003155112,1
305,10,-0.1340035349,-0.05530111119,1
305,18,0.06953211874,-0.06772682071,1
305,26,0.1847520322,0.002743892372,1
305,34,0.09629100561,0.1287369877,1
305,42,0.1057025939,0.03172449768,1
305,50,-0.02271015942,-0.03785276785,1
305,58,-0.0709945187,-0.1167759895,1
305,66,0.002371296287,-0.07321420312,1
305,74,0.0726750344,-0.02578303963,1
305,82,0.05798085034,-0.1189205796,1
305,90,0.01374657452,-0.02492418885,1
305,98,0.1084152609,-0.06676460057,1
305,106,0.2601980269,-0.04814728349,1
305,114,0.04967062175,-0.07843236625,1
305,122,0.008528968319,0.152448833,1
305,130,0.007709782571,0.1274462044,1
305,138,-0.08270461857,-0.001706182957,1
305,146,-0.003292553127,0.00730535388,1
305,154,0.1635147035,-0.0004456043243,1
305,162,0.07970120013,-0.008416764438,1
305,170,0.1959920824,0.1062574461,1
313,10,0.08022470027,-0.0420095101,1
313,18,0.1075367555,-0.1037773341,1
313,26,0.1829319298,-0.08161345869,1
313,34,0.2075360119,0.04848653078,1
313,42,0.1233988479,0.02376102284,1
313,50,0.08527684957,-0.0666276738,1
313,58,0.06437655538,-0.09902460873,1
313,66,0.03016779572,-0.03251986206,1
313,74,-0.0190910697,-0.04116263241,1
313,82,-0.01671001315,-0.114846155,1
313,90,-0.005985483527,-0.07331876457,1
313,98,0.02627359331,-0.1135746092,1
313,106,0.1317609251,0.006267862394,1
313,114,0.01623494551,0.1107385308,1
313,122,0.03508061543,0.2178953886,1
313,130,0.08122338355,0.1453032494,1
313,138,0.08993073553,0.07602662593,1
313,146,0.03765604272,0.1155285239,1
313,154,-0.03067912906,0.04496236891,1
313,162,0.08442598581,0.06822346151,1
313,170,0.1306279153,0.1999313533,1
321,10,0.183991611,-0.009399350733,1
321,18,0.04615098238,-0.02689795196,1
321,26,-0.02230362222,0.01362991333,1
321,34,0.07700026035,0.08852915466,1
321,42,0.1601579934,0.01058486104,1
321,50,0.1125188544,-0.02129907161,1
321,58,0.1599259377,-0.08120273054,1
321,66,0.2422177941,0.02142591774,1
321,74,0.03580418974,-0.08281843364,1
321,82,0.07368335873,-0.03721949458,1
321,90,0.0399659574,-0.02898934856,1
321,98,-0.04772752523,-0.02388206124,1
321,106,-0.02913944423,-0.006794376299,1
321,114,-0.0684042722,0.2065476328,1
321,122,0.06798513979,0.1508867443,1
321,130,0.1834359914,0.08882281184,1
321,138,0.1489504874,0.07639080286,1
321,146,0.04496666789,0.0791368261,1
321,154,0.03397325426,0.09285673499,1
321,162,0.1716302335,0.1065133065,1
321,170,0.07543389499,0.1738648117,1
329,10,0.1529783607,-0.07635295391,1
329,18,0.02596156299,-0.03119111061,1
329,26,-0.005547078326,-0.02556060068,1
329,34,0.06058838218,-0.04929339141,1
329,42,0.2321487069,0.02510241047,1
329,50,0.01758509129,0.06343141198,1
329,58,0.1031510085,0.08548256755,1
329,66,0.1419500858,0.1003026515,1
329,74,0.1458152831,0.09621241689,1
329,82,0.2210550904,0.1221648455,1
329,90,0.0586649254,0.05803094432,1
329,98,-0.00100778928,0.035936445,1
329,106,-0.05356863514,-0.0269661136,1
329,114,-0.09100286663,0.09489296377,1
329,122,0.05290650949,0.08296797425,1
329,130,0.1019883901,-0.03384542465,1
329,138,0.02477034181,0.1094717309,1
329,146,0.02875747904,0.1748930812,1
329,154,0.04037396237,0.1378360391,1
329,162,0.1081829295,0.05902897567,1
329,170,0.01504146308,0.1460976005,1
337,10,0.0823507607,-0.05285390466,1
337,18,0.09037366509,0.03834975138,1
337,26,0.05198284611,-0.06749600172,1
337,34,-0.01793465018,-0.1014495194,1
337,42,-0.01408249885,0.1084459797,1
337,50,-0.06009963155,0.2738363147,1
337,58,-0.06114979088,0.1191407591,1
337,66,0.09435578436,0.07126323134,1
337,74,0.1024053693,0.2658287883,1
337,82,0.1135044843,0.2047775388,1
337,90,-0.03574225679,0.1168404669,1
337,98,0.03123376332,0.2091233581,1
337,106,-0.001874164678,0.1424760073,1
337,114,-0.3331382573,-0.01269668341,1
337,122,-0.05063653737,0.1011729911,1
337,130,-0.02368720621,0.05630393326,1
337,138,-0.05889319628,0.156452179,1
337,146,0.01909308508,0.1759795249,1
337,154,0.04043912143,0.1049784273,1
337,162,0.04434731975,0.02560905367,1
337,170,0.01158367842,0.1710955054,1
345,10,0.01992105134,-0.02628722042,1
345,18,0.1890799999,0.1106836647,1
345,26,0.1404051632,0.01887690276,1
345,34,-0.02073976025,0.0115360599,1
345,42,-0.0762219727,0.2834593356,1
345,50,-0.1216121837,0.1999933571,1
345,58,-0.1133965105,0.1129200682,1
345,66,0.0111422874,0.1540342569,1
345,74,-0.05416373536,0.093412444,1
345,82,-0.04375933111,0.09911686182,1
345,90,0.07613357157,0.04954679683,1
345,98,0.07399307191,0.1228933781,1
345,106,0.06398751587,0.09174492955,1
345,114,0.05982346088,0.03985480219,1
345,122,-0.04019354656,0.1657749712,1
345,130,0.03202450275,0.07842191309,1
345,138,0.0865008682,0.01484036446,1
345,146,-0.01689907536,0.01273071766,1
345,154,0.05907418579,-0.08013005555,1
345,162,0.1411940604,0.05673990026,1
345,170,0.2079110891,0.2166054994,1
353,10,-0.09744283557,-0.01642583311,1
353,18,0.01901564747,0.09392333031,1
353,26,0.05243552476,0.05028200522,1
353,34,-0.2172593176,0.03926742077,1
353,42,-0.2647903562,0.03944418952,1
353,50,-0.002134874463,0.1168383807,1
353,58,0.01913126558,0.08043261617,1
353,66,-0.1076060012,0.1424648017,1
353,74,-0.1631265879,0.07159854472,1
353,82,0.03734607622,0.03394692391,1
353,90,0.238725245,-0.2320438325,1
353,98,0.1908944249,-0.2501315176,1
353,106,0.1498117,-0.1379433274,1
353,114,0.08442725241,0.0320148766,1
353,122,0.001267183572,0.06603311002,1
353,130,0.03177263215,0.001232482493,1
353,138,0.02363209426,0.04370177165,1
353,146,-0.07571867108,0.07522512972,1
353,154,0.0593161732,-0.04048113152,1
353,162,0.1982650608,0.0543445237,1
353,170,0.2459903806,0.1437503397,1
361,10,-0.04530854523,0.04339485615,1
361,18,-0.02695005015,0.1903067827,1
361,26,0.02877398022,0.1291170865,1
361,34,-0.03509674966,0.04228820652,1
361,42,-0.056593813,-0.01858253591,1
361,50,0.2148532867,-0.1565065384,1
361,58,0.1290280819,-0.1214115769,1
361,66,-0.02753379941,0.009293431416,1
361,74,-0.06688442826,-0.007921457291,1
361,82,0.02548748627,-0.02288769744,1
361,90,0.1469187289,-0.1983414143,1
361,98,0.151783973,-0.2364046723,1
361,106,0.07983712852,-0.0532060042,1
361,114,-0.02500011772,0.008866921067,1
361,122,0.02182596922,0.04934167862,1
361,130,0.1487431824,-0.05701994896,1
361,138,0.09046006203,-0.00324948132,1
361,146,-0.005260400474,0.1127709076,1
361,154,-0.02780965716,0.1571898758,1
361,162,0.07261364907,0.09486420453,1
361,170,0.1150865108,0.1057405025,1
369,10,-0.0406876877,0.1942012012,1
369,18,-0.1227423549,0.230666846,1
369,26,0.05708337203,0.1545977592,1
369,34,0.04457110539,-0.003804393113,1
369,42,0.008324278519,-0.0282464996,1
369,50,0.03838548064,-0.123018235,1
369,58,0.008648198098,-0.1191883534,1
369,66,-0.02262315527,-0.01341306046,1
369,74,0.05647844076,-0.0776437968,1
369,82,0.08421497047,-0.1023714989,1
369,90,0.1879070401,-0.0790797323,1
369,98,0.2115171403,-0.02253994718,1
369,106,0.1464772075,0.07462228835,1
369,114,0.1196509227,0.0853176713,1
369,122,-0.002140808851,0.04593262821,1
369,130,-0.0008541420102,-0.06448509544,1
369,138,0.1659673899,-0.1015931219,1
369,146,0.1780379862,0.06245248765,1
369,154,-0.09376122057,0.118434824,1
369,162,0.01252087951,0.06037013233,1
369,170,-0.003077536821,0.001835867763,1
377,10,0.3118647635,0.001667760313,1
377,18,0.1454143226,0.009327687323,1
377,26,0.08561630547,0.03298641741,1
377,34,0.02859659679,-0.01850435138,1
377,42,-0.05052129924,-0.04911912233,1
377,50,-0.02021415904,-0.08084672689,1
377,58,-0.02297732607,-0.112767309,1
377,66,-0.0386868082,-0.0349541977,1
377,74,-0.02044717222,0.05158273131,1
377,82,-0.001138098538,0.1121646017,1
377,90,0.111362882,0.07590974867,1
377,98,0.2297951877,0.01600931585,1
377,106,0.1509913355,0.05820696801,1
377,114,0.09594862163,-0.03647323698,1
377,122,-0.01885261759,-0.09094703943,1
377,130,-0.02357385121,-0.06694205105,1
377,138,0.06478803605,-0.08813615143,1
377,146,0.03298063576,0.02389610745,1
377,154,0.006124528125,-0.1012114063,1
377,162,-0.0456565842,-0.178500846,1
377,170,-0.07886138558,-0.08955831826,1
385,10,0.204310447,-0.1284853816,1
385,18,0.1122408956,-0.1183579117,1
385,26,-0.04956233129,-0.07407565415,1
385,34,-0.03506497294,-0.02559328452,1
385,42,-0.001620843541,-0.1407896727,1
385,50,0.09688936174,-0.05937121063,1
385,58,0.01046479493,-0.06977896392,1
385,66,0.0110277161,0.02563053742,1
385,74,-0.01774802804,0.0747154057,1
385,82,-0.2109425068,0.1701911092,1
385,90,-0.1649309099,0.1823799461,1
385,98,-0.0007008090615,0.0495361723,1
385,106,-0.004574142396,0.01653653011,1
385,114,0.08426199853,-0.01543989219,1
385,122,0.0811913088,-0.05255657807,1
385,130,-0.007298102137,0.05008251593,1
385,138,-0.09226007015,0.06615300477,1
385,146,-0.09226681292,0.04267773032,1
385,154,0.009756343439,-0.0439094156,1
385,162,0.02416751534,-0.1316089928,1
385,170,-0.1500015557,-0.1227436736,1
393,10,0.1011223197,-0.147421822,1
393,18,0.07008955628,-0.07118795812,1
393,26,0.05215004832,-0.08933646977,1
393,34,0.0005747508258,-0.141900152,1
393,42,0.03964843974,-0.1642969549,1
393,50,0.1017508954,0.06274498999,1
393,58,0.1074321717,-0.09937448055,1
393,66,0.08036955446,-0.1192724258,1
393,74,-0.06499118358,-0.009630577639,1
393,82,-0.2825980484,0.01104852743,1
393,90,-0.1090702489,0.03829129413,1
393,98,0.04787896201,0.06985102594,1
393,106,0.04826968908,0.290130645,1
393,114,0.1425583959,0.3519280255,1
393,122,0.1479755342,0.1160508692,1
393,130,-0.01949138753,0.1496418566,1
393,138,-0.1253404468,0.2304776013,1
393,146,-0.06933248788,0.2412445545,1
393,154,0.02754546888,0.1124210954,1
393,162,-0.01301033795,0.0417547524,1
393,170,-0.1066751257,-0.1727958024,1
401,10,0.1756809056,-0.2352437377,1
401,18,0.08913178742,0.01403499022,1
401,26,0.1425898224,0.08453965932,1
401,34,0.09130034596,-0.2409015894,1
401,42,0.1894215494,0.05815210938,1
401,50,0.2298116833,0.3821512461,1
401,58,0.2534614205,-0.2470609248,1
401,66,0.1863659173,-0.3009522855,1
401,74,0.02946487814,-0.1574079692,1
401,82,-0.07025998831,0.005411321297,1
401,90,-0.05413695052,0.01930509135,1
401,98,-0.1038690433,0.03689540178,1
401,106,0.1210230291,0.3179463148,1
401,114,0.03660742939,0.1442939937,1
401,122,-0.01212354004,0.02089470625,1
401,130,0.07889905572,0.1205573976,1
401,138,0.03590688482,0.2648790181,1
401,146,0.04876621068,0.2735136151,1
401,154,0.008225504309,0.2120904028,1
401,162,-0.07381860912,0.08024530113,1
401,170,-0.09367647022,0.04219932854,1
409,10,-0.1224271655,-0.08145174384,1
409,18,-0.06347379088,0.1049814969,1
409,26,0.1148572713,0.2516612411,1
409,34,0.2529387772,0.131785661,1
409,42,0.3826897144,-0.03802673519,1
409,50,0.3824447691,-0.02929568291,1
409,58,0.2552704811,-0.1654305756,1
409,66,0.07935187966,-0.1675412506,1
409,74,-0.03317299113,-0.1652648896,1
409,82,-0.03895876557,-0.09575694799,1
409,90,0.02342420444,-0.09574960917,1
409,98,-0.1319731176,-0.04201441258,1
409,106,-0.01315548271,0.1370259672,1
409,114,0.1845377684,0.155820474,1
409,122,0.1077823713,0.04119627923,1
409,130,0.1911643445,0.0416720584,1
409,138,0.06659250706,0.1070086211,1
409,146,-0.08959117532,0.1203739792,1
409,154,-0.05361061171,0.0881048888,1
409,162,-0.09738197923,0.003053221852,1
409,170,0.05686976761,0.05558343232,1
417,10,-0.2546347678,0.1782683432,1
417,18,-0.02192811295,0.1582661271,1
417,26,0.2090119123,0.3188055158,1
417,34,0.5278910398,0.2993755341,1
417,42,0.6819514036,-0.04484346509,1
417,50,0.5015208721,-0.2130137086,1
417,58,0.1861950159,-0.2564443648,1
417,66,-0.1503430903,-0.1770079732,1
417,74,-0.07808417827,-0.2994977832,1
417,82,0.1487196684,-0.2314808667,1
417,90,0.1310494095,-0.2912408113,1
417,98,-0.1424742639,-0.17922315,1
417,106,-0.1411333829,0.1144271567,1
417,114,0.01252999902,0.2069188207,1
417,122,-0.02213485166,0.09270171076,1
417,130,0.07354852557,-0.02779589593,1
417,138,0.172890082,-0.08139063418,1
417,146,0.1315099299,-0.1052671596,1
417,154,0.05769080669,-0.1223079115,1
417,162,0.06593905389,-0.09413762391,1
417,170,0.1665111184,-0.06769228727,1
