PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 3, filenames: A:[3]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[4]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.05832676589,-0.05366173387,2
9,18,-0.004436776042,-0.1404699087,1
9,26,-0.1022225022,-0.3674817681,1
9,34,0.03189716488,-0.1945815682,1
9,42,-0.1138745919,0.0455031842,1
9,50,-0.1561525017,0.1016164571,1
9,58,-0.003585711122,0.1000999957,1
9,66,-0.02506390214,-0.08224368095,1
9,74,-0.1745480895,-0.01704518497,1
9,82,-0.0529410392,0.05314135551,1
9,90,-0.0006542503834,0.2494552732,1
9,98,0.02582223713,0.2012337595,1
9,106,-0.01495492458,0.1254234016,1
9,114,-0.008810549974,0.250071913,1
9,122,-0.04801302403,0.1162641048,1
9,130,-0.2178904563,-0.005868818611,1
9,138,-0.1611162424,0.1187363267,1
9,146,-0.09603047371,0.1844310164,1
9,154,-0.09348729253,0.2347465158,1
9,162,-0.08752954006,0.07663816959,1
9,170,-0.1700568795,-0.3378335238,1
17,10,-0.1122167557,0.03314644098,1
17,18,-0.06804454327,0.03554424644,1
17,26,-0.1023576409,-0.06839391589,1
17,34,-0.176683709,0.06567113101,1
17,42,-0.2455865294,0.1031271368,1
17,50,-0.1843958646,0.01441574097,1
17,58,0.04224170744,0.1369772553,1
17,66,0.028764382,-0.1569378972,1
17,74,-0.3154868484,-0.03705889359,1
17,82,-0.1513826102,0.05645912886,1
17,90,-0.03841014206,0.2030486912,1
17,98,-0.02883696556,0.1378134787,1
17,106,-0.2388171405,0.09734119475,1
17,114,-0.2025549412,0.2383639216,1
17,122,-0.02002629638,0.03266267478,1
17,130,-0.08569911867,0.01282228157,1
17,138,-0.1464087665,0.1302903295,1
17,146,-0.1227661371,0.03862015903,1
17,154,-0.2035837471,0.1292971373,1
17,162,-0.08842100948,0.1880203038,1
17,170,0.03322769701,0.03071446717,1
25,10,-0.2633835077,0.01758230105,1
25,18,-0.2380918115,0.08350685984,1
25,26,-0.2637360096,-0.004288773984,1
25,34,-0.3410480022,0.1289258152,1
25,42,-0.1837791353,0.1998582333,1
25,50,-0.1292931587,0.04941871017,1
25,58,-0.1878958941,0.1623206735,1
25,66,-0.2717199922,0.1042512506,1
25,74,-0.3431663513,0.02461512387,1
25,82,-0.1667212695,0.02910432592,1
25,90,-0.1207538396,0.1314986646,1
25,98,-0.05446299911,0.08574498445,1
25,106,-0.1647823453,-0.1517769992,1
25,114,-0.2879270911,0.01856624335,1
25,122,-0.1222041994,-0.01893315837,1
25,130,-0.0102513209,-0.03083237261,1
25,138,-0.06343518943,0.02294044942,1
25,146,-0.1020599976,0.004194620997,1
25,154,-0.1384854019,0.04062436521,1
25,162,-0.05286218226,0.07029532641,1
25,170,0.05828820169,0.2272703648,1
33,10,-0.2009916306,0.03848030418,1
33,18,-0.2505968511,-0.02987484634,1
33,26,-0.166705817,-0.07086285204,1
33,34,0.02072201669,0.06826736033,1
33,42,-0.01983986795,0.1270846277,1
33,50,-0.2347298861,0.09811221063,1
33,58,-0.329921037,0.1336054802,1
33,66,-0.1922759861,0.1144688651,1
33,74,-0.233831957,0.08944569528,1
33,82,-0.2253083289,-0.02547153831,1
33,90,-0.1379638016,0.03252016008,1
33,98,-0.1049827635,0.01559633762,1
33,106,-0.2535268068,-0.1380628049,1
33,114,-0.2994332612,-0.01876887307,1
33,122,-0.2658917308,0.1154359877,1
33,130,-0.08163397014,0.03832162172,1
33,138,0.08916604519,-0.02236447111,1
33,146,-0.00937410444,-0.02187045664,1
33,154,-0.1110998765,0.05161724985,1
33,162,-0.09982871264,0.04837986827,1
33,170,0.05866699666,0.3502566218,1
41,10,0.07890896499,0.1619957089,1
41,18,-0.04352991283,-0.09427656233,1
41,26,-0.1071133614,-0.2215070277,1
41,34,-0.1138390601,-0.1724526733,1
41,42,-0.1220487729,-0.1686683893,1
41,50,-0.1026418433,0.06428836286,1
41,58,-0.08169546723,0.09653420746,1
41,66,-0.08994822204,0.01770454273,1
41,74,-0.1961174011,0.07514608651,1
41,82,-0.1711607873,0.1178875268,1
41,90,-0.1263126135,0.09930186719,1
41,98,-0.1213079393,0.04456394166,1
41,106,-0.2536324859,0.003526236862,1
41,114,-0.3098201156,-0.02344771475,1
41,122,-0.2463659942,0.0713750571,1
41,130,-0.1018232405,0.1330790371,1
41,138,0.0002545565367,-0.06595615298,1
41,146,-0.1022445038,-0.03994548321,1
41,154,-0.1488604248,-0.03867824376,1
41,162,-0.1761217713,0.05034571886,1
41,170,-0.1820973009,0.263784647,1
49,10,0.110098362,0.2773456275,1
49,18,-0.07840177417,-0.03898333386,1
49,26,-0.1830337346,-0.01418450475,1
49,34,-0.03435225785,-0.2457686961,1
49,42,-0.05434273183,-0.221534133,1
