PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 30, filenames: A:[30]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[31]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.1858051419,0.1378652155,1
9,18,0.1599483043,0.3138391674,1
9,26,0.1415084302,0.2493611574,1
9,34,0.1130976677,0.3676174581,1
9,42,0.1060512662,0.2523403168,1
9,50,0.04782661796,0.02108421922,1
9,58,0.0552085042,-0.05178423226,1
9,66,0.09953022003,0.1536432207,1
9,74,0.130784601,0.207039237,1
9,82,0.1015183926,0.01350590587,1
9,90,0.05371210724,-0.1689596921,1
9,98,0.04837155342,-0.172859937,1
9,106,0.08944678307,-0.06724245846,1
9,114,0.1425581127,-0.01612836495,1
9,122,0.1084476411,0.006124716252,1
9,130,-0.06063920259,0.05540530384,1
9,138,-0.184625566,0.06038448215,1
9,146,-0.08070144057,0.05275493115,1
9,154,-0.03116635978,0.02977770567,1
9,162,-0.03753754869,-0.04729223251,1
9,170,0.2190942764,0.001563414931,1
17,10,0.01077860594,0.1041889042,1
17,18,0.2310188562,0.02784851193,1
17,26,0.1267111003,0.1044472009,1
17,34,0.01433175802,0.2344393134,1
17,42,0.122903347,0.177806735,1
17,50,0.06866598129,-0.06745340675,1
17,58,-0.03193309903,-0.02049480379,1
17,66,0.07736578584,0.1359323859,1
17,74,0.0881659165,0.1531555206,1
17,82,0.005093485117,0.05878444016,1
17,90,-0.0005674967542,0.05054678768,1
17,98,0.00587615557,-0.1109899879,1
17,106,0.02156943828,-0.03426603973,1
17,114,0.1322862804,0.0304123275,1
17,122,0.19335711,0.09980942309,1
17,130,0.003828421235,0.118354097,1
17,138,-0.2110573053,0.02312592417,1
17,146,-0.1000175476,-0.09655851871,1
17,154,-0.08489046246,-0.03045384958,1
17,162,-0.124905929,0.01009829342,1
17,170,-0.01213464886,-0.1068665758,1
25,10,0.1712388247,0.05375416577,1
25,18,0.0853445828,0.02268612385,1
25,26,0.04637081921,0.04854765534,1
25,34,0.01553919166,0.1489844322,1
25,42,0.1747954786,0.2409465909,1
