PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 4, filenames: A:[4]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[5]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
73,82,-0.03276364505,0.1219523996,1
73,90,-0.04620165378,-0.02386844903,1
73,98,-0.2255222797,-0.01706899144,1
73,106,-0.2472712845,0.01473765634,1
73,114,-0.1594049037,-0.04006460309,1
73,122,-0.1471863091,-0.02940995246,1
73,130,-0.1353395283,0.02324566245,1
73,138,-0.1621057093,0.1460050941,1
73,146,-0.2558641136,0.1295762211,1
73,154,-0.2635999024,0.0434204638,1
73,162,-0.1823999435,0.03107594699,1
73,170,-0.1546576768,-0.004981413484,1
81,10,-0.3149639964,0.04875681549,1
81,18,-0.1083216667,0.07958315313,1
81,26,0.05853703618,0.1573320329,1
81,34,-0.0300296545,0.02996458858,1
81,42,0.03556441516,-0.1636793464,1
81,50,0.05623421073,-0.03526060283,1
81,58,-0.1236029714,-0.1162554175,1
81,66,-0.1828587353,-0.1197381392,1
81,74,-0.13436836,0.07034431398,1
81,82,-0.1081162393,0.02260710299,1
81,90,-0.04630026221,-0.05111046135,1
81,98,-0.1658164859,-0.03243417293,1
81,106,-0.2366306186,-0.008019637316,1
81,114,-0.1948014498,-0.01179659367,1
81,122,-0.1666790843,-0.08140614629,1
81,130,-0.1691195965,0.01580718905,1
81,138,-0.1947915107,0.2039690614,1
81,146,-0.2319218367,0.209585458,1
81,154,-0.108276546,0.1605900675,1
81,162,-0.04779133946,-0.01491921768,1
81,170,-0.05542202294,-0.08348467946,1
89,10,-0.3641956747,0.1756031811,1
89,18,-0.1316295415,0.05979334563,1
89,26,-0.04544167966,0.10048002,1
89,34,-0.09191329777,-0.06055613607,1
89,42,-0.05177347362,-0.2095863968,1
89,50,-0.1120937988,-0.06663694233,1
89,58,-0.09688742459,-0.05589161813,1
89,66,-0.02478056401,-0.05256715044,1
89,74,-0.1336421072,-0.08414428681,1
89,82,-0.1076987684,-0.1074394807,1
89,90,-0.03633712232,-0.1127057076,1
89,98,-0.1401425302,-0.02546297759,1
89,106,-0.1861963272,-0.1119846702,1
89,114,-0.1717603654,-0.07883897424,1
89,122,-0.1643971205,-0.1398707479,1
89,130,-0.2124950588,0.07441210747,1
89,138,-0.2519772053,0.2065036297,1
89,146,-0.1255420744,0.1672874987,1
89,154,0.03287822008,0.1155414879,1
89,162,0.01232042164,-0.08745062351,1
89,170,-0.09846746176,-0.1946170926,1
97,10,-0.5078867674,0.1373627335,1
97,18,-0.1755216867,0.02868052572,1
97,26,-0.06253730506,0.06361591816,1
97,34,-0.0389097333,-0.04789779708,1
97,42,-0.07233618945,-0.1025410593,1
97,50,-0.2089735866,-0.06043597311,1
97,58,-0.1841801703,-0.1341808587,1
97,66,-0.06480043381,-0.06324207783,1
97,74,0.04354257882,-0.06038677692,1
97,82,-0.1120140776,-0.07621634007,1
97,90,-0.2011817545,0.03620710969,1
97,98,-0.2217909992,0.0528678149,1
97,106,-0.1938510388,-0.006756391376,1
97,114,-0.2045062035,-0.0287106894,1
97,122,-0.2198090404,-0.1151232272,1
97,130,0.03121143579,-0.01497260109,1
97,138,-0.1253345013,0.09762103856,1
97,146,-0.02506355941,0.1434291899,1
97,154,0.1002824455,0.1289128959,1
97,162,0.06947688013,-0.1097806171,1
97,170,-0.01808727533,-0.1973042786,1
105,10,-0.5049211979,-0.03334451467,1
105,18,-0.329875648,-0.04741718993,1
105,26,-0.09682269394,-0.01146237552,1
105,34,-0.002662889659,-0.06793364137,1
105,42,-0.03386370838,0.0445183292,1
105,50,-0.1478932798,0.09938311577,1
105,58,-0.2752025127,-0.161302641,1
105,66,-0.1731079221,-0.2504404783,1
105,74,0.18870157,-0.06093192473,1
105,82,-0.05853128433,-0.05480824411,1
105,90,-0.2610906363,0.05859878659,1
105,98,-0.2717090845,0.07594618201,1
105,106,-0.2628488839,0.1025997773,1
105,114,-0.2685385942,0.1988203079,1
105,122,-0.1917075217,0.1286607534,1
105,130,0.05858293176,0.05806729198,1
105,138,-0.07587467879,0.0411407724,1
105,146,-0.131273061,0.1023159549,1
105,154,-0.1554440409,0.1252900064,1
105,162,-0.1889304966,-0.02710812725,1
105,170,-0.1972535551,-0.03985631466,1
113,10,-0.294221431,-0.1029271707,1
113,18,-0.1526167691,-0.01537004486,1
113,26,-0.09655245394,0.001098098233,1
113,34,-0.1893167496,-0.03758344799,1
113,42,-0.2369108647,0.06522206217,1
113,50,-0.2312262356,0.148736164,1
113,58,-0.2473426759,0.08329315484,1
113,66,-0.2277263999,-0.1012835205,1
113,74,-0.03714999557,-0.1704454571,1
113,82,-0.06616843492,-0.07962156832,1
113,90,-0.2082608193,-0.002797555178,1
113,98,-0.1921158135,0.0306083858,1
113,106,-0.1748718619,0.07268006355,1
113,114,-0.2052250952,0.04719026387,1
113,122,-0.1746682376,0.06938614696,1
113,130,-0.1362543553,-0.1029208526,1
113,138,-0.0188999027,-0.03210406005,1
113,146,-0.1260748506,-0.04363041371,1
113,154,-0.1506745219,0.05842747539,1
113,162,-0.06421196461,0.01913317479,1
113,170,-0.2171837986,-0.01829264313,1
121,10,-0.3245081306,-0.2023061514,1
121,18,-0.09792520106,-0.05380277336,1
121,26,-0.002073779702,0.07230625302,1
121,34,-0.1733091921,0.07397541404,1
121,42,-0.2197389007,0.001430463046,1
121,50,-0.1875997782,0.1041054279,1
121,58,-0.3054278493,0.08721166104,1
121,66,-0.2380423397,-0.1113194525,1
121,74,-0.1727113873,-0.1876840442,1
121,82,-0.09925507009,-0.01724728383,1
121,90,-0.09726840258,0.004005333409,1
121,98,-0.05362203717,-0.002815756947,1
121,106,-0.07168187201,0.04924647883,1
121,114,-0.1678413749,0.03466457129,1
121,122,-0.1769090742,0.05343392491,1
121,130,-0.1097107083,-0.1234757453,1
121,138,-0.1210438982,-0.1297961473,1
121,146,-0.2493627369,-0.1931237578,1
121,154,-0.1503553987,0.007584638894,1
121,162,-0.08421646059,0.08587849885,1
121,170,-0.1954980046,0.03747984767,1
129,10,-0.2945911884,-0.2250326574,1
129,18,-0.1495311856,-0.103372395,1
129,26,-0.1225289553,-0.03044244647,1
129,34,-0.2362017483,0.08936673403,1
129,42,-0.2650808394,0.07282941043,1
129,50,-0.2516980767,-0.0127632618,1
129,58,-0.2996786833,-0.0612501353,1
129,66,-0.1334737837,-0.03295589238,1
129,74,-0.1590155661,0.1593730599,1
129,82,-0.1937330961,0.09295397252,1
129,90,-0.1556952745,-0.01896489412,1
129,98,-0.07866078615,-0.07307547331,1
129,106,-0.09742988646,0.009076911956,1
129,114,-0.1828740835,0.05892055482,1
129,122,-0.164552778,0.05371692032,1
129,130,-0.2095416486,-0.03453313559,1
129,138,-0.191718623,-0.09821751714,1
129,146,-0.2450453341,-0.1476908624,1
129,154,-0.05228313804,-0.04441703111,1
129,162,-0.008437365294,0.1762013435,1
129,170,-0.1766108871,0.1915178001,1
137,10,-0.1152145267,-0.1267658025,1
137,18,-0.1590545774,-0.09345297515,1
137,26,-0.1452964693,-0.06808498502,1
137,34,-0.2440610826,-0.01928207651,1
137,42,-0.2782679498,-0.04998092353,1
137,50,-0.2140174806,-0.1805795878,1
137,58,-0.1881473213,-0.1259498298,1
137,66,-0.1726314425,0.04396881536,1
137,74,-0.1801873296,0.08068819344,1
137,82,-0.1839479208,-0.08740969747,1
137,90,-0.1934171915,-0.07310609519,1
137,98,-0.1279746145,-0.1603161097,1
137,106,-0.1979365349,-0.05978575349,1
137,114,-0.230414778,-0.0523872897,1
137,122,-0.2245166302,-0.03973776475,1
137,130,-0.2717413306,-0.09510958195,1
137,138,-0.2832207978,-0.008253961802,1
137,146,-0.2583139241,-0.108910881,1
137,154,-0.09095580876,-0.1344470233,1
137,162,-0.03717357665,0.1261103898,1
137,170,-0.07496394217,0.2431663573,1
145,10,-0.09948799014,0.01719117165,1
145,18,-0.1666003764,-0.1160280481,1
145,26,-0.1497581899,-0.1162911057,1
145,34,-0.1843373626,-0.1677129269,1
145,42,-0.2414071858,-0.1698101163,1
145,50,-0.1932896674,-0.09732414782,1
145,58,-0.1907790899,-0.1541682482,1
145,66,-0.1961102337,-0.007536213845,1
145,74,-0.2701755166,0.003464141861,1
145,82,-0.3231704235,-0.09503372759,1
145,90,-0.1198334843,-0.05974750966,1
145,98,-0.09689256549,-0.03997956961,1
145,106,-0.1962969005,-0.1216546074,1
145,114,-0.1816070974,-0.0269132033,1
145,122,-0.3224921525,-0.004474747926,1
145,130,-0.3650249839,-0.08873467147,1
145,138,-0.2209914625,-0.04113296792,1
145,146,-0.1927807927,-0.1614064425,1
145,154,-0.2561705709,-0.1240489781,1
145,162,-0.1805145144,-0.1093527973,1
145,170,-0.04025259614,0.1505729258,1
153,10,0.01157931052,0.1517408043,1
153,18,-0.1513714343,0.0132734552,1
153,26,-0.1893363297,-0.1394506097,1
153,34,-0.1675735563,-0.1838037223,1
153,42,-0.1615847051,-0.108627528,1
153,50,-0.2353461981,-0.02960044891,1
153,58,-0.2712792754,-0.07458199561,1
153,66,-0.3475280106,-0.04496741667,1
153,74,-0.385907799,-0.03393957764,1
153,82,-0.2761433125,-0.03176724166,1
153,90,-0.1893368065,-0.005221570842,1
153,98,-0.1153979748,0.04816909879,1
153,106,-0.1224872172,-0.1039005667,1
153,114,-0.2001238614,0.02036217228,1
153,122,-0.3213474154,0.04532260075,1
153,130,-0.2143802643,-0.008660150692,1
153,138,-0.1682393551,-0.1962235719,1
153,146,-0.3260058463,-0.1488838196,1
153,154,-0.3981351852,-0.09364566952,1
153,162,-0.2405715287,-0.08238872141,1
153,170,-0.00217730552,0.09944297373,1
161,10,-0.03215971589,0.1052821949,1
161,18,-0.2396094352,0.02303342521,1
161,26,-0.2792087495,-0.1477187574,1
161,34,-0.2425628752,-0.1639675796,1
161,42,-0.2151868194,-0.1759890765,1
161,50,-0.1614446342,-0.1309352964,1
161,58,-0.1861819774,-0.01946626231,1
161,66,-0.3461846113,-0.03152062744,1
161,74,-0.462336868,0.00433390215,1
161,82,-0.3174415827,0.03672967106,1
161,90,-0.1578274369,0.1159511581,1
161,98,-0.1781685054,0.1255790591,1
161,106,-0.3091177344,-0.05783187225,1
161,114,-0.3942285776,0.03360583633,1
161,122,-0.4572634399,-0.0273957327,1
161,130,-0.1482154876,-0.1124557704,1
161,138,-0.1676025987,-0.1025116444,1
161,146,-0.282140702,-0.04222084582,1
161,154,-0.2754169106,-0.07561587542,1
161,162,-0.134735465,-0.01964945346,1
161,170,0.06204891205,0.1053279191,1
169,10,-0.1521015912,-0.05596424267,1
169,18,-0.1750865579,-0.1058095545,1
169,26,-0.1235414147,-0.08457709104,1
169,34,-0.2076669335,-0.07827728987,1
169,42,-0.2164402753,-0.1147883981,1
169,50,-0.2702203393,-0.2014055103,1
169,58,-0.2724802494,0.007477425039,1
169,66,-0.2837027311,-0.01454120129,1
169,74,-0.352804631,0.01464937069,1
169,82,-0.4085344374,0.08452501148,1
169,90,-0.4116071463,0.222191304,1
169,98,-0.4909081161,0.174208045,1
169,106,-0.5335244536,-0.02825570107,1
169,114,-0.3846106827,-0.03767643124,1
169,122,-0.2168976068,-0.1028024554,1
169,130,-0.07343475521,0.03363967687,1
169,138,-0.08860076964,0.02156619728,1
169,146,-0.1556064487,-0.0422636047,1
169,154,-0.1504805684,-0.1089305952,1
169,162,-0.08103723079,-0.04509923607,1
169,170,0.1142835245,0.09908287227,1
177,10,-0.121416837,-0.1477015465,1
177,18,-0.1533330083,0.06232418492,1
177,26,-0.09479671717,0.04924632609,1
177,34,-0.1024681628,-0.04601255059,1
177,42,-0.2132355571,0.02460877597,1
177,50,-0.3316209614,-0.07287213206,1
177,58,-0.3414602876,-0.024244342,1
177,66,-0.28564623,-0.09178060293,1
177,74,-0.3566869497,-0.1473486125,1
177,82,-0.401610285,0.04116722569,1
177,90,-0.3809827864,0.2402852923,1
177,98,-0.4061862528,0.06137664616,1
177,106,-0.4742134809,-0.00538148731,1
177,114,-0.3657915592,-0.02176415548,1
177,122,-0.1561726034,-0.1401839554,1
177,130,-0.09617833793,-0.06107338518,1
177,138,-0.1048433334,-0.11139144,1
177,146,-0.1017318368,-0.08531166613,1
177,154,-0.1325934827,-0.1417372227,1
177,162,-0.1397403777,0.03121861443,1
177,170,0.01479750127,0.1161377057,1
185,10,-0.150308311,-0.03714132309,1
185,18,-0.1372969449,0.07093080878,1
185,26,-0.224501282,0.006885533221,1
185,34,-0.2769000232,-0.02500935271,1
185,42,-0.1663278043,0.07175159454,1
185,50,-0.211767599,-0.07413487136,1
185,58,-0.3659522533,-0.09562072903,1
185,66,-0.3842895329,-0.06912908703,1
185,74,-0.3891439736,-0.1883847862,1
185,82,-0.338593483,0.0004493910819,1
185,90,-0.2706561387,0.1181604415,1
185,98,-0.3176391125,-0.006387352943,1
185,106,-0.4142230749,0.049245812,1
185,114,-0.3009939194,-0.1138883159,1
185,122,-0.2382233739,-0.2424230874,1
185,130,-0.225629732,-0.1621259749,1
185,138,-0.1679865271,-0.1682064682,1
185,146,-0.08956885338,-0.1584591866,1
185,154,-0.1064540371,-0.1174203306,1
185,162,-0.2848202884,0.02659972757,1
185,170,-0.2688640952,0.0641893521,1
193,10,-0.1118231714,-0.04106818885,1
193,18,-0.1609500051,-0.003599878401,1
193,26,-0.2025674582,-0.04664072767,1
193,34,-0.2204080373,0.05062891915,1
193,42,-0.1567279994,0.1312888116,1
193,50,-0.1995206624,-0.02101330832,1
193,58,-0.3485341668,-0.03061491624,1
193,66,-0.4077926874,-0.003758341074,1
193,74,-0.4244604111,0.1071149632,1
193,82,-0.4463769197,0.1236672029,1
193,90,-0.2680188715,-0.06218286976,1
193,98,-0.2903178036,-0.09951021522,1
193,106,-0.228315562,-0.08605980873,1
193,114,-0.2240968347,-0.1881964952,1
193,122,-0.3000717759,-0.1319731623,1
193,130,-0.3498050272,-0.06083782017,1
193,138,-0.2667814195,-0.1483381093,1
193,146,-0.2327803075,-0.1611941755,1
193,154,-0.2888742387,-0.120075196,1
193,162,-0.2845979035,-0.1911858618,1
193,170,-0.269733727,-0.1605837941,1
201,10,-0.1823374331,-0.05817808211,1
201,18,-0.05053270608,-0.01323740929,1
201,26,-0.03074990958,-0.1114166006,1
201,34,-0.08734281361,-0.1103509665,1
201,42,-0.1335463226,0.09043458104,1
201,50,-0.1601481736,0.004916906357,1
201,58,-0.2331694067,0.01558593847,1
201,66,-0.2018182874,-0.01214204542,1
201,74,-0.06143175811,0.2294570059,1
201,82,-0.03685348481,0.1518137306,1
201,90,0.0317658782,-0.07454712689,1
201,98,0.04342664033,-0.2662739158,1
201,106,-0.02179682255,-0.2558986247,1
201,114,-0.1826518774,-0.1290133744,1
201,122,-0.07370074093,-0.08211013675,1
201,130,-0.07925658673,-0.1381033361,1
201,138,-0.1370918453,-0.3262324035,1
201,146,-0.1230445951,-0.07168567181,1
201,154,-0.09040315449,-0.1000284255,1
201,162,-0.1082086116,-0.2236561179,1
201,170,-0.1343723089,-0.2204163969,1
209,10,0.1175661385,-0.1087581962,1
209,18,0.1453489363,-0.02899479866,1
209,26,0.02340614796,-0.2450355738,1
209,34,0.02718055248,-0.2691769898,1
209,42,0.03697894514,-0.01127375104,1
209,50,0.08116325736,0.04352114722,1
209,58,0.2192023844,0.09347574413,1
209,66,0.1429301053,-0.1427726448,1
209,74,0.05838799477,0.1233713627,1
209,82,0.1661377549,0.2536890507,1
209,90,0.367613703,-0.05052768439,1
209,98,0.3136458993,-0.3611381054,1
209,106,0.07101638615,-0.2530182898,1
209,114,0.02538630366,-0.1468366832,1
209,122,0.1420811266,-0.2449153215,1
209,130,0.3108778,-0.3129193187,1
209,138,0.3117459416,-0.2446722686,1
209,146,0.4873029292,-0.3177892864,1
209,154,0.3703016043,-0.07502163947,1
209,162,-0.01726341248,0.003386072814,1
209,170,0.02148243785,-0.04873162508,1
217,10,0.2438291609,0.01758858562,1
217,18,0.3143299222,-0.07879427075,1
217,26,0.3383315802,-0.01134233922,1
217,34,0.3536638916,0.06603398919,1
217,42,0.237988025,0.1679938883,1
217,50,0.2038774639,0.177256614,1
217,58,0.2704634368,0.2491599619,1
217,66,0.3228195608,-0.03688236326,1
217,74,0.284080267,-0.006198559888,1
217,82,0.3483370543,-0.0272766687,1
217,90,0.4774621129,0.02916185185,1
217,98,0.4577703178,0.1506383419,1
217,106,0.3789142072,0.02458810434,1
217,114,0.2598962188,-0.05397306383,1
217,122,0.3493621349,-0.2042563707,1
217,130,0.449955523,-0.1869182438,1
217,138,0.366546303,-0.09189017117,1
217,146,0.263566196,-0.02164892107,1
217,154,0.1908989996,-0.07064555585,1
217,162,0.09954954684,-0.05406098068,1
217,170,0.1439148188,-0.132357657,1
225,10,0.2035243362,-0.03823719919,1
225,18,0.3375588655,0.003066420555,1
225,26,0.5865074396,-0.006333172321,1
225,34,0.591786623,0.05459363759,1
225,42,0.465331912,0.06727150083,1
225,50,0.3936658502,-0.02455899492,1
225,58,0.3536286354,-0.0285615325,1
225,66,0.3537158072,-0.01467831433,1
225,74,0.3503702283,-0.02805949561,1
225,82,0.3726988435,-0.06665735692,1
225,90,0.401719451,0.0764580369,1
225,98,0.3803016245,0.1550723016,1
225,106,0.3562756777,0.06620442122,1
225,114,0.3659094572,0.08396725357,1
225,122,0.4724922776,-0.1169164702,1
225,130,0.5158054829,-0.2241352201,1
225,138,0.3124170303,-0.08791323006,1
225,146,0.112590909,-0.2158430815,1
225,154,0.03919841349,-0.3034175038,1
225,162,0.01809497178,-0.07073605806,1
225,170,0.04771834612,-0.151070863,1
233,10,0.1840706468,-0.08872897923,1
233,18,0.2828464806,0.003108412027,1
233,26,0.3872113824,-0.05890906975,1
233,34,0.4660507143,-0.05081635341,1
233,42,0.5506353974,0.04009368271,1
233,50,0.4900758862,-0.04054545984,1
233,58,0.4607046247,-0.1664850116,1
233,66,0.4906717241,-0.1009920314,1
233,74,0.5326827765,0.01036724076,1
233,82,0.3827306628,-0.05094414949,1
233,90,0.2823132873,0.07439462841,1
233,98,0.2257224619,0.105664432,1
233,106,0.1902452707,0.1345417202,1
233,114,0.3379660249,0.1339044273,1
233,122,0.4786576629,0.005523949862,1
233,130,0.492636323,-0.0840741992,1
233,138,0.3231635094,-0.06590498984,1
233,146,0.1895689368,-0.2845548987,1
233,154,0.1315770745,-0.2928123474,1
233,162,0.03931053728,-0.0001856461167,1
233,170,-0.03138146549,-0.1118527576,1
241,10,0.1330585331,-0.04619581252,1
241,18,0.2454169691,-0.01888305694,1
241,26,0.3318843842,-0.03415643424,1
241,34,0.4687970281,-0.1215835512,1
241,42,0.5705485344,0.04102880508,1
241,50,0.407425791,0.02140878886,1
241,58,0.5422072411,-0.04672512412,1
241,66,0.5333552361,-0.02672511712,1
241,74,0.4778912067,-0.03037803061,1
241,82,0.4285821915,-0.02524085343,1
241,90,0.3828310966,0.09965647012,1
241,98,0.2769177854,0.1704790741,1
241,106,0.2505879402,0.1975864172,1
241,114,0.3424071074,0.09748645127,1
241,122,0.2906249464,0.01808875054,1
241,130,0.2789434493,0.00671967864,1
241,138,0.405639559,-0.09382228553,1
241,146,0.3339681625,-0.05369564891,1
241,154,0.2099337578,-0.1393791437,1
241,162,0.1397374719,-0.05322353542,1
241,170,0.03997751325,-0.06931409985,1
249,10,0.07640823722,-0.06086854264,1
249,18,0.2251881957,0.006721310318,1
249,26,0.314764291,-0.05115265027,1
249,34,0.3988696337,-0.2330653965,1
249,42,0.4327171445,-0.06342881173,1
249,50,0.4610372484,-0.05610145628,1
249,58,0.4234862626,-0.09802021831,1
249,66,0.3578346372,0.06091340631,1
249,74,0.330391705,0.08115036786,1
249,82,0.3081928492,0.01037329435,1
249,90,0.3003108203,0.0770906806,1
249,98,0.3223429024,0.1548151821,1
249,106,0.3541751802,0.1314829588,1
249,114,0.2957109213,0.06017877162,1
249,122,0.2760232985,0.02517919987,1
