PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 80, filenames: A:[80]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[81]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.2609146237,-0.0857161805,2
9,18,-0.1525165439,-0.240184322,1
9,26,-0.0008824467659,-0.3220202625,1
9,34,0.005961984396,-0.2111589015,1
9,42,-0.1365497708,-0.1858579069,1
9,50,-0.2704513371,-0.03027104586,1
9,58,-0.1672772914,0.3247494102,1
9,66,0.04400363564,0.01000024565,1
9,74,0.09578710794,-0.1763968915,1
9,82,0.1500657201,-0.02074267156,1
9,90,0.2511399388,0.01010073349,1
9,98,0.08072446287,-0.2228033841,1
9,106,0.01230784506,-0.2569952905,1
9,114,-0.02046348527,-0.2150543332,1
9,122,-0.02501092851,-0.2082605958,1
9,130,-0.08097223938,-0.09770906717,1
9,138,-0.204829514,0.171371907,1
9,146,-0.1762949824,0.2099342048,1
9,154,-0.3114870191,0.1703166366,1
9,162,-0.2920874655,0.2112762183,1
9,170,-0.08197501302,0.3859659433,1
17,10,-0.3693127334,0.06875196099,1
17,18,-0.2241127938,-0.04855532199,1
17,26,-0.1192733496,-0.1953646541,1
17,34,-0.09798584878,-0.1709902287,1
17,42,-0.02599161863,-0.1035091504,1
17,50,-0.1067747921,-0.04030727968,1
17,58,-0.009331740439,0.1053631902,1
17,66,0.07497745752,-0.05729266256,1
17,74,0.01966180652,-0.004630695097,1
17,82,0.0515999198,0.03904497251,1
17,90,0.07886597514,0.05315077677,1
17,98,-0.06047923118,-0.09622702003,1
17,106,-0.1563175917,-0.1069881245,1
17,114,-0.06820002943,-0.1019976139,1
17,122,0.0492545478,-0.1836690903,1
17,130,-0.03390827775,-0.0972700119,1
17,138,-0.1148467436,0.08767488599,1
17,146,-0.1016748846,0.145628497,1
17,154,-0.1867206246,0.1441116333,1
17,162,-0.1437051892,0.1544607729,1
17,170,-0.05195758492,0.317714572,1
25,10,-0.2652957439,0.03409978747,2
25,18,-0.2123206109,0.07506261766,1
25,26,-0.08265447617,0.02128094435,1
25,34,-0.2948284745,-0.1316798478,1
25,42,-0.137044996,-0.1163134128,1
25,50,-0.01817100681,-0.03833855689,1
25,58,0.002318879589,-0.1171704009,1
25,66,-0.05036197603,-0.1310189217,1
25,74,-0.1693730205,0.1047217026,1
25,82,-0.09181895852,0.08385270834,1
25,90,-0.02383840829,-0.1020715833,1
25,98,-0.07999716699,-0.1010214537,1
25,106,-0.2255535126,-0.03710879013,1
25,114,-0.1435819864,0.01389641687,1
25,122,-0.07590803504,-0.07974481583,1
25,130,0.1276240647,0.04088034481,1
25,138,0.1687144041,0.1027460918,1
25,146,-0.09120510519,0.08622782677,1
25,154,-0.1093125045,0.03174867481,1
25,162,0.01080513746,0.07427236438,1
25,170,-0.09888077527,0.283957541,1
33,10,-0.2142539173,-0.04151521623,1
