PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 5, filenames: A:[5]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[6]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.1958330274,0.1064333618,1
9,18,-0.207439065,-0.1929177046,1
9,26,-0.3416429758,-0.1884147227,1
9,34,-0.05347380787,-0.1333375275,1
9,42,0.2625160813,0.07728013396,1
9,50,0.1645610929,0.2097754776,1
9,58,-0.04401127994,0.236361295,1
9,66,-0.1021064743,0.1513321102,1
9,74,-0.07469446957,-0.08609642088,1
9,82,-0.04088759422,-0.1090058535,1
9,90,0.07490122318,-0.109244056,1
9,98,0.2223812044,-0.1245503128,1
9,106,0.1633230448,-0.03067496046,1
9,114,-0.1050965413,0.05187021196,1
9,122,-0.1362939477,-0.01192755252,1
9,130,-0.009005598724,0.0244173333,1
9,138,0.04268653691,-0.05244701356,1
9,146,0.05505759269,0.01170459948,1
9,154,0.002536937594,0.04077607393,1
9,162,-0.1758416593,-0.09995634854,1
9,170,-0.3992485702,-0.3008279204,1
17,10,-0.3491947353,0.004595130682,1
17,18,-0.2044326365,-0.06003382057,1
17,26,-0.2149294168,0.06887771189,1
17,34,-0.2748523653,0.008781909943,1
17,42,-0.07431595027,0.1054215804,1
17,50,-0.02639502659,0.2348043174,1
17,58,-0.1301059425,0.05121636391,1
17,66,-0.116225332,-0.1961147338,1
17,74,-0.1535994709,-0.09119717777,1
17,82,-0.05905917287,-0.1598471105,1
17,90,-0.01541134715,-0.0108564822,1
17,98,-0.07787916809,0.06597773731,1
17,106,-0.004212595522,-0.0338190347,1
17,114,-0.09828390181,-0.1315068901,1
17,122,-0.2448783219,-0.1373218,1
17,130,-0.1050813198,0.1954420954,1
17,138,-0.0960328877,-0.04868012667,1
17,146,-0.05333602428,0.04424823076,1
17,154,0.01256872714,0.06312910467,1
17,162,-0.02621944249,0.02673886158,1
17,170,-0.1345822215,0.03185678273,1
25,10,-0.05891059339,0.05076628923,1
25,18,-0.09368468076,0.04806286842,1
25,26,-0.1284149289,0.1516591907,1
25,34,-0.2360903919,0.09771163762,1
25,42,-0.1723115444,0.07654110342,1
25,50,-0.1750043631,0.2013677359,1
25,58,-0.2750516534,-0.05611916259,1
25,66,-0.2405626029,-0.1027325913,1
