PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 170, filenames: A:[170]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[171]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.4064428806,-0.2255625874,1
9,18,0.2184406519,-0.2784235477,1
9,26,0.1734730899,-0.1565704942,1
9,34,0.04317253828,-0.01825284585,1
9,42,-0.1509693563,0.1142083779,1
9,50,-0.1107896939,0.1955770999,1
9,58,-0.02905219793,0.1229086816,1
9,66,-0.04576975107,-0.04742005095,1
9,74,-0.05872695893,-0.1034463197,1
9,82,-0.1280753911,-0.09019008279,1
9,90,-0.01295152307,-0.01999001577,1
9,98,0.008563991636,0.2224272043,1
9,106,-0.04375648499,0.1434330493,1
9,114,-0.08539816737,0.06852895766,1
9,122,-0.08582372963,0.1556686163,1
9,130,-0.07184013724,0.2133577168,1
9,138,-0.04806858301,0.2119436413,1
9,146,-0.02076165751,0.09367948771,1
9,154,0.0500459522,0.05151540041,1
9,162,0.04720433056,-0.07754212618,1
9,170,0.1154216528,-0.3785839379,1
17,10,-0.01560626924,-0.09030202031,1
17,18,0.03489561379,-0.04645745829,1
17,26,0.1309847832,0.0423467122,1
17,34,0.004493253306,-0.008242556825,1
17,42,-0.1161676571,0.09883654863,1
17,50,-0.2019513547,0.06097729504,1
17,58,-0.2573415041,-0.05647906661,1
17,66,-0.1152425855,-0.08114451915,1
17,74,-0.05465888977,-0.1145748347,1
17,82,-0.03844793886,0.01050120592,1
17,90,0.06041019782,-0.0179459285,1
17,98,0.1187910289,-0.07683764398,1
17,106,0.05834105611,0.02196790464,1
17,114,-0.01804318093,-0.05222536251,1
17,122,0.05187119544,0.08333067596,1
17,130,0.05117549002,0.1875212938,1
17,138,-0.01355618425,0.1891714036,1
17,146,-0.03371073678,0.06541717798,1
17,154,-0.02942780405,-0.005251251161,1
17,162,0.08640410006,-0.05685861781,1
17,170,0.09567970037,-0.1137365103,1
25,10,-0.1710719466,0.02521172538,1
25,18,-0.009217437357,0.1495673954,1
25,26,0.1269138455,0.1317990869,1
25,34,0.05673262104,0.02553403005,1
25,42,-0.07783210278,0.02910518274,1
25,50,-0.155433476,-0.04450183734,1
25,58,-0.2276373059,0.01183382608,1
25,66,-0.1443075687,-0.02270636149,1
25,74,-0.07913982868,-0.1326674223,1
25,82,-0.02073208243,0.03920352459,1
25,90,0.1004571542,-0.02994850278,1
25,98,0.06486389041,-0.1494590938,1
25,106,0.01308351755,0.03232178465,1
25,114,0.06119566411,0.01476302743,1
25,122,0.1846104115,0.03445858508,1
25,130,0.1477105319,0.02515628934,1
25,138,-0.008038502187,0.06877747923,1
25,146,-0.05231377482,0.05181381851,1
25,154,-0.06765877455,0.04147467017,1
25,162,-0.104327485,-0.02445182391,1
25,170,0.02033057809,0.001946505159,1
33,10,-0.1150683761,0.06107535958,1
33,18,0.04485255107,-0.03578291088,1
33,26,0.05534836277,-0.02041978762,1
33,34,-0.07400782406,-0.07629527152,1
33,42,-0.1606417149,-0.1735791564,1
33,50,-0.09028969705,-0.1440602392,1
33,58,-0.1364710331,0.05797111616,1
33,66,-0.1545381397,0.01125329733,1
33,74,-0.09731892496,0.02804791182,1
33,82,-0.07654130459,0.03422627226,1
33,90,-0.05063394457,0.03790216893,1
33,98,-0.04962132499,0.05355578661,1
33,106,-0.06362255663,0.01727960631,1
33,114,-0.006595423445,0.04497229308,1
33,122,0.09068952501,0.02595517784,1
33,130,0.09961058199,-0.06517358869,1
33,138,-0.03989292681,0.01538781822,1
33,146,-0.09654171765,0.06410297751,1
33,154,-0.08529639989,0.01653384231,1
33,162,-0.05535256863,0.0036826469,1
33,170,0.03327416629,0.08404950798,1
41,10,-0.01411413401,0.1073337123,1
41,18,0.05426835269,0.06340932101,1
41,26,-0.04514290765,-0.06228533387,1
41,34,-0.1499001831,-0.112041533,1
41,42,-0.1581903398,-0.1179402992,1
41,50,-0.2714181542,-0.02181552723,1
41,58,-0.3032121062,0.1226377636,1
41,66,-0.1360384226,0.1620364785,1
41,74,-0.09522128105,0.1489250958,1
41,82,-0.2253885865,0.08928446472,1
41,90,-0.1059756577,0.08838109672,1
41,98,-0.1263280064,0.1117566824,1
41,106,-0.1187616289,-0.006492182612,1
41,114,-0.08899226785,0.1286655962,1
41,122,-0.05329095572,0.1448508054,1
41,130,-0.01538927853,0.05770113319,1
41,138,-0.1060575247,0.07102592289,1
41,146,-0.1560453624,0.01550436392,1
41,154,-0.1078166515,0.002700552344,1
41,162,-0.0945463255,-0.005327031016,1
41,170,-0.04951534793,0.05340320617,1
49,10,0.09752095491,0.01527734473,1
49,18,0.002322886139,0.04136739299,1
49,26,-0.07563982904,0.1004526615,1
49,34,-0.06325493008,-0.01911496371,1
49,42,-0.08210752159,0.01914454997,1
49,50,-0.1733402908,0.1585332304,1
49,58,-0.1417190731,0.1350208223,1
49,66,-0.0359370932,0.1915316284,1
49,74,-0.03927396238,0.1262940764,1
49,82,-0.05670171976,0.0726531148,1
49,90,-0.1164214537,0.1042755917,1
49,98,-0.09621451795,0.1507785767,1
49,106,-0.06521189958,0.0684235692,1
49,114,-0.1915616393,0.1888192296,1
49,122,-0.09604197741,0.2975403666,1
49,130,-0.02903026342,0.1194912344,1
49,138,-0.06479945034,0.04059275985,1
49,146,-0.09031896293,0.1228742152,1
49,154,-0.1157316715,0.1026732549,1
49,162,-0.1383878887,0.04639225081,1
49,170,-0.0767070353,0.007505562156,1
57,10,0.1078461558,-0.1348144412,1
57,18,-0.0200232137,-0.04405502602,1
57,26,-0.103713803,0.07998606563,1
57,34,-0.0458830297,0.1055668592,1
57,42,-0.08362951875,0.07305025309,1
57,50,-0.1601943076,0.1427856386,1
57,58,-0.0579771921,-0.002300255001,1
