PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 6, filenames: A:[6]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[7]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.2035965919,0.0182005465,1
9,18,0.04643157125,0.004599388689,1
9,26,-0.007381461561,0.0008284375072,1
9,34,-0.01022295654,-0.02666394413,1
9,42,-0.1555435061,-0.07208226621,1
9,50,-0.1591144353,-0.2365670353,1
9,58,-0.09976139665,-0.277844131,1
9,66,0.02161955833,-0.1984721124,1
9,74,-0.01560413837,-0.2004651427,1
9,82,-0.01897357404,-0.08765670657,1
9,90,-0.1283765137,0.06908534467,1
9,98,-0.09645366669,0.1487720311,1
9,106,-0.04088678956,0.2645139694,1
9,114,-0.07564605027,0.1516767889,1
9,122,-0.06221348047,0.004155950621,1
9,130,-0.1431932449,-0.02118251845,1
9,138,-0.1056207418,-0.00801866129,1
9,146,-0.09082044661,0.1319713145,1
9,154,-0.1019256413,0.1840108931,1
9,162,0.1487389803,0.1109255254,1
9,170,0.4922198653,-0.1895956844,1
17,10,0.02221146226,-0.07865956426,1
17,18,-0.1061692387,0.1390382349,1
17,26,-0.1228222996,0.1255570203,1
17,34,-0.04886510968,0.2136057615,1
17,42,-0.06244796515,0.3169844151,1
17,50,-0.01096116379,-0.09678378701,1
17,58,0.00983312726,-0.1204411983,1
17,66,0.02188204974,-0.01788808405,1
17,74,0.004666205496,-0.1199792922,1
17,82,-0.04468587041,-0.01101429015,1
17,90,-0.02614569664,0.09441391379,1
17,98,0.0002510026097,0.08161692321,1
17,106,-0.09275183827,0.148244828,1
17,114,-0.09295407683,0.1325039417,1
17,122,-0.06224155426,0.03341433406,1
17,130,-0.1418337971,0.02352079749,1
17,138,-0.1665449739,0.05198321491,1
17,146,-0.1739141941,0.1229500771,1
17,154,-0.1467371136,0.1467425525,1
17,162,-0.02442111075,0.08644484729,1
17,170,0.1130138636,-0.1583488584,1
25,10,-0.04676613957,-0.1648454666,1
25,18,-0.1468292028,0.0856519714,1
25,26,-0.1213579029,0.07059374452,1
25,34,-0.06169742346,0.1948314905,1
25,42,-0.0477775,0.1793111563,1
25,50,0.03730766103,-0.05830871686,1
25,58,0.09054876119,-0.04786957055,1
25,66,0.01890063658,-0.01884711906,1
25,74,0.01653064974,-0.08226934075,1
25,82,0.03803973645,-0.08945717663,1
25,90,0.03700026497,0.06422874331,1
25,98,0.1147911549,0.03398008645,1
25,106,0.07665475458,-0.05574479699,1
25,114,-0.05661191419,0.06119934842,1
25,122,-0.04796336591,0.006688158959,1
25,130,-0.01876658946,-0.06433029473,1
25,138,0.006086878479,0.1014736444,1
25,146,-0.01909583062,0.05767634511,1
25,154,0.05637644231,0.06191579998,1
25,162,0.1148537993,0.07238675654,1
25,170,0.05777222663,-0.03794116154,1
33,10,-0.1725827456,-0.2011767924,1
33,18,-0.1498788595,0.06498374045,1
33,26,0.00154780969,0.0719871372,1
33,34,0.08807394654,0.04030643031,1
33,42,0.0295291245,-0.009767323732,1
33,50,-0.04899011925,-0.04183069989,1
33,58,-0.05551312119,-0.03272375464,1
33,66,0.01639941335,0.02408800647,1
33,74,0.08585190028,0.02667760104,1
33,82,0.03286634013,-0.06655482948,1
33,90,-0.03477780521,0.003189245239,1
33,98,-0.003069836646,-0.03698423877,1
33,106,-0.03076681495,-0.09762120247,1
33,114,0.03862641752,0.04426072165,1
33,122,0.02754141763,0.01305404678,1
33,130,-0.03846659511,0.06601789594,1
33,138,0.02324463055,0.1101854965,1
33,146,0.08071083575,0.07792393863,1
33,154,0.08949868381,0.09384305775,1
33,162,0.0310937874,0.1216849983,1
33,170,-0.103141956,0.1703884304,1
41,10,-0.1250374615,-0.03932322562,1
41,18,-0.02953730524,0.0905501917,1
41,26,0.1015547216,-0.02415552922,1
41,34,0.124978967,-0.1414362192,1
41,42,-0.06283321977,-0.05231722444,1
41,50,-0.1075809672,-0.1012993306,1
41,58,-0.05830851197,-0.03502215445,1
41,66,0.05877093226,0.08536939323,1
41,74,0.1785704792,0.05083674937,1
41,82,0.04777067155,0.03337873146,1
41,90,0.001953409985,0.001507528126,1
41,98,0.07527487725,0.01463991962,1
41,106,0.1307030618,-0.03033561818,1
41,114,0.09302169085,0.116534315,1
41,122,-0.04302784801,0.1190742701,1
41,130,-0.1285538822,0.1106626689,1
41,138,-0.05948179588,0.03172216564,1
41,146,-0.02298590541,0.0576682426,1
41,154,-0.0142674651,0.09316562861,1
41,162,-0.0337767601,0.1023873612,1
41,170,-0.1318135858,0.1054327935,1
49,10,-0.06881253421,0.0466164723,1
49,18,-0.009385105222,0.007659859955,1
49,26,0.01335331798,-0.237128213,1
49,34,-0.02310231328,-0.08918667585,1
49,42,-0.1994607151,0.1980996579,1
49,50,-0.2614563406,-0.1688685715,1
49,58,-0.2569552064,-0.06647040695,1
49,66,-0.1392106861,0.0568819195,1
49,74,-0.01162232459,-0.05359498039,1
49,82,-0.01387277991,0.003707002848,1
49,90,-0.04230467603,-0.02279782109,1
49,98,-0.03611060232,0.01360629965,1
49,106,0.03366962448,-0.01065628231,1
49,114,-0.02691206895,0.04798811674,1
49,122,-0.1053280085,0.1188511252,1
49,130,-0.1044477597,0.06691743433,1
49,138,-0.1087141037,0.06620039046,1
49,146,-0.08429816365,0.0830142349,1
49,154,-0.07515540719,0.08760687709,1
49,162,-0.0808544755,0.07099148631,1
49,170,-0.123402968,0.007593989372,1
57,10,-0.04519419372,-0.001829096116,1
57,18,0.1211221814,-0.1690056622,1
57,26,0.1206141114,-0.1831258833,1
57,34,-0.06454187632,0.2192987055,1
57,42,-0.181132108,0.08506642282,1
57,50,-0.2803901434,0.1269645542,1
57,58,-0.3272701502,0.04653118923,1
57,66,-0.2885665894,0.07118368149,1
57,74,-0.1631786674,-0.01741468906,1
57,82,-0.1297781765,0.002535622567,1
57,90,-0.2102819383,-0.02490160242,1
57,98,-0.1261744946,0.009151812643,1
57,106,-0.03437836468,0.1169904321,1
57,114,0.03686690703,0.008301272988,1
57,122,-0.01656670496,-0.05948984995,1
57,130,-0.1023723632,0.0200150013,1
57,138,-0.1335169077,0.1041581184,1
57,146,-0.09022054821,0.07629131526,1
57,154,-0.09231103957,0.145717442,1
57,162,-0.0720025897,0.131323278,1
57,170,-0.02919079736,-0.01181597635,1
65,10,-0.08701345325,0.06758712232,1
65,18,-0.1175404936,-0.02091794275,1
65,26,-0.06914047897,-0.06420158595,1
65,34,-0.05292629451,0.1205650344,1
65,42,-0.1634998024,0.0372938253,1
65,50,-0.2781214416,0.06445134431,1
65,58,-0.2335985899,0.1109936982,1
65,66,-0.2370363474,0.08631056547,1
65,74,-0.2067011744,-0.00727349706,1
65,82,-0.1307879984,-0.08564724773,1
65,90,-0.139488712,-0.06942390651,1
65,98,-0.1013487577,0.04027091712,1
65,106,-0.03240197897,0.2004128993,1
65,114,-0.08666828275,-0.03031539172,1
65,122,-0.07691149414,-0.04856485501,1
65,130,-0.06569889188,0.01248638332,1
65,138,-0.09628544748,0.06721511483,1
65,146,-0.09327320755,0.1112736389,1
65,154,-0.1322113574,0.159622699,1
65,162,0.06270739436,0.162083298,1
65,170,0.01091981679,0.008331015706,1
73,10,-0.1218102723,0.1097786501,1
73,18,-0.2039538473,0.1093743667,1
73,26,-0.1240313202,0.08426298201,1
