PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 7, filenames: A:[7]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[8]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.2745791078,-0.0317363441,1
9,18,0.04707323015,0.2122299075,1
9,26,0.2283267677,0.08635945618,1
9,34,0.1580822021,0.0794916749,1
9,42,0.08308431506,0.09296228737,1
9,50,0.002881020308,-0.03323966265,1
9,58,-0.1345430315,0.03468954191,1
9,66,-0.2581437826,0.07970124483,1
9,74,-0.09566104412,0.2145835757,1
9,82,0.0785394609,0.1755882502,1
9,90,0.1193633005,0.1200739294,1
9,98,-0.03519764543,0.03387827054,1
9,106,-0.09049718827,-0.005551084876,1
9,114,-0.0539611876,0.1496331096,1
9,122,-0.06129133701,0.2559644878,1
9,130,-0.006270300597,0.07802385837,1
9,138,0.05512496084,-0.03040336818,1
9,146,0.05669847876,0.02325799316,1
9,154,0.08249989152,0.03138069808,1
9,162,0.06991631538,0.03840218112,1
9,170,0.03849858046,-0.004097506404,1
17,10,0.0188408196,0.2732389569,1
17,18,0.247120887,0.1477830261,1
17,26,0.2159645855,-0.0597686246,1
17,34,0.1056360453,-0.05669870228,1
17,42,0.1574650407,-0.1963403374,1
17,50,0.04091724753,-0.1141111404,1
17,58,-0.02360378765,0.06348282099,1
17,66,0.01916646957,0.2582118511,1
17,74,-0.0199598372,0.1575654149,1
17,82,-0.03124124557,0.02401696891,1
17,90,-0.02060574852,0.03600024804,1
17,98,-0.04396062717,0.09845304489,1
17,106,-0.04979254305,0.01759984344,1
17,114,-0.03130938113,0.05334486812,1
17,122,-0.07965986431,0.1882944554,1
17,130,-0.145229727,-0.02253099717,1
17,138,0.04130524397,-0.0708771944,1
17,146,0.003388859332,-0.06059322506,1
17,154,-0.09078390896,-0.01517150737,1
17,162,-0.05720897019,0.04412139952,1
17,170,0.05431207269,-0.002694942057,1
25,10,-0.01594633982,0.2355381548,1
25,18,0.1783871949,0.005202587694,1
25,26,0.1420467049,-0.07573106885,1
25,34,0.08680906147,-0.1085979491,1
25,42,0.1369181275,-0.03655872494,1
