PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 98, filenames: A:[98]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[99]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,-0.2281838953,0.2257992327,1
9,18,-0.03155750036,0.01503917202,1
9,26,0.1303021312,-0.1131359264,1
9,34,-0.003497257829,-0.179686904,1
9,42,-0.05989573896,-0.263784945,1
9,50,-0.03968128562,-0.110394612,1
9,58,-0.008505798876,-0.005257174373,1
9,66,0.07814845443,-0.0283751674,1
9,74,0.03741273284,-0.0485522449,1
9,82,0.09128248692,0.07210667431,1
9,90,0.1671303213,0.1667409837,1
9,98,0.2268303037,-0.05209878087,1
9,106,0.1785268188,0.06140318513,1
9,114,-0.02590596676,0.1734826416,1
9,122,-0.07712377608,0.1043702811,1
9,130,-0.1865008771,0.1780865192,1
9,138,-0.1188667566,0.1401658654,1
9,146,-0.07299343497,0.03488450125,1
9,154,-0.09507080168,-0.09564062953,1
9,162,-0.168271482,-0.04816554487,1
9,170,-0.03545683622,0.03852424026,1
17,10,-0.2018254995,0.197168231,1
17,18,-0.1884355247,-0.03874523938,1
17,26,-0.2343858331,-0.1232379451,1
17,34,-0.1728746593,-0.07434155047,1
17,42,-0.1292764992,-0.09262381494,1
17,50,-0.05519683287,-0.1269444972,1
17,58,-0.02200609818,-0.1094327495,1
17,66,-0.09677811712,-0.06501211226,1
17,74,-0.2260844409,-0.02755931765,1
17,82,-0.1699622273,0.1280536056,1
17,90,0.01062945276,0.2378185838,1
17,98,0.08984046429,0.0647650212,1
17,106,0.0352903232,0.1433483809,1
17,114,-0.009236685932,0.1675684303,1
17,122,-0.07536118478,0.09348598123,1
17,130,-0.1537036151,0.07929344475,1
17,138,-0.1180266738,0.01969991624,1
17,146,-0.07922333479,0.04838534072,1
17,154,-0.04511047155,0.01986575499,1
17,162,0.0008004307747,0.1468553543,1
17,170,-0.1013213098,0.1076654941,1
25,10,0.1254663169,0.04960301518,1
25,18,-0.07995638251,-0.03896674141,1
25,26,-0.2774542272,-0.05081707239,1
25,34,-0.1977152526,0.01998484507,1
25,42,-0.01999017596,-0.03827190399,1
25,50,0.04447932541,-0.04154151306,1
25,58,-0.0006283596158,-0.07959799469,1
25,66,-0.1919598579,0.06178677827,1
25,74,-0.4974783063,0.1218198612,1
25,82,-0.4114691019,0.05140466988,1
25,90,-0.150077194,0.03649903089,1
25,98,-0.09096212685,0.1534910947,1
25,106,-0.2198756486,0.2046589255,1
25,114,-0.3189751208,0.1236036047,1
