PIVlab, ASCII chart output - 02-Aug-2025
FRAME: 185, filenames: A:[185]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi & B:[186]FullStack_Pos0035_TgUtrmcherry_K4K8MO-1.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
9,10,0.01482461765,-0.06231020391,2
9,18,0.08581101894,0.0242394805,1
9,26,0.1025667638,0.1436595321,1
9,34,0.05437275767,0.1707880944,1
9,42,0.151958853,0.01599290594,1
9,50,0.09873656929,-0.02462180704,1
9,58,-0.0491777584,0.01790605858,1
9,66,-0.210085243,0.03779278696,1
9,74,-0.2585482299,0.073289074,1
9,82,-0.08204495907,0.1439435482,1
9,90,-0.05385729671,-0.04888948053,1
9,98,-0.1162542701,-0.07680190355,1
9,106,-0.0424631983,-0.1754768491,1
9,114,-0.01378703117,-0.1415482908,1
9,122,-0.1207543015,-0.1944684833,1
9,130,-0.1867727488,-0.1580815613,1
9,138,-0.1636645645,0.08229885995,1
9,146,-0.08871850371,0.1782445312,1
9,154,-0.08637566864,0.1362498403,1
9,162,0.1013663188,0.07605108619,1
9,170,0.1567840129,0.1474587619,1
17,10,-0.05616178364,-0.1488598883,1
17,18,-0.06959547102,0.04154381156,1
17,26,-0.1254395694,0.05373601615,1
17,34,-0.07428441197,0.07464794815,1
17,42,-0.02443936095,0.04913403839,1
17,50,-0.06148196384,0.05695931613,1
17,58,-0.07366100699,0.1820114702,1
17,66,-0.161471352,0.1174165159,1
17,74,-0.1201689094,0.09150341898,1
17,82,-0.07408347726,0.02644938231,1
17,90,-0.07212015986,-0.07852633297,1
17,98,-0.06674574316,-0.01553510129,1
17,106,-0.1158612818,-0.02918093652,1
17,114,-0.0658352524,0.02687981352,1
17,122,-0.06838692725,-0.01239117235,1
17,130,-0.2071637362,-0.01838330925,1
17,138,-0.2456657887,0.07997149229,1
17,146,-0.1813042611,0.09660344571,1
17,154,-0.1283288449,-0.04908207431,1
17,162,-0.04236269742,-0.05857130885,1
17,170,-0.070560202,0.1048077345,1
25,10,-0.1936579049,0.03429556638,1
25,18,-0.07125747204,0.02825312689,1
25,26,-0.06865885854,0.02789758146,1
25,34,-0.06300284714,-0.04307161272,1
25,42,-0.06028687209,0.1304901391,1
25,50,-0.08768378198,0.08068736643,1
25,58,-0.135321483,0.109498933,1
25,66,-0.09885342419,0.09612155706,1
25,74,-0.02539915219,-0.005252469331,1
25,82,-0.05462247133,-0.06139058247,1
25,90,-0.03485495225,-0.03518750519,1
25,98,0.01498012617,0.07609999925,1
25,106,0.06182615831,0.02613102645,1
