PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 9, filenames: A:[9]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi & B:[10]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,769,-0.2966919839,0.6141155958,1
111,801,-0.05619323254,0.743237257,1
111,833,-0.2306133211,1.395862699,1
111,865,-0.07520315051,1.228391409,1
111,897,1.557742119,1.36534977,1
111,929,5.996060848,2.983585835,1
111,961,5.203622818,2.687787056,1
111,993,7.058375835,2.405749321,1
111,1025,8.429282188,2.466812372,1
111,1057,9.096664429,2.677778482,1
111,1089,9.840885162,4.133551121,1
111,1121,11.49072552,3.106760502,1
111,1153,10.06282234,2.799168348,1
111,1185,10.67851448,1.666039586,1
111,1217,10.05539322,0.2119172812,1
111,1249,14.65721893,1.259031653,1
111,1281,14.01907444,1.634026766,1
111,1313,11.6268177,0.7489684224,1
111,1345,10.37436962,-2.603839159,1
111,1377,13.48846626,-1.953628898,1
111,1409,13.62225819,-1.993588448,1
111,1441,13.35848904,-1.772587776,1
111,1473,13.31874084,-0.9602113962,1
111,1505,13.51330376,-0.9435538054,1
111,1537,13.00117683,-1.284049392,1
111,1569,11.16932774,-1.329332829,1
111,1601,9.941970825,3.667074203,1
111,1633,9.048875809,1.749223709,1
111,1665,7.923005581,-7.041685104,1
111,1697,5.197393894,-6.303598881,1
111,1729,0.6170179844,-1.22673583,1
111,1761,-0.6505471468,-0.5226026177,1
111,1793,-5.02280426,-18.16882133,1
111,1825,-0.5594646335,-0.7122514248,1
111,1857,-0.2848711908,-0.1985574067,1
111,1889,-0.1412945986,0.3482836783,1
111,1921,-0.2380825579,0.3907440305,1
111,1953,-0.1575005651,0.2417394221,1
111,1985,-0.1984086335,0.3382624388,1
111,2017,0.2725384235,-1.369457245,1
143,33,0.2075955868,-0.04069721699,1
143,65,0.04920957983,-0.04272846505,1
143,97,-0.3148635626,0.02385402471,1
143,129,-0.2811132669,0.1310924888,1
143,161,0.02616872266,0.2141526341,1
143,193,0.03840059042,0.2093291283,1
143,225,-0.156243965,0.09392376244,1
143,257,-0.0540978387,-0.07244819403,1
143,289,0.04527109116,0.05149716139,1
143,321,-0.1650443673,0.2231702209,1
143,353,-0.4696991742,0.5328700542,1
143,385,-0.2601053417,0.3734593689,1
143,417,-0.1421629786,0.2255107462,1
143,449,-0.313280344,0.1407493949,1
143,481,-0.1841163635,0.3013886809,1
143,513,-0.1722082198,0.190677911,1
143,545,-0.4886354804,0.6381202936,1
143,577,-0.4041182995,0.8224269748,1
143,609,0.08270138502,0.6112924218,1
143,641,0.1940792799,0.3710885644,1
143,673,-0.3341066837,0.3325048685,1
143,705,-0.6225761175,0.420140326,1
143,737,-0.6368356943,0.2892734706,1
143,769,-0.200753361,-0.05510902405,1
143,801,-0.1210534871,0.464251101,1
143,833,-0.6943600178,0.9454811811,1
143,865,-0.5711225867,0.7782967091,1
143,897,0.9924093485,4.889057636,1
143,929,3.133347273,4.802393436,1
143,961,5.015852451,2.406262398,1
143,993,6.662335873,2.397968769,1
143,1025,8.356702805,2.482594728,1
143,1057,9.078897476,3.468343258,1
143,1089,9.936357498,3.485100508,1
143,1121,11.66740704,1.523998499,1
143,1153,12.46148586,2.633372545,1
143,1185,12.59453201,1.93468523,1
143,1217,21.61203575,-16.54437447,1
143,1249,16.04542923,2.579403877,1
143,1281,14.08957005,2.293659687,1
143,1313,11.97380257,0.9124256968,1
143,1345,13.43618202,2.805645466,1
143,1377,14.54039478,0.1485905647,1
143,1409,13.22020054,-1.875269532,1
143,1441,12.32570457,-2.164778709,1
143,1473,12.01897144,-2.016029835,1
143,1505,13.15638065,-1.943255186,1
143,1537,14.73967552,-2.584858656,1
143,1569,12.06906605,-2.127744198,1
143,1601,11.00573254,-3.066384792,1
143,1633,10.84306049,-0.4609889984,1
143,1665,8.130479813,-6.473011971,1
143,1697,5.305548191,-22.51698112,1
143,1729,1.738042116,-1.294087172,1
143,1761,0.5039328337,-0.3961599469,1
143,1793,-0.02213966846,-0.4093565345,1
143,1825,-0.2344057858,-0.7329992056,1
143,1857,0.06028419733,-0.3078774214,1
143,1889,0.3111777604,0.2824730873,1
143,1921,0.1430518627,0.3821426034,1
143,1953,-0.04673618078,0.4650066495,1
143,1985,-0.1941074878,0.3324326277,1
143,2017,0.2559454441,-1.498567462,1
175,33,0.04837500677,0.04645610601,1
175,65,-0.01490915567,-0.1402562112,1
175,97,-0.3723035455,0.06092530116,1
175,129,-0.3188643754,0.2284449041,1
175,161,0.2187184393,0.3454861641,1
175,193,0.2531393766,0.2108035088,1
175,225,0.1042968631,0.08965957165,1
175,257,0.03401690722,-0.1587221771,1
175,289,-0.1342238486,-0.09160848707,1
175,321,-0.1322479993,0.01682631671,1
175,353,-0.03303205967,0.3247975409,1
175,385,-0.1166433543,0.5052655935,1
175,417,-0.6639041901,0.1997730434,1
175,449,-0.7117712498,0.0147177577,1
175,481,-0.2072065473,0.2155928314,1
175,513,-0.3278869987,0.07593506575,1
175,545,-0.5921221972,0.4404971004,1
175,577,-0.862072587,1.754817843,1
175,609,-0.5355699062,1.338708639,1
175,641,0.01988720894,0.570328474,1
175,673,-0.2475548387,0.5049359798,1
175,705,-0.4674441218,0.4086867273,1
175,737,-0.3539243042,0.1603094637,1
175,769,0.0003669261932,-0.1134926975,1
175,801,0.2870326042,0.3402092457,1
175,833,0.1016325057,0.9423100948,1
175,865,0.1226574183,0.9194572568,1
175,897,0.0459959507,1.005378008,1
175,929,3.168110132,4.790730953,1
175,961,4.6994977,2.291848898,1
175,993,6.290247917,2.266066313,1
175,1025,8.444648743,2.254095078,1
175,1057,8.546162605,3.01504159,1
175,1089,9.109490395,3.030390024,1
175,1121,11.05008221,1.451835871,1
175,1153,13.06027985,3.093882322,1
175,1185,14.44582844,3.028232336,1
175,1217,16.57380295,-0.7943511009,1
175,1249,17.1307621,2.967341423,1
175,1281,16.289505,2.446961641,1
175,1313,13.84636688,1.34113884,1
175,1345,13.72969151,2.55883956,1
175,1377,14.81901264,0.7060574293,1
175,1409,14.38844299,-1.6962291,1
175,1441,14.24683189,-2.760836601,1
175,1473,14.19740772,-2.584605217,1
175,1505,0.9078779221,-0.4645044804,1
175,1537,-0.7628221512,-1.415801287,1
175,1569,12.84606171,-3.310590267,1
175,1601,11.7879715,-2.817463875,1
175,1633,9.559801102,-4.841880322,1
175,1665,8.856096268,-6.243755817,1
175,1697,6.196680069,-3.891922474,1
175,1729,0.4836802483,-0.9654998779,1
175,1761,-1.93326807,17.03639221,1
175,1793,0.5695979595,0.1367737055,1
175,1825,0.3056014478,-0.7354859114,1
175,1857,0.3545765579,-0.5768530369,1
175,1889,0.4794240892,-0.003474697471,1
175,1921,0.2644180954,0.09673593193,1
175,1953,-0.008199512959,0.461209029,1
175,1985,-0.003528885543,0.2928135395,1
175,2017,0.2218503952,-1.466156006,1
207,33,0.1839606613,0.1872819662,1
207,65,0.1670968086,-0.04478816316,1
207,97,-0.007850758731,-0.3011911511,1
207,129,0.08883628249,-0.2740647495,1
207,161,0.07240010798,0.1888250411,1
207,193,0.0002445653081,0.04410985112,1
207,225,0.05965700746,-0.0489679575,1
207,257,-0.2254745364,-0.1736329198,1
207,289,-0.3313952088,-0.3205953836,1
207,321,-0.0694731921,0.01431629062,1
207,353,0.1049095541,0.4709506035,1
207,385,-0.06277680397,0.3790284395,1
207,417,-0.7181430459,0.03085014224,1
207,449,-0.6752463579,-0.09618468583,1
207,481,0.04772165418,-0.02187357843,1
207,513,-0.2163989246,0.09804990888,1
207,545,-0.700565815,0.2344639599,1
207,577,-1.32179594,1.64373827,1
207,609,-0.4708123207,1.061819077,1
207,641,0.3203829527,0.6342868209,1
207,673,0.2376380265,0.4359792769,1
207,705,-0.04318319261,0.4596746862,1
207,737,-0.147679925,0.3324747086,1
207,769,0.120331347,-0.04043641686,1
207,801,0.3731002808,0.1866161227,1
207,833,0.5566534996,0.8380155563,1
207,865,0.8736107349,0.6974858642,1
207,897,0.692466259,0.293482542,1
207,929,2.26162672,1.085806847,1
207,961,4.578509331,2.074528933,1
207,993,5.68121624,2.341515779,1
207,1025,6.980090141,2.085351229,1
207,1057,8.146115303,2.647423267,1
207,1089,5.594961166,3.435196638,1
207,1121,14.66827202,3.372480631,1
207,1153,13.61695099,4.806093216,1
207,1185,14.94505787,4.852360249,1
207,1217,16.05689621,3.125064373,1
207,1249,15.86502171,2.230174303,1
207,1281,17.09284782,2.09721756,1
207,1313,17.9290123,0.9619786739,1
207,1345,16.22719002,-0.5067154169,1
207,1377,15.1974659,-0.8711204529,1
207,1409,15.29213524,-1.955425739,1
207,1441,18.38788605,-2.640951395,1
207,1473,18.37805748,-1.952305317,1
207,1505,18.03817749,-1.982993126,1
207,1537,21.44806862,-2.19410038,1
207,1569,18.44511795,-3.839580536,1
207,1601,15.80011368,0.4668736458,1
207,1633,10.49021053,-6.833027363,1
207,1665,11.10966873,-6.173817158,1
207,1697,12.7499094,-6.017923832,1
207,1729,9.062200546,-5.406399727,1
207,1761,-1.900497437,15.92902374,1
207,1793,0.7416062355,-0.2297539711,1
207,1825,0.4017666578,-0.4991080761,1
207,1857,0.6820365787,-0.6997775435,1
207,1889,11.9773016,-14.1255331,1
207,1921,0.1292111874,0.2392421514,1
207,1953,-0.1514182389,0.4990550876,1
207,1985,-0.05251824856,0.1570979953,1
207,2017,0.07709491253,-0.9832544327,1
239,33,0.07941156626,0.3073685765,1
239,65,0.2914996147,-0.157469362,1
239,97,0.2514483333,-0.6637642384,1
239,129,0.27006796,-1.052946687,1
239,161,0.02231965959,-0.2110373527,1
239,193,-0.2403239757,-0.0971159339,1
239,225,-0.2432331443,-0.2025247365,1
239,257,-0.2987297177,-0.3272027969,1
239,289,-0.4751886427,-0.2014597654,1
239,321,-0.2731257081,0.3440741003,1
239,353,0.06509897113,0.5721652508,1
239,385,0.09629708529,0.0009510815144,1
239,417,-0.3434063792,-0.2137163877,1
239,449,-0.5514993668,-0.4356272519,1
239,481,-0.1498008966,-0.1902009249,1
239,513,0.4283623695,0.3032087386,1
239,545,0.01977103949,0.2381634712,1
239,577,-0.5173221827,0.3274244666,1
239,609,-0.2023148686,0.5055000782,1
239,641,0.05840578675,0.4953151345,1
239,673,-0.105609417,0.1226059794,1
239,705,0.07462738454,0.1326911747,1
239,737,-0.04955351353,-0.1136835217,1
239,769,0.1975216866,-0.2920653522,1
239,801,0.4342336059,0.08196207881,1
239,833,0.5920698643,0.819303453,1
239,865,0.7606694102,0.1132552028,1
239,897,1.371859193,0.2842571139,1
239,929,2.97055459,0.6674164534,1
239,961,5.663865566,-0.2225462198,1
239,993,1.719060421,0.007118463516,1
239,1025,5.353983402,1.941697836,1
239,1057,8.618110657,3.158321857,1
239,1089,10.28116894,3.395687103,1
239,1121,12.31575871,3.257007122,1
239,1153,14.39897633,3.866177559,1
239,1185,15.02866268,5.424030304,1
239,1217,14.9006958,4.517980099,1
239,1249,14.97850418,2.251375437,1
239,1281,18.83976746,1.50143528,1
239,1313,20.75157166,0.9364398718,1
239,1345,20.27320099,-0.7932816744,1
239,1377,17.16410446,-1.701707125,1
239,1409,16.92386246,-3.104357958,1
239,1441,19.3650856,-2.147529125,1
239,1473,18.5940361,-0.1109995842,1
239,1505,19.70037842,-0.6636416912,1
239,1537,21.93370247,-1.612519026,1
239,1569,20.04913712,-3.183649302,1
239,1601,16.16876602,-4.643028736,1
239,1633,12.37058163,-7.014070034,1
239,1665,12.47550869,-5.365451813,1
239,1697,14.48618507,-7.230031013,1
239,1729,11.81894684,-5.567922115,1
239,1761,9.537815094,-6.175347328,1
239,1793,5.665430069,-7.876127243,1
239,1825,1.980393887,-1.297521114,1
239,1857,0.232534349,-0.04654043913,1
239,1889,-0.8132277131,-9.277972221,1
239,1921,-0.03746656328,-0.008161619306,1
239,1953,0.04568430781,-0.2494132817,1
239,1985,-0.09975172579,-0.3664183915,1
239,2017,-0.4138880372,-0.3200499117,1
271,33,-0.06770299375,0.388582468,1
271,65,0.2174266875,-0.4560266435,1
271,97,0.3028019667,-0.4177267551,1
271,129,0.1202376634,-0.4837457538,1
271,161,-0.1961960346,-0.5854374766,1
271,193,-0.6148841977,-0.5442811251,1
271,225,-0.5531939268,-0.2519504428,1
271,257,-0.392282933,-0.1382938325,1
271,289,-0.6108337641,0.3499752283,1
271,321,-0.3471329808,0.9962574244,1
271,353,0.04053932428,1.232847691,1
271,385,0.3667743802,0.2706280947,1
271,417,0.1887551844,-0.06344053149,1
271,449,-0.3372431993,-0.4489442706,1
271,481,-0.2727771997,-0.1019376069,1
271,513,0.3907697201,0.7463744283,1
271,545,0.6696154475,0.6054683924,1
271,577,0.36521101,0.5668244362,1
271,609,0.3501308858,0.7311096787,1
271,641,-0.2680838108,0.5121535659,1
271,673,-0.5840215683,0.2042849362,1
271,705,0.03284025937,-0.0291697681,1
271,737,0.1642730534,-0.2298080027,1
271,769,0.4439406395,-0.2061454803,1
271,801,0.8991149664,0.3069397807,1
271,833,1.289070606,0.3359819353,1
271,865,0.6107401848,-0.2977827787,1
271,897,-0.09783935547,0.2854482532,1
271,929,2.128279209,1.076414943,1
271,961,6.276884556,4.075173855,1
271,993,6.508113384,1.464078903,1
271,1025,6.608487129,2.050798893,1
271,1057,10.05848885,4.422992706,1
271,1089,10.82359219,4.713094711,1
271,1121,12.24184227,3.432513237,1
271,1153,14.33830929,2.855403423,1
271,1185,14.96085453,3.088405132,1
271,1217,14.55725002,2.879420757,1
271,1249,16.17537498,2.123321533,1
271,1281,20.56588364,1.633790016,1
271,1313,22.65719223,1.524052501,1
271,1345,28.03664398,4.195256233,1
271,1377,20.68203735,-1.132864833,1
271,1409,20.8653183,-2.416551113,1
271,1441,20.51785088,-3.922874689,1
271,1473,20.17152596,-1.780428171,1
271,1505,20.52990913,-1.817288399,1
271,1537,21.99058533,-1.6798141,1
271,1569,1.836528778,-0.05836582184,1
271,1601,19.46396446,-7.179574966,1
271,1633,15.01106644,-8.073558807,1
271,1665,12.93391418,-4.743633747,1
271,1697,12.57452202,-2.309510708,1
271,1729,11.01462173,-4.925392151,1
271,1761,10.15640259,-6.545762062,1
271,1793,7.779211998,-3.55351162,1
271,1825,3.515841961,-1.508655667,1
271,1857,0.1261622906,0.4080676436,1
271,1889,-0.6767795086,0.03898763657,1
271,1921,-0.3866331279,-0.5110660195,1
271,1953,0.3767927289,-1.207562208,1
271,1985,0.2601002455,-0.5145087242,1
271,2017,-0.6954475641,0.3969832659,1
303,33,0.2293347716,0.383223772,1
303,65,0.1828514934,-0.3587422371,1
303,97,0.149902001,-0.5357330441,1
303,129,0.119581379,-0.3508484662,1
303,161,-0.2642758787,-0.4073196352,1
303,193,-0.3099188209,-0.5376409292,1
303,225,-0.140589118,-0.01424250007,1
303,257,-0.2150713503,0.2522313297,1
303,289,-0.682552278,0.4294389486,1
303,321,-0.4864057004,0.7827461958,1
303,353,-0.05899089575,0.9513862729,1
303,385,-0.1336395144,0.2932041287,1
303,417,-0.03144431114,-0.1858349741,1
303,449,0.09617465734,0.1364768893,1
303,481,-0.01951223612,0.3462872505,1
303,513,0.08538562804,0.5812703371,1
303,545,0.3702731729,0.8154805303,1
303,577,0.3474966884,1.385920286,1
303,609,-0.04915936291,1.004337788,1
303,641,-0.3517629504,0.6292029619,1
303,673,-0.06576895714,0.4836012721,1
303,705,0.2941328883,-0.09168305993,1
303,737,0.4342966676,-0.3671199381,1
303,769,0.9012905359,-0.4322638512,1
303,801,1.518414974,0.5671886206,1
303,833,2.255882025,0.4343632758,1
303,865,1.521090984,-0.1047247052,1
303,897,0.3995194435,0.1837207079,1
303,929,5.271812439,3.621653557,1
303,961,9.115365982,5.46914196,1
303,993,-7.422843933,13.99854469,1
303,1025,10.44105721,1.751422167,1
303,1057,11.85780239,4.167917728,1
303,1089,11.81125069,4.625067234,1
303,1121,12.74614716,3.216700792,1
303,1153,14.29918098,1.579123259,1
303,1185,30.10515213,3.396819592,1
303,1217,15.93306065,2.267364502,1
303,1249,17.73233604,2.198142529,1
303,1281,20.50556564,1.721065402,1
303,1313,22.25234985,3.009927988,1
303,1345,22.91918564,1.859610796,1
303,1377,22.67204666,-1.225131273,1
303,1409,22.63900375,-2.693473816,1
303,1441,22.08127975,-3.828705311,1
303,1473,0.6089706421,-0.5341658592,1
303,1505,0.5928096771,1.019516945,1
303,1537,0.8587551117,1.226651669,1
303,1569,23.06764984,-5.935968876,1
303,1601,20.08908653,-8.331672668,1
303,1633,17.1239109,-8.915195465,1
303,1665,14.03448391,-5.405337334,1
303,1697,-6.305435181,2.184149742,1
303,1729,11.46345806,-4.099944592,1
303,1761,11.92447472,-6.189477444,1
303,1793,7.052632809,-4.383141041,1
303,1825,3.969199181,-1.610753059,1
303,1857,1.116995811,-0.1779651642,1
303,1889,-0.612308979,-0.2238069177,1
303,1921,13.41773701,2.562842369,1
303,1953,0.07163254917,-5.6767416,1
303,1985,0.1679339111,-0.3511634469,1
303,2017,-0.004123330116,-0.631742835,1
335,33,0.5156532526,0.2184423655,1
335,65,0.02472542226,0.05144275352,1
335,97,-0.05103053898,-0.2407688946,1
335,129,0.2859836221,-0.09711411595,1
335,161,0.1601933837,-0.07876028121,1
335,193,0.5337585211,-0.1285809278,1
335,225,0.9515280128,0.0646154061,1
335,257,0.1872900724,0.1242970675,1
335,289,-0.4758706689,-0.1933260411,1
335,321,-0.6603497267,0.05855375528,1
335,353,-0.7352668047,0.3316814005,1
335,385,-1.320708156,0.3228121996,1
335,417,-1.091989517,-0.02970823646,1
335,449,-0.6273526549,0.5393069983,1
335,481,-0.8895944357,0.9116757512,1
335,513,-0.6733881831,0.4354804158,1
335,545,-0.2196116447,1.267189264,1
335,577,-0.397300303,4.384541035,1
335,609,-0.3898841739,2.067914724,1
335,641,-0.1662568003,0.6658568382,1
335,673,0.1542596221,0.497197181,1
335,705,0.5100728869,0.02939024568,1
335,737,0.8893856406,-0.1204042882,1
335,769,1.486402035,-0.4608335495,1
335,801,1.89509356,0.4299431741,1
335,833,2.605418444,0.6264374852,1
335,865,3.485712767,0.5703697205,1
335,897,4.61781311,4.017526627,1
335,929,7.014348507,3.935250759,1
335,961,8.179673195,3.166077852,1
335,993,8.798425674,0.9359571934,1
335,1025,9.911241531,-0.01531684399,1
335,1057,11.72915077,2.261483669,1
335,1089,11.60258484,2.859226704,1
335,1121,13.25354004,2.491324902,1
335,1153,-3.747382164,-3.638490677,1
335,1185,12.38041687,1.527624846,1
335,1217,13.31264305,3.728274345,1
335,1249,20.26965332,6.88506031,1
335,1281,21.07618141,5.737123966,1
335,1313,21.91780472,1.856657147,1
335,1345,23.67385292,1.199228048,1
335,1377,23.68243217,-0.9401170015,1
335,1409,24.00806618,-1.976853728,1
335,1441,27.59246254,-0.5582492352,1
335,1473,12.35680389,2.071394444,1
335,1505,16.29088211,-0.2470097542,1
335,1537,13.64499474,-0.4847631454,1
335,1569,13.13931465,-6.920711517,1
335,1601,16.79719543,-7.157744884,1
335,1633,15.90653133,-6.574273586,1
335,1665,14.24787331,-5.663267136,1
335,1697,0.2131605148,0.03021478653,1
335,1729,10.36797523,-4.27136755,1
335,1761,9.19056797,-4.293915749,1
335,1793,7.624130249,-4.721018791,1
335,1825,5.053565025,-4.150539398,1
335,1857,3.428352594,-2.071998835,1
335,1889,21.00128174,-6.106273651,1
335,1921,2.964206934,-4.743136883,1
335,1953,-0.5555166602,-0.1022828221,1
335,1985,-0.4919821024,-0.931943059,1
335,2017,1.948387384,-3.811307669,1
367,33,0.1614207476,0.06440847367,1
367,65,0.2391304672,0.3953012228,1
367,97,0.1394286603,0.2258455902,1
367,129,0.4016149044,0.1620303988,1
367,161,0.7656419277,-0.1015515402,1
367,193,1.085414886,-0.2180361599,1
367,225,0.9281316996,-0.03923133016,1
367,257,0.1011721939,0.04575650394,1
367,289,-0.2295587957,0.2365231514,1
367,321,-0.4357802272,0.3616840243,1
367,353,-1.512757897,0.3493506014,1
367,385,-2.753439665,1.046105027,1
367,417,-2.120651722,0.8086767793,1
367,449,-1.303779125,0.5750134587,1
367,481,-1.246589661,0.9301989079,1
367,513,-0.9198248386,0.4416387081,1
367,545,-0.3001387119,0.5341367126,1
367,577,-0.6437070966,2.343148708,1
367,609,-0.3988675475,1.357870936,1
367,641,-0.113876462,0.3783075809,1
367,673,0.3451040387,0.4112845957,1
367,705,0.8657486439,0.3206043243,1
367,737,1.192882299,0.2076370418,1
367,769,1.067580581,0.1547364295,1
367,801,1.606113911,0.3299672306,1
367,833,3.1456213,0.7405766249,1
367,865,5.029480934,0.7710344195,1
367,897,6.752095222,0.9548193216,1
367,929,7.130579472,1.287774086,1
367,961,7.659350395,1.640842676,1
367,993,8.424098015,1.210684776,1
367,1025,9.233528137,0.884858489,1
367,1057,10.65595722,0.3364077806,1
367,1089,12.30234814,1.000012994,1
367,1121,13.37754154,1.461520433,1
367,1153,16.74745941,1.736492395,1
367,1185,19.3562355,1.459271193,1
367,1217,12.30927086,-0.07033491135,1
367,1249,12.80303955,1.386701703,1
367,1281,21.00920486,-10.6411314,1
367,1313,20.87559319,0.8486348391,1
367,1345,23.31114578,0.1399257183,1
367,1377,23.86559868,-0.154607445,1
367,1409,22.52735138,-2.570739269,1
