PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 3, filenames: A:[3]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi & B:[4]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.02414381504,3.375234127,1
47,65,-0.1425746083,0.01630449295,1
47,97,-0.1278365254,-0.2487023473,1
47,129,-0.1126381159,-0.3191805482,1
47,161,-0.4138905406,-0.5115846992,1
47,193,-0.455757618,0.2559155822,1
47,225,-0.4761416912,0.6320700645,1
47,257,-0.3635813296,0.4143247604,1
47,289,-0.02358901501,0.179156661,1
47,321,-0.01279741526,0.2027676105,1
47,353,-0.3805271685,0.8204431534,1
47,385,-0.7840383053,0.2968397141,1
47,417,-2.289076805,-3.330802202,1
47,449,-2.530520439,-2.283530712,1
47,481,-1.241297483,0.8142423034,1
47,513,5.562590599,13.15659142,1
47,545,20.0922966,18.30751991,1
47,577,15.52942562,18.27153206,1
47,609,7.153549194,9.61388588,1
47,641,-7.832630157,7.88897419,1
47,673,-0.6476411819,11.58919907,1
47,705,-13.39228439,6.339372635,1
47,737,-18.49008369,-30.8571682,1
47,769,-3.995240211,-5.421142578,1
47,801,6.528513908,8.839677811,1
47,833,22.99115562,32.10763168,1
47,865,13.84853554,12.97615433,1
47,897,9.710489273,3.040187836,1
47,929,12.33154678,15.72430611,1
47,961,15.04465008,15.44928455,1
47,993,3.414810181,10.02296829,1
47,1025,27.47716331,8.269062042,1
47,1057,27.65670395,7.293821335,1
47,1089,28.48104668,6.001904488,1
47,1121,20.4597168,8.012456894,1
47,1153,23.25843811,6.465117455,1
47,1185,20.2563076,8.093020439,1
47,1217,18.92115021,22.88011551,1
47,1249,21.73984146,10.65039825,1
47,1281,23.15694618,6.734255791,1
47,1313,24.86093712,3.111951828,1
47,1345,11.6076889,-1.318943501,1
47,1377,11.10288048,-6.307180405,1
47,1409,18.63213921,-3.320667505,1
47,1441,40.10586929,6.288796425,1
47,1473,41.83968353,4.202602386,1
47,1505,25.83868408,-2.003219604,1
47,1537,23.00265121,0.8950426579,1
47,1569,25.38384056,1.977470875,1
47,1601,8.782238007,-0.3258976936,1
47,1633,39.3650589,-14.28440189,1
47,1665,30.41847229,-1.21700573,1
47,1697,20.85837555,-2.918223381,1
