PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 1, filenames: A:[1]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi & B:[2]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.2210209966,-0.02755212784,1
47,65,-0.1096316576,0.4733884633,1
47,97,-0.1973961741,0.3522852659,1
47,129,-0.06676080823,0.3676844239,1
47,161,0.0002895593643,0.5017575622,1
47,193,-13.02007103,-14.91137409,1
47,225,-0.1557352841,-0.2778695822,1
47,257,-0.2862611711,-0.2114288807,1
47,289,-0.1487895846,0.09847174585,1
47,321,-0.3103650212,0.4587694108,1
47,353,-3.060382605,10.47524738,1
47,385,-9.317570686,12.8023634,1
47,417,6.13606596,13.81250954,1
47,449,-2.366744041,20.56419182,1
47,481,-8.633337021,-11.35031796,1
47,513,0.5954430103,23.40943146,1
47,545,0.6954474449,12.48126793,1
47,577,2.205327034,18.49254799,1
47,609,31.8947506,44.24087524,1
47,641,9.366527557,42.53639603,1
47,673,-4.674017906,22.588274,1
47,705,18.33549118,-7.555608749,1
47,737,11.44295502,-0.0961856842,1
47,769,-8.970580101,15.66565132,1
47,801,1.010778904,15.51482201,1
47,833,19.82616806,13.55214405,1
47,865,9.266180038,20.78558731,1
47,897,15.70022488,7.630720139,1
47,929,28.66551971,9.768491745,1
47,961,11.74158859,20.21142387,1
47,993,43.52325821,0.7014636993,1
47,1025,39.18257141,15.04206657,1
47,1057,51.01128006,14.56551743,1
47,1089,37.64823914,12.32428837,1
47,1121,27.17268181,-7.509000778,1
47,1153,47.23987579,-34.82935715,1
47,1185,15.15818024,7.72977829,1
47,1217,3.966607094,-3.92999649,1
47,1249,-18.22528076,-5.515621185,1
47,1281,-0.3735837936,-16.04633522,1
47,1313,-1.241643786,14.99520683,1
47,1345,-16.71134377,-20.0835495,1
47,1377,-0.1914427578,-3.090986252,1
47,1409,0.8046909571,-1.035792351,1
47,1441,1.272805929,-7.26654768,1
47,1473,14.80251789,-12.43269539,1
47,1505,14.86001778,-10.57610703,1
47,1537,9.071499825,-10.31289864,1
47,1569,0.01193255186,0.4387542009,1
47,1601,0.1734865904,-0.1287538558,1
47,1633,0.05507969856,-0.2973980308,1
47,1665,0.03483125567,0.06790997088,1
47,1697,0.161220789,0.4679344893,1
47,1729,0.4591464996,-0.3078913093,1
47,1761,0.8329018354,-0.3559225202,1
47,1793,0.2695933282,0.04796028137,1
47,1825,-0.5559483767,-0.1851637363,1
47,1857,-2.054193735,-12.74859715,1
47,1889,0.2271538973,-0.2179054916,1
47,1921,0.01477099955,0.03798133135,1
47,1953,0.03303992748,0.1692613363,1
47,1985,-0.2572172284,-0.05406820774,1
47,2017,-0.9568741322,-1.82445395,1
79,33,0.4564287961,0.5375499725,1
79,65,0.2803005278,0.3412168026,1
79,97,0.04733797163,0.0912117064,1
79,129,0.1161439121,0.2477096915,1
79,161,0.1466632485,0.09914049506,1
79,193,0.07225538045,-0.5026201606,1
79,225,0.0499381274,-0.4985816479,1
79,257,-0.1288837194,-0.08422164619,1
79,289,-0.07363162935,0.2524800003,1
79,321,-0.2555038333,0.3435605466,1
79,353,-0.2329187393,0.1145906895,1
79,385,-0.2209195495,0.1615945697,1
79,417,9.876607895,16.17812729,1
79,449,-0.4135746956,0.3519854546,1
79,481,-0.2444777489,0.6539645195,1
79,513,6.39663744,6.459851265,1
79,545,17.97657394,8.087890625,1
79,577,9.219528198,18.33686829,1
79,609,27.82154083,38.00181198,1
79,641,14.40026474,44.88018036,1
79,673,6.699567795,9.129165649,1
79,705,0.5227005482,1.245911479,1
79,737,-1.914186001,-1.443643093,1
79,769,0.2374082804,1.661343813,1
79,801,14.19781017,17.23572922,1
79,833,0.6187171936,-0.07119297981,1
79,865,6.513821125,21.13728523,1
79,897,-3.866817474,-12.03477001,1
79,929,14.19136715,3.127464294,1
79,961,10.74493217,22.56353951,1
79,993,48.53678513,9.300973892,1
79,1025,36.5959816,13.141922,1
