PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 5, filenames: A:[5]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi & B:[6]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.4173077345,0.3993426561,1
47,65,0.1476792693,-0.02553021908,1
47,97,0.008604958653,0.02207750082,1
47,129,0.07271358371,0.1032884866,1
47,161,0.1673503816,0.2785087824,1
47,193,-0.3495262861,0.3368233442,1
47,225,-0.3676926494,-0.3273854852,1
47,257,-0.1938529909,-0.4581561089,1
47,289,0.1437373757,0.6512762308,1
47,321,0.2553849816,0.9464029074,1
47,353,-0.8204654455,-0.3263680935,1
47,385,-0.5952240229,-1.809091091,1
47,417,0.6219224334,1.518199205,1
47,449,2.295746088,5.879865646,1
47,481,4.175726891,6.746837139,1
47,513,5.135025978,4.607458591,1
47,545,5.806250095,4.925730705,1
47,577,0.8230905533,1.463592529,1
47,609,-0.2654511929,1.406885147,1
47,641,-10.60263538,7.564624786,1
47,673,5.710487366,8.222248077,1
47,705,-12.24900818,4.095069885,1
47,737,0.6424942017,0.2469325066,1
47,769,8.965723038,3.457863331,1
47,801,10.88869858,4.920016766,1
47,833,11.13831806,4.334110737,1
47,865,12.40268707,3.424581528,1
47,897,12.98667717,3.822906494,1
47,929,13.92957973,3.851248741,1
47,961,15.66759205,1.952048302,1
47,993,16.98430634,4.583000183,1
47,1025,18.50774002,3.301171303,1
47,1057,19.13526535,2.62413311,1
47,1089,18.14430618,1.419249892,1
47,1121,22.47188377,2.301636696,1
47,1153,17.08186722,4.196279526,1
47,1185,17.93424797,4.331690311,1
47,1217,18.94235229,-3.017558098,1
47,1249,17.30801964,-1.150824308,1
47,1281,13.25431538,-0.3538115025,1
47,1313,15.37088871,1.613232613,1
47,1345,17.54162216,6.033672333,1
47,1377,16.25039291,0.4728620052,1
47,1409,16.52173042,-2.058287382,1
47,1441,12.56318283,-4.51566267,1
47,1473,9.981122017,-3.127717733,1
47,1505,9.315138817,-3.168220997,1
47,1537,8.467329979,-3.70998764,1
47,1569,9.220691681,-1.491676092,1
47,1601,12.10219002,-2.122389078,1
47,1633,13.33500004,-4.974521637,1
47,1665,0.9322748184,-0.3179578781,1
47,1697,3.244317055,3.168648958,1
47,1729,4.824865341,-2.07624054,1
47,1761,-4.364756107,3.246089935,1
47,1793,-3.823410988,0.8622512817,1
47,1825,-0.4353642464,0.04231834412,1
47,1857,0.7752910852,-1.269263387,1
47,1889,1.120770454,-1.173103571,1
47,1921,-0.05625087023,0.3891898394,1
