PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 25, filenames: A:[25]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi & B:[26]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5124903917,-0.06573545933,1
47,65,-0.01889811456,0.1397834718,1
47,97,-0.1526030302,0.1548637748,1
47,129,0.21073699,0.361615777,1
47,161,0.1499867439,0.4442968965,1
47,193,-0.1209483743,0.8751392365,1
47,225,0.1425837576,0.8448060155,1
47,257,0.06812364608,0.5112513304,1
47,289,-0.1492420435,0.3517143726,1
47,321,-0.00413313508,0.04786106944,1
47,353,-0.00454044342,0.1852707565,1
47,385,0.3741769791,0.1615888178,1
47,417,0.6896599531,0.1767332107,1
47,449,0.01476049423,0.5098287463,1
47,481,-0.1793694794,0.06118403375,1
47,513,0.6077754498,-0.05804765224,1
47,545,0.7094610929,0.5057615042,1
47,577,0.4081560671,0.5293009877,1
47,609,0.207385838,0.175255239,1
47,641,0.240616709,-0.1621565968,1
47,673,0.4056393206,-0.302601248,1
47,705,0.3009616137,-0.3433526158,1
47,737,0.1711459756,-0.317789197,1
47,769,0.9741597772,0.1030758247,1
47,801,0.8692113161,0.3484430909,1
47,833,0.3597272635,0.004148051143,1
47,865,-0.1728546321,-0.3102094531,1
47,897,-0.619994998,-0.3088063002,1
47,929,-0.8350486159,-0.3500510454,1
47,961,0.1053513587,-0.4202520549,1
47,993,0.282081902,-0.2717959285,1
47,1025,-0.3420022428,-0.003213793039,1
47,1057,-0.3687222004,0.1115751714,1
47,1089,-0.06211921573,-0.2170826793,1
47,1121,0.6881684661,0.08788974583,1
47,1153,1.453273058,0.2652434409,1
47,1185,1.481806636,-0.2543848157,1
47,1217,1.051091433,-0.454246223,1
47,1249,1.143763661,-0.4009464979,1
47,1281,0.9748864174,-0.1215043589,1
47,1313,0.6949875355,0.09639507532,1
47,1345,0.7186288834,0.08908092976,1
47,1377,0.7037026882,0.2111597061,1
47,1409,0.6384041309,0.01020425558,1
