PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 2, filenames: A:[2]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi & B:[3]MAX_Pos00d_TimeSrs004_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5037795305,-0.07153987885,1
47,65,0.2650429904,-0.05061019957,1
47,97,0.2924067974,0.002412319183,1
47,129,0.11135149,0.05502963066,1
47,161,0.3854666948,0.5028488636,1
47,193,0.2157469988,0.1386706233,1
47,225,0.02965654433,-0.3018060923,1
47,257,0.04036655277,0.04244929552,1
47,289,-0.2810360193,0.5598376393,1
47,321,0.7350338697,-0.1428965479,1
47,353,-6.882608414,3.853506565,1
47,385,-2.021872997,-0.7533961535,1
47,417,-16.13905144,9.08024025,1
47,449,-21.1763382,5.463695526,1
47,481,-27.18968773,25.58463287,1
47,513,-5.648937225,9.559024811,1
47,545,-10.42525005,7.057562828,1
47,577,-6.451219559,4.661253929,1
47,609,-16.96033859,13.52883148,1
47,641,-6.767273903,0.3212621212,1
47,673,-8.050390244,2.94347477,1
47,705,-0.6518425941,-0.6178159714,1
47,737,-1.059303284,-0.03088521957,1
47,769,-1.870586395,0.9897446632,1
47,801,-12.17960358,5.357681751,1
47,833,-11.38043976,10.47167587,1
47,865,-3.64508009,9.705951691,1
47,897,-3.68444562,9.259408951,1
47,929,-1.512271047,5.246246338,1
47,961,-0.9354375601,3.430090904,1
47,993,-2.708843946,-2.166431904,1
47,1025,4.684295654,4.136926174,1
47,1057,-11.69945145,-6.471503258,1
47,1089,-20.83546829,-1.019691467,1
47,1121,-16.27674103,-29.09255219,1
47,1153,-18.70764542,-28.25533485,1
47,1185,-2.184139252,-14.81336021,1
47,1217,-4.20161438,-13.57812595,1
47,1249,8.004822731,-6.767173767,1
47,1281,15.98210144,-2.322026253,1
47,1313,3.544350624,-3.510363579,1
47,1345,-2.871580601,-13.61838531,1
47,1377,-13.78765678,7.536655426,1
47,1409,2.508372068,-18.18393517,1
47,1441,13.099473,9.465564728,1
47,1473,0.2783699036,-0.6994431019,1
47,1505,1.180217743,-1.07596159,1
47,1537,0.9632284641,0.2321630716,1
47,1569,12.59031677,0.1338689923,1
47,1601,-0.2025048733,0.3682328463,1
47,1633,-0.6146258116,0.2878521681,1
47,1665,-0.3700449467,0.08989596367,1
47,1697,-0.3242206573,-0.5734992027,1
47,1729,-0.1765990257,0.002675771713,1
47,1761,-2.913055897,0.06070661545,1
47,1793,-6.365210533,5.269981384,1
47,1825,-3.19342041,2.417682648,1
47,1857,-2.294643402,1.884942055,1
47,1889,-0.7452983856,1.598408699,1
47,1921,-0.1582140923,2.228934765,1
47,1953,-0.1191637516,-0.9126527309,1
47,1985,2.739860535,-11.41745853,1
47,2017,-2.655736446,-34.35630417,1
79,33,-0.3485273123,0.3061209619,1
79,65,0.04124458134,0.06353253126,1
79,97,-0.01722225547,0.005234628916,1
79,129,-0.2692871094,-0.1487634629,1
79,161,-0.1554959267,0.003703296185,1
79,193,-6.723652363,11.87797546,1
79,225,0.03427812457,-0.2947994173,1
79,257,0.2324258089,0.1013063267,1
79,289,0.1393277049,0.2669041455,1
79,321,-0.04085332155,0.1103956029,1
79,353,-6.901591301,11.30635166,1
79,385,-5.206849575,-0.5387744904,1
79,417,3.978304386,14.63366127,1
79,449,-11.20724583,2.945854902,1
79,481,-12.93750668,8.604559898,1
79,513,9.392173767,0.9869508743,1
79,545,-12.21542263,1.056818604,1
79,577,-7.505590439,4.220338821,1
79,609,1.136147499,0.2126421928,1
79,641,-7.157918453,2.669795752,1
79,673,-5.291958332,5.662658691,1
79,705,-5.852065563,14.84835339,1
79,737,-0.1846075058,-0.4734916687,1
79,769,-11.67730331,-9.908084869,1
79,801,8.341291428,11.60077286,1
79,833,-7.080250263,6.454746246,1
79,865,-2.725703478,6.696666718,1
79,897,-1.897312045,7.366516113,1
79,929,2.04094243,6.023728848,1
79,961,8.502633095,4.687918663,1
79,993,13.66458702,8.054064751,1
79,1025,4.679525375,4.161791801,1
79,1057,-0.7452638149,-1.153266191,1
79,1089,-5.241965294,-2.19589901,1
79,1121,-7.539028168,-0.7853178978,1
79,1153,10.04098415,-0.3069834709,1
79,1185,25.44707489,7.021761894,1
79,1217,28.17241096,9.831457138,1
79,1249,27.74109268,7.871785164,1
79,1281,21.59230042,-9.299748421,1
79,1313,0.6861095428,-3.14186573,1
79,1345,19.31981087,1.073141336,1
79,1377,18.15067291,0.9679698944,1
79,1409,-9.845752716,-2.125258923,1
79,1441,-7.341302395,-9.199170113,1
79,1473,3.858652115,6.995301247,1
79,1505,0.6268358827,-0.314008832,1
79,1537,1.145337701,-0.09206265211,1
79,1569,-17.52872467,-6.244833946,1
79,1601,-17.61423302,-4.07219696,1
79,1633,-13.03865528,-14.57682419,1
79,1665,0.1072793007,-0.1985301971,1
79,1697,0.3714575768,-0.4784939289,1
79,1729,0.9091038704,-0.7772473097,1
