Group,hlength
Control,0.2093238608825573
Control,0.2345288724773672
Control,0.1893925383268796
Control,0.2508239726181665
Control,0.1685232432528368
Control,0.1312990504078615
YSL MO,0.1994829511862182
YSL MO,0.2226475141659274
YSL MO,0.2972780495541718
YSL MO,0.2396338165631532
YSL MO,0.250991463687747
YSL MO,0.2741883297011506
YSL MO,0.2474463014708627
YSL MO,0.3320595791556601
YSL MO,0.2568753297039075
YSL MO,0.2400304854007397
YSL MO,0.237347846665314
YSL MO,0.2727139508595037
