 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,700.382,394.582,122.488,35.905,106.258,33.266,26.807,11.480,26.390
2,1138.562,393.904,149.149,33.771,161.558,51.876,27.945,132.174,29.131
3,749.080,449.373,58.077,39.486,116.309,38.656,24.673,40.569,36.797
4,754.413,404.304,181.482,45.922,119.694,37.314,25.742,127.121,28.121
5,978.432,367.531,81.856,50.880,127.362,40.392,30.842,35.718,23.096
6,568.375,280.909,205.888,53.564,101.497,27.283,26.525,71.117,16.844
7,608.973,445.050,130.692,57.135,103.313,31.816,24.370,173.502,27.881
8,954.989,388.006,21.798,66.829,126.401,41.067,29.608,63.825,25.644
9,690.220,450.666,109.056,67.676,108.145,36.825,23.865,102.936,31.727
10,652.490,460.081,159.179,68.186,105.112,29.712,27.961,105.208,27.764
11,843.256,648.206,51.100,69.365,122.205,33.017,32.519,173.995,42.250
12,789.477,316.938,182.815,75.660,125.063,33.965,29.595,89.463,20.015
13,539.851,697.291,89.285,77.204,102.797,30.671,22.411,97.224,48.551
14,1179.210,700.745,128.991,90.441,144.118,49.479,30.345,63.792,55.678
15,588.800,626.067,70.696,86.971,99.059,28.309,26.483,125.915,43.267
16,678.046,432.677,205.165,97.663,117.995,39.642,21.778,96.605,31.666
17,885.514,469.131,39.617,96.231,122.586,40.319,27.964,138.971,32.315
18,623.613,516.648,155.797,93.412,99.271,29.462,26.951,179.389,33.922
19,537.738,661.423,99.721,98.742,92.583,29.446,23.252,42.260,46.459
20,635.184,486.629,184.252,103.586,105.035,31.473,25.696,153.033,32.980
21,825.648,711.028,70.322,111.391,120.840,35.376,29.716,174.011,48.946
22,915.548,761.279,151.539,118.274,131.531,37.814,30.827,2.843,49.508
23,631.058,265.760,28.685,119.246,105.507,32.199,24.954,20.312,7.342
24,1033.268,593.783,99.492,124.436,140.362,47.659,27.604,30.558,45.401
25,757.280,489.946,213.674,128.955,125.947,32.840,29.361,91.207,36.963
26,530.141,504.897,181.822,125.091,91.999,28.421,23.750,175.013,39.068
27,944.726,491.534,129.839,136.508,130.925,39.435,30.502,117.811,36.120
28,483.255,670.831,47.730,131.032,88.075,28.073,21.918,59.663,45.628
29,623.613,354.935,69.293,139.779,103.349,30.290,26.213,128.127,22.225
30,642.478,451.693,194.283,146.699,111.103,34.872,23.458,91.174,31.830
31,470.829,603.778,164.911,140.435,88.516,25.830,23.209,17.571,45.582
32,732.982,663.452,17.378,142.312,110.419,31.755,29.390,15.560,40.961
33,778.108,334.102,106.919,151.020,116.777,41.271,24.005,162.909,18.769
34,740.679,264.667,39.621,154.975,113.047,41.481,22.735,17.993,3.362
35,440.795,305.848,148.745,156.025,84.124,26.281,21.355,178.864,13.867
36,432.494,318.640,174.550,157.730,83.557,26.010,21.171,24.675,15.587
