 ,Area,Mean,Min,Max,Slice,microns
1,385906.487,77.768,0,1235,1,0.000
2,385906.487,81.257,0,1343,2,1.000
3,385906.487,85.363,0,1352,3,2.000
4,385906.487,89.638,0,1126,4,3.000
5,385906.487,95.238,0,1846,5,4.000
6,385906.487,100.881,0,1645,6,5.000
7,385906.487,107.886,0,1819,7,6.000
8,385906.487,114.111,0,1719,8,7.000
9,385906.487,121.608,0,1414,9,7.999
10,385906.487,129.641,0,1438,10,8.999
11,385906.487,136.462,0,2110,11,9.999
12,385906.487,144.500,0,1938,12,10.999
13,385906.487,150.461,0,1954,13,11.999
14,385906.487,156.067,0,2146,14,12.999
15,385906.487,162.340,0,2121,15,13.999
16,385906.487,171.448,0,2284,16,14.999
17,385906.487,177.978,0,2578,17,15.999
18,385906.487,182.673,0,1995,18,16.999
19,385906.487,184.603,0,2136,19,17.999
20,385906.487,186.559,0,2026,20,18.999
21,385906.487,188.048,0,2566,21,19.999
22,385906.487,188.120,0,2312,22,20.999
23,385906.487,188.262,0,2029,23,21.998
24,385906.487,187.442,0,2296,24,22.998
25,385906.487,187.891,0,1822,25,23.998
26,385906.487,186.551,0,2106,26,24.998
27,385906.487,185.926,0,2049,27,25.998
28,385906.487,181.803,0,2019,28,26.998
29,385906.487,177.723,0,1603,29,27.998
30,385906.487,175.029,0,1734,30,28.998
31,385906.487,171.986,0,1546,31,29.998
32,385906.487,170.973,0,1633,32,30.998
33,385906.487,166.963,0,1212,33,31.998
34,385906.487,165.148,0,1253,34,32.998
35,385906.487,163.896,0,1355,35,33.998
36,385906.487,164.343,0,1289,36,34.998
37,385906.487,164.682,0,1997,37,35.997
38,385906.487,165.639,0,1354,38,36.997
39,385906.487,167.023,0,1605,39,37.997
40,385906.487,169.384,0,1994,40,38.997
41,385906.487,172.414,0,1287,41,39.997
42,385906.487,175.848,0,1465,42,40.997
43,385906.487,181.401,0,1695,43,41.997
44,385906.487,187.358,0,2447,44,42.997
45,385906.487,193.790,0,1709,45,43.997
46,385906.487,200.046,0,1631,46,44.997
47,385906.487,205.961,0,1715,47,45.997
48,385906.487,211.538,0,1930,48,46.997
49,385906.487,217.922,0,2782,49,47.997
50,385906.487,224.576,0,2416,50,48.997
51,385906.487,231.368,0,2044,51,49.996
52,385906.487,231.554,0,1616,52,50.996
53,385906.487,235.224,0,2606,53,51.996
54,385906.487,240.923,0,2493,54,52.996
55,385906.487,246.251,0,2352,55,53.996
56,385906.487,253.054,0,2027,56,54.996
57,385906.487,256.785,0,2512,57,55.996
58,385906.487,263.158,0,1994,58,56.996
59,385906.487,270.868,0,2361,59,57.996
60,385906.487,273.055,0,2374,60,58.996
61,385906.487,281.716,0,1922,61,59.996
