 ,Area,Mean,Min,Max,Slice,microns
1,385906.487,27.394,0,373,1,0.000
2,385906.487,30.498,0,380,2,0.999
3,385906.487,32.929,0,558,3,1.999
4,385906.487,37.190,0,568,4,2.998
5,385906.487,42.565,0,688,5,3.998
6,385906.487,48.178,0,961,6,4.997
7,385906.487,54.024,0,805,7,5.997
8,385906.487,60.784,0,1271,8,6.996
9,385906.487,68.587,0,993,9,7.996
10,385906.487,76.354,0,1225,10,8.995
11,385906.487,84.310,0,1185,11,9.995
12,385906.487,92.170,0,1226,12,10.994
13,385906.487,100.931,0,1325,13,11.993
14,385906.487,110.354,0,1271,14,12.993
15,385906.487,120.415,0,1551,15,13.992
16,385906.487,131.329,0,1723,16,14.992
17,385906.487,141.934,0,2052,17,15.991
18,385906.487,152.402,0,1445,18,16.991
19,385906.487,162.912,0,1196,19,17.990
20,385906.487,173.404,0,1278,20,18.990
21,385906.487,183.527,0,1227,21,19.989
22,385906.487,193.114,0,1410,22,20.988
23,385906.487,202.474,0,1590,23,21.988
24,385906.487,211.895,0,1459,24,22.987
25,385906.487,221.657,0,1619,25,23.987
26,385906.487,230.748,0,1539,26,24.986
27,385906.487,239.134,0,1343,27,25.986
28,385906.487,246.821,0,1524,28,26.985
29,385906.487,253.238,0,1405,29,27.985
30,385906.487,258.095,0,1491,30,28.984
31,385906.487,251.090,0,1556,31,29.984
32,385906.487,261.658,0,1620,32,30.983
33,385906.487,266.648,0,1745,33,31.982
34,385906.487,275.459,0,2031,34,32.982
35,385906.487,287.061,0,1951,35,33.981
36,385906.487,298.027,0,2225,36,34.981
37,385906.487,307.478,0,1961,37,35.980
38,385906.487,313.946,0,1908,38,36.980
39,385906.487,320.737,0,1975,39,37.979
40,385906.487,293.663,0,2222,40,38.979
41,385906.487,327.098,0,2516,41,39.978
42,385906.487,331.398,0,2113,42,40.978
43,385906.487,336.880,0,2682,43,41.977
44,385906.487,345.992,0,2153,44,42.976
45,385906.487,354.234,0,2163,45,43.976
46,385906.487,364.683,0,1929,46,44.975
47,385906.487,375.045,0,2205,47,45.975
48,385906.487,382.289,0,2583,48,46.974
49,385906.487,391.948,0,2324,49,47.974
50,385906.487,399.225,0,2229,50,48.973
51,385906.487,402.234,0,2396,51,49.973
52,385906.487,413.342,0,2850,52,50.972
53,385906.487,420.312,0,2951,53,51.971
54,385906.487,423.789,0,2707,54,52.971
55,385906.487,398.270,0,3282,55,53.970
56,385906.487,405.794,0,2752,56,54.970
57,385906.487,412.062,0,3238,57,55.969
58,385906.487,441.512,0,3156,58,56.969
59,385906.487,443.339,0,2868,59,57.968
60,385906.487,444.312,0,2649,60,58.968
61,385906.487,447.263,0,3010,61,59.967
