Time (hpf),Label,NetworkDensity,NetworkDensity_SEM,Area,Area_SEM,Intensity,Intensity_SEM
4.5,18012024_K4K8Mutant_005,2.2629047619047618,0.6598346657108726,615.8835238095238,24.53322393464532,324.491880952381,9.922617381898393
4.821428571428571,18012024_K4K8Mutant_005,4.946851851851853,0.7359854930547255,645.6505185185184,28.2555592240679,296.5342592592592,10.915146635744017
5.142857142857142,18012024_K4K8Mutant_005,5.402618181818181,0.7834688653398048,659.2892000000002,27.74648651833334,299.9238,11.21625787912545
5.4642857142857135,18012024_K4K8Mutant_005,6.766260000000001,0.935246515493566,701.1268600000002,28.96250475086866,313.49892,13.002390823538288
5.785714285714285,18012024_K4K8Mutant_005,7.756490909090909,0.9581885729481623,696.3961636363636,29.011816854548435,323.62081818181827,13.194841126653893
6.107142857142856,18012024_K4K8Mutant_005,8.18311320754717,0.9727947084283932,725.8408490566038,29.728140260376797,322.13145283018866,13.230309226205573
6.428571428571427,18012024_K4K8Mutant_005,8.357641509433963,1.0555091058310506,752.0785660377356,28.41486436669852,318.9357735849057,14.198590217652791
6.749999999999998,18012024_K4K8Mutant_005,9.183442307692307,1.1325281228427664,768.7706923076925,29.197501622448186,323.0560769230769,14.783257416696102
7.071428571428569,18012024_K4K8Mutant_005,8.667387755102041,1.0362978425053435,795.6751836734694,31.33776243873179,304.1688163265306,12.448649220041261
7.392857142857141,18012024_K4K8Mutant_005,9.82502,1.1733409607594538,809.8164400000001,31.219695941519788,310.17792000000003,13.462800136425509
7.714285714285712,18012024_K4K8Mutant_005,10.982040816326533,1.3260427817943756,838.8566326530611,30.218982645288314,323.6336326530612,15.600030389537759
8.035714285714283,18012024_K4K8Mutant_005,12.125808510638299,1.453151223350918,859.9795319148935,31.73768468670577,332.5983191489362,16.828151268396415
8.357142857142854,18012024_K4K8Mutant_005,12.091673913043481,1.1949830039639284,882.936695652174,31.962984012864588,331.2775652173913,14.484202241331065
8.678571428571425,18012024_K4K8Mutant_005,12.795083333333332,1.344560654150316,866.2035,34.36824304952423,340.33052083333337,16.079699033473325
