 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,5.253,3,3,75,1,1,0,255
2,4.829,2,1,72,2,1,0,255
3,7.490,3,3,92,1,2,0,255
4,6.732,2,1,153,2,2,0,255
5,7.951,3,3,89,1,3,0,255
6,8.369,2,1,237,2,3,0,255
7,8.307,3,3,101,1,4,0,255
8,8.957,2,1,224,2,4,0,255
9,8.225,3,3,100,1,5,0,255
10,9.159,2,1,255,2,5,0,255
11,8.404,3,3,89,1,6,0,255
12,9.250,2,1,227,2,6,0,255
13,8.407,3,3,83,1,7,0,255
14,9.207,2,1,230,2,7,0,255
15,8.635,3,3,93,1,8,0,255
16,9.686,2,1,225,2,8,0,255
17,8.684,3,3,84,1,9,0,255
18,9.794,2,1,245,2,9,0,255
19,8.658,3,3,81,1,10,0,255
20,9.870,2,1,228,2,10,0,255
21,8.819,3,3,103,1,11,0,255
22,10.184,2,1,244,2,11,0,255
23,8.767,3,3,86,1,12,0,255
24,10.095,2,1,211,2,12,0,255
25,8.921,3,3,97,1,13,0,255
26,10.096,2,1,251,2,13,0,255
27,8.935,3,3,91,1,14,0,255
28,10.386,2,1,227,2,14,0,255
29,8.895,3,3,86,1,15,0,255
30,10.493,2,1,224,2,15,0,255
31,9.044,3,3,96,1,16,0,255
32,10.539,2,1,232,2,16,0,255
33,9.100,3,3,98,1,17,0,255
34,10.466,2,1,219,2,17,0,255
35,9.214,3,3,80,1,18,0,255
36,10.664,2,1,234,2,18,0,255
37,9.190,3,3,103,1,19,0,255
38,10.557,2,1,233,2,19,0,255
39,9.261,3,3,97,1,20,0,255
40,10.684,2,1,241,2,20,0,255
41,9.284,3,3,87,1,21,0,255
42,11.018,2,1,226,2,21,0,255
43,9.257,3,3,78,1,22,0,255
44,11.033,2,1,236,2,22,0,255
45,9.494,3,3,98,1,23,0,255
46,11.036,2,1,242,2,23,0,255
47,9.458,3,3,88,1,24,0,255
48,11.119,2,1,252,2,24,0,255
49,9.380,3,3,110,1,25,0,255
50,11.003,2,1,227,2,25,0,255
51,9.439,3,3,85,1,26,0,255
52,11.043,1,1,248,2,26,0,255
53,9.500,3,3,89,1,27,0,255
54,11.091,2,1,239,2,27,0,255
55,9.402,3,3,96,1,28,0,255
56,11.140,1,1,243,2,28,0,255
57,9.550,3,3,77,1,29,0,255
58,11.391,2,1,224,2,29,0,255
59,9.668,3,3,91,1,30,0,255
60,11.329,2,1,240,2,30,0,255
61,9.590,3,3,81,1,31,0,255
62,11.397,2,1,249,2,31,0,255
63,9.676,3,3,109,1,32,0,255
64,11.487,2,1,216,2,32,0,255
65,9.694,3,3,105,1,33,0,255
66,11.583,2,1,220,2,33,0,255
67,9.759,3,3,98,1,34,0,255
68,11.526,2,1,226,2,34,0,255
69,9.694,3,3,85,1,35,0,255
70,11.704,2,1,215,2,35,0,255
71,9.788,3,3,95,1,36,0,255
72,11.611,2,1,208,2,36,0,255
73,9.809,3,3,84,1,37,0,255
74,11.720,2,1,217,2,37,0,255
75,9.731,3,3,90,1,38,0,255
76,11.663,2,1,212,2,38,0,255
77,9.794,3,3,102,1,39,0,255
78,11.828,2,1,211,2,39,0,255
79,9.806,3,3,97,1,40,0,255
80,11.821,2,1,199,2,40,0,255
81,9.795,3,3,78,1,41,0,255
82,11.889,2,1,228,2,41,0,255
83,9.794,3,3,84,1,42,0,255
84,11.767,2,1,229,2,42,0,255
85,10.100,3,3,93,1,43,0,255
86,11.893,2,1,225,2,43,0,255
87,9.897,3,3,127,1,44,0,255
88,11.905,1,1,237,2,44,0,255
89,9.822,3,3,77,1,45,0,255
90,11.785,2,1,224,2,45,0,255
91,9.808,3,3,83,1,46,0,255
92,11.933,2,1,227,2,46,0,255
93,10.035,3,3,96,1,47,0,255
94,12.025,2,1,208,2,47,0,255
95,10.028,3,3,94,1,48,0,255
96,12.122,2,1,211,2,48,0,255
97,10.023,3,3,81,1,49,0,255
98,12.148,2,1,211,2,49,0,255
99,9.998,3,3,91,1,50,0,255
100,12.160,2,1,225,2,50,0,255
101,9.969,3,3,101,1,51,0,255
102,12.365,2,1,203,2,51,0,255
103,10.097,3,3,76,1,52,0,255
104,12.251,2,1,221,2,52,0,255
105,10.136,3,3,96,1,53,0,255
106,12.320,2,1,201,2,53,0,255
107,10.007,3,3,81,1,54,0,255
108,12.300,2,1,205,2,54,0,255
109,9.899,3,3,93,1,55,0,255
110,12.237,2,1,209,2,55,0,255
111,9.954,3,3,105,1,56,0,255
112,12.334,2,1,234,2,56,0,255
113,10.088,3,3,83,1,57,0,255
114,12.428,2,1,199,2,57,0,255
115,10.069,3,3,81,1,58,0,255
116,12.284,2,1,194,2,58,0,255
117,10.227,3,3,95,1,59,0,255
118,12.545,2,1,222,2,59,0,255
119,10.206,3,3,83,1,60,0,255
120,12.649,2,1,223,2,60,0,255
121,10.121,3,3,85,1,61,0,255
122,12.742,2,1,210,2,61,0,255
123,10.282,3,3,89,1,62,0,255
124,12.560,2,1,242,2,62,0,255
125,10.144,3,3,84,1,63,0,255
126,12.588,2,1,208,2,63,0,255
127,10.162,3,3,87,1,64,0,255
128,12.720,2,1,190,2,64,0,255
129,10.234,3,3,79,1,65,0,255
130,12.655,2,1,201,2,65,0,255
131,10.268,3,3,88,1,66,0,255
132,12.630,2,1,197,2,66,0,255
133,10.210,3,3,92,1,67,0,255
134,12.669,2,1,211,2,67,0,255
135,10.194,3,3,87,1,68,0,255
136,12.576,2,1,210,2,68,0,255
137,10.157,3,3,75,1,69,0,255
138,12.683,2,1,204,2,69,0,255
139,10.214,3,3,85,1,70,0,255
140,12.712,2,1,190,2,70,0,255
141,10.167,3,3,87,1,71,0,255
142,12.856,2,1,196,2,71,0,255
143,10.279,3,3,88,1,72,0,255
144,12.798,2,1,215,2,72,0,255
145,10.076,3,3,84,1,73,0,255
146,12.926,2,1,208,2,73,0,255
147,10.454,3,3,75,1,74,0,255
148,12.857,2,1,203,2,74,0,255
149,10.423,3,3,83,1,75,0,255
150,13.015,2,1,191,2,75,0,255
151,10.434,3,3,80,1,76,0,255
152,12.976,2,1,200,2,76,0,255
153,10.255,3,3,88,1,77,0,255
154,12.939,2,1,216,2,77,0,255
155,10.307,3,3,89,1,78,0,255
156,13.023,2,1,210,2,78,0,255
157,10.244,3,3,75,1,79,0,255
158,12.988,2,1,202,2,79,0,255
159,10.498,3,3,80,1,80,0,255
160,13.006,2,1,203,2,80,0,255
161,10.365,3,3,79,1,81,0,255
162,13.015,2,1,196,2,81,0,255
163,10.494,3,3,87,1,82,0,255
164,13.139,2,1,197,2,82,0,255
165,10.458,3,3,87,1,83,0,255
166,13.312,2,1,191,2,83,0,255
167,10.481,3,3,79,1,84,0,255
168,13.293,2,1,199,2,84,0,255
169,10.554,3,3,92,1,85,0,255
170,13.209,2,1,204,2,85,0,255
171,10.658,3,3,87,1,86,0,255
172,13.131,2,1,214,2,86,0,255
173,10.539,3,3,78,1,87,0,255
174,13.327,2,1,227,2,87,0,255
175,10.477,3,3,104,1,88,0,255
176,13.270,2,1,224,2,88,0,255
177,10.565,3,3,93,1,89,0,255
178,13.287,2,1,191,2,89,0,255
179,10.591,3,3,88,1,90,0,255
180,13.364,2,1,203,2,90,0,255
181,10.548,3,3,78,1,91,0,255
182,13.192,2,1,218,2,91,0,255
183,10.635,3,3,78,1,92,0,255
184,13.350,1,1,212,2,92,0,255
185,10.484,3,3,82,1,93,0,255
186,13.537,2,1,202,2,93,0,255
187,10.637,3,3,81,1,94,0,255
188,13.326,2,1,209,2,94,0,255
189,10.718,3,3,87,1,95,0,255
190,13.496,2,1,228,2,95,0,255
191,10.718,3,3,75,1,96,0,255
192,13.578,2,1,201,2,96,0,255
193,10.770,3,3,84,1,97,0,255
194,13.594,2,1,200,2,97,0,255
195,10.726,3,3,83,1,98,0,255
196,13.568,2,1,202,2,98,0,255
197,10.741,3,3,84,1,99,0,255
198,13.579,2,1,212,2,99,0,255
199,10.783,3,3,84,1,100,0,255
200,13.721,2,1,185,2,100,0,255
201,10.568,3,3,79,1,101,0,255
202,13.690,2,1,190,2,101,0,255
203,10.676,3,3,95,1,102,0,255
204,13.708,2,1,206,2,102,0,255
205,10.640,3,3,81,1,103,0,255
206,13.639,2,1,193,2,103,0,255
207,10.761,3,3,108,1,104,0,255
208,13.637,2,1,214,2,104,0,255
209,10.707,3,3,78,1,105,0,255
210,13.742,2,1,210,2,105,0,255
211,10.838,3,3,75,1,106,0,255
212,13.680,2,1,192,2,106,0,255
213,10.696,3,3,81,1,107,0,255
214,13.892,2,1,208,2,107,0,255
215,10.991,3,3,91,1,108,0,255
216,13.763,2,1,215,2,108,0,255
217,10.874,3,3,86,1,109,0,255
218,13.953,2,1,193,2,109,0,255
219,10.822,3,3,84,1,110,0,255
220,13.988,2,1,203,2,110,0,255
221,10.758,3,3,105,1,111,0,255
222,13.840,2,1,231,2,111,0,255
223,10.859,3,3,81,1,112,0,255
224,14.059,2,1,205,2,112,0,255
225,10.894,3,3,82,1,113,0,255
226,14.007,2,1,200,2,113,0,255
227,10.944,3,3,82,1,114,0,255
228,13.985,2,1,206,2,114,0,255
229,11.137,3,3,83,1,115,0,255
230,13.798,2,1,222,2,115,0,255
231,10.719,3,3,84,1,116,0,255
232,13.892,2,1,222,2,116,0,255
233,10.935,3,3,89,1,117,0,255
234,14.068,2,1,232,2,117,0,255
235,10.881,3,3,107,1,118,0,255
236,14.051,2,1,249,2,118,0,255
237,10.939,3,3,78,1,119,0,255
238,14.051,2,1,221,2,119,0,255
239,10.838,3,3,76,1,120,0,255
240,14.168,2,1,222,2,120,0,255
241,10.956,3,3,85,1,121,0,255
242,13.997,2,1,214,2,121,0,255
243,11.049,3,3,79,1,122,0,255
244,14.053,2,1,227,2,122,0,255
245,10.957,3,3,82,1,123,0,255
246,14.110,1,1,221,2,123,0,255
247,10.920,3,3,92,1,124,0,255
248,14.067,2,1,212,2,124,0,255
249,11.106,3,3,77,1,125,0,255
250,14.061,1,1,224,2,125,0,255
251,10.964,3,3,87,1,126,0,255
252,14.246,2,1,238,2,126,0,255
253,10.989,3,3,81,1,127,0,255
254,14.095,2,1,218,2,127,0,255
255,10.919,3,3,85,1,128,0,255
256,14.122,1,1,214,2,128,0,255
257,11.051,3,3,80,1,129,0,255
258,14.044,1,1,192,2,129,0,255
259,11.014,3,3,90,1,130,0,255
260,14.196,2,1,219,2,130,0,255
261,10.976,3,3,79,1,131,0,255
262,14.425,2,1,214,2,131,0,255
263,11.127,3,3,76,1,132,0,255
264,14.349,2,1,214,2,132,0,255
265,11.095,3,3,79,1,133,0,255
266,14.161,1,1,204,2,133,0,255
267,11.045,3,3,74,1,134,0,255
268,14.258,2,1,220,2,134,0,255
269,11.077,3,3,77,1,135,0,255
270,14.325,2,1,213,2,135,0,255
271,11.016,3,3,75,1,136,0,255
272,14.264,2,1,222,2,136,0,255
273,11.192,3,3,82,1,137,0,255
274,14.533,2,1,219,2,137,0,255
275,11.178,3,3,85,1,138,0,255
276,14.534,2,1,221,2,138,0,255
277,11.039,3,3,78,1,139,0,255
278,14.479,2,1,232,2,139,0,255
279,11.046,3,3,76,1,140,0,255
280,14.409,2,1,210,2,140,0,255
281,11.167,3,3,88,1,141,0,255
282,14.468,2,1,212,2,141,0,255
283,11.075,3,3,79,1,142,0,255
284,14.594,2,1,217,2,142,0,255
285,11.303,3,3,74,1,143,0,255
286,14.530,2,1,254,2,143,0,255
287,11.250,3,3,83,1,144,0,255
288,14.493,2,1,224,2,144,0,255
289,11.192,3,3,72,1,145,0,255
290,14.470,2,1,255,2,145,0,255
291,11.217,3,3,81,1,146,0,255
292,14.683,2,1,228,2,146,0,255
293,11.356,3,3,94,1,147,0,255
294,14.540,2,1,204,2,147,0,255
295,11.052,3,3,98,1,148,0,255
296,14.719,2,1,209,2,148,0,255
297,11.245,3,3,87,1,149,0,255
298,14.700,2,1,218,2,149,0,255
299,11.215,3,3,80,1,150,0,255
300,14.797,2,1,223,2,150,0,255
301,11.253,3,3,85,1,151,0,255
302,14.705,2,1,234,2,151,0,255
303,11.263,3,3,82,1,152,0,255
304,14.767,2,1,220,2,152,0,255
305,11.228,3,3,83,1,153,0,255
306,14.890,2,1,234,2,153,0,255
307,11.324,3,3,74,1,154,0,255
308,14.666,1,1,226,2,154,0,255
309,11.332,3,3,85,1,155,0,255
310,14.883,2,1,222,2,155,0,255
311,11.421,3,3,82,1,156,0,255
312,14.831,2,1,211,2,156,0,255
313,11.293,3,3,91,1,157,0,255
314,14.708,2,1,242,2,157,0,255
315,11.308,3,3,74,1,158,0,255
316,14.838,2,1,213,2,158,0,255
317,11.517,3,3,76,1,159,0,255
318,14.818,2,1,237,2,159,0,255
319,11.308,3,3,85,1,160,0,255
320,14.741,2,1,231,2,160,0,255
321,11.266,3,3,81,1,161,0,255
322,14.862,2,1,217,2,161,0,255
323,11.296,3,3,102,1,162,0,255
324,14.996,2,1,241,2,162,0,255
325,11.279,3,3,83,1,163,0,255
326,14.966,2,1,232,2,163,0,255
327,11.374,3,3,89,1,164,0,255
328,15.048,2,1,250,2,164,0,255
329,11.422,3,3,75,1,165,0,255
330,15.060,2,1,236,2,165,0,255
331,11.474,3,3,80,1,166,0,255
332,14.983,1,1,255,2,166,0,255
333,11.499,3,3,85,1,167,0,255
334,15.117,2,1,248,2,167,0,255
335,11.321,3,3,80,1,168,0,255
336,15.120,2,1,232,2,168,0,255
337,11.337,3,3,74,1,169,0,255
338,15.041,2,1,252,2,169,0,255
339,11.360,3,3,83,1,170,0,255
