 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,6.046,3,3,79,1,1,0,255
2,5.485,2,1,114,2,1,0,255
3,7.814,3,3,163,1,2,0,255
4,8.538,2,1,204,2,2,0,255
5,9.930,3,3,156,1,3,0,255
6,11.386,2,1,249,2,3,0,255
7,10.574,3,3,133,1,4,0,255
8,12.325,2,1,255,2,4,0,255
9,11.121,3,3,171,1,5,0,255
10,13.126,2,1,255,2,5,0,255
11,11.461,3,3,184,1,6,0,255
12,13.590,2,1,252,2,6,0,255
13,11.888,3,3,144,1,7,0,255
14,13.699,2,1,255,2,7,0,255
15,12.086,3,3,130,1,8,0,255
16,14.207,2,1,255,2,8,0,255
17,12.412,3,3,170,1,9,0,255
18,14.565,2,1,255,2,9,0,255
19,12.804,3,3,153,1,10,0,255
20,14.735,2,1,255,2,10,0,255
21,12.918,3,3,210,1,11,0,255
22,14.957,2,1,255,2,11,0,255
23,13.195,3,3,173,1,12,0,255
24,15.131,2,1,255,2,12,0,255
25,13.269,3,3,145,1,13,0,255
26,15.319,2,1,255,2,13,0,255
27,13.417,3,3,129,1,14,0,255
28,15.376,2,1,255,2,14,0,255
29,13.737,3,3,148,1,15,0,255
30,15.607,2,1,255,2,15,0,255
31,13.836,3,3,162,1,16,0,255
32,15.911,2,1,255,2,16,0,255
33,14.070,3,3,144,1,17,0,255
34,15.808,2,1,255,2,17,0,255
35,14.119,3,3,152,1,18,0,255
36,16.079,2,1,255,2,18,0,255
37,14.156,3,3,143,1,19,0,255
38,16.172,2,1,255,2,19,0,255
39,14.326,3,3,162,1,20,0,255
40,16.069,2,1,255,2,20,0,255
41,14.580,3,3,147,1,21,0,255
42,16.324,2,1,255,2,21,0,255
43,14.419,3,3,139,1,22,0,255
44,16.317,2,1,255,2,22,0,255
45,14.663,3,3,156,1,23,0,255
46,16.658,2,1,255,2,23,0,255
47,14.887,3,3,137,1,24,0,255
48,16.741,2,1,255,2,24,0,255
49,14.796,3,3,136,1,25,0,255
50,16.755,2,1,255,2,25,0,255
51,15.094,3,3,152,1,26,0,255
52,16.793,2,1,255,2,26,0,255
53,15.038,3,3,148,1,27,0,255
54,16.865,2,1,255,2,27,0,255
55,14.968,3,3,138,1,28,0,255
56,16.815,2,1,255,2,28,0,255
57,15.245,3,3,150,1,29,0,255
58,16.948,2,1,255,2,29,0,255
59,15.328,3,3,145,1,30,0,255
60,17.046,2,1,255,2,30,0,255
61,15.409,3,3,143,1,31,0,255
62,17.220,2,1,255,2,31,0,255
63,15.530,3,3,145,1,32,0,255
64,17.268,2,1,255,2,32,0,255
65,15.541,3,3,152,1,33,0,255
