 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,6.544,3,3,112,1,1,0,255
2,4.768,2,1,125,2,1,0,255
3,8.708,3,3,97,1,2,0,255
4,7.147,2,1,232,2,2,0,255
5,10.108,3,3,102,1,3,0,255
6,8.480,2,1,230,2,3,0,255
7,10.911,3,3,110,1,4,0,255
8,9.019,2,1,255,2,4,0,255
9,11.389,3,3,105,1,5,0,255
10,9.380,2,1,188,2,5,0,255
11,11.789,3,3,118,1,6,0,255
12,9.629,2,1,216,2,6,0,255
13,12.175,3,3,108,1,7,0,255
14,10.043,2,1,220,2,7,0,255
15,12.319,3,3,122,1,8,0,255
16,10.086,2,1,255,2,8,0,255
17,12.557,3,3,115,1,9,0,255
18,10.374,2,1,210,2,9,0,255
19,12.606,3,3,127,1,10,0,255
20,10.416,2,1,235,2,10,0,255
21,12.845,3,3,105,1,11,0,255
22,10.548,2,1,236,2,11,0,255
23,13.067,3,3,124,1,12,0,255
24,10.796,2,1,227,2,12,0,255
25,13.168,3,3,116,1,13,0,255
26,10.928,2,1,227,2,13,0,255
27,13.316,3,3,105,1,14,0,255
28,10.909,2,1,238,2,14,0,255
29,13.263,3,3,109,1,15,0,255
30,10.932,2,1,251,2,15,0,255
31,13.418,3,3,130,1,16,0,255
32,10.887,2,1,255,2,16,0,255
33,13.563,3,3,108,1,17,0,255
34,11.098,2,1,226,2,17,0,255
35,13.469,3,3,104,1,18,0,255
36,11.140,2,1,191,2,18,0,255
37,13.668,3,3,111,1,19,0,255
38,11.231,2,1,218,2,19,0,255
39,13.753,3,3,107,1,20,0,255
40,11.207,2,1,205,2,20,0,255
41,13.838,3,3,124,1,21,0,255
42,11.320,2,1,227,2,21,0,255
43,13.889,3,3,106,1,22,0,255
44,11.474,2,1,219,2,22,0,255
45,13.998,3,3,118,1,23,0,255
46,11.548,2,1,214,2,23,0,255
47,13.827,3,3,111,1,24,0,255
48,11.607,2,1,208,2,24,0,255
49,13.867,3,3,104,1,25,0,255
50,11.588,2,1,197,2,25,0,255
51,14.153,3,3,122,1,26,0,255
52,11.601,2,1,184,2,26,0,255
53,13.875,3,3,101,1,27,0,255
54,11.627,2,1,186,2,27,0,255
55,14.164,3,3,113,1,28,0,255
56,11.600,2,1,198,2,28,0,255
57,14.191,3,3,107,1,29,0,255
58,11.652,2,1,225,2,29,0,255
59,14.379,3,3,107,1,30,0,255
60,11.848,2,1,215,2,30,0,255
61,14.344,3,3,112,1,31,0,255
62,11.988,2,1,217,2,31,0,255
63,14.522,3,3,108,1,32,0,255
64,11.942,2,1,182,2,32,0,255
65,14.425,3,3,106,1,33,0,255
66,11.854,2,1,228,2,33,0,255
67,14.345,3,3,118,1,34,0,255
68,12.148,2,1,207,2,34,0,255
69,14.512,3,3,130,1,35,0,255
70,12.144,2,1,209,2,35,0,255
71,14.572,3,3,125,1,36,0,255
72,12.165,2,1,213,2,36,0,255
73,14.524,3,3,114,1,37,0,255
74,12.288,2,1,194,2,37,0,255
75,14.601,3,3,124,1,38,0,255
76,12.376,2,1,229,2,38,0,255
77,14.803,3,3,101,1,39,0,255
78,12.452,2,1,217,2,39,0,255
79,14.660,3,3,119,1,40,0,255
80,12.473,2,1,250,2,40,0,255
81,14.800,3,3,121,1,41,0,255
82,12.395,2,1,242,2,41,0,255
83,14.694,3,3,116,1,42,0,255
84,12.492,2,1,250,2,42,0,255
85,14.925,3,3,120,1,43,0,255
86,12.633,2,1,255,2,43,0,255
87,14.791,3,3,130,1,44,0,255
88,12.614,2,1,224,2,44,0,255
89,14.999,3,3,128,1,45,0,255
90,12.811,2,1,239,2,45,0,255
91,15.079,3,3,114,1,46,0,255
92,12.837,2,1,235,2,46,0,255
93,15.185,3,3,110,1,47,0,255
94,12.827,2,1,186,2,47,0,255
95,15.113,3,3,117,1,48,0,255
96,12.727,2,1,219,2,48,0,255
97,15.097,3,3,105,1,49,0,255
98,12.897,2,1,228,2,49,0,255
99,15.223,3,3,119,1,50,0,255
100,12.825,2,1,189,2,50,0,255
101,15.304,3,3,105,1,51,0,255
102,13.072,2,1,226,2,51,0,255
103,15.328,3,3,100,1,52,0,255
104,13.146,2,1,236,2,52,0,255
105,15.517,3,3,103,1,53,0,255
106,13.180,2,1,194,2,53,0,255
107,15.626,3,3,126,1,54,0,255
108,13.266,2,1,187,2,54,0,255
109,15.665,3,3,116,1,55,0,255
110,13.174,2,1,190,2,55,0,255
111,15.530,3,3,118,1,56,0,255
112,13.286,2,1,191,2,56,0,255
113,15.669,3,3,109,1,57,0,255
114,13.317,2,1,189,2,57,0,255
115,15.989,3,3,110,1,58,0,255
116,13.324,1,1,201,2,58,0,255
117,15.679,3,3,112,1,59,0,255
118,13.409,2,1,181,2,59,0,255
119,15.719,3,3,103,1,60,0,255
120,13.558,2,1,202,2,60,0,255
121,15.982,3,3,117,1,61,0,255
122,13.481,2,1,244,2,61,0,255
123,15.846,3,3,118,1,62,0,255
124,13.542,2,1,169,2,62,0,255
125,15.945,3,3,119,1,63,0,255
126,13.699,2,1,198,2,63,0,255
127,15.999,3,3,117,1,64,0,255
128,13.630,2,1,171,2,64,0,255
129,16.079,3,3,125,1,65,0,255
130,13.629,2,1,223,2,65,0,255
131,16.041,3,3,129,1,66,0,255
132,13.936,2,1,184,2,66,0,255
133,16.134,3,3,109,1,67,0,255
134,13.887,2,1,189,2,67,0,255
135,16.333,3,3,122,1,68,0,255
136,14.026,2,1,191,2,68,0,255
137,16.113,3,3,108,1,69,0,255
138,14.015,2,1,200,2,69,0,255
139,16.086,3,3,117,1,70,0,255
140,13.916,2,1,222,2,70,0,255
141,16.384,3,3,120,1,71,0,255
142,14.003,2,1,202,2,71,0,255
143,16.318,3,3,130,1,72,0,255
144,14.170,2,1,190,2,72,0,255
145,16.195,3,3,120,1,73,0,255
146,14.146,2,1,202,2,73,0,255
147,16.414,3,3,126,1,74,0,255
148,14.245,2,1,175,2,74,0,255
149,16.539,3,3,135,1,75,0,255
150,14.260,2,1,184,2,75,0,255
151,16.342,3,3,118,1,76,0,255
152,14.365,2,1,173,2,76,0,255
153,16.584,3,3,116,1,77,0,255
154,14.344,2,1,195,2,77,0,255
155,16.631,3,3,122,1,78,0,255
156,14.432,2,1,206,2,78,0,255
157,16.592,3,3,107,1,79,0,255
158,14.518,2,1,183,2,79,0,255
159,16.505,3,3,113,1,80,0,255
