 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,3.794,3,3,40,1,1,0,255
2,3.035,2,1,30,2,1,0,255
3,4.072,3,3,49,1,2,0,255
4,4.467,2,1,131,2,2,0,255
5,4.259,3,3,41,1,3,0,255
6,5.730,2,1,155,2,3,0,255
7,4.432,3,3,51,1,4,0,255
8,6.165,2,1,168,2,4,0,255
9,4.477,3,3,57,1,5,0,255
10,6.386,2,1,206,2,5,0,255
11,4.550,3,3,43,1,6,0,255
12,6.683,2,1,242,2,6,0,255
13,4.605,3,3,50,1,7,0,255
14,6.901,2,1,186,2,7,0,255
15,4.659,3,3,61,1,8,0,255
16,6.861,2,1,198,2,8,0,255
17,4.685,3,3,51,1,9,0,255
18,7.010,2,1,213,2,9,0,255
19,4.605,3,3,47,1,10,0,255
20,7.079,2,1,205,2,10,0,255
21,4.696,3,3,43,1,11,0,255
22,7.195,2,1,175,2,11,0,255
23,4.788,3,3,48,1,12,0,255
24,7.210,2,1,202,2,12,0,255
25,4.768,3,3,40,1,13,0,255
26,7.447,2,1,175,2,13,0,255
27,4.828,3,3,50,1,14,0,255
28,7.500,2,1,173,2,14,0,255
29,4.830,3,3,61,1,15,0,255
30,7.549,2,1,171,2,15,0,255
31,4.826,3,3,43,1,16,0,255
32,7.477,2,1,186,2,16,0,255
33,4.884,3,3,46,1,17,0,255
34,7.562,2,1,157,2,17,0,255
35,4.875,3,3,45,1,18,0,255
36,7.577,2,1,190,2,18,0,255
37,4.992,3,3,65,1,19,0,255
38,7.708,2,1,154,2,19,0,255
39,4.877,3,3,44,1,20,0,255
40,7.790,2,1,166,2,20,0,255
41,4.935,3,3,56,1,21,0,255
42,7.844,2,1,165,2,21,0,255
43,4.968,3,3,46,1,22,0,255
44,7.878,2,1,170,2,22,0,255
45,4.953,3,3,45,1,23,0,255
46,8.040,2,1,149,2,23,0,255
47,4.939,3,3,56,1,24,0,255
48,8.004,2,1,167,2,24,0,255
49,4.961,3,3,54,1,25,0,255
50,8.148,2,1,185,2,25,0,255
51,5.052,3,3,41,1,26,0,255
52,8.191,2,1,187,2,26,0,255
53,5.047,3,3,52,1,27,0,255
54,8.145,2,1,205,2,27,0,255
55,5.033,3,3,51,1,28,0,255
56,8.312,2,1,192,2,28,0,255
57,5.057,3,3,45,1,29,0,255
58,8.180,2,1,169,2,29,0,255
59,5.097,3,3,50,1,30,0,255
60,8.141,2,1,174,2,30,0,255
61,5.049,3,3,49,1,31,0,255
62,8.443,2,1,181,2,31,0,255
63,5.035,3,3,43,1,32,0,255
64,8.321,2,1,164,2,32,0,255
65,5.144,3,3,48,1,33,0,255
66,8.402,2,1,164,2,33,0,255
67,5.122,3,3,44,1,34,0,255
68,8.378,2,1,160,2,34,0,255
69,5.095,3,3,49,1,35,0,255
70,8.487,2,1,172,2,35,0,255
71,5.136,3,3,43,1,36,0,255
72,8.607,2,1,167,2,36,0,255
73,5.135,3,3,44,1,37,0,255
74,8.583,2,1,161,2,37,0,255
75,5.122,3,3,46,1,38,0,255
76,8.513,2,1,158,2,38,0,255
77,5.189,3,3,42,1,39,0,255
78,8.610,2,1,178,2,39,0,255
79,5.229,3,3,46,1,40,0,255
80,8.515,2,1,149,2,40,0,255
81,5.253,3,3,45,1,41,0,255
82,8.649,2,1,185,2,41,0,255
83,5.177,3,3,41,1,42,0,255
84,8.703,2,1,186,2,42,0,255
85,5.222,3,3,49,1,43,0,255
86,8.720,2,1,175,2,43,0,255
87,5.365,3,3,50,1,44,0,255
88,8.922,2,1,166,2,44,0,255
89,5.273,3,3,48,1,45,0,255
90,8.828,2,1,175,2,45,0,255
91,5.250,3,3,42,1,46,0,255
92,8.715,2,1,181,2,46,0,255
93,5.313,3,3,45,1,47,0,255
94,8.885,2,1,171,2,47,0,255
95,5.256,3,3,41,1,48,0,255
96,8.771,2,1,171,2,48,0,255
97,5.351,3,3,49,1,49,0,255
98,8.913,2,1,185,2,49,0,255
99,5.370,3,3,50,1,50,0,255
100,8.875,2,1,194,2,50,0,255
101,5.339,3,3,46,1,51,0,255
102,8.975,2,1,184,2,51,0,255
103,5.361,3,3,48,1,52,0,255
104,9.021,2,1,180,2,52,0,255
105,5.377,3,3,49,1,53,0,255
106,9.055,2,1,173,2,53,0,255
107,5.346,3,3,40,1,54,0,255
108,8.958,2,1,166,2,54,0,255
109,5.404,3,3,60,1,55,0,255
110,9.053,2,1,180,2,55,0,255
111,5.434,3,3,56,1,56,0,255
112,9.202,2,1,161,2,56,0,255
113,5.491,3,3,51,1,57,0,255
114,9.206,2,1,159,2,57,0,255
115,5.405,3,3,45,1,58,0,255
116,9.346,2,1,169,2,58,0,255
117,5.511,3,3,44,1,59,0,255
118,9.239,2,1,156,2,59,0,255
119,5.502,3,3,45,1,60,0,255
120,9.252,2,1,180,2,60,0,255
121,5.525,3,3,51,1,61,0,255
122,9.120,2,1,174,2,61,0,255
123,5.428,3,3,46,1,62,0,255
124,9.216,2,1,188,2,62,0,255
125,5.413,3,3,56,1,63,0,255
126,9.286,2,1,166,2,63,0,255
127,5.534,3,3,53,1,64,0,255
128,9.295,2,1,171,2,64,0,255
129,5.443,3,3,41,1,65,0,255
130,9.369,2,1,184,2,65,0,255
131,5.548,3,3,52,1,66,0,255
132,9.393,2,1,178,2,66,0,255
133,5.667,3,3,47,1,67,0,255
134,9.381,2,1,182,2,67,0,255
135,5.529,3,3,54,1,68,0,255
136,9.466,2,1,189,2,68,0,255
137,5.588,3,3,46,1,69,0,255
138,9.294,2,1,179,2,69,0,255
139,5.500,3,3,41,1,70,0,255
140,9.373,2,1,176,2,70,0,255
141,5.528,3,3,46,1,71,0,255
142,9.609,2,1,176,2,71,0,255
143,5.634,3,3,54,1,72,0,255
144,9.485,2,1,180,2,72,0,255
145,5.568,3,3,55,1,73,0,255
146,9.232,1,1,164,2,73,0,255
147,5.568,3,3,48,1,74,0,255
148,9.516,2,1,168,2,74,0,255
149,5.617,3,3,55,1,75,0,255
150,9.636,2,1,156,2,75,0,255
151,5.559,3,3,49,1,76,0,255
152,9.454,2,1,195,2,76,0,255
153,5.610,3,3,45,1,77,0,255
154,9.401,1,1,154,2,77,0,255
155,5.596,3,3,47,1,78,0,255
156,9.439,2,1,151,2,78,0,255
157,5.565,3,3,52,1,79,0,255
158,9.481,2,1,176,2,79,0,255
159,5.525,3,3,59,1,80,0,255
160,9.566,2,1,168,2,80,0,255
161,5.651,3,3,50,1,81,0,255
162,9.524,2,1,155,2,81,0,255
163,5.597,3,3,49,1,82,0,255
164,9.771,2,1,180,2,82,0,255
165,5.603,3,3,50,1,83,0,255
166,9.692,2,1,174,2,83,0,255
167,5.676,3,3,46,1,84,0,255
168,9.616,2,1,165,2,84,0,255
169,5.669,3,3,55,1,85,0,255
170,9.766,2,1,165,2,85,0,255
171,5.745,3,3,49,1,86,0,255
172,9.701,2,1,187,2,86,0,255
173,5.776,3,3,47,1,87,0,255
174,9.961,2,1,163,2,87,0,255
175,5.663,3,3,51,1,88,0,255
176,9.776,2,1,166,2,88,0,255
177,5.672,3,3,45,1,89,0,255
178,9.853,2,1,175,2,89,0,255
179,5.690,3,3,46,1,90,0,255
180,9.787,2,1,160,2,90,0,255
181,5.697,3,3,47,1,91,0,255
182,9.866,2,1,173,2,91,0,255
183,5.721,3,3,46,1,92,0,255
