 ,Mean,Mode,Min,Max,Ch,Frame,MinThr,MaxThr
1,4.921,3,3,68,1,1,0,255
2,3.987,2,1,49,2,1,0,255
3,6.501,3,3,116,1,2,0,255
4,5.529,2,1,107,2,2,0,255
5,8.019,3,3,106,1,3,0,255
6,7.163,2,1,109,2,3,0,255
7,8.458,3,3,107,1,4,0,255
8,7.783,2,1,113,2,4,0,255
9,8.850,3,3,125,1,5,0,255
10,8.045,2,1,123,2,5,0,255
11,9.035,3,3,103,1,6,0,255
12,8.316,2,1,119,2,6,0,255
13,9.279,3,3,115,1,7,0,255
14,8.475,2,1,110,2,7,0,255
15,9.550,3,3,113,1,8,0,255
16,8.865,2,1,133,2,8,0,255
17,9.668,3,3,116,1,9,0,255
18,8.938,2,1,121,2,9,0,255
19,9.819,3,3,121,1,10,0,255
20,9.269,2,1,124,2,10,0,255
21,9.952,3,3,133,1,11,0,255
22,9.360,2,1,127,2,11,0,255
23,10.112,3,3,107,1,12,0,255
24,9.490,2,1,120,2,12,0,255
25,10.187,3,3,106,1,13,0,255
26,9.729,2,1,116,2,13,0,255
27,10.250,3,3,94,1,14,0,255
28,9.858,2,1,137,2,14,0,255
29,10.244,3,3,106,1,15,0,255
30,9.921,2,1,121,2,15,0,255
31,10.448,3,3,102,1,16,0,255
32,10.118,2,1,123,2,16,0,255
33,10.452,3,3,90,1,17,0,255
34,10.317,2,1,126,2,17,0,255
35,10.687,3,3,108,1,18,0,255
36,10.305,2,1,119,2,18,0,255
37,10.677,3,3,96,1,19,0,255
38,10.392,2,1,119,2,19,0,255
39,10.621,3,3,93,1,20,0,255
40,10.407,2,1,141,2,20,0,255
41,10.750,3,3,104,1,21,0,255
42,10.533,2,1,134,2,21,0,255
43,10.836,3,3,95,1,22,0,255
44,10.487,2,1,152,2,22,0,255
45,10.893,3,3,92,1,23,0,255
46,10.618,2,1,134,2,23,0,255
47,10.882,3,3,87,1,24,0,255
48,10.603,2,1,133,2,24,0,255
49,10.884,3,3,94,1,25,0,255
50,10.871,2,1,126,2,25,0,255
51,10.957,3,3,102,1,26,0,255
52,10.927,2,1,142,2,26,0,255
53,11.178,3,3,93,1,27,0,255
54,10.999,2,1,139,2,27,0,255
55,11.194,3,3,90,1,28,0,255
56,11.274,2,1,130,2,28,0,255
57,11.192,3,3,85,1,29,0,255
58,11.076,2,1,126,2,29,0,255
59,11.365,3,3,108,1,30,0,255
60,11.224,2,1,133,2,30,0,255
61,11.242,3,3,84,1,31,0,255
62,11.183,2,1,136,2,31,0,255
63,11.461,3,3,90,1,32,0,255
64,11.407,2,1,136,2,32,0,255
65,11.519,3,3,94,1,33,0,255
66,11.473,2,1,124,2,33,0,255
67,11.363,3,3,93,1,34,0,255
68,11.501,2,1,129,2,34,0,255
69,11.568,3,3,87,1,35,0,255
70,11.563,2,1,125,2,35,0,255
71,11.586,3,3,90,1,36,0,255
72,11.661,2,1,141,2,36,0,255
73,11.518,3,3,91,1,37,0,255
74,11.571,2,1,139,2,37,0,255
75,11.513,3,3,97,1,38,0,255
76,11.789,2,1,133,2,38,0,255
77,11.563,3,3,110,1,39,0,255
78,11.846,2,1,123,2,39,0,255
79,11.754,3,3,103,1,40,0,255
80,12.012,2,1,128,2,40,0,255
81,11.701,3,3,83,1,41,0,255
82,12.130,2,1,112,2,41,0,255
83,11.701,3,3,97,1,42,0,255
84,12.195,2,1,110,2,42,0,255
85,11.768,3,3,100,1,43,0,255
86,12.300,2,1,125,2,43,0,255
87,11.954,3,3,100,1,44,0,255
88,12.426,2,1,131,2,44,0,255
89,11.783,3,3,103,1,45,0,255
90,12.464,2,1,145,2,45,0,255
91,11.902,3,3,87,1,46,0,255
92,12.268,2,1,134,2,46,0,255
93,11.933,3,3,96,1,47,0,255
94,12.361,2,1,137,2,47,0,255
95,11.934,3,3,88,1,48,0,255
96,12.681,2,1,142,2,48,0,255
97,12.048,3,3,90,1,49,0,255
98,12.642,2,1,115,2,49,0,255
99,12.061,3,3,96,1,50,0,255
100,12.621,2,1,148,2,50,0,255
101,12.059,3,3,102,1,51,0,255
102,12.718,2,1,132,2,51,0,255
103,12.058,3,3,109,1,52,0,255
104,12.729,2,1,124,2,52,0,255
105,12.101,3,3,83,1,53,0,255
106,12.687,2,1,124,2,53,0,255
107,12.006,3,3,90,1,54,0,255
108,12.932,2,1,131,2,54,0,255
109,12.190,3,3,94,1,55,0,255
110,13.050,2,1,121,2,55,0,255
111,12.119,3,3,87,1,56,0,255
112,13.033,2,1,138,2,56,0,255
113,12.369,3,3,90,1,57,0,255
114,13.096,2,1,152,2,57,0,255
115,12.404,3,3,95,1,58,0,255
116,13.345,2,1,137,2,58,0,255
117,12.556,3,3,89,1,59,0,255
118,13.312,2,1,135,2,59,0,255
119,12.461,3,3,90,1,60,0,255
120,13.556,2,1,139,2,60,0,255
121,12.394,3,3,90,1,61,0,255
122,13.401,2,1,130,2,61,0,255
123,12.526,3,3,89,1,62,0,255
124,13.523,2,1,148,2,62,0,255
125,12.376,3,3,97,1,63,0,255
126,13.807,2,1,142,2,63,0,255
127,12.598,3,3,86,1,64,0,255
128,13.712,2,1,146,2,64,0,255
129,12.619,3,3,87,1,65,0,255
130,13.583,2,1,131,2,65,0,255
131,12.676,3,3,93,1,66,0,255
132,13.744,2,1,125,2,66,0,255
133,12.637,3,3,90,1,67,0,255
134,13.814,2,1,137,2,67,0,255
135,12.593,3,3,105,1,68,0,255
136,13.958,2,1,149,2,68,0,255
137,12.581,3,3,93,1,69,0,255
138,14.036,2,1,147,2,69,0,255
139,12.461,3,3,91,1,70,0,255
140,14.105,2,1,142,2,70,0,255
141,12.765,3,3,121,1,71,0,255
142,14.133,2,1,136,2,71,0,255
143,12.922,3,3,97,1,72,0,255
144,14.213,2,1,142,2,72,0,255
145,12.959,3,3,109,1,73,0,255
146,14.257,2,1,151,2,73,0,255
147,12.869,3,3,96,1,74,0,255
148,14.461,2,1,133,2,74,0,255
149,12.897,3,3,107,1,75,0,255
150,14.422,2,1,139,2,75,0,255
151,12.832,3,3,108,1,76,0,255
152,14.562,2,1,152,2,76,0,255
153,12.756,3,3,96,1,77,0,255
154,14.586,2,1,134,2,77,0,255
155,12.939,3,3,89,1,78,0,255
156,14.734,2,1,142,2,78,0,255
157,12.968,3,3,92,1,79,0,255
158,14.648,2,1,146,2,79,0,255
159,12.919,3,3,93,1,80,0,255
160,14.839,2,1,124,2,80,0,255
161,13.163,3,3,89,1,81,0,255
162,14.997,2,1,155,2,81,0,255
163,13.174,3,3,92,1,82,0,255
164,15.214,2,1,157,2,82,0,255
165,13.113,3,3,90,1,83,0,255
166,14.995,2,1,160,2,83,0,255
167,13.058,3,3,100,1,84,0,255
168,14.948,2,1,143,2,84,0,255
169,13.416,3,3,119,1,85,0,255
170,14.920,2,1,148,2,85,0,255
171,13.230,3,3,85,1,86,0,255
172,15.086,2,1,159,2,86,0,255
173,13.373,3,3,100,1,87,0,255
174,15.268,2,1,152,2,87,0,255
175,13.212,3,3,83,1,88,0,255
176,15.513,2,1,138,2,88,0,255
177,13.424,3,3,92,1,89,0,255
178,15.535,2,1,140,2,89,0,255
179,13.578,3,3,104,1,90,0,255
180,15.633,2,1,144,2,90,0,255
181,13.388,3,3,98,1,91,0,255
182,15.745,2,1,147,2,91,0,255
183,13.535,3,3,102,1,92,0,255
184,15.697,2,1,150,2,92,0,255
185,13.499,3,3,92,1,93,0,255
186,15.643,2,1,127,2,93,0,255
187,13.479,3,3,108,1,94,0,255
188,15.734,2,1,150,2,94,0,255
189,13.242,3,3,100,1,95,0,255
190,15.696,2,1,136,2,95,0,255
191,13.672,3,3,105,1,96,0,255
192,15.746,2,1,152,2,96,0,255
193,13.576,3,3,97,1,97,0,255
194,15.759,2,1,133,2,97,0,255
195,13.632,3,3,111,1,98,0,255
196,15.948,2,1,144,2,98,0,255
197,13.560,3,3,111,1,99,0,255
198,15.836,2,1,164,2,99,0,255
199,13.594,3,3,109,1,100,0,255
200,15.895,2,1,136,2,100,0,255
201,13.853,3,3,101,1,101,0,255
202,16.124,2,1,133,2,101,0,255
203,13.750,3,3,107,1,102,0,255
204,16.208,2,1,137,2,102,0,255
205,13.844,3,3,90,1,103,0,255
206,16.145,2,1,127,2,103,0,255
207,13.939,3,3,87,1,104,0,255
208,16.204,2,1,136,2,104,0,255
209,13.890,3,3,109,1,105,0,255
210,16.294,2,1,149,2,105,0,255
211,13.937,3,3,95,1,106,0,255
212,16.318,2,1,153,2,106,0,255
213,13.935,3,3,91,1,107,0,255
214,16.486,2,1,124,2,107,0,255
215,14.036,3,3,93,1,108,0,255
216,16.358,2,1,149,2,108,0,255
217,13.971,3,3,103,1,109,0,255
218,16.435,2,1,135,2,109,0,255
219,13.934,3,3,104,1,110,0,255
220,16.529,2,1,119,2,110,0,255
221,14.144,3,3,93,1,111,0,255
222,16.634,2,1,167,2,111,0,255
223,14.151,3,3,94,1,112,0,255
224,16.622,2,1,127,2,112,0,255
225,14.254,3,3,98,1,113,0,255
226,16.660,2,1,135,2,113,0,255
227,14.240,3,3,103,1,114,0,255
228,16.810,2,1,131,2,114,0,255
229,14.282,3,3,100,1,115,0,255
230,17.059,2,1,138,2,115,0,255
231,14.359,3,3,91,1,116,0,255
232,17.075,2,1,135,2,116,0,255
233,14.421,3,3,108,1,117,0,255
234,17.178,2,1,150,2,117,0,255
235,14.369,3,3,105,1,118,0,255
236,17.204,2,1,167,2,118,0,255
237,14.319,3,3,102,1,119,0,255
238,17.119,2,1,155,2,119,0,255
239,14.420,3,3,146,1,120,0,255
240,17.213,2,1,151,2,120,0,255
241,14.473,3,3,97,1,121,0,255
242,17.221,2,1,139,2,121,0,255
243,14.625,3,3,100,1,122,0,255
244,17.287,2,1,140,2,122,0,255
245,14.568,3,3,89,1,123,0,255
246,17.428,2,1,151,2,123,0,255
247,14.790,3,3,98,1,124,0,255
248,17.532,2,1,153,2,124,0,255
249,14.596,3,3,99,1,125,0,255
250,17.422,2,1,147,2,125,0,255
251,14.749,3,3,87,1,126,0,255
252,17.627,2,1,176,2,126,0,255
253,14.704,3,3,99,1,127,0,255
254,17.444,2,1,164,2,127,0,255
255,14.772,3,3,97,1,128,0,255
256,17.728,2,1,128,2,128,0,255
257,14.769,3,3,95,1,129,0,255
258,17.847,2,1,142,2,129,0,255
259,14.610,3,3,101,1,130,0,255
260,17.824,2,1,146,2,130,0,255
261,14.872,3,3,123,1,131,0,255
262,17.860,2,1,156,2,131,0,255
263,14.878,3,3,100,1,132,0,255
264,17.787,2,1,161,2,132,0,255
265,14.880,3,3,101,1,133,0,255
266,18.095,2,1,133,2,133,0,255
267,15.038,3,3,112,1,134,0,255
268,18.076,2,1,129,2,134,0,255
269,14.873,3,3,98,1,135,0,255
270,18.111,2,1,135,2,135,0,255
271,14.975,3,3,84,1,136,0,255
272,18.140,2,1,154,2,136,0,255
273,14.939,3,3,105,1,137,0,255
274,18.191,2,1,140,2,137,0,255
275,15.153,3,3,107,1,138,0,255
276,18.254,2,1,130,2,138,0,255
277,15.026,3,3,83,1,139,0,255
278,18.327,2,1,143,2,139,0,255
279,14.974,3,3,102,1,140,0,255
280,18.278,2,1,142,2,140,0,255
281,14.905,3,3,117,1,141,0,255
282,18.285,2,1,124,2,141,0,255
283,14.950,3,3,105,1,142,0,255
284,18.355,2,1,159,2,142,0,255
285,15.037,3,3,107,1,143,0,255
286,18.532,2,1,134,2,143,0,255
287,15.190,3,3,98,1,144,0,255
288,18.284,2,1,126,2,144,0,255
289,14.974,3,3,109,1,145,0,255
290,18.459,2,1,119,2,145,0,255
291,15.327,3,3,115,1,146,0,255
292,18.647,2,1,120,2,146,0,255
293,15.201,3,3,98,1,147,0,255
294,18.605,2,1,118,2,147,0,255
295,15.429,3,3,104,1,148,0,255
