PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 5, filenames: A:[5]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[6]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.097409487,6.490888596,1
47,65,-1.724337697,-0.1194804013,1
47,97,-2.200895309,0.6449787617,1
47,129,-0.9178411961,-0.2219939232,1
47,161,-0.8235601187,-1.051424742,1
47,193,-1.765094399,-0.7499651909,1
47,225,-10.43123531,5.447806358,1
47,257,-13.36370277,-13.56474304,1
47,289,0.2626618147,-5.349834442,1
47,321,0.440389514,-0.8309402466,1
47,353,-8.503765106,5.563099384,1
47,385,-2.898581743,0.07158499956,1
47,417,-0.4472578466,-0.8901551962,1
47,449,0.02361357212,-1.153437614,1
47,481,-0.1831746101,-0.4061840773,1
47,513,-2.346659422,-2.18113637,1
47,545,0.5120638609,-1.326409459,1
47,577,1.127157927,-1.44133544,1
47,609,1.705664635,-0.6876978874,1
47,641,1.827349901,-0.2095397711,1
47,673,1.123904467,-0.9039565325,1
47,705,-0.1290314198,-0.970007062,1
47,737,0.1957546473,0.321017921,1
47,769,1.394128799,1.320346832,1
47,801,4.950828552,1.706283569,1
47,833,5.823587418,0.06887996197,1
47,865,2.075857639,-2.381391287,1
47,897,0.1153044701,-0.9093387127,1
47,929,2.216911316,1.591305971,1
47,961,5.406931877,2.465101719,1
47,993,3.427904129,1.397178411,1
47,1025,2.274167061,-0.4107029438,1
47,1057,1.188707352,-2.142043591,1
47,1089,4.911759377,-1.610156536,1
47,1121,8.055463791,-0.824906826,1
47,1153,7.664320469,0.2281992435,1
47,1185,7.332069397,0.09519207478,1
47,1217,8.234856606,-1.697646856,1
47,1249,7.547473907,-2.484856606,1
47,1281,6.325750351,-4.242006302,1
47,1313,7.069613457,-3.651141644,1
47,1345,5.497829914,-2.650856018,1
47,1377,3.937768459,-3.626059532,1
47,1409,2.43251276,-4.164925575,1
47,1441,1.624589682,-3.324246407,1
47,1473,0.8895895481,-0.8205323219,1
47,1505,0.773668766,-1.59988606,1
47,1537,0.9814343452,-0.6822831631,1
47,1569,0.6913659573,0.8723590374,1
47,1601,-0.4549175799,0.4844608307,1
47,1633,-0.2951939106,-0.3657898903,1
47,1665,-0.2530498505,-0.3721448183,1
47,1697,-0.4824202061,-0.6545807123,1
47,1729,0.0398671627,-1.261568189,1
47,1761,0.07605159283,-1.853060961,1
47,1793,-1.664968014,-2.40913105,1
47,1825,-1.200376034,-1.214177132,1
47,1857,-1.020262599,-3.99932003,1
47,1889,-0.3017406464,-1.346654654,1
47,1921,-0.1243368387,-0.1386633813,1
47,1953,0.1242845654,0.04480496049,1
47,1985,0.3978886008,0.05110523105,1
47,2017,-0.2510683537,-0.572142005,1
79,33,-0.1333709955,2.118103981,1
79,65,-0.9544897079,0.5805908442,1
79,97,-1.261189222,-0.08178627491,1
79,129,-0.9698545337,0.3119490147,1
79,161,-0.6928582191,-0.05702483654,1
79,193,-0.582650125,-0.3428605795,1
79,225,-0.6156374216,-1.440479875,1
79,257,-0.2740064263,-2.196146011,1
79,289,0.5422190428,-1.688273907,1
79,321,1.188661814,-1.439490557,1
79,353,-0.2085317522,-1.24724102,1
79,385,17.96106148,-0.9431327581,1
79,417,-1.840076566,-2.552620888,1
79,449,-0.3739572763,-1.264009237,1
79,481,-0.2867732644,-0.3637117147,1
79,513,-0.08342890441,-1.895829558,1
79,545,0.4713006914,-0.6210148931,1
79,577,0.7857443094,-0.2456462383,1
79,609,0.6141548753,-0.4261433482,1
79,641,0.7329432964,-0.2795789242,1
79,673,1.181922317,-0.5288497806,1
79,705,1.099358797,-0.1797459126,1
79,737,0.8698993921,0.4511135221,1
79,769,2.204507351,1.236300826,1
79,801,3.90136528,0.1004626751,1
79,833,5.909921646,-3.841256618,1
79,865,4.8061409,-4.796383381,1
79,897,4.492723942,-2.568056583,1
79,929,5.543596745,0.2770794034,1
79,961,7.243581772,1.392191291,1
79,993,1.359782219,0.6418034434,1
79,1025,1.756169319,-0.2454078197,1
79,1057,1.883701324,-1.696912766,1
