PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 66, filenames: A:[66]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[67]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.509336472,7.344908714,1
47,65,1.137226343,-0.8216304779,1
47,97,0.8151887059,-3.924914837,1
47,129,0.9274190664,-4.389626503,1
47,161,1.830678463,-3.089711666,1
47,193,2.510363579,-1.46047461,1
47,225,1.424947262,-0.7581769228,1
47,257,0.5123666525,-0.2943277359,1
47,289,0.4187889099,0.3374060392,1
47,321,-0.09199714661,0.7332670689,1
47,353,18.78270721,-5.926390648,1
47,385,-0.1154512763,0.2576701045,1
47,417,-0.9315100312,-0.7016752362,1
47,449,-0.498120755,-1.609260917,1
47,481,-0.2459823787,-0.8947553635,1
47,513,-0.4904115498,0.1551046073,1
47,545,-0.07367953658,-0.1570994109,1
47,577,-0.2825721204,-0.07737261057,1
47,609,-0.5229183435,-0.1636189669,1
47,641,-0.9793426394,-0.2679696977,1
47,673,-1.430554628,-0.4217242002,1
47,705,-1.532835245,0.520614028,1
47,737,-2.060298681,0.9003292322,1
47,769,-2.510835409,-0.2128688097,1
47,801,-1.493955255,-1.622990131,1
47,833,-0.04744586349,-0.388001889,1
47,865,0.2710878253,-0.1293140054,1
47,897,0.3365769386,-0.05608150363,1
47,929,0.5890353918,-0.4494198263,1
47,961,0.3551911712,-0.9847337008,1
47,993,0.09859003127,-1.128760219,1
47,1025,-0.1439794898,-1.462714672,1
47,1057,-0.548291564,-2.160954475,1
47,1089,-1.158156872,-3.732959509,1
47,1121,-0.1229080111,-4.126125813,1
47,1153,-0.5946425796,-3.290147781,1
47,1185,-0.6848627925,-3.239761829,1
47,1217,-0.01418298483,-2.677400351,1
47,1249,-0.2072334886,-0.3511412144,1
47,1281,-1.420496941,1.721603274,1
47,1313,-2.141593456,0.816788435,1
47,1345,-2.145501375,-0.2246387005,1
47,1377,-2.137875795,-0.4668645859,1
47,1409,-2.183610439,0.002996593714,1
47,1441,-2.383980274,-0.2069749981,1
47,1473,-0.7733697891,-0.4461038113,1
47,1505,0.4869592488,-0.4288586378,1
47,1537,0.5880877972,-0.7421017289,1
47,1569,-0.1403287053,-1.141854644,1
47,1601,-0.2951607108,-1.120485902,1
47,1633,1.890290141,0.523886919,1
47,1665,3.242745876,1.839197993,1
47,1697,0.2581031919,0.2193074822,1
47,1729,-0.4361118674,-0.4787151814,1
47,1761,-0.5782862306,-1.639549017,1
47,1793,-0.4788162708,-1.610090375,1
47,1825,0.07022929192,-0.9995149374,1
47,1857,0.4382021427,-0.1670986116,1
47,1889,-0.06517016888,-0.1343188882,1
47,1921,0.2378023863,-0.6941355467,1
47,1953,0.6102312207,-0.9697574377,1
47,1985,0.3492164612,-1.017155886,1
47,2017,0.4387748241,-0.169728756,1
79,33,0.4507858753,4.725451469,1
79,65,0.6149786711,-0.3069472909,1
79,97,0.5610382557,-2.593570709,1
79,129,0.8885922432,-3.188598633,1
79,161,1.263439775,-2.854507685,1
79,193,1.447872877,-1.823914528,1
79,225,0.8479864597,-0.6667941809,1
79,257,0.1974354684,-0.219476372,1
79,289,-0.2481987178,-0.01100571454,1
79,321,-0.1803585291,-0.1606619656,1
79,353,-0.3174225092,-0.1684070975,1
79,385,-1.273116112,-0.002157881856,1
79,417,-0.6366205215,-0.1028032452,1
79,449,-0.2220915258,0.3394787014,1
79,481,-0.4804151952,0.8722581863,1
79,513,-1.278543949,1.654303789,1
79,545,0.3240952492,0.6407179832,1
79,577,0.1519123167,0.4146443009,1
79,609,-0.1136808395,0.1167773679,1
79,641,-0.7168338299,-0.4863447845,1
79,673,-0.8317520022,-1.078989863,1
79,705,-1.123707056,-0.7598454356,1
79,737,-2.750001907,-0.1017848849,1
79,769,-3.371970177,-0.5970408916,1
79,801,-1.725243926,-1.200293422,1
79,833,-0.9694905877,-0.2656099796,1
79,865,-0.1644410491,0.2166808546,1
79,897,0.4492075443,0.2078536153,1
79,929,0.7422101498,-0.3918450177,1
79,961,0.3745395243,-1.264775038,1
79,993,0.2860445976,-1.676024795,1
79,1025,0.2421248257,-1.286961675,1
79,1057,-0.3011234999,-1.815913439,1
79,1089,-0.5139806867,-4.328365326,1
79,1121,-0.529607296,-3.689799309,1
79,1153,-0.1772451997,-2.932928324,1
79,1185,-0.2320272326,-3.077864647,1
79,1217,-0.2556430697,-2.642422676,1
79,1249,-0.4303919077,-1.157277822,1
79,1281,-0.9388371706,-0.1470272541,1
