PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 55, filenames: A:[55]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[56]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5155882835,2.033013344,1
47,65,-1.598251343,-2.190477133,1
47,97,-1.100681543,-2.353650093,1
47,129,-0.3444964886,-3.758605003,1
47,161,0.9024404287,-4.432258606,1
47,193,1.495187283,-4.608011246,1
47,225,-1.970136762,-5.683094025,1
47,257,-1.106397629,-1.313861847,1
47,289,-0.2396607101,1.005791426,1
47,321,0.5356852412,0.5051913261,1
47,353,0.4807782173,-1.971877575,1
47,385,-0.3485148549,-3.495417118,1
47,417,-0.9896706939,-2.299208641,1
47,449,-0.9097383022,-0.5967158079,1
47,481,-1.27511394,-0.2107899189,1
47,513,-2.660936356,-2.230688334,1
47,545,-1.831710458,-3.328125238,1
47,577,-1.245954752,-2.188992262,1
47,609,-3.394031048,-4.079353333,1
47,641,-3.286587238,-5.231236458,1
47,673,-1.555189848,-2.824902058,1
47,705,-0.9111709595,-0.8487303257,1
47,737,-1.656331539,-3.314489365,1
47,769,-1.856341124,-4.382795334,1
47,801,-0.6823564768,-1.070036888,1
47,833,0.1771755219,1.139362335,1
47,865,0.2813477516,2.933740377,1
47,897,-0.05356699228,1.7514112,1
47,929,0.1821872592,0.2924486995,1
47,961,0.2831529975,-2.13437748,1
47,993,0.07039809227,-3.084002495,1
47,1025,0.1049177647,-2.841155052,1
47,1057,-0.8751995564,-1.870978355,1
47,1089,-3.663170815,-3.098047733,1
47,1121,-2.28614831,-3.884904385,1
47,1153,-2.149457932,-4.906396389,1
47,1185,-0.5589722395,-3.985509396,1
47,1217,-1.581394196,-7.086188316,1
47,1249,-2.484701633,-6.944624901,1
47,1281,-3.239542961,-6.60813427,1
47,1313,-1.424936056,-7.073638916,1
47,1345,-1.006909132,-6.021002293,1
47,1377,-3.539905548,-4.908253193,1
47,1409,-4.497934341,-4.561114788,1
47,1441,-2.608764887,-3.765342236,1
47,1473,-1.727664709,-0.7116370201,1
47,1505,-1.960954666,-0.979249239,1
47,1537,-1.858124256,-1.777190447,1
47,1569,-1.346405983,-1.527705669,1
47,1601,0.234988153,-0.6941597462,1
47,1633,0.09222072363,-0.3974398375,1
47,1665,-1.194171429,0.09579694271,1
47,1697,-0.5898918509,0.5244264603,1
47,1729,-0.2277972102,-0.4039334059,1
47,1761,-0.9334210157,-1.762048006,1
47,1793,-0.2547132969,-1.489411116,1
47,1825,0.09924393892,-1.553397179,1
47,1857,0.2335082293,-0.9056209326,1
47,1889,-0.4919801652,-0.1089115143,1
47,1921,-0.9059505463,0.5786864758,1
47,1953,-0.7022382021,0.8837573528,1
47,1985,-0.939617753,0.7919528484,1
47,2017,0.7021654248,-1.542995691,1
79,33,-0.4567631483,0.6263633966,1
79,65,-0.5337884426,-2.008952618,1
79,97,-0.2467339039,-1.178330779,1
79,129,-0.2208985537,-2.185675621,1
79,161,-0.2161866724,-3.008570433,1
79,193,-0.1387122571,-3.725510597,1
79,225,-0.1816589236,-2.978249073,1
79,257,-0.4819701314,-1.858149648,1
79,289,-0.07364705205,0.1481002569,1
79,321,0.01158118248,-0.1751314402,1
79,353,-0.3186567128,-1.691886663,1
79,385,-0.4754033089,-1.962758422,1
79,417,-0.8147130609,-1.07787776,1
79,449,-0.4770025015,-0.4705270529,1
79,481,-0.06888461113,-0.6823840737,1
79,513,-0.1647684574,-0.215146184,1
79,545,-0.5776640773,-0.7818804979,1
79,577,-0.04303228855,-0.3605064154,1
79,609,-0.8085820675,-1.943912983,1
79,641,-1.988697052,-3.406159401,1
79,673,-1.882543564,-2.540043354,1
79,705,-1.930971861,-2.074402332,1
79,737,7.911643028,13.42212963,1
79,769,-1.28709197,-2.921560287,1
79,801,-1.184323668,-1.699944735,1
79,833,-0.2972127199,-6.902613163,1
79,865,-3.924782515,3.808680773,1
79,897,-2.068723202,1.440818548,1
79,929,-0.879429996,-0.3878650069,1
79,961,-1.412914038,-3.11043787,1
79,993,-0.6523755789,-2.331618786,1
79,1025,-1.49375701,-3.815878868,1
79,1057,-3.632087708,-4.742512226,1
79,1089,-5.04488945,-3.649051666,1
79,1121,-2.285051346,-2.412741423,1
79,1153,-0.7636191845,-1.940150976,1
79,1185,-1.426674008,-4.022473812,1
79,1217,-2.351716757,-5.559516907,1
79,1249,-1.925065041,-5.542468071,1
79,1281,-2.353530169,-5.755681038,1
79,1313,-3.532945395,-4.251820087,1
79,1345,-3.220311642,-4.589892387,1
79,1377,-4.454097271,-6.252781868,1
79,1409,-2.626420498,-2.682462692,1
79,1441,-2.386458397,-1.108860016,1
79,1473,-3.191210747,-0.3257427216,1
79,1505,-1.370733023,-0.2701772451,1
79,1537,-1.521304369,-1.060809612,1
79,1569,-0.6003808379,-1.107881904,1
79,1601,0.01546290517,-1.219268084,1
79,1633,-0.1139144152,-2.420045853,1
79,1665,-0.2265046239,-1.548588395,1
79,1697,0.05956876278,-0.2159695625,1
79,1729,0.04999022186,-0.3457461596,1
79,1761,-0.06586825848,-0.8517047167,1
79,1793,0.001784056425,-1.059634328,1
79,1825,-0.0152913928,-1.583214879,1
79,1857,0.2943469882,-1.406746984,1
79,1889,0.8228378296,-1.940760732,1
79,1921,0.1982988715,-1.337756395,1
79,1953,-0.0188511014,-0.5102851391,1
79,1985,-0.1853150129,-0.3477885723,1
79,2017,0.1128570884,-0.4297412932,1
111,33,-0.7868921757,0.08420979977,1
111,65,-2.235542297,-7.545399189,1
111,97,-2.381024837,-7.361744881,1
111,129,-0.08522750437,-1.221149921,1
111,161,-0.5217370391,-2.330877781,1
111,193,-0.6379094124,-3.312828302,1
111,225,-0.2894026041,-2.740174055,1
111,257,-0.1261350811,-2.099320412,1
111,289,0.4514636397,-2.029175282,1
111,321,-0.002109766006,-1.423909545,1
111,353,-0.5563254356,-1.340383172,1
111,385,-0.7629092336,-1.21069622,1
111,417,-0.8143162131,-0.6620983481,1
111,449,-0.4501806498,-0.4725086093,1
111,481,-0.5972737074,-0.7468717098,1
111,513,-0.62631464,-0.3095839024,1
111,545,-0.9566737413,-0.5322192907,1
111,577,-0.08352214098,-0.0810739398,1
111,609,-0.0528575182,0.433637619,1
111,641,-1.536164641,-1.956406116,1
111,673,-1.760861754,-2.762958288,1
111,705,-2.068833828,-3.339565277,1
111,737,-2.418949604,-2.714851856,1
111,769,-1.583884716,-3.083999872,1
111,801,-1.400345564,-3.013676643,1
111,833,-0.5329960585,-1.193135738,1
111,865,-1.253495097,-0.4176490903,1
111,897,-1.172488928,0.5470994115,1
111,929,-1.092426419,0.1701905876,1
111,961,-1.142457247,-0.8517936468,1
111,993,-0.88775599,-0.9018813372,1
111,1025,-1.969063997,-2.231341362,1
111,1057,-4.042482376,-4.540052414,1
111,1089,-4.502319813,-3.453507662,1
111,1121,-1.774867296,-1.797456741,1
111,1153,-1.088861346,-1.516389728,1
111,1185,-1.507904172,-1.93579936,1
111,1217,-2.774667263,-3.942080975,1
111,1249,-2.021670818,-4.271366119,1
111,1281,-0.4484012127,-5.776231766,1
111,1313,-2.923190355,-7.154391289,1
111,1345,-4.63563776,-7.114317894,1
111,1377,-4.354340553,-6.770017624,1
111,1409,-2.720541239,-3.653194904,1
111,1441,-2.708561897,-0.8782551289,1
111,1473,-1.720105529,-0.4385792017,1
111,1505,-0.4982104301,-1.114658713,1
111,1537,-0.7839030027,-0.7422475815,1
111,1569,-0.7971692085,-1.414300442,1
111,1601,-0.6654368043,-2.213120222,1
111,1633,-0.2469291091,-3.772260666,1
111,1665,-0.2752423286,-2.104547024,1
111,1697,0.1932500303,-1.135850191,1
111,1729,-0.04946002364,-1.156926036,1
111,1761,-0.08749765158,-1.493243694,1
