PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 12, filenames: A:[12]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[13]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-13.46196651,-0.3210258484,1
47,65,-1.075623274,-0.3411256373,1
47,97,-0.441883564,0.5105589628,1
47,129,-2.607434034,1.278446794,1
47,161,-4.256103516,-0.9385416508,1
47,193,-6.23883152,-3.368178368,1
47,225,-3.859289169,-0.02241754532,1
47,257,-1.353289008,0.7362605333,1
47,289,-2.960704803,-1.7361238,1
47,321,-6.987502098,-4.576828957,1
47,353,-8.457386017,-2.844394445,1
47,385,-1.163476467,0.0252263546,1
47,417,-1.525158405,0.6717944145,1
47,449,-1.58988905,0.5455272198,1
47,481,-0.4166810513,0.6886422634,1
47,513,-0.4175338745,1.027541161,1
47,545,-0.06339210272,2.430681229,1
47,577,0.8193010092,5.099588394,1
47,609,-0.3779616952,3.320838928,1
47,641,-0.5492616892,2.715829372,1
47,673,-0.2750414014,1.852164268,1
47,705,-1.341439962,3.235362768,1
47,737,-1.317010283,3.721460342,1
47,769,-0.4727829695,0.4777944684,1
47,801,-0.2453508377,2.501521349,1
47,833,1.583045959,3.329573154,1
47,865,1.320618629,1.283062696,1
47,897,0.6153244972,0.7776532173,1
47,929,0.4977365732,-0.02361032367,1
47,961,1.100298166,-2.080116749,1
47,993,0.08807969093,-1.085676074,1
47,1025,-1.701254725,0.2313040197,1
47,1057,-1.004911304,0.7220353484,1
47,1089,-1.391760349,3.161792517,1
47,1121,-1.813105345,3.293291569,1
47,1153,-1.019055367,2.092959166,1
47,1185,-0.5404293537,1.178967237,1
47,1217,0.7877395749,0.2376248837,1
47,1249,0.4231377244,0.03425067663,1
47,1281,0.05169966072,0.1085013151,1
47,1313,0.02968837321,0.411785543,1
47,1345,0.3880570531,0.1108838618,1
47,1377,0.2048302889,0.2386027873,1
47,1409,-0.8006981611,0.5556547046,1
47,1441,-0.7460714579,0.7396892309,1
47,1473,-0.3148569465,0.4800690413,1
47,1505,-1.075245857,0.2372444868,1
47,1537,-1.559215546,-1.734932184,1
47,1569,-2.356418371,-2.632852793,1
47,1601,-1.171624184,0.1902146339,1
47,1633,-3.345854759,1.019965649,1
47,1665,-5.857653618,1.201111794,1
47,1697,-6.529176712,1.443834662,1
47,1729,-6.080031395,0.2381744981,1
47,1761,-5.147033691,-1.394330025,1
47,1793,-1.124181032,-0.07506239414,1
47,1825,-4.895383835,-1.284502029,1
47,1857,-5.486517906,-2.588213682,1
47,1889,-5.555153847,-1.339911938,1
47,1921,-3.396476746,0.2129474878,1
47,1953,2.234972,-7.579243183,1
47,1985,-7.877962112,1.557352304,1
47,2017,-20.70478821,-1.939445257,1
79,33,-0.3110585213,0.9329103231,1
79,65,-6.658372402,6.908628464,1
79,97,-14.2869463,-11.45913315,1
79,129,-2.446939468,1.251944542,1
79,161,-3.582144737,-1.031745911,1
79,193,-3.565241814,-1.384523869,1
79,225,-2.669293165,-1.591399074,1
79,257,-1.878927112,-1.325138092,1
79,289,-3.936103344,-2.195512295,1
79,321,-6.644237518,-3.499700546,1
79,353,-4.485635757,-3.616553307,1
79,385,-0.3413510323,-0.704118371,1
79,417,-0.5697557926,-0.85930866,1
79,449,-1.132419586,-0.4683612287,1
79,481,-0.1407408714,0.4395854473,1
79,513,0.2541778088,2.043485641,1
79,545,-0.025721699,4.67702198,1
79,577,0.6050105095,5.260198593,1
79,609,0.2807102501,6.084960461,1
79,641,0.002213001251,2.270492554,1
79,673,-0.8455945849,1.253582716,1
79,705,-1.111409545,1.954501152,1
79,737,-0.5919577479,0.9967274666,1
79,769,-0.5435677171,0.4019411206,1
79,801,-0.7058032751,1.161279202,1
79,833,-0.3553792238,1.098531842,1
79,865,-0.4453478754,0.7660549879,1
