PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 37, filenames: A:[37]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[38]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.233969688,-0.03264701366,1
47,65,-0.9928131104,-0.771222949,1
47,97,-1.064302206,-0.975944221,1
47,129,-1.074223042,-1.050756931,1
47,161,-1.938276052,-2.861124039,1
47,193,-1.779916525,-2.633537769,1
47,225,7.328613758,-8.079760551,1
47,257,0.3688071966,-5.789098263,1
47,289,0.3157498837,-5.512615681,1
47,321,0.772171855,-5.490988731,1
47,353,0.8630877733,-6.586913109,1
47,385,1.011144876,-5.808105469,1
47,417,-0.1247632504,-4.849136829,1
47,449,-1.206731796,-4.832182407,1
47,481,-1.297236562,-5.229651451,1
47,513,-0.8924558759,-3.835186243,1
47,545,-0.1842210889,-3.482309818,1
47,577,-0.4685635567,-3.220531225,1
47,609,-1.283672214,-2.285620689,1
47,641,-1.529405117,-1.55908823,1
47,673,-1.112445951,-0.7856128216,1
47,705,-1.390406132,-0.4747922421,1
47,737,-1.789646983,-0.9291247725,1
47,769,-1.056691647,-1.370785475,1
47,801,-0.5105274916,-1.518672109,1
47,833,-0.04812505841,-1.283449292,1
47,865,-0.02097994089,-1.616824389,1
47,897,-7.700781822,-3.363474369,1
47,929,-5.262791157,-3.230849743,1
47,961,-2.790577888,-3.431685686,1
47,993,-3.792725325,-0.3599755764,1
47,1025,-1.963791132,-0.5992488861,1
47,1057,-1.022174835,-0.3744664192,1
47,1089,-0.3538743258,-0.5359456539,1
47,1121,-0.367462635,-0.9685456157,1
47,1153,-0.5319297314,-1.114245415,1
47,1185,-0.06633484364,-1.175594211,1
47,1217,1.047517896,-0.7134832144,1
47,1249,0.3363906145,0.1462420672,1
47,1281,-0.4997838736,0.2174803019,1
47,1313,-2.546548367,1.902620077,1
47,1345,-2.010373116,1.004087448,1
47,1377,-4.733743191,2.315824509,1
47,1409,-5.065117836,2.212704897,1
47,1441,-5.889650345,2.902486086,1
47,1473,-3.949425697,1.202226758,1
47,1505,-2.787762403,0.5778380632,1
47,1537,-1.914779425,1.695804119,1
47,1569,-0.5101873875,2.144600391,1
47,1601,-0.3446702957,0.5598441362,1
47,1633,-0.2841339111,-0.1235468388,1
47,1665,0.0964640379,0.3334185481,1
47,1697,-1.003376365,1.446240902,1
47,1729,-2.355322599,2.190345287,1
47,1761,-2.014734268,1.109883666,1
47,1793,-1.26199317,1.823630452,1
47,1825,-1.08212328,2.688948393,1
47,1857,-1.120708346,2.71790266,1
47,1889,-0.5983961821,2.302942753,1
47,1921,0.509396553,0.802349925,1
47,1953,-0.03788653016,0.05098187923,1
47,1985,-0.1568103433,0.03964930773,1
47,2017,-0.5172786713,0.1752146482,1
79,33,-0.5803462267,1.006196976,1
79,65,-1.191789627,-1.829880476,1
79,97,-1.439058423,-1.803684711,1
79,129,-1.33184576,-1.899664521,1
79,161,-1.289241672,-2.701744318,1
79,193,-0.8987666368,-3.265295506,1
79,225,-0.4924731255,-4.250786781,1
79,257,-0.4272400141,-4.583695889,1
79,289,-0.9243980646,-4.291617393,1
79,321,-1.278073668,-3.433058739,1
79,353,2.763374805,15.97754383,1
79,385,1.352805972,-6.339120388,1
79,417,0.5486343503,-6.052284241,1
79,449,-5.292852402,-3.448884249,1
79,481,-0.9206199646,-4.258514404,1
79,513,-0.09471818805,-2.090780258,1
79,545,-0.5322282314,-1.848204374,1
79,577,-0.5123078227,-1.562610626,1
79,609,-0.4294763207,-1.354792833,1
79,641,-0.6757634878,-1.225567937,1
79,673,-0.5596252084,-0.3320483565,1
79,705,-0.7271909714,0.1254644096,1
79,737,-0.8772044778,-0.2247561216,1
79,769,-0.08751991391,-0.9586362839,1
79,801,-0.1508566439,-1.086705327,1
79,833,-0.2243609279,-0.3310439587,1
79,865,-2.694056749,-3.375534058,1
79,897,-7.063175678,-6.473933697,1
79,929,-6.153572083,-8.890220642,1
79,961,-7.08019352,-6.280626774,1
79,993,-4.927983284,-4.552996159,1
79,1025,-2.35022068,-0.9158945084,1
79,1057,-2.857847691,1.299119592,1
