PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 47, filenames: A:[47]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[48]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5279499292,-0.1967556477,1
47,65,-2.708028793,-1.95738101,1
47,97,-4.229790211,-1.167968988,1
47,129,-5.432760239,-1.768007994,1
47,161,-5.591938972,-2.194050312,1
47,193,-4.95298624,-2.058784485,1
47,225,-1.910831928,-0.9508103132,1
47,257,-3.199680328,-1.594821811,1
47,289,-2.935585737,-2.424670219,1
47,321,0.4912486076,10.99537373,1
47,353,-0.4487426281,-1.078627825,1
47,385,-0.3075976372,-1.158887863,1
47,417,-0.8456183672,-1.097230554,1
47,449,-0.9854236841,-1.294446468,1
47,481,-0.6541776657,-0.3308033943,1
47,513,-0.4880082607,-0.3140354156,1
47,545,-0.6782209277,-1.634273171,1
47,577,-0.624612093,-2.035386324,1
47,609,-0.5828199387,-1.513521552,1
47,641,-0.5914359093,-1.798765898,1
47,673,-0.2715445757,-0.5732143521,1
47,705,0.1199094653,-0.2117792964,1
47,737,0.5421069264,-0.7857067585,1
47,769,0.5373160839,-0.8167544603,1
47,801,-0.218560338,-0.4099920988,1
47,833,-1.038663387,-0.4648910761,1
47,865,-0.532777071,-0.8376646042,1
47,897,0.4115465581,-0.8659142852,1
47,929,0.4741647243,-0.8760341406,1
47,961,0.0009666085243,-1.151702166,1
47,993,-0.2477462143,-1.577260971,1
47,1025,-0.4840834737,-1.358482599,1
47,1057,-2.194845676,0.3555266559,1
47,1089,-2.316988468,0.2508091927,1
47,1121,-0.6459892988,0.4540178776,1
47,1153,-0.1122918129,0.2989572287,1
47,1185,0.04336994886,-0.4424329996,1
47,1217,-0.04719543457,-0.9830677509,1
47,1249,-0.7090775371,-1.173664927,1
47,1281,0.2787338495,-0.603883028,1
47,1313,0.1187479496,-0.1682672501,1
47,1345,-0.8033800125,-1.987457752,1
47,1377,-0.9568128586,-3.777352333,1
47,1409,-2.670808315,-0.7485858798,1
47,1441,-1.880512238,1.046658158,1
47,1473,-3.913462639,0.4449985027,1
47,1505,-5.259953499,0.7237756252,1
47,1537,-1.975091457,1.141443253,1
47,1569,-7.391893387,-1.579100847,1
47,1601,-6.890236855,-3.164999247,1
47,1633,-5.765246391,-1.629227757,1
47,1665,-5.811940193,-0.5954470634,1
47,1697,-3.850572586,0.8881244659,1
47,1729,-4.317639351,0.1592895687,1
47,1761,-4.033090591,-1.14365983,1
47,1793,-1.460814595,0.06361088157,1
47,1825,-1.055250406,0.05903542042,1
47,1857,-0.926378727,-0.03172582388,1
47,1889,-0.2340036035,0.02524119616,1
47,1921,-0.7808072567,-0.3729514182,1
47,1953,-1.829580188,-0.4961755872,1
47,1985,-1.250421047,0.2498698831,1
47,2017,0.6351650357,-1.241704226,1
79,33,7.868567467,0.2774959505,1
79,65,-1.953745127,-1.173616648,1
79,97,-2.810303211,-0.5371295214,1
79,129,-3.005959034,-0.6485376954,1
79,161,-3.739303112,-0.6614325047,1
79,193,-3.936689138,-0.6347165108,1
79,225,-3.806992054,-0.1563196182,1
79,257,-3.128151655,-0.3337603807,1
79,289,-2.234585285,0.07705432177,1
79,321,-1.144923568,0.09812998772,1
79,353,-0.6792018414,-1.576992989,1
79,385,-1.104212523,-1.596232653,1
79,417,-1.256095171,-1.249872684,1
79,449,-0.8441034555,-1.293707609,1
79,481,0.00882601738,-0.4222490788,1
79,513,0.3011349738,-0.5843054652,1
79,545,0.5057795048,-1.149352789,1
79,577,0.4875467718,-0.775011301,1
79,609,-0.2530229092,0.4110274911,1
79,641,-0.6463981867,-0.498647213,1
79,673,-1.019209862,-0.2341005206,1
79,705,-0.7963666916,-0.1661154032,1
79,737,-0.06168869138,-0.2123984098,1
79,769,0.1649346501,-0.2788289189,1
79,801,0.2362393588,-0.147082746,1
79,833,-0.2534567118,0.1285078824,1
79,865,-0.5148084164,-0.2649348974,1
79,897,-0.003745645285,-0.6974412203,1
79,929,0.2415315509,-1.158874393,1
79,961,-0.1144035608,-1.322187662,1
79,993,-0.583692193,-1.234060287,1
79,1025,-0.9791284204,-0.5035743713,1
79,1057,-0.6699380279,0.2990675569,1
79,1089,-0.7375226021,0.4620683789,1
79,1121,-0.8739457726,0.7375582457,1
