 ,X,Y
1,98.910,137.972
2,98.873,138.778
3,94.861,136.450
4,95.390,135.909
5,96.421,135.661
6,93.182,134.629
7,92.394,133.518
8,92.112,133.772
9,92.346,133.413
10,92.629,133.219
11,93.124,133.267
12,92.498,133.239
13,93.273,132.842
14,93.992,132.873
15,94.266,133.088
