PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 1, filenames: A:[1]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[2]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-3.748183727,1.925009251,1
47,65,9.50722599,-8.132531166,1
47,97,-1.416828632,2.549792767,1
47,129,-2.278822184,0.9190483093,1
47,161,-1.78681612,-0.2664165497,1
47,193,-1.187115908,-1.348432302,1
47,225,0.5158852339,-1.161573648,1
47,257,0.2402436733,-1.302356005,1
47,289,0.2487308979,-1.323583126,1
47,321,0.5372946858,-0.7877396345,1
47,353,0.7415434718,-0.1145043969,1
47,385,0.8272634745,1.858068943,1
47,417,1.653759956,2.188405275,1
47,449,2.183774948,1.163872719,1
47,481,2.057847261,0.4428437948,1
47,513,2.075196743,-1.196473002,1
47,545,-0.4278131723,-1.408364773,1
47,577,-1.238556623,-1.557175994,1
47,609,-0.1202899218,-1.068250656,1
47,641,0.7770978212,-1.014994979,1
47,673,0.6399741173,-1.011933088,1
47,705,0.7892870903,-0.7124197483,1
47,737,1.952911377,0.4850943089,1
47,769,4.039073944,-0.5867054462,1
47,801,5.115867138,-1.326229453,1
47,833,3.028468132,1.005304217,1
47,865,0.2997037172,1.859823942,1
47,897,-0.9959979057,1.733192682,1
47,929,2.789530277,2.203423738,1
47,961,5.790479183,2.533375263,1
47,993,3.647127628,1.085280418,1
47,1025,3.059403419,0.4202001095,1
47,1057,3.690262556,-0.8253589869,1
47,1089,3.903306723,-1.89293766,1
47,1121,3.697630405,-3.151922464,1
47,1153,4.295947075,-2.614839792,1
47,1185,4.606067181,-0.8728709221,1
47,1217,4.531856537,-0.4109897614,1
47,1249,6.540149212,-2.994775295,1
47,1281,5.936680317,-3.560729027,1
47,1313,6.047190189,-2.543379784,1
47,1345,6.20936203,0.2010132074,1
47,1377,5.076987267,1.625561118,1
47,1409,5.485403061,1.456383228,1
47,1441,2.021863461,22.91116333,1
47,1473,0.464628458,-2.111716747,1
47,1505,-0.6872442961,-1.081678152,1
47,1537,-0.3463252783,-1.171531677,1
47,1569,0.5828887224,-1.303286791,1
47,1601,1.333663702,-0.8043962717,1
47,1633,0.7726652622,-0.1709644198,1
47,1665,0.3901597261,-0.3787726164,1
47,1697,0.4682705402,0.08845198154,1
47,1729,0.6661885381,0.7514266968,1
47,1761,0.687672019,0.09265041351,1
47,1793,-0.05984330177,-0.3113713264,1
47,1825,-0.75144732,-0.8551619053,1
47,1857,-0.9430081844,-0.6994447708,1
47,1889,-0.7640353441,-0.1009704471,1
47,1921,-0.5230621696,0.7331424952,1
47,1953,-0.5609585047,1.777187586,1
47,1985,-0.6284600496,1.526515484,1
47,2017,-0.8029254675,-5.91524744,1
79,33,-1.54312098,1.443261862,1
79,65,-1.704914689,-0.6884138584,1
79,97,-5.131970406,-0.3597145379,1
79,129,-1.699928522,1.151735306,1
79,161,-2.135403156,-0.08946371078,1
79,193,-1.454076171,-0.7071921825,1
79,225,-3.182778835,-3.421653748,1
79,257,-1.594801188,-3.199110508,1
79,289,-0.7464959025,-1.502483487,1
79,321,0.1396540999,-0.6526833773,1
79,353,0.4135690928,-0.621497035,1
79,385,0.4502913356,0.6356443167,1
79,417,0.6594212055,1.368872881,1
79,449,0.8207917213,0.4563572407,1
79,481,0.8763799667,-0.347047925,1
79,513,0.5187248588,-1.749413729,1
79,545,-0.5344029069,-1.883323669,1
79,577,-0.9201616645,-1.433579326,1
79,609,0.495206207,-1.924714684,1
79,641,1.351282597,-1.557169676,1
79,673,1.517726183,-0.4401258826,1
79,705,2.356581211,-0.02974134684,1
79,737,3.93331027,0.2284103036,1
79,769,2.82409358,-1.150758624,1
79,801,2.458986044,-1.310860515,1
79,833,1.239341259,0.8248260617,1
79,865,0.4567548037,0.958335638,1
79,897,2.621045828,1.480274081,1
79,929,-16.4324894,-5.281048775,1
79,961,6.696345329,1.286449909,1
79,993,5.22703743,0.9451764226,1
79,1025,4.674004555,1.201730132,1
79,1057,5.045612812,1.096559167,1
79,1089,5.19914341,-0.841065824,1
79,1121,5.626675129,-1.220796585,1
79,1153,6.730891705,-1.407183647,1
79,1185,8.411642075,-0.5648348331,1
79,1217,8.259975433,-1.841202259,1
79,1249,7.192563534,-2.771157026,1
79,1281,4.372168541,-2.910086155,1
79,1313,3.315148354,-1.551746368,1
79,1345,4.747002602,0.03979420662,1
79,1377,4.129666328,-0.5030944347,1
79,1409,3.620589256,-2.834751606,1
79,1441,1.534887314,-5.666300297,1
79,1473,0.8201355934,-6.380185127,1
79,1505,0.9289042354,-5.101020813,1
79,1537,0.1444901228,-1.5984236,1
79,1569,0.06231328845,-1.035829544,1
79,1601,0.6131420135,-1.009835362,1
79,1633,0.6416442394,-0.3677863777,1
79,1665,0.8707828522,-0.01898109913,1
79,1697,0.6703943014,0.2705799341,1
79,1729,0.1851075888,0.4638811946,1
79,1761,0.202797249,0.2518475652,1
79,1793,-0.1608250737,0.328481704,1
79,1825,-0.4471763968,0.1522321999,1
79,1857,-0.4655035436,0.3177317977,1
79,1889,-0.4425593615,0.8923748136,1
79,1921,-0.6612783074,1.182296515,1
79,1953,-1.070606351,1.977443099,1
79,1985,-1.502847433,3.317368269,1
79,2017,-0.4795911908,-2.747933865,1
111,33,-1.165872812,1.258933187,1
111,65,-0.2196885943,0.44924438,1
111,97,-3.16624856,-0.2469853759,1
111,129,-3.950972557,-3.048055649,1
111,161,-1.965485692,-1.091379642,1
111,193,-1.743903279,-0.6740074754,1
111,225,-1.578864336,-1.153342128,1
111,257,-1.595466256,-0.9787895679,1
111,289,-1.453880072,-1.169443488,1
111,321,-0.5815010667,-1.863783836,1
111,353,0.1185828745,-0.9974638224,1
111,385,0.6053220034,0.3901776075,1
111,417,0.2242772281,0.4122578204,1
111,449,0.01647245884,-0.1640034318,1
111,481,0.6586741805,-0.9952155352,1
111,513,0.1328742504,-3.129658699,1
111,545,0.3613243103,-2.20055294,1
111,577,0.2506552637,-1.285133839,1
111,609,0.1153240204,-0.8885483742,1
111,641,1.026797652,-0.1511528641,1
111,673,2.644484758,0.402746141,1
111,705,3.820408583,0.6359779835,1
111,737,4.262084961,0.6847698689,1
111,769,2.101438046,-0.309196949,1
111,801,1.177878141,-0.2959544063,1
111,833,0.147515893,0.5478454232,1
111,865,0.7548657656,0.8533244133,1
111,897,6.868873596,3.258662224,1
111,929,-4.984699249,4.525875568,1
111,961,6.247319221,0.2832836509,1
111,993,6.026118755,0.2225366235,1
111,1025,5.636798859,1.2200315,1
111,1057,5.572709084,1.2288903,1
111,1089,5.482905865,-2.087594509,1
111,1121,6.17690134,-0.7196648121,1
111,1153,6.82687664,-1.01439333,1
111,1185,8.462403297,-0.6637233496,1
111,1217,10.19035339,0.1329921484,1
111,1249,8.778619766,-1.176513314,1
111,1281,5.66391468,-1.893993378,1
111,1313,5.302143097,-1.287792444,1
111,1345,5.031058311,-1.252557039,1
111,1377,3.851183414,-1.937727451,1
111,1409,-1.523563385,-5.420177937,1
111,1441,1.695833206,-6.733290195,1
111,1473,1.56606555,-6.321983814,1
111,1505,1.806066751,-5.570102692,1
111,1537,0.674585402,-1.964120269,1
111,1569,0.4500062466,-0.647064209,1
111,1601,1.262790203,-0.5092998743,1
111,1633,0.5537288189,0.01114279032,1
111,1665,0.646502614,0.2293328047,1
111,1697,0.6745814085,0.3983569145,1
111,1729,0.3330908716,0.3070815802,1
111,1761,-0.3935998082,0.5091779828,1
111,1793,-0.6316919327,0.583922565,1
111,1825,-0.2823324203,0.6418093443,1
111,1857,-0.04151859879,1.108356476,1
111,1889,-0.1067073047,1.385316849,1
111,1921,-0.4451136291,0.9356820583,1
111,1953,-0.3658213019,0.6593014002,1
111,1985,-1.02137804,3.099461079,1
111,2017,-0.5084575415,-1.540751696,1
143,33,-1.176335216,1.314824462,1
143,65,-0.8877913952,0.5013207197,1
143,97,-1.745798826,-0.5740869045,1
143,129,-2.501888514,-3.703975201,1
143,161,-1.67116046,-1.090235114,1
143,193,-1.798725009,-0.6613345146,1
143,225,-1.799038172,-0.8339403868,1
143,257,-1.490935326,-1.098090649,1
143,289,-0.738781929,-1.500344396,1
143,321,-0.1444279253,-2.030758858,1
143,353,0.4910785556,-1.3874228,1
143,385,0.9759062529,-0.04355353117,1
143,417,-0.08620667458,-0.4315499067,1
143,449,0.2097962499,-6.260584831,1
143,481,0.1726866364,-2.082373381,1
143,513,0.3900845945,-3.796117544,1
143,545,0.7054281235,-1.935943842,1
143,577,0.4563188255,-1.061163425,1
143,609,0.3013356924,-0.1789048314,1
143,641,3.302666187,1.982752204,1
143,673,3.325475216,1.036865592,1
143,705,3.778476,1.151837826,1
143,737,4.476686478,1.528026462,1
143,769,3.32840395,1.416181684,1
143,801,2.455122471,0.6177122593,1
143,833,1.175932884,0.8680818677,1
143,865,-0.1067562103,1.19783473,1
143,897,5.11393404,3.135691643,1
143,929,7.300388336,3.107316494,1
143,961,1.365871906,0.05948400497,1
143,993,0.1986308098,-0.5138511658,1
143,1025,5.604667187,0.05997261405,1
143,1057,5.020465374,0.4619666934,1
143,1089,5.791360378,0.7302898169,1
143,1121,8.130638123,-0.4602079391,1
143,1153,7.377982616,-0.9665365219,1
143,1185,7.890206337,-0.7792867422,1
143,1217,8.603657722,-1.115913153,1
143,1249,26.64171982,5.863931179,1
143,1281,6.889810085,-2.086377621,1
143,1313,5.158735752,-1.189055324,1
143,1345,4.369365215,-1.20531249,1
143,1377,2.809785604,-1.924884915,1
143,1409,0.7001237869,-2.396890163,1
143,1441,2.480704069,-5.185066223,1
143,1473,1.500095487,-3.766160011,1
143,1505,1.220638514,-3.076454639,1
143,1537,0.8510320783,-1.79259336,1
143,1569,0.499563396,-0.4784014225,1
143,1601,0.3057692349,-0.1645721197,1
143,1633,-0.2477429211,0.1090741456,1
143,1665,-0.6423259974,0.5188993812,1
143,1697,0.238029182,0.8853074312,1
143,1729,0.3057400882,0.9517172575,1
143,1761,-0.5461095572,1.138339043,1
143,1793,-0.7647023201,0.9828705788,1
143,1825,-0.2349909842,1.034292936,1
143,1857,0.4894599617,1.121405602,1
143,1889,0.2358044237,1.365924835,1
143,1921,-0.3466126323,0.7502914667,1
143,1953,-0.3811715841,0.4016636014,1
143,1985,-0.2149124742,1.134664774,1
143,2017,-0.0873388648,-1.384930968,1
175,33,-0.5766118765,1.684646606,1
175,65,-1.720273495,0.2181355357,1
175,97,-1.103009701,-0.8118561506,1
175,129,-0.5752160549,-1.142987847,1
175,161,-1.015089869,-1.255701303,1
175,193,-1.111539125,-1.055643797,1
175,225,-1.077414989,-0.9284441471,1
175,257,-0.7539726496,-1.387804151,1
175,289,-0.442376554,-1.714437008,1
175,321,0.02568747103,-1.732110858,1
175,353,1.173766613,-1.35201478,1
175,385,1.170884132,-1.077593803,1
175,417,0.8892292976,-1.201020956,1
175,449,0.5790612698,-2.039420366,1
175,481,-0.07446348667,-1.728275418,1
175,513,0.1982473731,-1.242111683,1
175,545,0.2467522621,-0.5306440592,1
175,577,0.2091829479,-0.6961794496,1
175,609,0.6878316402,-0.04352475703,1
175,641,1.858025312,0.6260658503,1
175,673,2.428670406,0.465699017,1
175,705,2.386816502,0.9686738849,1
175,737,-11.01367188,0.7319636345,1
175,769,4.659248829,1.160203457,1
175,801,4.558213711,0.9656183124,1
175,833,1.726952314,0.4206650257,1
175,865,0.9154586792,0.453674078,1
175,897,0.755341053,0.8322529793,1
175,929,3.950793266,1.168276787,1
175,961,5.814691067,-0.1167424917,1
175,993,1.943247318,-2.923127174,1
175,1025,3.962744236,-1.896678448,1
175,1057,5.15881443,-0.3090689182,1
175,1089,6.635591984,0.6421556473,1
175,1121,8.5872612,-0.7874094248,1
175,1153,8.956264496,-1.264594436,1
175,1185,7.665159702,-1.09914434,1
175,1217,7.780918598,-1.793630242,1
175,1249,7.834213257,-1.559170961,1
175,1281,7.958444118,-0.6470496655,1
175,1313,7.139991283,-0.2300599813,1
175,1345,5.69322443,-0.3858801723,1
175,1377,3.581478596,-1.458194375,1
175,1409,1.573652029,-2.067520857,1
175,1441,1.156193495,-1.412320971,1
175,1473,0.7981298566,-1.09511447,1
175,1505,0.5714703202,-1.13013196,1
175,1537,-2.618876696,-12.84651375,1
175,1569,-0.3844223619,0.01148857176,1
