PIVlab, ASCII chart output - 11-Jun-2024
FRAME: 65, filenames: A:[65]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi & B:[66]MAX_Pos013_1202204_TgKrt18Utr_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,4.839426517,6.250270844,1
47,65,2.320050478,-0.8872355223,1
47,97,0.2296298742,-3.734259605,1
47,129,-0.4328331947,-4.198426247,1
47,161,-0.5822913647,-3.496362686,1
47,193,-0.1637812257,-2.55951786,1
47,225,0.5591307878,-0.9588067532,1
47,257,0.8348859549,-1.658165216,1
47,289,0.9623823166,-3.168285847,1
47,321,1.463641405,-1.407438755,1
47,353,0.7371592522,0.8926209807,1
47,385,0.2302820683,0.9812597036,1
47,417,0.4126486778,0.2560486794,1
47,449,0.497576654,-0.8141371608,1
47,481,0.03508496284,-0.4884121418,1
47,513,-0.1766537428,-1.095435381,1
47,545,0.8579814434,-1.964727879,1
47,577,1.288389683,-0.7994185686,1
47,609,1.052612305,-0.334600687,1
47,641,0.7887646556,-0.7411950827,1
47,673,0.4020875692,-0.606803596,1
47,705,0.6458553076,-0.6552786827,1
47,737,1.427586436,-0.7763869762,1
47,769,1.096721411,0.4999498725,1
47,801,1.845735312,1.788545966,1
47,833,-0.1838388443,-0.9769818783,1
47,865,-6.103711128,-4.200901031,1
47,897,-0.8110055327,-1.665969372,1
47,929,-0.5616361499,-1.372932434,1
47,961,-0.4142007828,-1.076915026,1
47,993,-0.8682720661,-1.518699646,1
47,1025,-0.6917878389,-1.909144402,1
47,1057,-0.8056130409,-1.1308074,1
47,1089,-1.554504395,-0.9753346443,1
47,1121,-2.050150156,-0.6657112241,1
47,1153,-1.954848051,-0.866684556,1
47,1185,-2.164411545,-1.222681642,1
47,1217,-2.900077343,-1.135835886,1
47,1249,-0.9783540964,-0.3201675415,1
47,1281,1.292378187,-1.077575564,1
47,1313,1.936246634,-0.6922318935,1
47,1345,-0.1270762086,-1.833822727,1
47,1377,-2.539364338,-3.519994736,1
47,1409,-0.5352210999,-1.527985096,1
47,1441,-0.2298480272,-1.634579659,1
47,1473,-1.004685998,-0.7717010975,1
47,1505,0.8917059898,-0.3964676857,1
47,1537,1.102087855,-1.827130795,1
47,1569,-0.08848887682,-1.926276445,1
47,1601,-0.5842349529,-1.398180008,1
47,1633,-1.18738842,-0.9235445261,1
47,1665,-0.7594450712,-0.5772917271,1
47,1697,0.403047204,-0.6808761358,1
47,1729,0.6367697716,-0.04336071014,1
47,1761,0.08207291365,0.5799381733,1
47,1793,-0.4182653427,0.3214667439,1
47,1825,-0.2426586151,-0.163552314,1
47,1857,-0.2678995132,0.02837574482,1
47,1889,-0.2440887094,-0.9039210081,1
