PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 45, filenames: A:[45]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[46]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,4.947304726,2.157186985,1
95,129,3.019797325,0.3036724329,1
95,193,2.368971825,-1.254019499,1
95,257,1.08946991,-0.8691134453,1
95,321,0.7821984291,-0.5793477297,1
95,385,1.44993186,-1.368368745,1
95,449,1.886851788,-1.401590586,1
95,513,1.659053802,0.2980992198,1
95,577,1.953389168,1.446874142,1
95,641,2.291278601,1.798854113,1
95,705,2.527381182,0.3538472652,1
95,769,1.551501393,0.2248445749,1
95,833,-1.12530756,-1.209403992,1
95,897,-1.403467178,-2.158247232,1
95,961,2.707294226,-1.914945364,1
95,1025,-0.08442115784,1.572799206,1
95,1089,1.061221123,1.777133226,1
95,1153,3.207674503,-1.593661547,1
95,1217,3.037518263,-3.572756052,1
95,1281,2.896808147,-5.024821281,1
95,1345,2.871199608,-4.902747154,1
95,1409,1.652685165,-5.218716145,1
95,1473,1.124330997,-5.462808609,1
95,1537,2.580837727,-5.773518085,1
95,1601,1.75105238,-4.597558022,1
95,1665,1.81593895,-0.1814360619,1
95,1729,2.044469357,-1.570182323,1
95,1793,6.473329067,3.547201633,1
95,1857,4.829428673,1.613394976,1
95,1921,4.283502102,-1.363250494,1
95,1985,3.89836216,-3.550364971,1
159,65,3.095862865,-0.228900969,1
159,129,2.356154919,-0.2941095233,1
159,193,2.034665346,-0.5706147552,1
159,257,1.107859015,-1.175891399,1
159,321,0.2739194632,-1.559727311,1
159,385,0.2141079307,-1.473843455,1
159,449,0.7269223332,-2.447350264,1
159,513,-0.07422494888,-0.6390469074,1
159,577,0.09567975998,0.01065027714,1
159,641,0.2182542086,-0.1967277229,1
159,705,0.6567223072,-1.716202021,1
159,769,2.17724371,-1.322226048,1
159,833,2.581961155,-2.037336826,1
159,897,3.316124439,-2.223338366,1
159,961,2.584790945,-1.425005794,1
159,1025,0.607265234,1.934086084,1
159,1089,3.579101324,1.608514309,1
159,1153,3.413192987,-1.349767804,1
159,1217,3.013437986,-1.993335009,1
159,1281,3.046149731,-2.988982201,1
159,1345,3.272269487,-3.485408306,1
159,1409,3.775386333,-4.142621517,1
159,1473,3.969699621,-4.373191357,1
159,1537,3.609874725,-4.602730751,1
159,1601,1.160915375,-1.385175228,1
159,1665,2.704230785,-3.314790249,1
159,1729,3.180689335,-3.350691795,1
159,1793,4.591504574,-2.45335865,1
159,1857,4.822189331,-1.968083382,1
159,1921,2.900267124,-1.12630415,1
159,1985,0.3271546364,-2.269515514,1
223,65,1.022066951,-1.099000096,1
223,129,1.348103523,-0.3524178863,1
223,193,1.395827293,-0.04631267488,1
223,257,0.9407896996,-0.7437130809,1
223,321,0.6441318989,-2.308803082,1
223,385,0.2628816068,-2.259071827,1
223,449,-0.9818933606,-2.171869755,1
223,513,-1.471990347,-0.961514473,1
223,577,-0.5826852322,-0.8923922181,1
223,641,-0.5405335426,-1.015045285,1
223,705,-1.644913435,-1.372531295,1
223,769,0.07547163963,-1.840106606,1
223,833,2.263318062,-2.4459517,1
223,897,3.267122269,-2.028219223,1
223,961,3.092545271,-1.314981341,1
223,1025,3.060784578,-0.3026474714,1
223,1089,5.888941765,-0.877007246,1
223,1153,5.561953545,-1.603759289,1
223,1217,3.3964293,-1.573132157,1
223,1281,2.388820648,-2.164478779,1
223,1345,3.608528614,-2.617184639,1
223,1409,5.054980278,-3.119048119,1
223,1473,6.039101601,-3.6911695,1
223,1537,5.659441948,-4.559059143,1
223,1601,4.956065655,-4.877822399,1
223,1665,4.421348572,-5.118758202,1
223,1729,3.921021461,-4.547837734,1
223,1793,4.490386009,-4.525640011,1
223,1857,5.201481342,-4.147940636,1
223,1921,5.310880184,-3.922195196,1
223,1985,5.993308067,-3.024897099,1
287,65,0.48792696,-0.6431332827,1
287,129,-0.03909063339,0.404820919,1
287,193,-0.2379845381,0.6345072389,1
287,257,1.054888487,0.8821930885,1
287,321,1.209784031,-0.5783773065,1
287,385,0.334498167,-1.299616337,1
287,449,-2.723326683,-0.9768639803,1
287,513,-1.836093903,-0.5402194262,1
287,577,-0.6765509248,-0.8254247308,1
287,641,-1.143544197,-1.638905883,1
287,705,-0.9793916345,-1.579158068,1
287,769,0.7010887861,-1.338092208,1
287,833,3.049576283,-1.589455128,1
287,897,3.749678612,-1.571217656,1
287,961,3.485423088,-1.164852858,1
287,1025,3.097914457,0.3669905663,1
287,1089,4.809315681,-0.8822257519,1
287,1153,5.765916348,-2.695120811,1
287,1217,3.276730537,-1.897865415,1
287,1281,1.571830273,-2.050197601,1
287,1345,3.606859446,-2.378161907,1
287,1409,4.803807735,-2.684014797,1
287,1473,5.296912193,-3.23897624,1
287,1537,5.537661076,-4.136982918,1
287,1601,5.958556652,-4.732619286,1
287,1665,5.545482635,-4.851911545,1
287,1729,4.788763523,-4.905234337,1
287,1793,4.999670982,-5.155349255,1
287,1857,5.00219965,-5.238247871,1
287,1921,5.445654392,-4.935720444,1
287,1985,6.606713772,-4.34944725,1
351,65,0.07391497493,0.230407387,1
351,129,-0.3532719314,1.319018602,1
351,193,0.02887716889,1.056790709,1
351,257,0.805973053,0.7292913198,1
351,321,0.6256840229,0.4905112386,1
351,385,0.6615647674,-0.4488723278,1
351,449,-1.571628213,-0.5105764866,1
351,513,-0.2714040875,-0.3817284703,1
351,577,0.1829599738,-0.3500092626,1
351,641,-0.391300559,-2.171280384,1
351,705,0.09109443426,-2.316239357,1
351,769,0.883282423,-0.931885004,1
351,833,3.222496748,-1.114172697,1
351,897,2.894116163,-1.175994396,1
351,961,3.169946671,-1.113950253,1
351,1025,6.088433743,-1.034419179,1
351,1089,6.011323929,-1.660372734,1
351,1153,4.500062466,-1.446477175,1
351,1217,-5.560229301,-0.1186667681,1
351,1281,3.249969721,-2.609344006,1
351,1345,3.918910742,-3.313483477,1
351,1409,3.74501133,-3.819921494,1
351,1473,1.570896149,-2.46679306,1
351,1537,3.817713261,-3.793760061,1
351,1601,5.69380188,-4.740207195,1
351,1665,5.963314533,-5.095957756,1
351,1729,5.419100761,-4.895965576,1
351,1793,5.166405678,-1.373808384,1
351,1857,5.063378811,-5.346647739,1
351,1921,5.330529213,-5.384735107,1
351,1985,6.043979645,-5.165445805,1
415,65,0.5079861879,0.4618864059,1
415,129,-0.01546168327,1.016002893,1
415,193,0.3381309509,0.4855677485,1
415,257,1.049517393,-0.3897061944,1
415,321,0.8592243195,-0.7534453869,1
415,385,0.3747826815,-0.9131932259,1
415,449,-0.205013901,-1.57743597,1
415,513,-0.02518394589,-0.6122754216,1
415,577,0.2344066799,0.06693524122,1
415,641,-2.623944759,-1.678475738,1
415,705,0.2201341391,-1.326360941,1
415,769,1.362662315,0.1298778653,1
415,833,2.442029476,-0.02058631182,1
415,897,1.82634604,-0.8055300713,1
415,961,2.492107868,-0.8995423317,1
415,1025,6.733438015,-1.079656243,1
415,1089,6.29932785,-1.497189283,1
415,1153,4.196923733,-0.7760711908,1
415,1217,3.002102613,0.6211290359,1
415,1281,7.48839283,-3.305099487,1
415,1345,3.805958748,-2.886184454,1
415,1409,-0.2320041656,-2.637867212,1
415,1473,3.30321908,-2.780230999,1
415,1537,4.453983307,-2.429483891,1
415,1601,5.764070511,-4.396612167,1
415,1665,6.29790163,-5.897433281,1
415,1729,6.640235901,-6.040701389,1
415,1793,5.665129662,-5.544036865,1
415,1857,6.286407948,-6.054238796,1
415,1921,5.876053333,-5.973621368,1
415,1985,5.268933296,-5.789878845,1
479,65,0.5668729544,0.1301370263,1
479,129,0.4713895321,0.3043959737,1
479,193,0.06856592,0.01289479434,1
479,257,0.2510614991,-1.185931802,1
479,321,0.4233611822,-1.324378014,1
479,385,0.09633418918,-1.343711615,1
479,449,-0.3995869756,-1.322335839,1
479,513,-0.3654835224,-0.6507526636,1
479,577,-0.2408661544,-0.3578785062,1
479,641,-0.3484484255,-1.168801308,1
479,705,0.5396401882,-0.613556087,1
479,769,1.52358222,0.0804374814,1
479,833,0.7485305071,-0.4847549796,1
479,897,-0.1297674775,-1.49022007,1
479,961,0.7336688042,-0.9458000064,1
479,1025,4.917500496,0.3535549641,1
479,1089,5.555677414,0.7625502348,1
479,1153,4.856401443,0.4031053185,1
479,1217,7.308041573,-0.4174996018,1
479,1281,7.370281696,-1.58509016,1
479,1345,2.941655397,-2.103340149,1
479,1409,0.1620447636,-3.201483011,1
479,1473,3.401631355,-4.157018185,1
479,1537,5.391424179,-4.451849461,1
479,1601,6.495197773,-4.801500797,1
479,1665,6.982721806,-7.153575897,1
479,1729,7.216882229,-7.345169544,1
479,1793,6.631194115,-6.278038025,1
479,1857,6.35297823,-6.775784969,1
479,1921,5.577082634,-6.625637054,1
479,1985,4.42768383,-5.812232971,1
543,65,0.253916651,-1.168241858,1
543,129,0.1883625537,-0.03160583973,1
543,193,-0.4727857113,-0.3550243378,1
543,257,-0.5980100632,-1.169585705,1
543,321,-0.1385791153,-1.449008703,1
543,385,-0.1727297306,-2.194478035,1
543,449,-0.2336208522,-1.509761453,1
543,513,-0.8873033524,-1.080551028,1
543,577,-1.499094725,-1.119407773,1
543,641,-1.125618935,-1.022262335,1
543,705,0.4292612672,-0.4934015274,1
543,769,1.655944586,-0.8756870031,1
543,833,-0.492020607,-1.01962626,1
543,897,-3.168244362,-2.035634041,1
543,961,-2.018491745,-0.7661064863,1
543,1025,2.339514256,0.2767730951,1
543,1089,7.378552437,4.736070156,1
543,1153,7.913853645,3.29094696,1
543,1217,3.216561794,3.783089638,1
543,1281,2.576322079,0.9201331139,1
543,1345,0.9091992378,-3.340988398,1
543,1409,3.06221962,-4.567620754,1
543,1473,4.109091759,-5.737095833,1
543,1537,5.277484894,-5.975775242,1
543,1601,6.686052322,-6.093193531,1
543,1665,8.011159897,-6.495797634,1
543,1729,7.208449364,-5.835269928,1
543,1793,6.603443623,-6.429898262,1
543,1857,6.287926197,-7.174981594,1
543,1921,5.321568966,-6.906430721,1
543,1985,3.859409809,-5.316175938,1
607,65,-0.3763136268,-0.5511565208,1
607,129,-0.6569712162,0.04029005766,1
607,193,-0.5976697206,-0.9041239619,1
607,257,-0.3939548731,-1.505139828,1
607,321,-0.2821666896,-1.38601625,1
607,385,-0.2744554281,-1.745253444,1
607,449,-0.3756309748,-1.531529307,1
607,513,-1.074699163,-1.678747177,1
607,577,-1.715862036,-1.743369102,1
607,641,-3.157056332,-1.617836595,1
607,705,-2.940167427,-1.045907378,1
607,769,-0.5373967886,-0.9737887383,1
607,833,-0.1114781648,-1.306119442,1
607,897,0.2068198621,-2.016708851,1
607,961,0.8021978736,-0.6054747105,1
607,1025,1.669264913,0.3969624341,1
607,1089,5.024538994,3.587019444,1
607,1153,10.43059254,3.623561859,1
607,1217,10.69107342,2.741011143,1
607,1281,3.052085638,-0.1946034431,1
607,1345,1.100411654,-3.167235851,1
607,1409,3.274944067,-5.44220829,1
607,1473,5.431089878,-7.524293423,1
607,1537,6.094056129,-6.775883675,1
607,1601,6.819978714,-6.503020287,1
607,1665,7.051992416,-5.998109818,1
607,1729,6.54254818,-4.614672661,1
607,1793,6.351762295,-6.797110558,1
607,1857,5.933334351,-7.311977386,1
607,1921,5.354680061,-6.84034586,1
607,1985,5.405497551,-4.596904755,1
671,65,-0.4065615237,-0.955917716,1
671,129,-0.6426994801,-0.3318264186,1
671,193,0.03553035855,-0.8804981709,1
671,257,0.2868320942,-1.514033675,1
671,321,-0.9667387009,-1.277758718,1
671,385,-1.198825002,-0.7053714991,1
