PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 3, filenames: A:[3]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[4]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,1.38908577,1.244669437,1
95,129,0.5885670185,-2.90450573,1
95,193,-1.649329901,-3.526031971,1
95,257,-0.8662199974,-3.163383007,1
95,321,1.949025393,-2.57283783,1
95,385,1.303588629,-2.022517204,1
95,449,0.6664392948,1.008196831,1
95,513,-0.07028794289,1.695399284,1
95,577,-0.4469735622,1.702356577,1
95,641,0.810908556,0.830137074,1
95,705,0.8926408291,-1.038302183,1
95,769,-0.6995573044,-1.172374487,1
95,833,1.021844149,0.2840903103,1
95,897,6.71727562,2.091174126,1
95,961,14.73713684,-1.805488348,1
95,1025,19.00267792,-0.8810804486,1
95,1089,20.16906738,0.7832597494,1
95,1153,15.84538269,-0.2357773781,1
95,1217,16.17210007,-3.426727295,1
95,1281,15.84445381,-5.09083271,1
95,1345,12.16320801,-6.96551609,1
95,1409,13.55636883,-5.31403923,1
95,1473,9.930071831,-5.018970966,1
95,1537,3.96294713,0.3352656364,1
95,1601,0.2401371002,2.098478794,1
95,1665,-0.8449518681,3.37821579,1
95,1729,-2.225604296,4.6696558,1
95,1793,-1.679442048,4.579280376,1
95,1857,-0.9516505003,4.42316103,1
95,1921,-1.379057884,7.56806469,1
95,1985,-5.25939846,-0.006564617157,1
159,65,4.403655052,-1.371090412,1
159,129,3.089150906,-3.202638626,1
159,193,2.496866703,-3.129095078,1
159,257,1.372555256,-0.7792100906,1
159,321,2.772583485,-2.239718199,1
159,385,2.179191351,-5.467508316,1
159,449,1.963656545,0.01302808523,1
159,513,1.929551721,0.6886557937,1
159,577,NaN,NaN,2
159,641,0.4596271515,-0.6231392622,1
159,705,2.645997524,0.1752665639,1
159,769,2.461730242,0.831627965,1
159,833,2.501665592,0.5079420805,1
159,897,4.38351202,0.2521588802,1
159,961,6.700643539,-0.1962819397,1
159,1025,10.01718521,-0.570238173,1
159,1089,14.14937115,0.08922696114,1
159,1153,13.74742031,-0.8846173286,1
159,1217,17.31564331,-4.045870781,1
159,1281,NaN,NaN,2
159,1345,14.42825222,-7.166259766,1
159,1409,11.64169407,-5.301311016,1
159,1473,7.180884361,-2.418464422,1
159,1537,2.91583395,0.3213105798,1
159,1601,1.462412357,-0.3111045361,1
159,1665,1.425094008,3.512417555,1
159,1729,0.6128884554,4.014722824,1
159,1793,-0.7018355727,4.328273773,1
159,1857,-1.663118243,5.586687088,1
159,1921,-3.399236202,10.20929146,1
159,1985,-8.198691368,5.953756809,1
223,65,4.120550632,-3.692137957,1
223,129,4.057295322,-2.615566015,1
223,193,3.686967134,-2.091938972,1
223,257,-2.353703737,-6.741081238,1
223,321,4.091986656,-3.873862743,1
223,385,5.896585464,-10.31962967,1
223,449,4.042612076,-0.4877492785,1
223,513,3.970857859,-0.04569403827,1
223,577,3.004002571,-2.366527319,1
223,641,5.436129093,-7.579965591,1
223,705,4.655260086,0.3571896553,1
223,769,4.263495922,0.5648807883,1
223,833,3.720662117,-0.08352595568,1
223,897,4.340643406,-0.6763341427,1
223,961,6.647794724,0.390308857,1
223,1025,8.754343987,0.3042676449,1
223,1089,10.22865391,-1.23752141,1
223,1153,10.54114342,-3.95177269,1
223,1217,11.87816238,-4.86524868,1
223,1281,15.26454544,-5.549343586,1
223,1345,12.77392483,-6.640965939,1
