PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 2, filenames: A:[2]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[3]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
287,449,-3.82465291,-5.815442085,1
287,513,-3.639043808,-6.137466431,1
287,577,-1.298836589,-10.46018791,1
287,641,-3.189827919,-15.14576149,1
287,705,0.6450929642,-9.014326096,1
287,769,-1.441524744,-8.802598953,1
287,833,-2.894396305,-7.19205904,1
287,897,-2.715393543,-6.750857353,1
287,961,-2.567270279,-7.09726429,1
287,1025,1.150490046,-4.654886246,1
287,1089,8.989563942,-7.176721573,1
287,1153,7.412249088,-3.909035683,1
287,1217,5.880731106,-3.906326771,1
287,1281,1.81505084,-3.294499159,1
287,1345,-2.05811882,-0.4427788258,1
287,1409,-4.251395226,2.194566011,1
287,1473,-6.775017738,5.008306503,1
287,1537,-17.14792824,9.639318466,1
287,1601,-10.26796436,13.19839096,1
287,1665,-11.59755707,16.85320473,1
287,1729,-12.09052277,19.73546219,1
287,1793,-15.16866207,23.9677372,1
287,1857,-14.32077789,22.41078949,1
287,1921,-13.51960373,24.62655449,1
287,1985,NaN,NaN,2
351,65,-3.854377985,-12.77201271,1
351,129,-3.223243713,-14.80635262,1
351,193,-2.458652258,-15.38455868,1
351,257,-3.53605175,-13.96541595,1
351,321,NaN,NaN,2
351,385,NaN,NaN,2
351,449,-0.8141885996,-10.62691498,1
351,513,-1.951961398,-10.46663189,1
351,577,-0.8246033788,-10.49809074,1
351,641,0.3610923886,-8.122010231,1
351,705,0.7388102412,-9.145148277,1
351,769,0.4887869954,-8.16506958,1
351,833,0.2789953947,-7.191915035,1
351,897,-4.084486961,-7.5542593,1
351,961,-1.23383069,-4.584055901,1
351,1025,1.355213284,-5.120551109,1
351,1089,14.17009449,-8.164944649,1
351,1153,1.601199627,-2.941828251,1
351,1217,0.7194763422,-5.031318665,1
351,1281,-0.1929514408,-3.132434368,1
351,1345,-2.073454618,-3.546958208,1
351,1409,-4.628045559,-0.7508507371,1
351,1473,-7.387341499,5.022708893,1
351,1537,-9.882334709,10.9507637,1
351,1601,-11.51165867,14.69328499,1
351,1665,-11.6921339,16.96854401,1
351,1729,-12.39027214,19.90818787,1
351,1793,-14.60174179,24.0250473,1
351,1857,-14.71904182,28.18528557,1
351,1921,-13.3707037,26.53834343,1
351,1985,-13.64291382,28.17886353,1
415,65,-1.612178326,-13.26402473,1
415,129,-2.173401833,-15.01027012,1
415,193,-1.453740001,-15.21414661,1
415,257,-0.5044136643,-14.3967495,1
415,321,0.1549800038,-13.37016392,1
415,385,0.250975281,-12.55352974,1
415,449,-0.3502068222,-11.33236217,1
415,513,-1.236500978,-10.57722187,1
415,577,-0.962816596,-10.78217506,1
415,641,2.074164391,-10.52237797,1
415,705,3.172328949,-9.908304214,1
415,769,2.180112839,-8.139447212,1
415,833,-2.791184187,-7.672651768,1
415,897,-0.4453516006,-5.787881851,1
415,961,0.8680312634,-4.629571915,1
415,1025,1.866549492,-3.857935429,1
415,1089,NaN,NaN,2
415,1153,NaN,NaN,2
415,1217,0.3865132928,-8.017558098,1
415,1281,0.7932544947,-3.594335079,1
415,1345,-2.603384018,-5.246803761,1
415,1409,-4.919403076,-1.588037491,1
415,1473,-7.465370178,6.075694084,1
415,1537,-11.03886414,14.10774803,1
415,1601,-11.61358738,17.36119461,1
415,1665,-11.00307274,18.61314392,1
415,1729,-11.90954781,20.4824791,1
415,1793,-14.04947758,23.19121933,1
415,1857,-14.52627373,26.67677689,1
415,1921,-14.60624313,27.62464142,1
415,1985,-13.54890919,28.01242828,1
479,65,0.8357513547,-16.81354141,1
479,129,-0.07055389881,-19.34216309,1
479,193,0.3155463934,-15.79647923,1
479,257,0.2638750672,-14.9096756,1
479,321,0.3231325746,-14.76370239,1
479,385,0.6208612919,-13.92126846,1
479,449,1.407192349,-12.77704716,1
479,513,2.012535572,-11.85630608,1
479,577,2.375314713,-18.59342194,1
479,641,4.820833683,-11.83123684,1
479,705,6.533288956,-10.33372307,1
479,769,4.993703842,-10.82675648,1
479,833,0.1171073914,-7.041238308,1
479,897,1.903483868,-3.972448826,1
479,961,-7.884737015,-4.634430408,1
479,1025,-2.941768885,2.388778687,1
479,1089,3.066870689,-1.07447958,1
479,1153,-1.889067054,-3.381866693,1
479,1217,-4.026351929,-2.473607779,1
479,1281,-0.5668911338,-5.880961418,1
479,1345,-1.968410492,-7.579610348,1
479,1409,-3.915543556,-2.262462616,1
479,1473,-6.801943302,7.494622231,1
479,1537,-9.050378799,18.17293549,1
479,1601,-9.883277893,21.88422394,1
479,1665,-10.52914524,21.19787598,1
479,1729,-11.1210165,21.09940147,1
479,1793,-12.97400284,23.77397156,1
479,1857,-13.77157021,26.30656624,1
479,1921,-13.58148003,27.10853958,1
479,1985,-11.98620987,26.75388718,1
543,65,4.063475609,-30.12646866,1
543,129,2.380785704,-24.98725891,1
543,193,1.072510839,-15.77711296,1
543,257,1.613617182,-15.63873196,1
543,321,0.5856978893,-15.67187881,1
543,385,1.969057322,-15.58364677,1
543,449,4.28877449,-15.09223938,1
543,513,6.008591652,-19.64802551,1
543,577,NaN,NaN,2
543,641,7.350131035,-10.87170219,1
543,705,9.177661896,-9.261957169,1
543,769,9.383560181,-8.259664536,1
543,833,NaN,NaN,2
543,897,NaN,NaN,2
543,961,NaN,NaN,2
543,1025,3.876539707,2.346539974,1
543,1089,13.01147652,-3.987128496,1
543,1153,1.96107626,-3.072059155,1
543,1217,6.913547516,-16.29652023,1
543,1281,-0.006468713284,-8.164810181,1
543,1345,-7.672961235,-5.065770626,1
543,1409,NaN,NaN,2
543,1473,-2.837415695,8.749332428,1
543,1537,-6.956441402,21.39503098,1
543,1601,-8.072629929,24.98234749,1
543,1665,-8.302576065,22.01396751,1
543,1729,-8.912021637,21.13254356,1
543,1793,-10.85946369,23.72140694,1
543,1857,-12.02046776,24.96644974,1
543,1921,-10.33697224,27.36748695,1
543,1985,-8.847775459,25.30123138,1
607,65,NaN,NaN,2
607,129,3.36259222,-19.75649452,1
607,193,3.344092846,-17.41913986,1
607,257,2.720066071,-17.00335312,1
607,321,2.712157488,-17.08644676,1
607,385,4.016774654,-16.94555473,1
607,449,9.250629425,-14.56745338,1
607,513,12.04991627,-11.08178902,1
607,577,7.185358047,-12.63077831,1
607,641,9.76795578,-9.916082382,1
607,705,12.2752552,-7.36378479,1
607,769,13.4098978,-5.486362457,1
607,833,8.863286018,6.719290733,1
607,897,NaN,NaN,2
607,961,NaN,NaN,2
607,1025,NaN,NaN,2
607,1089,NaN,NaN,2
607,1153,2.787639141,-14.89749336,1
607,1217,3.565668106,-15.55819416,1
607,1281,1.15690124,-9.385240555,1
607,1345,0.2246891856,-3.129406929,1
607,1409,-6.901789665,-1.998965144,1
607,1473,-2.617495775,5.925104141,1
607,1537,-4.525140285,20.78240967,1
607,1601,-5.864495754,24.0089798,1
607,1665,-6.516822338,21.33423805,1
607,1729,-7.636630058,21.74331856,1
607,1793,-10.50493622,22.91300774,1
607,1857,-11.25984383,21.10013199,1
607,1921,-12.88538551,32.08224106,1
607,1985,-10.84439087,27.10826683,1
671,65,4.450137138,-21.22067642,1
671,129,4.093779564,-19.58468246,1
671,193,3.850739002,-18.45903397,1
671,257,3.61604619,-17.94274139,1
671,321,4.216349602,-18.58144951,1
671,385,5.574389458,-17.86543274,1
671,449,8.104310036,-16.45428467,1
671,513,9.713441849,-14.98071003,1
671,577,8.776573181,-14.37637711,1
671,641,8.435277939,-11.5752573,1
671,705,9.594213486,-7.457018375,1
671,769,10.43717289,-2.962763309,1
671,833,14.45812988,7.263804913,1
671,897,NaN,NaN,2
671,961,NaN,NaN,2
671,1025,NaN,NaN,2
671,1089,18.45158386,-19.88674545,1
671,1153,9.666563988,-22.56225395,1
671,1217,NaN,NaN,2
671,1281,-5.659503937,-0.7651776075,1
671,1345,-1.798560858,0.6214079857,1
671,1409,0.08364772797,2.49626708,1
671,1473,-1.415642023,10.86261082,1
671,1537,-2.437099934,21.03380394,1
671,1601,-3.679152966,24.32988739,1
671,1665,-4.921463013,20.19425392,1
671,1729,-6.526382446,22.82732201,1
671,1793,-7.997322083,24.91073608,1
671,1857,-8.270421028,25.98457336,1
671,1921,-9.890930176,34.63307571,1
671,1985,-7.677540779,30.93846321,1
735,65,5.052742481,-19.8371582,1
735,129,4.181611061,-19.10406303,1
735,193,4.470312119,-18.67945099,1
735,257,4.535016537,-18.26363182,1
735,321,5.019129753,-18.240839,1
735,385,7.533901215,-18.96128082,1
735,449,8.795081139,-18.48168564,1
735,513,9.31420517,-16.14849472,1
735,577,8.456108093,-15.35453796,1
735,641,7.458006859,-12.59792614,1
735,705,7.906612396,-8.685015678,1
735,769,9.177131653,-6.273751736,1
735,833,12.32128906,2.592334747,1
735,897,NaN,NaN,2
735,961,NaN,NaN,2
735,1025,NaN,NaN,2
735,1089,NaN,NaN,2
735,1153,19.47896004,-22.85511017,1
735,1217,11.34741497,-1.735203266,1
735,1281,-4.044187069,0.8299347758,1
735,1345,NaN,NaN,2
735,1409,6.430985451,15.23118782,1
735,1473,5.340669155,16.24997139,1
735,1537,0.7856396437,19.30554199,1
735,1601,-1.052022696,22.15233994,1
735,1665,-4.341447353,19.21396828,1
735,1729,-4.762088776,22.28944778,1
735,1793,-7.627193451,25.05306625,1
735,1857,-10.34231567,30.27113914,1
735,1921,-11.7785759,32.62969208,1
735,1985,-7.815359116,32.45214462,1
799,65,8.429490089,-19.14948654,1
799,129,5.199475288,-18.41266441,1
799,193,6.180548191,-16.70027542,1
799,257,5.259230614,-18.26531029,1
799,321,5.699094772,-18.41293335,1
799,385,9.392618179,-17.21989441,1
799,449,9.873355865,-16.93577766,1
799,513,9.39601326,-15.88182354,1
799,577,8.342060089,-14.5263195,1
799,641,7.488249302,-19.77835274,1
799,705,9.446505547,-18.20306587,1
799,769,6.170751572,-8.413269043,1
799,833,8.100988388,-8.325917244,1
799,897,7.08997488,-7.150360584,1
799,961,NaN,NaN,2
799,1025,NaN,NaN,2
799,1089,NaN,NaN,2
799,1153,NaN,NaN,2
799,1217,15.31455421,-1.798661709,1
799,1281,2.048061609,-0.3056361675,1
799,1345,4.078623295,4.213115215,1
799,1409,8.22936058,12.98669243,1
799,1473,8.355106354,16.49528122,1
799,1537,1.97420013,16.66920853,1
799,1601,0.3195142746,18.03350067,1
799,1665,-1.782323837,21.25108528,1
799,1729,-4.628646374,23.50743866,1
799,1793,-6.022460938,24.04374695,1
799,1857,-8.737238884,29.07699966,1
799,1921,-10.48022938,29.08407974,1
799,1985,-9.923166275,32.29800415,1
863,65,9.561536789,-17.82063675,1
863,129,6.012219906,-16.43313599,1
863,193,7.253004074,-15.73658371,1
863,257,6.984876633,-16.30696106,1
863,321,9.168324471,-16.70564651,1
863,385,12.90482521,-15.36032391,1
863,449,10.69157791,-14.37466621,1
863,513,10.39916515,-15.12526321,1
863,577,11.38407803,-14.80209541,1
863,641,13.11599731,-22.70257378,1
863,705,10.90797424,-11.86949921,1
863,769,9.411657333,-10.98801613,1
863,833,8.23739624,-10.11419296,1
863,897,7.150931358,-7.791685104,1
863,961,NaN,NaN,2
863,1025,NaN,NaN,2
863,1089,NaN,NaN,2
863,1153,23.45730972,-38.9695015,1
863,1217,-0.5988292694,-38.35767365,1
863,1281,-0.02341270447,-2.993940353,1
863,1345,4.302597046,2.978510857,1
863,1409,6.505772114,6.794297218,1
863,1473,NaN,NaN,2
863,1537,3.725214005,12.69629002,1
863,1601,NaN,NaN,2
863,1665,-1.871101499,22.55152321,1
863,1729,-2.923592806,24.54490852,1
863,1793,-1.610718727,22.99497986,1
863,1857,-0.02605509758,26.18509674,1
863,1921,0.164188385,27.5895462,1
863,1985,NaN,NaN,2
927,65,8.32328701,-13.58558178,1
927,129,6.599715233,-12.4443655,1
927,193,7.10860157,-12.73702526,1
927,257,7.932117462,-11.78834915,1
927,321,11.95193577,-13.02460194,1
927,385,13.8421936,-11.34612274,1
927,449,13.30348301,-10.89605236,1
927,513,11.9691124,-13.36509895,1
927,577,NaN,NaN,2
927,641,NaN,NaN,2
927,705,20.14207077,-17.09726715,1
927,769,17.40354538,-21.50669861,1
927,833,5.890696526,-8.955255508,1
927,897,7.224039078,-8.33600235,1
927,961,NaN,NaN,2
927,1025,NaN,NaN,2
927,1089,-0.6757125854,-32.25587845,1
927,1153,3.616595984,-35.02235413,1
927,1217,3.135786295,-43.53659439,1
927,1281,NaN,NaN,2
927,1345,3.819509745,0.9080388546,1
927,1409,4.558157444,3.574462414,1
927,1473,5.092758656,7.277582169,1
927,1537,4.941552162,13.7392149,1
927,1601,4.527677536,14.28036404,1
927,1665,3.697071314,18.54682541,1
927,1729,3.422922373,19.67605972,1
927,1793,6.601726532,20.20980453,1
927,1857,13.41561508,21.73571205,1
927,1921,8.435935974,33.01992035,1
927,1985,NaN,NaN,2
991,65,7.786396027,-8.513575554,1
991,129,6.362611294,-8.961884499,1
991,193,8.043792725,-8.552843094,1
991,257,8.943051338,-8.139224052,1
991,321,10.60253143,-7.352381706,1
991,385,16.24015045,-9.227902412,1
991,449,19.33693314,-9.407154083,1
991,513,NaN,NaN,2
991,577,NaN,NaN,2
991,641,19.47863197,-13.51763439,1
991,705,15.46238422,-12.89129353,1
991,769,13.54139233,-17.121418,1
991,833,7.904318333,-9.098519325,1
991,897,NaN,NaN,2
991,961,5.673237801,-21.39482498,1
991,1025,4.339402676,-25.43406296,1
991,1089,3.990243435,-39.64493561,1
991,1153,-5.201334476,-32.88916016,1
991,1217,NaN,NaN,2
991,1281,2.103270054,-4.51167202,1
991,1345,2.661338329,-1.890996575,1
991,1409,4.040215492,-0.2905452251,1
991,1473,7.163456917,5.542973995,1
991,1537,5.321936607,9.813591957,1
991,1601,4.347708702,13.17608547,1
991,1665,5.427963257,15.51708508,1
991,1729,5.549067497,18.19153595,1
991,1793,5.959122658,23.49176407,1
991,1857,6.030175209,25.57971001,1
991,1921,6.703410625,27.40886688,1
991,1985,12.41804409,30.34856224,1
1055,65,10.20126152,-4.859992504,1
1055,129,9.276220322,-5.234512329,1
1055,193,8.709440231,-6.542945862,1
1055,257,10.77499104,-6.3974967,1
1055,321,13.26280212,-5.964468956,1
1055,385,16.42522049,-7.568177223,1
1055,449,19.51097488,-7.735869408,1
1055,513,NaN,NaN,2
1055,577,NaN,NaN,2
1055,641,NaN,NaN,2
1055,705,16.1031189,-10.44668388,1
1055,769,8.649870872,-9.79637146,1
1055,833,7.464859962,-9.20675087,1
1055,897,NaN,NaN,2
1055,961,-5.466178417,-19.60023117,1
1055,1025,-10.2045536,-23.46691322,1
1055,1089,-8.038826942,-25.58115959,1
1055,1153,NaN,NaN,2
1055,1217,0.9839650393,-10.41480541,1
1055,1281,-0.4229414463,-10.09875107,1
1055,1345,0.9330266714,-6.385103226,1
1055,1409,4.01064682,-3.331735849,1
1055,1473,7.176715374,5.014987946,1
1055,1537,6.044206142,8.581960678,1
1055,1601,5.715775013,12.31295586,1
1055,1665,6.802886963,14.31861496,1
1055,1729,7.89999485,18.82520103,1
1055,1793,9.585271835,25.08072281,1
1055,1857,13.05379391,22.9673214,1
1055,1921,12.84327316,22.47317505,1
1055,1985,11.69723701,28.28336525,1
1119,65,16.39687729,-2.087257624,1
1119,129,13.36281967,-4.991688728,1
1119,193,11.81870651,-3.145252466,1
1119,257,10.68906498,-4.574007034,1
1119,321,11.30546474,-5.315077782,1
1119,385,9.941555023,-7.56020689,1
1119,449,NaN,NaN,2
1119,513,20.37061119,-7.887166977,1
1119,577,NaN,NaN,2
1119,641,NaN,NaN,2
1119,705,11.10259247,-8.843333244,1
1119,769,6.491317749,-14.93603611,1
1119,833,NaN,NaN,2
1119,897,NaN,NaN,2
1119,961,-3.541986465,-24.19212914,1
1119,1025,-2.099240541,-29.33916473,1
1119,1089,-6.798256397,-23.07304764,1
1119,1153,2.398503065,-16.52249527,1
1119,1217,1.110502958,-15.29892445,1
1119,1281,0.01661133766,-10.55835915,1
1119,1345,2.025586843,-8.950281143,1
1119,1409,4.480041981,-5.142361164,1
1119,1473,NaN,NaN,2
1119,1537,9.219783783,9.010594368,1
1119,1601,7.709140301,11.72039509,1
1119,1665,7.550722122,15.46602058,1
1119,1729,8.706562996,20.09596252,1
1119,1793,9.912442207,24.71848297,1
1119,1857,10.2898941,24.35294151,1
1119,1921,8.315319061,23.71784592,1
1119,1985,2.371664762,29.39318085,1
1183,65,NaN,NaN,2
1183,129,14.70144653,2.241791725,1
1183,193,17.20880508,6.626124382,1
1183,257,15.35646343,4.937507629,1
1183,321,9.693871498,-4.722148418,1
1183,385,9.333356857,-6.008556843,1
1183,449,7.926568031,-12.93278313,1
1183,513,17.30981827,-6.50416708,1
1183,577,21.81792068,-1.607031345,1
1183,641,17.36445045,-7.09360075,1
1183,705,11.9736824,-8.024105072,1
1183,769,5.034913063,-8.682969093,1
1183,833,NaN,NaN,2
1183,897,NaN,NaN,2
1183,961,3.569812298,-27.21153259,1
1183,1025,2.947713852,-27.66993713,1
1183,1089,3.00013423,-11.21813107,1
1183,1153,2.104774475,-17.03072357,1
1183,1217,0.1936247349,-12.20526123,1
1183,1281,3.000029087,-8.386816025,1
1183,1345,6.286642075,-5.188711166,1
1183,1409,NaN,NaN,2
1183,1473,7.916425228,5.203538895,1
1183,1537,9.181043625,8.886074066,1
1183,1601,8.723846436,12.23380661,1
1183,1665,7.144626617,16.91949463,1
1183,1729,7.834527016,22.12636757,1
1183,1793,8.952996254,23.66550636,1
1183,1857,9.161064148,24.9102478,1
1183,1921,7.906479836,27.47319794,1
1183,1985,6.618697643,25.77748871,1
1247,65,23.63827705,9.686000824,1
1247,129,19.32881546,3.376865387,1
1247,193,17.56652832,10.1411047,1
1247,257,15.26709557,8.990468979,1
1247,321,NaN,NaN,2
1247,385,10.56025887,-4.23722744,1
1247,449,8.052150726,-5.156312466,1
1247,513,20.14779663,-2.169008732,1
1247,577,20.88997269,-4.224593163,1
1247,641,17.75222015,-4.673910141,1
1247,705,15.59902382,-17.01596451,1
1247,769,21.63981438,-26.2624588,1
1247,833,NaN,NaN,2
1247,897,NaN,NaN,2
1247,961,5.128488541,-33.12818909,1
1247,1025,11.233881,-11.89435387,1
1247,1089,10.09980869,-10.177495,1
1247,1153,2.979557037,-19.08478355,1
1247,1217,3.094992161,-10.73592663,1
1247,1281,7.218798161,-8.151508331,1
1247,1345,7.103387833,-4.358107567,1
1247,1409,7.120029926,1.828025937,1
1247,1473,10.3522892,8.734066963,1
1247,1537,11.21440697,8.554056168,1
1247,1601,9.136119843,11.94742298,1
1247,1665,8.056629181,16.2923317,1
1247,1729,7.948385239,22.19312096,1
1247,1793,8.001001358,22.54582214,1
1247,1857,8.290719986,24.05910492,1
1247,1921,8.676413536,24.64830017,1
1247,1985,8.535272598,27.54109955,1
1311,65,20.00354385,2.496315956,1
1311,129,17.75712585,-0.9632937908,1
1311,193,10.75260639,12.02266026,1
1311,257,8.466828346,8.422216415,1
1311,321,8.90527153,13.22572136,1
1311,385,NaN,NaN,2
1311,449,10.20342827,-3.927275658,1
1311,513,6.441405296,4.200367451,1
1311,577,NaN,NaN,2
1311,641,NaN,NaN,2
1311,705,8.134906769,-24.01887894,1
1311,769,11.94256973,-28.65433884,1
1311,833,NaN,NaN,2
1311,897,1.940416694,-29.94963455,1
1311,961,7.055286407,-19.81642914,1
1311,1025,12.36815929,-16.49865723,1
1311,1089,4.960639954,-25.62540436,1
1311,1153,3.030090094,-23.0752964,1
1311,1217,NaN,NaN,2
1311,1281,5.38344717,-7.804828167,1
1311,1345,6.759038925,-3.038144827,1
1311,1409,10.10980797,1.791402578,1
1311,1473,9.93696022,7.426026344,1
1311,1537,9.84442997,7.981868267,1
1311,1601,10.18518829,10.87570095,1
1311,1665,11.3362484,14.27330017,1
1311,1729,10.51238918,16.99722862,1
1311,1793,7.790915966,19.94423103,1
1311,1857,8.235010147,22.6588707,1
1311,1921,9.193201065,23.37763977,1
1311,1985,9.2413311,29.06122589,1
1375,65,12.03308105,-0.6196205616,1
1375,129,8.651551247,0.6682345271,1
1375,193,7.397358894,8.576868057,1
1375,257,2.106588364,14.89814281,1
1375,321,4.180027485,11.20954609,1
1375,385,6.862482071,11.8391571,1
1375,449,5.573045254,-3.48146677,1
1375,513,1.266478539,10.39722538,1
1375,577,NaN,NaN,2
1375,641,-7.576251984,-1.973608255,1
1375,705,-1.722959638,-22.98152542,1
1375,769,-2.692873955,-27.90120316,1
1375,833,0.1162087917,-38.28429794,1
1375,897,NaN,NaN,2
1375,961,0.2452259064,-12.92746544,1
1375,1025,1.348491311,-32.59352875,1
1375,1089,2.069939613,-29.96166229,1
1375,1153,2.700438738,-28.3298645,1
1375,1217,7.006430626,-15.36673641,1
1375,1281,3.906478167,-6.887703896,1
1375,1345,5.648798943,-3.296819925,1
1375,1409,8.584251404,0.365057528,1
1375,1473,9.612287521,3.804897785,1
1375,1537,8.460126877,6.900903225,1
1375,1601,7.995616436,10.1310997,1
1375,1665,8.695617676,14.18681145,1
1375,1729,8.700155258,15.85231304,1
1375,1793,7.995884895,17.51034355,1
1375,1857,8.235740662,20.12611389,1
1375,1921,9.647360802,21.07975578,1
1375,1985,NaN,NaN,2
1439,65,NaN,NaN,2
1439,129,1.293094635,3.25352478,1
1439,193,4.720065117,-0.4931143522,1
1439,257,0.6519908905,6.467088699,1
1439,321,1.117432356,9.010409355,1
1439,385,2.315436125,8.317255974,1
1439,449,0.7390687466,1.824573278,1
1439,513,-9.138827324,6.390655518,1
1439,577,-12.68564034,3.187019348,1
1439,641,-12.31348801,-4.496201515,1
1439,705,-14.45293331,-19.78555489,1
1439,769,-10.51648426,-28.69945908,1
1439,833,-10.51903725,-30.64364624,1
1439,897,NaN,NaN,2
1439,961,NaN,NaN,2
1439,1025,1.809484601,-31.69083023,1
1439,1089,2.423102379,-33.89962006,1
1439,1153,1.855297804,-21.07168579,1
1439,1217,1.998019695,-16.7247467,1
1439,1281,2.236123562,-8.251086235,1
1439,1345,3.87011528,-4.183542252,1
1439,1409,5.966184616,-1.496610641,1
1439,1473,7.244426727,0.9407849312,1
1439,1537,7.057965755,8.210801125,1
1439,1601,5.935419083,11.65877247,1
1439,1665,7.053862572,13.41064548,1
1439,1729,7.222047806,13.83656883,1
1439,1793,7.568772793,16.19475937,1
1439,1857,8.139135361,18.14695358,1
1439,1921,9.827430725,18.40680504,1
1439,1985,NaN,NaN,2
1503,65,6.686367989,0.2767124772,1
1503,129,6.08723402,0.9787706137,1
1503,193,3.496925354,4.684595585,1
1503,257,0.3126728535,5.269819736,1
1503,321,3.731413364,-0.0876095295,1
1503,385,1.664942503,0.563280344,1
1503,449,-7.381076336,5.499398232,1
1503,513,-13.64001751,2.395549297,1
1503,577,-16.50469971,-0.9374198914,1
1503,641,-20.78229904,-7.308561325,1
1503,705,-25.25808716,-22.73452759,1
1503,769,-27.22390747,-30.72587013,1
1503,833,-24.81407166,-25.32560349,1
1503,897,-3.272678137,-16.729599,1
1503,961,-3.00676775,-27.75347519,1
1503,1025,1.339672923,-30.99891472,1
1503,1089,1.923431277,-26.88143921,1
1503,1153,1.455169797,-21.87345695,1
1503,1217,1.941939473,-15.8273983,1
1503,1281,2.103583574,-9.615635872,1
1503,1345,2.735919476,-5.972241879,1
1503,1409,5.125319481,-2.949706078,1
1503,1473,5.589787483,0.7856841087,1
