PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 50, filenames: A:[50]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[51]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,-0.2071991563,0.9046645164,1
95,129,-1.93271637,-1.434223771,1
95,193,-1.043504715,-1.363933563,1
95,257,0.4754372835,-1.585904837,1
95,321,0.7508399487,-1.54950285,1
95,385,2.481024742,-0.7531943321,1
95,449,1.372573853,-0.1452003717,1
95,513,-0.1937784255,0.2074571252,1
95,577,-0.05510604382,-1.061427593,1
95,641,0.1623798013,-1.470123529,1
95,705,-0.301479876,-1.104606509,1
95,769,-0.4967517853,-0.607367456,1
95,833,0.6513869166,-1.614518881,1
95,897,1.719595909,-3.282300234,1
95,961,0.4100912809,-2.232740879,1
95,1025,-1.444491863,-0.3890058398,1
95,1089,-1.600339413,-0.7872079611,1
95,1153,-0.5724767447,-1.022457957,1
95,1217,-0.2248840332,-0.557923913,1
95,1281,0.5781593323,-0.2578305006,1
95,1345,1.509594917,-0.1458134651,1
95,1409,2.190159321,-0.2881062031,1
95,1473,1.487583876,0.6313345432,1
95,1537,0.617323041,0.300462842,1
95,1601,0.3733565807,-0.008405506611,1
95,1665,0.5567353964,0.1559018493,1
95,1729,0.341267705,-0.1838698983,1
95,1793,2.49360466,-0.3925051689,1
95,1857,2.650328875,0.2727025747,1
95,1921,1.741392374,-0.05696088076,1
95,1985,-0.3709771633,-1.242940068,1
159,65,-1.15828228,0.6826533079,1
159,129,0.3647733927,0.8980475068,1
159,193,0.784388423,0.4695941508,1
159,257,0.2106475234,-0.1890667081,1
159,321,0.1425507963,-0.3302346468,1
159,385,0.4020436704,0.3228515387,1
159,449,0.296086967,-0.2805537879,1
159,513,-0.3376017511,-0.528108716,1
159,577,-0.3411677182,-1.590706587,1
159,641,-1.118725061,-1.295758486,1
159,705,-0.4824181199,-1.436447501,1
159,769,1.864711642,-1.237318397,1
