PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 29, filenames: A:[29]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[30]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,3.86166954,-0.1492527723,1
95,129,0.3667948246,-1.214082599,1
95,193,0.5589511395,-1.514924049,1
95,257,2.104849339,-1.22225368,1
95,321,3.43227005,0.05336618423,1
95,385,4.844527721,0.9122798443,1
95,449,3.302670002,1.072164893,1
95,513,1.161634922,1.446702003,1
95,577,0.8066215515,1.976610184,1
95,641,1.43957448,2.649207592,1
95,705,2.183851242,1.933585167,1
95,769,2.250243664,1.188912034,1
95,833,-0.8061320782,0.9719830155,1
95,897,-3.484434605,1.23778677,1
95,961,-3.196291447,1.327195406,1
95,1025,-1.530060768,2.47752738,1
95,1089,-0.7585430741,3.13413167,1
95,1153,1.029705048,3.803657532,1
95,1217,0.5247744918,2.217254162,1
95,1281,0.1580527425,-0.3242083788,1
95,1345,1.501721144,-0.965886116,1
95,1409,-0.4378524423,-1.601717949,1
95,1473,-1.077137947,-1.011445999,1
95,1537,-1.012842059,-1.118928432,1
95,1601,-1.145075202,-1.103219151,1
95,1665,-1.016458035,-1.46676445,1
95,1729,-0.4864830971,-2.382308722,1
95,1793,0.3022301197,-5.243180275,1
95,1857,0.4378376603,-6.146251678,1
95,1921,0.1113861799,-5.17145443,1
95,1985,0.1544244289,-3.774236202,1
159,65,0.7155116796,-1.665471673,1
159,129,0.9856564999,-0.9400299191,1
159,193,1.782817721,-0.7232941389,1
159,257,1.446913362,-0.9044190049,1
159,321,1.748841286,-1.066520691,1
159,385,1.196605206,-0.3519352674,1
159,449,0.4798045158,0.3794845939,1
159,513,-0.6821579933,0.7845516205,1
159,577,0.1407772899,1.106651902,1
159,641,0.4417552948,1.909840822,1
159,705,0.1441989541,2.027335167,1
159,769,1.118601561,1.336792231,1
159,833,0.2069557607,0.6532506943,1
159,897,-1.113966823,0.6079118848,1
159,961,-1.323417306,0.626363039,1
159,1025,-0.4229347706,2.459512711,1
159,1089,-0.1108645052,2.346507549,1
159,1153,0.3823207617,2.144789696,1
159,1217,0.7858422995,1.842425227,1
159,1281,0.4789100289,0.8565862179,1
159,1345,0.1047616974,-1.000449419,1
159,1409,-0.8001456261,-1.499709845,1
159,1473,-1.068794727,-1.252292514,1
159,1537,-0.7128558159,-0.5179998875,1
159,1601,-0.5830352902,-1.441435933,1
159,1665,-0.7600374222,-1.962166309,1
159,1729,-0.9268747568,-3.696295261,1
159,1793,-0.4439284205,-3.725294352,1
159,1857,-0.6935405135,-3.245103836,1
159,1921,-2.074506044,-3.548143864,1
159,1985,-2.300584316,-2.841417551,1
223,65,-1.268043637,-1.924665689,1
223,129,0.7403712273,-0.7974056602,1
223,193,1.820832133,-0.3295270801,1
223,257,0.9278129339,-0.2985460162,1
223,321,-0.7251254916,-0.5097799301,1
223,385,-0.3137119412,-0.5711814165,1
223,449,-0.37043643,-0.07030886412,1
223,513,-0.5507084131,1.250011086,1
223,577,-0.3763715029,0.7129516006,1
223,641,0.09338971972,1.003963113,1
223,705,0.4659023285,1.46274066,1
223,769,0.9090045094,0.88882792,1
223,833,0.02195671946,0.5065056086,1
223,897,-0.1642567515,0.348598361,1
223,961,-0.4936492443,0.3315041065,1
223,1025,-0.5128132105,1.657427669,1
223,1089,-0.1753054261,1.08013463,1
223,1153,0.5977378488,2.133589268,1
223,1217,0.9364635944,2.044509649,1
223,1281,0.6059377193,0.6323082447,1
223,1345,0.1183944717,0.1714781374,1
223,1409,-1.038048744,-1.390463829,1
223,1473,-1.357527375,-1.806910634,1
223,1537,-0.7103195786,-1.229567528,1
223,1601,-0.3207502365,-2.14800024,1
223,1665,0.2608352602,-2.706113338,1
223,1729,-0.3483759165,-3.020976305,1
223,1793,-1.21694541,-2.996020079,1
223,1857,-0.8198539019,-2.072281837,1
223,1921,-1.843301535,-2.539332151,1
223,1985,-1.901459455,-3.297124147,1
287,65,-1.939373255,-0.4444055557,1
287,129,-0.5004994869,-0.8960820436,1
287,193,0.07511842251,-0.6187103987,1
287,257,-0.2593300343,-0.4947350025,1
287,321,-1.575465918,-1.624778628,1
287,385,-9.192537308,2.037455559,1
287,449,-2.142456055,-3.906704187,1
287,513,-1.187205791,-0.4573128819,1
287,577,-0.7036296725,0.4816769958,1
287,641,0.5558851957,0.5321311951,1
287,705,1.407021642,1.028648496,1
287,769,-0.2002365887,0.5197372437,1
287,833,-0.3906398714,1.06324625,1
287,897,-0.2456454039,0.8868678808,1
287,961,-0.5708599687,0.455625385,1
287,1025,-1.151980042,0.08750236034,1
287,1089,-0.8634255528,0.3636573553,1
287,1153,0.9851454496,2.038749933,1
287,1217,2.324441671,2.211838245,1
287,1281,0.6782537103,-0.1767715812,1
287,1345,0.09468568861,-0.4650415182,1
287,1409,-1.097118616,-1.353867412,1
287,1473,-1.33403194,-1.774388909,1
287,1537,-0.7393919826,1.379099488,1
287,1601,-0.3641262054,-1.584614754,1
287,1665,0.2184415162,-2.952773809,1
287,1729,-0.05587670207,-2.702187777,1
287,1793,-0.8363026381,-3.181152344,1
287,1857,-1.652792454,-2.253903866,1
287,1921,-1.840943813,-2.211086035,1
287,1985,-1.445590258,-3.154850721,1
351,65,-1.040188193,-0.5945794582,1
351,129,-0.6556141376,-0.6986459494,1
351,193,-0.6428517103,-0.4191139936,1
351,257,-0.9338825941,-0.314588964,1
351,321,-0.5397365093,-0.769970417,1
351,385,2.457404613,-0.4762337208,1
351,449,-3.427084446,-5.283912659,1
351,513,-1.821830869,-0.7935371995,1
351,577,-1.119324923,0.3022201955,1
351,641,-1.350346804,-0.5014424324,1
351,705,-0.5063163638,1.100170374,1
351,769,-0.7442886233,0.7181881666,1
351,833,-0.5336799622,0.9991899133,1
351,897,-1.170881271,1.300010443,1
351,961,-1.413612008,0.435005039,1
351,1025,-1.683144569,-0.08040753007,1
351,1089,-1.911983728,-0.5504029393,1
351,1153,-0.6442148089,-0.462960124,1
351,1217,0.3891631663,-0.2324001193,1
351,1281,0.001884371042,-1.296021223,1
351,1345,-0.009871780872,-1.314358234,1
351,1409,-0.9570532441,-1.205884337,1
351,1473,-1.662521839,-1.91537559,1
351,1537,-1.270895481,1.52866888,1
351,1601,-1.754244328,-0.3648285866,1
351,1665,-2.066720724,-1.943475962,1
351,1729,-0.5374492407,-2.480975866,1
351,1793,-0.79334867,-2.205695391,1
351,1857,-1.733079076,-1.896503687,1
351,1921,-1.10276556,-1.666032314,1
351,1985,-0.6900757551,-2.858801365,1
415,65,-0.4648837447,-0.3996858001,1
415,129,-0.9302140474,-0.5012488365,1
415,193,-1.349578857,-0.2403966933,1
415,257,-1.937062502,-0.08957540989,1
415,321,-1.518977165,0.1497284174,1
415,385,-1.143170357,-0.3696565628,1
415,449,-1.929690838,-1.224997401,1
415,513,-2.308635712,-0.966869235,1
415,577,-1.344168067,0.3433539271,1
415,641,-0.692109406,0.2354655862,1
415,705,-0.8637840748,0.4042173028,1
415,769,-0.2563425303,1.777169824,1
415,833,-0.7511196136,1.178179264,1
415,897,-2.725658655,0.9247157574,1
415,961,-2.862035513,0.1580619514,1
415,1025,-2.267321825,-0.4949735403,1
415,1089,-1.947669744,-1.596093774,1
415,1153,-1.460119605,-1.272845626,1
415,1217,-2.064862013,-1.449824333,1
415,1281,-1.125078678,-2.223331213,1
415,1345,-1.013611078,-2.245421648,1
415,1409,-1.231286407,-1.863308907,1
415,1473,-2.149815559,-1.581667423,1
415,1537,-1.358752012,-2.25522995,1
415,1601,-0.5850502849,-1.904673576,1
415,1665,-0.3156651258,-1.57311964,1
415,1729,0.09874033928,-1.407506466,1
415,1793,-0.5717650652,-1.480181217,1
415,1857,-0.571224153,-2.128793716,1
415,1921,-0.3920009136,-2.40826416,1
415,1985,-0.06467533112,-3.60000658,1
479,65,-0.7010381222,0.08772569895,1
479,129,-2.296009302,-0.3713362813,1
479,193,-3.031818867,-0.3865461349,1
479,257,-2.091018438,-0.09421336651,1
479,321,-1.814355135,0.03564303368,1
479,385,-1.520786524,-0.09307183325,1
479,449,-1.397797108,-0.5573233962,1
479,513,-1.873063326,-2.14362359,1
479,577,-1.470341086,0.07140606642,1
479,641,-0.5322303772,-1.411403537,1
479,705,-0.4666798115,0.6894208193,1
479,769,-1.031006098,1.993498445,1
479,833,-2.120840549,1.427285075,1
479,897,-9.172287941,0.6338658333,1
479,961,-9.812791824,-2.342170477,1
479,1025,-2.314617395,-1.422045946,1
479,1089,-1.744331241,-1.474928141,1
479,1153,-1.010936379,-1.367092133,1
479,1217,-1.423997402,-1.88910532,1
479,1281,-1.973129034,-2.78475523,1
479,1345,-2.420580864,-2.678896904,1
479,1409,-6.82840395,-2.379919529,1
479,1473,-1.778071642,-3.424233913,1
479,1537,-1.647931337,-3.594908476,1
479,1601,-0.5963542461,-2.343882084,1
479,1665,-0.8439276218,-1.33212781,1
479,1729,-0.5559824705,-0.5141648054,1
479,1793,-0.1778832078,-2.234090805,1
479,1857,-0.2720590234,-2.668499231,1
479,1921,0.4805229902,-3.155628443,1
479,1985,0.8427664042,-3.982629776,1
543,65,-1.285198689,-0.2487844825,1
543,129,-7.088193417,-5.727893829,1
543,193,-4.341821671,-3.510908604,1
543,257,-2.058145285,-3.722853661,1
543,321,-1.03959322,0.0220881626,1
543,385,-2.203306913,0.1982349306,1
543,449,-2.597826481,-0.09286594391,1
543,513,-2.192067385,-0.326470077,1
543,577,-1.210420728,0.413117528,1
543,641,0.7470195293,1.533540845,1
543,705,-0.5295597911,2.109181881,1
543,769,-2.47576189,2.163443089,1
543,833,-6.872265816,0.8863437176,1
543,897,-7.939430237,0.6529325843,1
543,961,-8.815185547,-0.5849445462,1
543,1025,-6.347937107,-0.8719183803,1
543,1089,-3.082952976,-1.397770166,1
543,1153,-1.313511372,-2.071416616,1
543,1217,-1.117572069,-2.977588654,1
543,1281,-1.632548571,-3.267281532,1
543,1345,-1.823019981,-2.937589884,1
543,1409,-1.872203946,-2.82025075,1
543,1473,-1.458940983,-3.542482138,1
543,1537,-2.765224457,-3.484637976,1
543,1601,-2.917954683,-2.206603289,1
543,1665,-0.9851565361,-1.506216764,1
543,1729,-0.2518928051,-1.375053644,1
543,1793,0.08583796024,-2.69018364,1
543,1857,-0.1680606455,-2.471767902,1
543,1921,0.2839980423,-2.918396711,1
543,1985,0.2400282621,-3.442504168,1
607,65,-2.307836771,-0.07516027987,1
607,129,-2.731245041,-2.427970409,1
607,193,-2.15851593,-1.569939017,1
607,257,-2.606072426,-0.5422064066,1
607,321,-2.526319504,0.3391163945,1
607,385,-3.082675695,0.4938117266,1
607,449,-6.352745533,-0.01987344027,1
607,513,-5.337197304,-0.06436508894,1
607,577,-2.22055769,2.325445175,1
607,641,-0.9192214012,1.591401815,1
607,705,-1.344902515,1.830776215,1
607,769,-1.796209812,1.64055419,1
607,833,-11.80142021,1.609248877,1
607,897,-6.881546021,0.6705744863,1
607,961,-5.661631584,0.6030686498,1
607,1025,-2.67833662,-0.2485491037,1
607,1089,-1.136643529,-1.286611438,1
