PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 56, filenames: A:[56]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[57]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,-0.9200234413,1.058375835,1
95,129,-1.565191269,0.3941744566,1
95,193,-1.7025702,-0.5005379319,1
95,257,-1.10735631,-0.7083619833,1
95,321,-0.1318153143,-0.6216893196,1
95,385,0.4605866671,-0.5499186516,1
95,449,2.910075188,-0.6513954401,1
95,513,4.34080267,-1.213174105,1
95,577,3.862499237,-0.9551949501,1
95,641,2.37494874,-0.9063901901,1
95,705,1.332124949,-1.15944469,1
95,769,2.538004875,-1.502151489,1
95,833,2.823429585,-0.6304068565,1
95,897,2.148364067,-1.650923133,1
95,961,0.8625779152,-1.230769992,1
95,1025,-0.168204844,-0.6474701166,1
95,1089,-0.7960296869,-0.8629371524,1
95,1153,-0.6373064518,-1.056442022,1
95,1217,0.6314501762,-1.377818108,1
95,1281,0.8172557354,-0.8457728028,1
95,1345,-0.7555981874,-0.7587723732,1
95,1409,-1.284303904,-0.9008606672,1
95,1473,0.1419660449,-2.359877586,1
95,1537,0.09967179596,-0.7050201893,1
95,1601,-0.4783553481,-0.8369089365,1
95,1665,-0.9477447271,-1.056512713,1
95,1729,-0.08878874779,-0.8406668305,1
95,1793,0.9980988503,-0.9201188087,1
95,1857,2.169877529,-2.264650345,1
95,1921,2.203364611,-1.278189421,1
95,1985,0.645506382,-1.088415384,1
159,65,0.1207918227,0.2159958482,1
159,129,-0.7153248787,-1.393231034,1
159,193,-0.8261809349,-1.403377891,1
159,257,0.1099357605,-1.204496264,1
159,321,1.053806424,-0.7840951681,1
159,385,1.201090932,-0.2747186422,1
159,449,2.371954918,-0.4133740067,1
159,513,2.520110846,-0.4520798922,1
159,577,1.948281288,-0.4105352759,1
159,641,1.850675821,-0.3283911049,1
159,705,1.578034163,-0.2989606857,1
159,769,1.30387044,-1.517987609,1
159,833,0.8801060915,-1.537838697,1
159,897,0.8195341825,-2.003029585,1
159,961,0.6977690458,-0.8307702541,1
159,1025,0.4672048092,0.8442013264,1
159,1089,0.5448910594,-0.7842193842,1
159,1153,0.3652743101,-1.673957586,1
159,1217,0.2403933108,-1.644112945,1
159,1281,-0.047508955,-1.334385991,1
159,1345,-2.023418188,-1.624748588,1
159,1409,-1.21528244,-1.210865617,1
159,1473,-0.6925954819,-1.213014126,1
159,1537,0.4826021791,-1.987692237,1
159,1601,0.8803350925,-4.291358471,1
159,1665,-0.2217957973,-1.68122685,1
159,1729,1.095236301,-1.247198343,1
159,1793,1.934973598,-1.816789746,1
159,1857,2.075956345,-3.06870532,1
159,1921,1.460496902,-1.902795315,1
159,1985,0.1402443647,-1.893821597,1
223,65,0.689920187,-0.8530666828,1
223,129,-0.2311751097,-1.593944311,1
223,193,-0.1680509001,-1.51456809,1
223,257,0.02496451139,-1.167474627,1
223,321,-0.3454393148,-0.2478239536,1
223,385,1.755210519,-0.494294703,1
223,449,1.417882562,-0.5272552967,1
223,513,1.414720535,-0.1870259047,1
223,577,1.396441698,0.3024409413,1
223,641,1.093361378,1.458241701,1
223,705,0.7653331757,0.2774063647,1
223,769,0.8035795093,-1.379298329,1
223,833,0.6558232903,-1.711328983,1
223,897,0.9000585079,-1.317078114,1
223,961,1.077005982,-0.2406734228,1
223,1025,0.7442567348,0.9234988689,1
223,1089,1.397760153,-1.246045113,1
223,1153,0.8384120464,-2.230766296,1
223,1217,0.01360936463,-1.947831392,1
223,1281,-0.7937935591,-1.521177769,1
223,1345,-1.420611262,-2.148543358,1
223,1409,-1.420317292,-1.502789736,1
223,1473,-0.574637711,-1.577590704,1
223,1537,0.3768240213,-3.261434555,1
223,1601,0.8800906539,-4.760590076,1
223,1665,1.383343816,-1.835336089,1
223,1729,1.852247596,-1.653136373,1
223,1793,2.034052372,-1.992283106,1
223,1857,1.801248789,-2.205040693,1
223,1921,1.8362571,-1.9065516,1
223,1985,2.316843033,-1.746977925,1
287,65,0.5111067891,-1.33708024,1
287,129,-0.3188482523,-1.300117493,1
287,193,-0.5456152558,-1.209234118,1
287,257,-0.1568740308,-0.7977792025,1
287,321,-0.1812441349,-0.2099826336,1
287,385,-0.1357491016,1.060987592,1
287,449,0.8533609509,-0.1572110653,1
287,513,1.086229801,-0.6128575206,1
287,577,1.035928726,0.01592864096,1
287,641,-0.1940205097,1.65165925,1
287,705,-2.133732796,0.4503957033,1
287,769,-1.134615541,-1.752497196,1
287,833,0.156011343,-1.441349149,1
287,897,1.474423647,-1.414688945,1
287,961,1.854193211,-1.544558764,1
287,1025,1.418049812,-1.638314009,1
287,1089,1.402087212,-2.316676855,1
287,1153,0.7809506059,-2.062322378,1
287,1217,-0.3841587305,-1.850953102,1
287,1281,-0.4466503859,-1.68587029,1
287,1345,-2.725292206,-1.865097165,1
287,1409,-1.830796957,-1.956058741,1
287,1473,-0.1732960939,-1.93989563,1
287,1537,0.7497556806,-1.91396296,1
287,1601,1.693123579,-1.792612791,1
287,1665,2.324223042,-1.653663635,1
287,1729,2.055627108,-1.798240662,1
287,1793,1.418602824,-2.207541466,1
287,1857,1.212934375,-2.317173481,1
287,1921,3.22002697,-2.336997271,1
287,1985,4.65739727,-1.574690819,1
351,65,-0.1172268242,-2.229767323,1
351,129,-0.4121200144,-1.592671871,1
351,193,-0.7182267308,-1.116087079,1
351,257,-0.6798293591,-0.4780745506,1
351,321,0.0760935694,0.8327307701,1
351,385,0.2967927456,0.5298957229,1
351,449,0.8332660794,-0.07772660255,1
351,513,1.00335741,-1.071797132,1
351,577,0.8133742809,-1.437533617,1
351,641,0.694105804,-1.383262396,1
351,705,-0.6690403223,0.3998496532,1
351,769,0.2588064671,-0.7785387039,1
351,833,0.6076276302,-1.363951206,1
351,897,1.961153984,-1.729107499,1
351,961,2.456362724,-1.978757739,1
351,1025,1.438796759,-3.700241566,1
351,1089,1.351853967,-3.246540546,1
351,1153,0.4278483391,-1.987210751,1
