PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 37, filenames: A:[37]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[38]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,5.849636078,-1.079351187,1
95,129,5.061053276,-1.983561993,1
95,193,2.989854813,-2.798963547,1
95,257,1.938413143,-2.648955584,1
95,321,1.472974777,-2.649116993,1
95,385,1.118716717,-2.748677015,1
95,449,2.121272326,-1.169231772,1
95,513,2.573594332,0.9374834299,1
95,577,0.9987499714,1.80606842,1
95,641,-0.2044421434,1.656713963,1
95,705,0.929443717,-0.6533126831,1
95,769,1.87071991,-0.6615270376,1
95,833,1.444190741,0.5296725035,1
95,897,1.411570072,0.645635128,1
95,961,0.6683001518,1.120917201,1
95,1025,1.585367918,2.944084406,1
95,1089,1.338310599,-0.01910150051,1
95,1153,1.399405122,0.4155142903,1
95,1217,1.063884735,0.70020473,1
95,1281,1.333867788,0.2519035339,1
95,1345,1.629844904,-0.89917624,1
95,1409,1.080797791,-0.731143117,1
95,1473,-0.02902346849,-0.3591150045,1
95,1537,-0.9062980413,-0.2169466019,1
95,1601,-0.933637917,0.9454808235,1
95,1665,-0.02229988575,1.984866858,1
95,1729,0.4036005735,2.164800644,1
95,1793,0.2967380285,1.269042015,1
95,1857,1.159015536,0.3985258341,1
95,1921,1.082502127,-0.3619301915,1
95,1985,0.2039556503,0.5422149897,1
159,65,3.996655941,-1.612669587,1
159,129,3.327576876,-2.411421061,1
159,193,2.117623329,-2.743711948,1
159,257,1.481586218,-3.04230547,1
159,321,0.8760437965,-2.815862417,1
159,385,-1.234192967,-1.816734076,1
159,449,0.1790348291,-1.524629712,1
159,513,1.092065096,-0.9578669667,1
159,577,0.4403216243,-1.157595396,1
159,641,-0.2587580681,-0.7544430494,1
159,705,-0.04525899887,-2.231570959,1
159,769,0.6241083741,-1.498123169,1
159,833,0.4769061208,-1.482476115,1
159,897,0.2738176584,-2.50611496,1
159,961,-0.9192382097,-0.4442645609,1
159,1025,-2.72987318,1.954368353,1
159,1089,-0.1751298308,0.7629399896,1
159,1153,0.9751921892,0.8626653552,1
159,1217,1.069323301,1.181726694,1
159,1281,0.6253893375,1.150822043,1
159,1345,-0.340385735,-0.4253983796,1
159,1409,0.460930258,-0.6374428868,1
159,1473,0.2363435328,-0.7397684455,1
159,1537,-0.02731263638,-0.7773594856,1
159,1601,0.2747918367,-0.6141806841,1
159,1665,0.4619010687,-0.1630603075,1
159,1729,0.4410614669,-0.3380593061,1
159,1793,-0.8187131882,-0.7848414779,1
159,1857,0.254973799,-1.375697613,1
159,1921,0.6644571424,-1.271936297,1
159,1985,0.7077493668,-0.3469845057,1
223,65,1.294163942,-2.496069431,1
223,129,1.84133184,-2.212235928,1
223,193,1.521669984,-2.618758202,1
223,257,1.270355225,-2.827160835,1
223,321,0.4083986878,-3.863027334,1
223,385,-1.615614057,-2.860099792,1
223,449,-1.594134092,-1.842577219,1
223,513,-0.3642115295,-2.080374718,1
223,577,0.2551320493,-3.140333652,1
223,641,0.3312234879,-4.096453667,1
223,705,-0.5733507872,-1.632400393,1
223,769,-1.281544924,-0.6726179123,1
223,833,-0.2158218026,-1.503966093,1
223,897,-0.311357379,-2.962015152,1
223,961,-0.7018843889,-1.81985116,1
223,1025,-0.8772566319,0.7248075604,1
223,1089,-0.4761672616,1.09530127,1
223,1153,-0.2903992832,0.1857486367,1
223,1217,0.05695450306,0.06395429373,1
223,1281,-0.04422947764,0.1498363614,1
223,1345,-3.945628166,-3.653016329,1
223,1409,0.09111215919,-0.574919939,1
223,1473,0.6904835105,-0.4088545442,1
223,1537,0.7883642316,-1.211866617,1
223,1601,1.037272453,-1.66708374,1
223,1665,0.1367965341,-2.546135902,1
223,1729,-0.02277100086,-1.781280994,1
223,1793,-0.05772481859,-1.463235617,1
223,1857,-0.1752442718,-1.68392992,1
223,1921,0.2389030159,-1.289550543,1
223,1985,0.6885592937,-1.469722033,1
287,65,1.280335903,-1.569289207,1
287,129,1.265278339,-3.487357378,1
287,193,0.9506949782,-3.779521465,1
287,257,1.269089341,-4.915491581,1
287,321,1.432910681,-2.495470762,1
287,385,-0.05426180363,-2.028834343,1
287,449,-1.791657925,-1.744360924,1
287,513,-0.8535927534,-0.1492129564,1
287,577,0.1383287311,-1.416990042,1
287,641,1.147631526,-1.868965387,1
287,705,-0.4725264907,-1.080864787,1
287,769,-1.745073557,0.3226003647,1
287,833,-2.202240705,-0.7941288948,1
287,897,-1.085268617,-2.523996115,1
287,961,-1.031230211,-2.44933033,1
