PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 14, filenames: A:[14]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[15]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,-6.136126041,2.71491313,1
95,129,-6.801560402,1.078381538,1
95,193,-7.510679722,2.364425659,1
95,257,-6.683671951,2.478734016,1
95,321,-5.745242119,3.360310078,1
95,385,-5.368645191,3.758398533,1
95,449,-4.797801018,4.129180431,1
95,513,-3.914714813,3.129257202,1
95,577,-2.612397671,3.041230679,1
95,641,-1.819782019,3.785128117,1
95,705,-1.152263165,4.857392311,1
95,769,-0.3612573147,5.876461983,1
95,833,-0.2186549902,4.697660446,1
95,897,0.5688202381,3.706381321,1
95,961,1.43857491,3.924657345,1
95,1025,0.2094328403,5.923949242,1
95,1089,2.075521946,3.547747374,1
95,1153,2.256144047,3.347172976,1
95,1217,1.499997854,3.507415771,1
95,1281,0.1879792213,4.354166985,1
95,1345,1.651733637,3.240825891,1
95,1409,3.899173498,2.620508194,1
95,1473,4.077822685,3.43763113,1
95,1537,2.267653465,2.330293179,1
95,1601,1.926695824,0.3275106549,1
95,1665,2.477520943,-0.6298078895,1
95,1729,1.947619677,-0.1217148304,1
95,1793,1.262954473,-0.1773917675,1
95,1857,2.194257021,-0.5394340754,1
95,1921,3.443049431,-1.326413155,1
95,1985,5.455976486,-4.517557144,1
159,65,-7.389319897,-0.8058925271,1
159,129,-7.522356033,-1.146208525,1
159,193,-7.257217884,0.2632037401,1
159,257,-6.958158016,0.7798281908,1
159,321,-6.604066849,0.8048620224,1
159,385,-6.809765339,1.526920319,1
159,449,-5.228732109,2.312225103,1
159,513,-3.70051837,2.358244419,1
159,577,-2.81394434,2.780800581,1
159,641,-2.09318471,3.78654027,1
159,705,-2.549976587,4.43062973,1
159,769,-1.524813294,5.339131355,1
159,833,0.04259705544,5.156129837,1
159,897,-0.06642651558,5.4108181,1
159,961,-0.3470338583,4.501609802,1
159,1025,0.9478628635,3.576228142,1
159,1089,1.939029217,3.106792212,1
159,1153,2.095743895,3.242322206,1
159,1217,2.040066242,3.099160671,1
159,1281,1.073944092,2.625219822,1
159,1345,1.39166832,2.439323664,1
159,1409,2.340603113,1.989117146,1
159,1473,2.442596436,1.600903988,1
159,1537,2.530656576,1.656421065,1
159,1601,2.207963228,0.4824208021,1
159,1665,1.665560246,-0.214720428,1
159,1729,1.917151213,-0.1492884755,1
159,1793,1.972064495,-0.6473104954,1
159,1857,2.151293278,-0.697720468,1
159,1921,2.424071312,-0.3265234828,1
159,1985,2.289385796,-0.03412806988,1
223,65,-8.542747498,-1.151339054,1
223,129,-8.252641678,-1.510392904,1
223,193,-7.788893223,-0.9817050099,1
223,257,-7.412183285,-0.2616780996,1
223,321,-7.156881332,0.1746894121,1
223,385,-7.062083244,0.9486219287,1
223,449,-4.81892252,1.569525123,1
223,513,-3.417610407,2.320678949,1
223,577,-3.022300959,3.226885557,1
223,641,-3.086018085,3.696407557,1
223,705,-7.566953182,7.117068768,1
223,769,-8.081537247,6.692250252,1
223,833,-0.1158496439,4.573521614,1
223,897,0.5918032527,4.716906548,1
223,961,0.9136559963,3.843187571,1
223,1025,1.665673733,3.863866806,1
223,1089,2.016213179,2.813967943,1
223,1153,2.427075386,2.746691227,1
223,1217,3.292053938,2.533140182,1
223,1281,3.042325974,2.081805229,1
223,1345,2.655239105,1.861950159,1
223,1409,2.542778254,1.939610958,1
223,1473,2.247611761,1.868688226,1
223,1537,2.147517204,1.128054738,1
223,1601,1.822917104,0.7076895237,1
223,1665,1.867278695,0.289786458,1
223,1729,2.081830025,-0.06096731126,1
223,1793,2.282035112,-0.522975564,1
223,1857,2.252355337,-1.177875042,1
223,1921,1.792426109,-0.4900161028,1
223,1985,1.070787072,-0.5704163909,1
287,65,-8.452383041,-0.2520666122,1
287,129,-8.159044266,-1.631944776,1
287,193,-8.117915154,-1.792246342,1
287,257,-8.89112854,-1.050015569,1
287,321,-6.837133884,-0.5060575008,1
287,385,-5.879680157,-2.18300581,1
287,449,-13.83111668,-5.411445141,1
287,513,-3.142923832,2.49339962,1
287,577,-2.986151695,3.331170321,1
287,641,-7.752692223,4.948525429,1
287,705,-4.354763031,3.774785995,1
287,769,-0.51224792,3.478586197,1
287,833,1.004551172,4.103640079,1
287,897,1.771798134,4.350937843,1
287,961,2.284964085,3.652426243,1
287,1025,2.499854326,4.693693161,1
287,1089,2.395289898,2.310941458,1
287,1153,2.479393005,0.9419932365,1
287,1217,2.380357981,0.884753108,1
287,1281,2.767680645,2.034346104,1
287,1345,2.88171196,1.439480305,1
287,1409,2.951517344,1.849152565,1
287,1473,2.710414648,1.971385479,1
287,1537,2.047893286,0.947697401,1
287,1601,1.67854619,0.3003882468,1
287,1665,1.6163975,-0.1682127863,1
287,1729,2.013493061,-0.2520724833,1
287,1793,1.968815207,-0.3833027482,1
287,1857,1.626908779,-0.4282880425,1
287,1921,0.7614309788,-0.4466808438,1
287,1985,0.9949842095,-0.4914958477,1
351,65,-8.413675308,-1.180133343,1
351,129,-6.607364178,-1.167769313,1
351,193,-7.464033604,-1.062641144,1
351,257,-9.208808899,-0.6200222969,1
351,321,-8.338396072,-0.737596035,1
351,385,-7.79445076,-2.627922535,1
351,449,-4.739090443,-2.881313324,1
351,513,-2.429184198,1.3177917,1
351,577,-2.124392509,2.450995207,1
351,641,-2.100619316,3.009701252,1
351,705,-1.033574343,2.557687044,1
351,769,0.5209751129,2.873696327,1
351,833,2.878156185,3.767552376,1
351,897,4.11397171,4.155056477,1
351,961,3.350916386,3.1940763,1
351,1025,3.682725906,2.507004023,1
351,1089,3.751420975,1.918365002,1
351,1153,1.545556545,1.852698803,1
351,1217,-2.797255516,3.6369524,1
351,1281,-1.651383638,5.618627548,1
351,1345,3.202119827,1.164296865,1
