PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 31, filenames: A:[31]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[32]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,-1.413061619,-0.6860396862,1
95,129,-0.5556873083,0.3109769821,1
95,193,0.5175241232,0.01852101088,1
95,257,1.109596848,0.3809526563,1
95,321,1.162860513,-0.1638915539,1
95,385,1.608625889,-1.864485979,1
95,449,2.645890236,-1.738262177,1
95,513,3.472147703,-1.452244997,1
95,577,2.213918924,-0.9100184441,1
95,641,1.411166906,-0.53601408,1
95,705,2.167792797,-0.4932231009,1
95,769,1.557277322,-0.5792238712,1
95,833,0.3441904783,-0.02470040321,1
95,897,-0.6208336353,1.40567112,1
95,961,2.394501209,0.1658373475,1
95,1025,2.311739922,-0.683829546,1
95,1089,-1.395759106,0.1589357853,1
95,1153,-1.188335776,1.023124933,1
95,1217,1.184381485,0.05827730894,1
95,1281,3.729495764,-0.07793727517,1
95,1345,4.194375515,-0.2360035777,1
95,1409,3.412622452,1.090708613,1
95,1473,1.400895119,1.089393139,1
95,1537,0.4140968323,1.447661877,1
95,1601,1.474852443,1.173751116,1
95,1665,1.405854344,-1.517094254,1
95,1729,NaN,NaN,2
95,1793,1.088283539,-0.313313365,1
95,1857,0.8807451725,-0.1762698889,1
95,1921,0.4608861208,0.2582690716,1
95,1985,-0.1075953841,-2.212678909,1
159,65,0.06657651067,-0.4159127474,1
159,129,0.2804624438,-0.8639967442,1
159,193,0.0781956315,0.1463526338,1
159,257,0.1120332778,0.5416699052,1
159,321,0.5572351217,-1.047126532,1
159,385,0.8255184889,-2.364339828,1
159,449,0.6908100247,-1.062223196,1
159,513,0.6310281754,-0.7711604834,1
159,577,-0.2469418049,-0.6866458654,1
159,641,-1.235226035,-0.7159147263,1
159,705,-0.4218704104,-0.6799482703,1
159,769,0.6414194107,-0.5263671875,1
159,833,0.1931532025,-0.2151484638,1
159,897,-0.289445281,-0.9105131626,1
159,961,1.518173575,-0.5007467866,1
159,1025,0.5725461841,-1.880189419,1
159,1089,-4.912111282,-0.690615654,1
159,1153,-4.534491062,0.07473504543,1
159,1217,0.1711384058,0.03083565831,1
159,1281,1.240543962,0.06427848339,1
159,1345,0.2877571583,1.39565134,1
159,1409,0.6743215322,0.4623943865,1
159,1473,0.4814688563,0.452031076,1
159,1537,0.4746257067,0.6532264352,1
159,1601,0.8792630434,0.6241383553,1
159,1665,1.082489371,-0.4229336977,1
159,1729,0.3937982321,0.3770589828,1
159,1793,-0.4826162755,-0.6274696589,1
159,1857,-0.6431638002,-0.9516929388,1
159,1921,-0.3028832078,-0.6385701895,1
159,1985,0.5518239737,-0.8897217512,1
223,65,0.2031362653,-0.1811473966,1
223,129,-0.1968621612,0.02585053444,1
223,193,-0.4383267164,0.4838200808,1
223,257,-0.2340057492,1.011051059,1
223,321,-0.2679916918,-0.79007864,1
223,385,-6.682117462,0.2858440876,1
223,449,-5.878626347,0.5802252293,1
223,513,-1.058815241,-0.184710443,1
223,577,-2.68490839,-0.7000322342,1
223,641,-5.647430897,-0.3454057574,1
223,705,-4.735961914,-0.06788128614,1
223,769,-0.414151907,-0.8384450674,1
223,833,-0.02842441201,-0.4445390105,1
223,897,0.8692373037,-1.23300457,1
223,961,0.9350386262,-0.8397346139,1
223,1025,-0.7943127155,-1.794314027,1
223,1089,-0.5701955557,-1.598403931,1
223,1153,-0.6669924855,-1.147001266,1
223,1217,-1.172777534,-0.02953621745,1
223,1281,-1.395542622,1.536673188,1
223,1345,-0.7783733606,1.452731371,1
223,1409,-0.5626165867,-0.3999625742,1
223,1473,0.1220034957,-0.7949676514,1
223,1537,0.2482091188,0.7960745096,1
223,1601,0.9033054113,0.009607940912,1
223,1665,0.9953802228,-0.5871697664,1
223,1729,0.1561439037,-0.2356745601,1
223,1793,-1.135531783,-0.5181157589,1
223,1857,-1.354668617,-1.080500603,1
223,1921,-0.7874988317,-0.3155097067,1
223,1985,1.094404459,-0.4941923618,1
287,65,0.1091836095,-0.04754090309,1
287,129,-1.648622513,0.399507612,1
287,193,-1.618931293,0.8930110931,1
287,257,-0.4859806895,-0.1831460297,1
287,321,-2.845527411,-1.103725195,1
287,385,-5.869998932,-0.3841796815,1
287,449,-8.683760643,0.2584528923,1
287,513,-4.944839954,0.2176241577,1
287,577,-1.318713546,-0.1355511546,1
287,641,-4.343307495,-0.07341295481,1
287,705,-6.33331728,-0.02295038104,1
287,769,-7.343625069,-0.7032877207,1
287,833,-8.341813087,0.1844702661,1
287,897,0.1575872898,-0.4509304762,1
287,961,0.4593166113,-0.517164588,1
287,1025,0.1282365918,-1.020215988,1
287,1089,0.3749803305,-0.8098368645,1
287,1153,0.4257983863,-0.6044847369,1
287,1217,-0.3099355698,-0.4953825176,1
287,1281,-0.5673010349,0.3761185706,1
287,1345,-0.7004346848,0.6950909495,1
287,1409,-1.934746504,0.3319588602,1
287,1473,-0.9264850616,-0.1943150461,1
287,1537,0.4776027799,0.3518785536,1
287,1601,1.239814878,0.4464120269,1
287,1665,1.266302943,0.1501740217,1
287,1729,0.5923979282,-0.2034609914,1
287,1793,-0.3673936129,-0.5860006809,1
287,1857,-0.8344473839,2.171472788,1
287,1921,-0.2182875872,1.305611014,1
287,1985,1.24109447,-0.8018614054,1
351,65,-0.3982705772,-0.3432960808,1
351,129,-0.5359510183,-0.08345159888,1
351,193,-0.5725170374,-0.180261597,1
351,257,-0.4825335741,-0.1274515092,1
351,321,-1.510653853,-0.1952055693,1
351,385,-3.606853247,-0.3983445466,1
351,449,-3.63936758,-0.5338997841,1
351,513,-1.704051018,-0.4538849592,1
351,577,-0.2923250794,-0.6251779795,1
351,641,-0.8640190363,0.0812343359,1
351,705,-1.434597969,0.6765933037,1
351,769,-1.29671514,-1.398550034,1
351,833,-1.225033879,-0.03377500921,1
351,897,-0.9071669579,-0.2171512842,1
351,961,-0.3053740263,-0.7855924964,1
351,1025,-0.1535144746,-1.954657435,1
351,1089,0.879986465,-1.12422359,1
351,1153,1.122822523,0.4605560303,1
351,1217,-1.98915565,0.1078060418,1
351,1281,0.03725394607,0.2731040716,1
351,1345,-0.1521708071,0.4546749294,1
351,1409,-2.998743057,2.061263084,1
351,1473,-5.946840286,0.6515159607,1
351,1537,1.093978167,1.822514176,1
351,1601,1.367004156,2.859701872,1
351,1665,1.632725954,1.369484186,1
351,1729,0.9707126617,-0.3367162347,1
351,1793,-0.3505550623,-0.3541833162,1
351,1857,-1.28858304,2.385980129,1
351,1921,-0.3932728767,-0.3665804267,1
351,1985,1.215398073,0.230538249,1
415,65,-1.103800774,-0.4167575538,1
415,129,-0.7242462635,-0.07379385829,1
415,193,-0.5609678626,-0.6842511892,1
415,257,0.03039088845,-0.5669498444,1
415,321,0.3107558787,0.04002419114,1
415,385,-0.08950105309,0.5868248343,1
415,449,0.106161356,-0.09707659483,1
415,513,0.1520584822,-1.886333108,1
415,577,0.2630223036,-2.618453979,1
415,641,0.1799495816,-1.484121084,1
415,705,-0.7896482348,-0.2367516756,1
415,769,-1.563198328,-0.1647623479,1
415,833,-1.660462141,0.2042106986,1
415,897,-1.535538316,-0.1248042583,1
415,961,-0.8363016248,-1.100104094,1
415,1025,-0.9652104378,-2.675732374,1
415,1089,0.4862318337,-1.371734381,1
415,1153,0.4260332584,0.3297385871,1
415,1217,-1.942042112,0.4399331212,1
415,1281,0.3241024911,-0.05731412768,1
415,1345,0.07213753462,0.3109714389,1
415,1409,-3.593141079,0.862883985,1
415,1473,0.6626461148,1.165786505,1
415,1537,1.477908254,2.046000242,1
415,1601,1.72957015,2.458182812,1
415,1665,1.847818613,2.026178122,1
415,1729,1.500738502,-0.07489979267,1
415,1793,1.14787364,-0.4958691001,1
415,1857,0.9928570986,-0.8895727396,1
415,1921,1.065234542,-1.346674204,1
415,1985,1.819356441,-0.7865489721,1
479,65,-1.693863153,-0.24921453,1
479,129,-4.404682159,-2.625086784,1
479,193,-1.427828074,-0.6304116249,1
479,257,0.4194700718,-0.6909126043,1
479,321,0.9321274161,0.4154301286,1
479,385,0.8440890908,0.6306260228,1
479,449,1.019027829,-0.1012399197,1
479,513,1.084949374,-1.578074336,1
479,577,0.9198542833,-1.271212578,1
479,641,0.3556106091,-1.272200227,1
479,705,-0.2981179953,0.4908141792,1
479,769,-0.985261023,0.4225393534,1
479,833,-1.674581409,0.1046924144,1
479,897,-1.034942508,-0.3011135757,1
479,961,-0.9542171955,-0.8531816006,1
479,1025,-0.9459907413,-0.7609068155,1
479,1089,-0.4468361139,-0.2791862786,1
479,1153,0.01665484905,0.1259606481,1
479,1217,0.2146679759,0.2799324691,1
479,1281,0.4376291931,-0.01526425779,1
479,1345,0.5635254979,0.1881369054,1
479,1409,0.6008244753,0.7018642426,1
479,1473,1.373495221,1.858811617,1
479,1537,1.817936659,1.840725899,1
479,1601,2.111690998,0.7736296654,1
479,1665,1.889526129,0.08335593343,1
479,1729,1.926941991,-0.3085775375,1
479,1793,1.759607553,-0.8334006667,1
479,1857,1.559845209,-1.268481731,1
479,1921,2.095436573,-1.707846999,1
479,1985,2.606437922,-2.186188698,1
543,65,-2.291666746,-0.3587235212,1
543,129,-4.363708019,-0.40714854,1
543,193,-3.177458763,-0.06950095296,1
543,257,-2.060372114,-0.07490810752,1
543,321,0.3405911922,0.4265436828,1
543,385,1.200533748,0.5284277201,1
543,449,1.534646392,-0.01215469837,1
543,513,1.292912602,-0.6584790945,1
543,577,0.7583063841,-0.1418210566,1
543,641,0.1704632342,-0.03819686174,1
543,705,0.5032278299,0.5790823102,1
543,769,-0.05481374264,0.4693789482,1
543,833,-3.975976467,-0.1073545665,1
543,897,-4.475615978,-1.368788719,1
543,961,-0.9700541496,-0.8080431223,1
