PIVlab, ASCII chart output - 24-Oct-2024
FRAME: 26, filenames: A:[26]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi & B:[27]AVI_Pos025_TimeSrs002425_TgLifeactGFP_Control.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
95,65,-9.038299561,-3.287425518,1
95,129,-3.798267841,-1.243432522,1
95,193,-1.084757209,2.140630722,1
95,257,-0.4370087385,0.5104298592,1
95,321,-1.518125772,-0.6968240738,1
95,385,-2.415528297,-1.960919857,1
95,449,-3.362520218,-2.144887447,1
95,513,-4.768422604,-0.2306768894,1
95,577,-2.522472858,1.347186089,1
95,641,-0.8045947552,2.209330082,1
95,705,-0.9172059298,0.6742079258,1
95,769,-1.147818208,0.5137167573,1
95,833,-1.445381761,0.4283210635,1
95,897,-0.6319799423,1.094074607,1
95,961,0.1783245802,0.2482886314,1
95,1025,-2.0657022,0.6129848957,1
95,1089,-2.461142063,-0.7890181541,1
95,1153,0.3782968521,-1.508054972,1
95,1217,-0.1068615913,1.410938025,1
95,1281,0.2389210463,2.960402012,1
95,1345,1.080484509,1.262937069,1
95,1409,1.377234936,0.3271493912,1
95,1473,0.05614537001,-1.447916508,1
95,1537,-0.7020593882,-0.4456596375,1
95,1601,-1.016056538,0.1055314541,1
95,1665,-0.8316321969,0.9861061573,1
95,1729,-0.7373166084,2.840631962,1
95,1793,0.05934028327,-0.4609634876,1
95,1857,0.1096276343,-0.3881741166,1
95,1921,0.8146813512,0.3800321221,1
95,1985,1.510566473,3.289025545,1
159,65,-4.349395275,-2.405706406,1
159,129,-1.802932501,-0.9318231344,1
159,193,-1.128050089,-0.162783742,1
159,257,-1.434864044,-0.9073485136,1
159,321,-2.209350586,-3.567353249,1
159,385,-2.368029833,-7.04189682,1
159,449,-2.202812672,-5.49505949,1
159,513,-1.67242837,-1.329919577,1
159,577,-1.684644461,-0.273311913,1
159,641,-1.682626843,-0.2924352884,1
159,705,-1.793609619,-1.567420483,1
159,769,-0.6364336014,-0.5085344911,1
159,833,-2.06806469,0.4359820783,1
159,897,-2.438588381,1.148777843,1
159,961,-2.29151392,0.5529875755,1
159,1025,-4.80367136,0.3321478963,1
159,1089,-3.811009407,2.142199039,1
159,1153,NaN,NaN,2
159,1217,-1.492734909,2.923083782,1
159,1281,-0.5343768597,2.228363991,1
159,1345,-0.03008258343,1.853589654,1
159,1409,-0.8144225478,1.567572117,1
159,1473,-0.9545858502,1.024251699,1
159,1537,-0.8525112271,1.002001405,1
159,1601,-0.8108967543,0.4289107919,1
159,1665,-0.9640059471,0.2079663575,1
159,1729,-0.9891514182,-0.8691407442,1
159,1793,-1.129681349,0.02082547545,1
159,1857,0.3240225017,0.3652747869,1
159,1921,1.079686403,0.3422605097,1
159,1985,2.967313051,0.1526480317,1
223,65,-2.913015366,-0.9680712223,1
223,129,-1.807937384,-1.600911617,1
223,193,-2.138036251,-2.071313858,1
223,257,-2.343601942,-2.802315712,1
223,321,-6.769724846,-2.334501028,1
223,385,-11.72036171,-1.500629425,1
223,449,-1.292197824,-3.660102367,1
223,513,-1.076728821,-0.9211088419,1
223,577,-2.100917101,-0.2781244516,1
223,641,-3.104858398,-3.511213779,1
223,705,-2.355899572,-3.190486431,1
223,769,NaN,NaN,2
223,833,-1.932749867,0.1716615856,1
223,897,-1.719001889,1.084239602,1
223,961,-1.860248566,0.946051538,1
223,1025,-5.878695488,0.5784182549,1
223,1089,-2.08191824,2.161379814,1
223,1153,-2.877156973,3.48112464,1
223,1217,-2.522068262,2.869691372,1
223,1281,-0.8436231017,2.15003109,1
223,1345,-2.053431511,1.83932209,1
223,1409,-1.749744415,2.397065163,1
223,1473,-1.057644606,2.117193937,1
223,1537,-1.780900717,1.315035343,1
223,1601,-2.013443232,0.8023278713,1
223,1665,-0.09833401442,-0.2498666942,1
223,1729,0.1279650629,-0.6578296423,1
223,1793,-1.332116961,0.1841560304,1
223,1857,0.2078492641,0.48800686,1
223,1921,1.319776058,0.07104709744,1
223,1985,1.005957484,-0.6764162779,1
287,65,-8.567174911,0.1441822052,1
287,129,-3.37438035,-2.959486961,1
287,193,-3.127283573,-4.03287077,1
287,257,-3.067337513,-3.346683502,1
287,321,NaN,NaN,2
287,385,-12.45931435,0.1182599068,1
287,449,-2.006452799,-1.698210239,1
287,513,-0.388949275,-1.224987388,1
287,577,-1.739304304,-2.231133699,1
287,641,-6.441553116,-5.248421669,1
287,705,-5.365446091,-3.699964285,1
287,769,-1.704562902,-3.138599396,1
287,833,-2.358620644,-0.3383227587,1
287,897,-1.691925645,1.578109741,1
287,961,-1.564783454,2.324927092,1
287,1025,-1.765459418,1.973503351,1
287,1089,-1.59937489,3.76515007,1
287,1153,-1.159230471,3.999867678,1
287,1217,-0.607722044,1.983416319,1
287,1281,-0.6412178874,1.803667188,1
287,1345,-1.210032225,1.512185693,1
287,1409,-0.6149324179,2.042048454,1
287,1473,-0.7260360718,2.310778141,1
287,1537,-1.058834076,-2.163216829,1
287,1601,-1.180876255,-1.966396689,1
287,1665,0.1692482233,-0.8526893854,1
287,1729,0.3984848857,-0.6288066506,1
287,1793,-2.744240522,2.53949213,1
287,1857,-0.1255007684,0.07463988662,1
287,1921,0.2196820378,-0.6386884451,1
287,1985,0.5730963945,-0.3955740929,1
351,65,-3.990570545,-1.339923382,1
351,129,-3.945569038,-4.025397301,1
351,193,-4.187659264,-4.712947845,1
351,257,-4.384667397,-3.511563063,1
351,321,-4.431745529,-2.834262848,1
351,385,-3.50588727,-1.007588029,1
351,449,-1.523257375,-0.5151381493,1
351,513,8.442085266,-2.091058969,1
351,577,7.673703671,-2.805894852,1
351,641,-2.502214432,-4.295850277,1
351,705,-2.379342556,-2.461153984,1
351,769,-1.862759829,-1.232830286,1
351,833,-2.866054535,-3.027991772,1
351,897,-2.374549389,-0.248267293,1
351,961,-1.658446074,1.24721694,1
351,1025,-2.304037571,1.974865079,1
351,1089,-2.034215927,3.575630665,1
351,1153,-0.2713392973,2.511055708,1
351,1217,-0.1860629916,1.970821738,1
351,1281,-0.07221090794,1.059863687,1
351,1345,0.4286848605,0.9191457033,1
351,1409,0.7273211479,1.323225737,1
351,1473,0.2848625183,2.048686504,1
351,1537,-3.379598856,-3.892861843,1
351,1601,0.2122655511,-1.1039958,1
351,1665,0.8620054126,-0.2774374485,1
351,1729,-0.4649401307,-0.5625827312,1
351,1793,-3.111481905,1.41356647,1
351,1857,-4.290026665,2.511326075,1
351,1921,0.01963961124,-0.2312155366,1
351,1985,-0.1668545902,-0.4482115507,1
415,65,-4.12781477,-2.880932331,1
415,129,-4.251234055,-4.473603249,1
415,193,-4.49898243,-4.471085072,1
415,257,-5.021643639,-4.254711151,1
415,321,-4.1360569,-2.106450558,1
415,385,-2.525525093,-0.7600759268,1
415,449,-1.537106514,-0.05645871162,1
415,513,5.118491173,-2.943008184,1
415,577,6.693179607,-3.640287638,1
